par_nr	head	sentence
1	 NÕIUTUD KAMEE 	 NÕIUTUD KAMEE 
3	 Kohtumine õhusillal 	 Kohtumine õhusillal 
4	NA	 Nädal enne ramadaani toimus Teheranis üleilmne õlistrateegide nõupidamine , millest peale naftauurimiskeskuste ja kontsernide esindajate võtsid osa ÜRO eksperdid , ning riikide energeetikaministrid . 
5	NA	 Kõik maailma massiteabevahendid refereerisid mõningase paanikaga konverentsi põhiküsimust : “ Muudatused globaalpoliitikas maailmanafta ammendumise situatsioonis . ” 
6	NA	 Konverentsi põhiettekandjad olid ÜRO maavarade ja energiaressursside peaekspert Nordgren . 
6	NA	 Ning õligigant , Naftauurimiskeskuse direktor Bigart . 
7	NA	 Tund enne lendu Teherani toimub Bigarti ja tema luureteenistuse ülema Gesha Gouldi vahel šifreeritud telefonikõne . 
7	NA	 Allpool nende kõnelus dešifreeritud kujul : 
8	NA	 GOULD : Šeff ! 
8	NA	 Mul on kindlad andmed , et teile tehakse Teherani-reisil “ kotti ” . 
8	NA	 ( Inimrööv allilmaslängis . ) 
9	NA	 BIGART : Kas üksnes mulle või ka Pelagopulosele ? 
10	NA	 GOULD : Üksnes teile . 
11	NA	 BIGART : Tegite mu südame kergeks . 
12	NA	 GOULD : Paganapihta , šeff – on teil kuulikindel kukal ? ! 
13	NA	 BIGART : See selgub reisil . 
14	NA	 GOULD ( kirub omaette ) : Ametivande järgi lasub mul vastutus teie elu eest – panen teile maa-õhk turvarühma ligi ! 
15	NA	 BIGART : Olen liigutatud , Gould . 
15	NA	 Laske rühm vabaks . 
15	NA	 ( Paus . ) 
15	NA	 On teil andmeid , kes kotimehed võiksid olla ? 
16	NA	 COULD : Õlimaffia , lõhnast tunda . 
16	NA	 Tellijat ei tea . 
17	NA	 BIGART : Terita haistmist , Gould , ja teata mulle temast kohe . 
18	NA	 GOULD : Kuulen , šeff ! 
19	NA	 Bigart oli teinud korralduse nende Teherani-lennuks valmis panna personaallainer . . . 
20	NA	 . . . ent veerand tundi enne starti avastas lendu ettevalmistav hooldusbrigaad laineri teliku juures rikke . 
20	NA	 See sundis Teherani lendama reisiliinilennukil . 
21	NA	 Kui nad olid juba tõusnud kolmesaja reisijaga õhulaeva pardale ning istusid kitsastes toolides , turvarihmad peal , küsis Bigart hooletult : 
22	NA	 “ Mis sa arvad tollest telikurikkest , Galeb ? ” 
23	NA	 “ Arvan , et igal asjal on oma isiklik õigus rikki minna – olgu see närv või lennuk . ” 
24	NA	 “ Küsisin põhjuse kohta , Väikemees , ” lausus Bigart . “ Pea , ära pinguta – vastan : amortisaator rikuti , et meid liinilennukisse suruda . ” 
25	NA	 “ Pergel ! 
25	NA	 Tuleb Gouldilt saaterühm tellida ! ” kirus Pelagopulos . 
26	NA	 “ Ega sa ometi . . . ” Bigarti kulm kerkis . 
27	NA	 “ Justnimelt ! ” lausus teine . “ Mul on õrn , ja Kamylle tahab teda tervelt tagasi . 
27	NA	 Iga kord vaatab peo peal , kas ei ole mõnd mõra või mõlki . 
27	NA	 Mõistad nüüd ! ” 
28	NA	 Bigart noogutas , laskis pea rinnale . . . 
29	NA	 . . . ning ta võimast lihaskompleksi , otsekui laavapurse mäge , vapustas naeruhoog . 
30	NA	 Pelagopulos silmitses teda siira lapseliku imetlusega nagu koolipoiss elavat saurust . 
31	NA	 Päikesetõusul ületas õhulaev Dašte Kaviri kõrbe , lendas piki veekogumiskanaleid ja Abadani naftajuhet sihi poole . 
32	NA	 Mehrabadi lennujaama eel paistis laialipillatud mustvalge Teheran , mida kattis Elbursi mäeahelik oma hiiglasliku sünge varjuga . 
33	NA	 Bigart ja Pelagopulos , pidades pealtnäha huvitult silmas ümbrust ja kaasreisijaid . . . 
34	NA	 . . . hoidsid kätt relval , valmis tseremoonitsemata tulistama . 
34	NA	 Ent kas polnud käsku või ei sobinud hetk – rünnakut ei tulnud . 
35	NA	 Lennuväljale vastusõitnud limusiinid viisid delegaadid turvaeskordi saatel Riikliku Naftakontserni administratiivhoone ette ( arhitektuuriimeks tituleeritud ehitise kuulsus kahanes võrdeliselt kuivavate naftasoontega ) , kust nad tõusid üles konverentsisaali . 
36	NA	 Nende nimed kanti registreerimisraamatusse ; nukkvaiksed boyd juhatasid nad delegaadilooži , ning seal ettevaatlikult istet võtnud , torises Galeb : 
37	NA	 “ Põrgu– . . . 
37	NA	 See tähelepanematus hakkab mulle juba närvidele käima ! ” 
38	NA	 “ Ole rahulik , neid ei huvita keegi muu peale meie . ” 
39	NA	 “ Miks oled sa selles nii kindel ? ” 
40	NA	 “ Šaakal käib ränduri järel , kes teab kaevupaika , ” vastas Nikyas talle araabia mõistulausega . 
41	NA	 Üleilmne õlistrateegide nõupidamine , mida iseloomustas üha süvenev nõutus , kestis neli päeva . 
41	NA	 Ilma suuremate lahkhelideta , peaaegu ühehäälselt võeti vastu meetmed , mille eesmärk oli aeglustada maailmanafta ammendumist . 
41	NA	 ( Kogu õlivööndi ulatuses piirati kvoote , suleti suur hulk kriitilisel piiril olevaid naftavälju , konserveeriti mitu miljonit vähetootlikku puurauku ning pukseeriti sadamatesse sadu puurimisaluseid . ) 
42	NA	 Konverentsi vaheaegadel . . . 
43	NA	 . . . kandus nõupidamine saalist üle kuluaaridesse . 
43	NA	 Moodustusid erinevate profiilidega grupid : naftaluurajad ja teadurid , ministrid ja eksperdid . 
43	NA	 Ning lihtsalt papi mappipanijad – õlikuningad , kes vaikisid ehmakalt , nagu oleksid nad suu viimast naftat täis võtnud . 
44	NA	 Järsku . . . 
45	NA	 . . . kõlas lask ! 
45	NA	 Ning mööda puhkehalli sammast , aeglaselt kui sulav lumemees , vajus põrandale pikka kasvu hallipäine härras . 
46	NA	 “ Algas õlikuningate lahkumine , ” lausus Bigart liikumatul näol . 
47	NA	 “ Charles Chacho , ” teadis teine . “ Viimaseid naftapioneere . 
47	NA	 Möödunud aastal kadus tal Boliivias õlipõhi alt – nüüdsama Ekspertnõukogu otsusega konserveeriti Charlesil kõik Lähis-Ida puuraugud . ” 
48	NA	 ( Sel ajastulõpu õlikonverentsil Teheranis , kus põrmustatakse inimsaatusi , et rajada teed inimkonnale , nagu see oli olnud enne ning pidi tulema pärast seda . . . 
49	NA	 . . . on esmakordselt Iraanis viibivale Pelagopulosele peale teiste šokeerivate avastuste – Elbursi kolossi , Golestani palee ning islami antieetilise tõe : parem piiratud vabadus kui piiramatuse vabadus – niisama vapustav avastus , mille ta teeb Bigarti juures : tolle absoluutne keeltevaldamine . 
49	NA	 Ta ei ole polügott ei ülemal ega alamal , vaid väljaspool selle mõiste ulatust . 
49	NA	 Ta on universaalne , sõna otseses mõttes Universum , vallates keeli igasuguse loogikata , loomulikult , nagu taevas valdab tähesüsteeme . 
49	NA	 Selgub , et Nikyas Bigart ei räägi vabalt üksnes ilmamaa põhikeeli – sellega oli Pelagopulos jõudnud harjuda koos tema nimetu muundega . . . 
50	NA	 . . . vaid suhtleb , sellest endale aru andmata , vabalt tänavanurkadel ja väljakutel turglevate belutšide , tadžikkide , kurdidega nende turgi ja semi keeltes . 
51	NA	 Mashadi muuseumis räägib ta pärgamentkollase krõbiseva antikvaarist raugaga poolunustatud vanairaani sogdi ja horesmi keeles . 
52	NA	 “ Big. . . art , ” kogeleb Pelagopulos , “ pead mulle näitama , kuidas sa teed neid keeletrikke ! ” 
53	NA	 “ Tavaliselt , ” lausub teine õlgu kehitades . 
54	NA	 Galeb Pelagopulos , ehkki tema ei leia seda eales , hakkab sestast otsima . . . 
55	NA	 VÕIMATUSEVÕIMALUSE MÕÕDET maailmas . ) 
56	NA	 Naftaajastu lõpunägemus silmis . . . 
57	NA	 . . . näis õlidelegaatide lahkumine Teheranist paanilise pagemisena . 
57	NA	 Nende limusiinid kihutasid lennujaama poole , nagu oleks neid jälitanud vanakuradi kaarik . 
57	NA	 Nägudel põrguhirmust ja palavusest mullitav higi , prügisid nad lennukitrapist üles ning viskusid just nagu ärapääsnud oma istmetele – need olid nummerdatud , neil olid turvarihmad . 
58	NA	 Bigartil ja Pelagopulosel nii kergesti ei läinud : trapi juures ründasid mehi reporterid , sihkides neid oma objektiividega nagu Punase Raamatu haruldasi eksponaate . 
59	NA	 “ Pagan võtaks , kui nad oma kaamerate päästikule vajutasid , oli mul tunne , et kohe-kohe kõlavad lasud ! ” ütles Galeb rätikuga laupa kuivatades . 
60	NA	 “ Sa mõtled kaamerateks maskeeritud kiirgrelvi – terane ! ” kiitis teda Bigart . “ Ole mureta , kõmuküttide seas neid ei olnud . 
60	NA	 Reisijate hulgas samuti mitte – jälgisin kontrollboksis igaühte eraldi . ” Bigarti suunurka ilmus muigekuradike . “ Nii et võid oma reliikviad ainsagi lommita Kamyllele viia . . . 
60	NA	 Stopp ! 
60	NA	 Nüüd pole ma selles enam kindel . . . ” 
61	NA	 Bigart osutas silmadega läbi laineriakna trapile , mille ees oli äsja pidurilauluga peatunud kiirabiauto . 
62	NA	 Samas kostis mikrikrõpsatus ning informaator teatas : 
63	NA	 “ Lugupeetud reisijad ! 
63	NA	 Lennukompanii ja piloteeriv koosseis vabandavad teie ees mõningase diskomfordi pärast , mida peame teile valmistama . 
63	NA	 Rahvusvahelise Punase Risti ja kompanii leppe kohaselt oleme kohustatud peale võtma looduskatastroofis või tööõnnetuses kannatanud isikud , kes soovivad sihtkohta lennata meie avioliinidel . 
64	NA	 Umbes viieminutilise viivituse jooksul asuvad lennuki pardale üheksa gaasiplahvatuses kannatada saanud võõrtöölist . 
65	NA	 Olgem nende vastu kenad ja hoolitsevad ! ” 
