par_nr	head	sentence
1	 Randevuude rajad on rammetult rohtunud 	 Randevuude rajad on rammetult rohtunud 
2	NA	 Aarne Ruben 
3	NA	" "" Meil oleks tarvis , et sa tuleksid manukaks . "
3	NA	 Manukaks , saad aru , noh , tunnistajaks ! 
3	NA	" Urmo ei taha töölepingu lõpetamisele alla kirjutada , "" ütles Õhtutähe peatoimetaja resoluutselt . "
3	NA	 Ta oli mu koridori peal kätte saanud . 
3	NA	 Ma teadsin väga hästi , et minulgi tuleb sellest firmast minek , koondamine jõuab minuni õige pea . 
4	NA	 Koondamiste laine oli suurkontserni-ajalehes alanud juba paar nädalat tagasi . 
4	NA	 Kuid jutud olid hakanud veelgi varem käima , et uus välismaine suuromanik tõmbab personali koosseisu ühe kolmandiku peale . 
4	NA	 Alguses räägiti fantastilistest arvudest . 
4	NA	 Siis hakkas personalijuht inimesi letti võtma . 
4	NA	" Ta läks ühes koondatavaga klaasseintega koosolekuteruumi ja alustas paratamatule alistumisele üles kutsuva häälega : "" Tea , et minulgi tuleb see ükskord läbi teha , ega mina siia enam kauaks jää . "
4	NA	 Uuel luual , mis nüüd pühkima hakkab , ei ole personalidirektorit vaja . 
4	NA	 Meieni jõudis nüüd ka sinu koondamisotsus . 
4	NA	 Ma arvan , et me jõuame kokkuleppele : nii töötaja kui tööandja panevad käe alla , et leping on lõpetatud poolte kokkuleppel . 
4	NA	" See on sulle endale ka kasulik : kui tööleping lõpetatakse töötaja vääritu teo või siis usalduse kaotamise tõttu , siis sa mingit raha ei näe , kui aga lõpetame poolte kokkuleppel , siis saad ju hüvitist kolme kuupalga ulatuses . "" "
5	NA	" Fotograaf Urmo oli keeldunud "" klaaskabiini "" tulemast . "
5	NA	 Ta oli üldse asjaajamisest keeldunud . 
5	NA	 Nüüd kutsuti manukad : Urmo ei taha alla kirjutada . 
5	NA	 Ma astusin resoluutse peatoimetaja saatel fotograafide tuppa . 
5	NA	 Keset tuba seisis näost kergelt õhetav Urmo . 
5	NA	 Ta seletas , et teda ei ole mingit põhjust lahti lasta , sest kellelgi ei ole kunagi olnud mingeid pretensioone tema töö kohta . 
6	NA	" "" Saa ometi aru , sa igavene oinas , "" seletasid talle peatoimetaja ja majandusdirektor . "
6	NA	" "" Lehel ei ole nii palju raha , et nelja fotograafi üleval pidada ! "
6	NA	 Kas sa oled kuu pealt kukkunud , et ei tunne majandusseadusi ? 
6	NA	 Lahkuma peavad need , kelle töö ei ole olnud nii tulemuslik kui peaks . 
6	NA	" Kui sa siia alla ei kirjuta , siis võid koondamishüvitist näha nagu oma kõrvu . "" "
7	NA	" "" Mina alla ei kirjuta ja jutul lõpp , "" ütles Urmo veelgi resoluutsemalt . "
7	NA	 Ta pilk oli tuline ja ma ei osanud seda millegagi võrrelda . 
8	NA	" "" Kui sina , tegelinski , keeldud alla kirjutamast , siis koostame protokolli , et kodanik alla ei kirjutanud ja manukad panevad lihtsalt käed alla , "" ütles peatoimetaja kuivalt ja väga rangelt . "
8	NA	 Ta seisis jalad harkis nagu kits kahe heinakuhja vahel . 
