par_nr	head	sentence
1	 AHASVEERUSE UNI 	 AHASVEERUSE UNI 
2	NA	 Kõik raamatus kujutatud tegelased ja sündmused on ilukirjandusliku mõttekujutuse vili ning nende võimalik sarnasus mis tahes reaalsete isikute ja sündmustega on juhuslik kokkusattumus , mille eest autor ei saa endale vastutust võtta . 
3	 1 . 	 1 . 
4	NA	 Tudengid ? 
4	NA	 Tudengid olid siinkandis-sealkandis ( kodukandis ) rahvapärimusi kogumas käinud , aga kui ma arhiivi antud ekspeditsioonipäevikutes oma perekonnanime kohtasin , mõtlesin : nende juures mitte . 
4	NA	 Mis neil ikka rääkida oli , kui juba Vilma oli ütelnud , et kehv rahvas , segane sort ning tervest maast palju sõdu üle käinud , verevalamistki rohkem , kui on inimesel verd . 
5	NA	 Hinge , hinge jahivad need ekspediitorid . 
5	NA	 Vaat selle peale on nemad mihklid ning siis tehakse sugupuid ja mis puid veel , kust hea näha , kes kellest ja kellega , kui niidike kõlgub , niidike kõlgub - ja lõpuks ei tea keegi , kes kus oli ja kuhu auku sai . 
6	NA	 See oli ikka nii ühemõtteline ja selge otsustus , et ma jäin relvituks . 
6	NA	 Pärisrelvi ma kartsin ja kõlkuval hingel pole ülepea enam mitte midagi . 
6	NA	 Samas ei tea , et kedagi oleks üles poodud . 
6	NA	 Ise ennast hävitanud , jaa , seda küll , kuid mitte selle segasema sordi perest , kus kasvatati ratsahobuseid ja kus vanaema Anna nähvas Kaarjärve Endlale : sa pole trammi näinudki , mina sõitsin sellega Peterburis ja Moskvas iga nädal . 
7	NA	 Aga see on ju tõsi , torkasin vahele . 
7	NA	 See on ju tõsi , ta on neis linnades aastaid tsaariajal elanud . 
8	NA	 Ma olin nüüd nii kaugele jõudnud - paari aasta jooksul ja nii kaugele - , et läksin sünnikülast uurima , kes olid mu isa ja tema vanemad . 
9	NA	 Metsa poole olid , nähvas Endla . 
10	NA	 Pärast Vilma sisse- ja kõrvalharjutusi , mis mind sünnikülas oodata võib , ei ole ükski jutualgus ebaharilik . 
10	NA	 Sest Vilma , minu ema nimelt , oli selle küla ja isatalu seisukohalt selge õnnistus , hele päevavalgus udutavasse vihma , pilvede lahtiminek , et taevasinine põhjatus paistaks sügavaima pimeduse varjudki nähtavaks . 
11	NA	 Vähem pidulikult ei saa kuidagi , sest niipalju kui ma oma emaga olen elu kestel üldse juttu ajanud , kordub selles noorelt abiellunud naise ränk töö laokilejäänud talus , vanade taluperemeeste imetlus , et see noor tüdruk nii palju teeb ja suudab . 
12	NA	 KÕIK PIDASID MINUST LUGU ! 
12	NA	 KÕIK ! 
13	NA	 Jajaa , meie oleme juba niisugused , et tööd ei karda , ja aus meel on igal pool meie saatjaks , kordab kajana emaõde Agatha . 
14	NA	 Ma olen sellest imetlusvoost koolivaheaegadel , mõnel sünnipäeval ja matustel osa saanud , kui suguselts üle aastate kokku tuleb , et siis taas elu ääremaadele varjuda , sest mida muud kui ääremaa saab kool , raamatud , ühiselamuasuka peostsuhu elu olla . 
15	NA	 Aeg-ajalt vilksatab helendavate lõimedega kangas ka minu isa nimi , aga tema ei ole elada osanud , juba noorest peast oli see näha , ja ega seda meheiga palju olnudki , sest kolmekümne viieselt lasti Meinhard metsavennana maha . 
16	NA	 Sellest on muidugi kahju , oli Vilma millalgi möönnud , kuid mida inimene külvab , seda tema lõikab , ja Meinhard oli peaaegu kogu ühise abieluaja võitluslembene mees ( ema väljend ! ) , arutu ka , kui sonis Eesti iseseisvusest ajal , mil kõik nägid , et sellel riigil on käes täielik lõpp . 
17	NA	 Oleks minu elu ka teisiti läinud , kui ma su lolli isaga poleks kokku juhtunud - see on Vilma kokkuvõte mu pärinemistaustast , ja seega ei olnud mul isegi tahtes lootust saada nende tublide sarnaseks , kes oskasid elada . 
18	NA	 Oma sünnikülast - Moorakülast - olen mööda sõitnud harva , sisse põiganud loetud korril . 
18	NA	 Ma ei tunne siin peaaegu kedagi , vaid neli esimest eluaastat tähendas see paik mulle kodu . 
18	NA	 Sest - ja sedagi on Vilma sisendanud ja loitsinud - on päris kole käia seal , kus oled metsavennana elanud . 
18	NA	 Kui palju hirmu on teised meie tõttu tunda saanud ja kõik ainult sellepärast , et kamp mehi arvas , et saab võimudele vastu . 
19	NA	 Selle ütlusega oli metsavennateema emapoolsete sugulaste kokkusaamistel isegi repliigi tasemel suletud . 
19	NA	 Nagu ka pääs isapoolsete sugulasteni , sest neid mul ei olevat . 
19	NA	 On iseäralik elada seestpoolt kasvava jõu toimel , pöörduda kui taim värske õhu , valguse ja inimeste poole , lootuseta leida pärilikke kaaslasi . 
19	NA	 Nii ennast kui neid tuleb iga päev uuesti luua , kujutledes , mõistatades , unesid nähes , kuni oled erakuks arvatud ja lõpuks ka tublide mõõtkavast välja kukkunud . 
20	NA	 Sa ise oled enese mõõtkava , kui halvem-parem , veel-halvem-veel-parem võrdlused aastate kuludes muutuvad aina haljamaks ega mõtlegi väsida . 
21	NA	 Sa lihtsalt kaugened võõramaks ning libised harvadest kokkupuudetest välja . 
22	NA	 Ja muidugi määrab tulevikku Meinhard Reiter ja tema rohkem kui imelik perekond , kes ka ju ikka seda sõgedat iseseisvuse meelt . 
22	NA	 Käbi ei kuku kännust kaugele , kulakuks tehti meid kõiki , sind ka , käratab ema , keda ta hiljem meelsamini Vilmaks kui emaks nimetab . 
22	NA	 Ja meid oleks ära küüditatud , kui metsa poleks läinud , aga just sinna ei oleks me pidanud minema . 
23	NA	 Orav jookseb ratast mööda ja kohtab vaid enese saba , oli ta - ema aina selgineva hoiaku tõttu vahel täiesti temaks saanuna - Vilmat kuulates mõtelnud . 
24	NA	 Teised ikka olid paindlikumad . 
24	NA	 Segastel aegadel vaatab igaüks , kuidas ta saab , ei pruugi suud , ei näita välja , mis mõtleb . 
24	NA	 Ja ei sõdi , hõikab rõhukalt Vilma , nagu juhataks miitingut . 
24	NA	 Võimudele hakkab vastu vaid loll ! 
24	NA	 Ma ütlen sulle , et mul on häbi sealkandis käia , ja enese pärast mina juba ei häbene . 
25	NA	 Need on kodukülla mineku eeljutud , mõnad ja loitsud riigis nimega ENSV . 
26	NA	 Kui siis Eesti Vabariik õnnekombel taastati , tuli Vilma ja ütles , et tema on vabadusvõitleja , mehega metsa represseeritud , nüüd saab ta lõpuks kätte selle , mis talle kuulub . 
27	NA	 See kõik tuleb meelde , kui olnut meenutan , ringi sõidan ja inimestele vanavanemate kohta küsimusi esitan . 
27	NA	 Kuid arvamusvabadust pole mul ometi : ma ei tea , kes Vilma õieti on , ja ma ei saa igale vastutulijale jutustada oma elulugu , mis on mul emaga sündimise fakti läbi ühine . 
27	NA	 Nüüd esindan ma lolli Meinhardi ja targa Vilma perekonda , kuulun sellesse ka siis , kui mind on lõigatud kunagi ammu mõlemast lahti ; kui ma ise lõikan end millestki lahti ning teen kes-teab-mis-häält . 
27	NA	 Mu hämaravõitu identiteet on mitmesse suunda valla ning alustan oma lugu lõpust algusse , sest muidu ei saa ka ma ise aru , mis on õieti juhtunud . 
28	NA	 Metsa poole olid , nähvas Endla . 
28	NA	 Kui minu isa talu ostis , siis käskis teie vanaisa Reiteri Tõnis juba kohe pristavi jaoks posti plakatiga püsti panna , et ta õige tee üles leiaks . 
29	NA	 ? 
30	NA	 Ta pidas talu hinda nii kalliks , et isa ei jõua seda iial tasa maksta . 
31	NA	 Eh-eh , mõh , mõh , mügistan naerda . 
31	NA	 Vanaema sõitis trammiga läbi heinamaa ja sälud jooksid lehvivate lakkade välkudes traavi . 
31	NA	 Siiruviiruline sort muidugi , metsa poole ka , sest metsa taga on mõis ja mõisa taga kõige ilma hukatuse allikas , linn . 
31	NA	 Ja koolid ja raamatukogud ja kirikud ! 
32	NA	 Naine , kes väidab end olevat üheksakümne ühe aastase , ei lase end mu naerust segada : Selle ütlen ma teile veel ka ära , et Oru Jüri , see , keda nad nüüd metsavendade püüdjaks ja tapjaks hüüavad , päästis meie pere Siberisse saatmisest . 
33	NA	 ? 
34	NA	 Ja võib-olla päästis veel mõned teisedki pered , kes seda teab . 
34	NA	 Minu vanema pojaga olid nad kohe väga head sõbrad ja Kaarel kuulus ka nende kampa . 
34	NA	 Ütlesin pojale tihti : näe , kuis Kaarel nalja teha ja naerda mõistab , oli kohe sihuke naerukas nägu tal alati ees . 
35	NA	 Kuidas see Bandiitide hävitamise pataljoni komandör teid siis päästis ? 
36	NA	 Oh-oh , soo-soo , või kohe nii ütlete ! 
36	NA	 Vaadake , temal oli niisugune amet ja kõik teadsid , kes tema on . 
36	NA	 Haaranguid hoiti küll salajas , kuid tegijad olid tuttavad mehed . 
36	NA	 Aga Jüriga oli nii , et kui see 1949. aasta küüditamine tuli ja meie olime juba ree peale minemas , läks Jüri juhuslikult mööda , tuli juurde ja ütles meestele , et meie ei ole need Mügarad , kes nimekirjas ! 
36	NA	 Need on teised Mügarad - Kaarjärve on talu nimi , kui te seda juhtumisi ei tea , täpselt samuti nagu teie talu nimi on Tamme - ja meid jäeti paugupealt rahule . 
36	NA	 Mina töötasin tol ajal juba valla täitevkomitees , nii et õiglane polnud see asi sugugi . 
37	NA	 Aga kus need teised Mügarad siis elasid ja mis neist sai ? 
38	NA	 Osa viidi ära , mõned said jooksu ka . 
38	NA	 Kõiki polnud sel hetkel kodus . 
39	NA	 Siis vaatab Endla mulle otsa ning ütleb rõhukalt : Minuga võite kõigest rääkida . 
39	NA	 Ma tean nagunii kõik . 
39	NA	 Teie emast tean ja teist tean ja Kolgast . 
40	NA	 Mis te meist ikka teada saate , vastan mina isegi nagu pahaselt . 
40	NA	 Olin neljane , kui kodust pakku läksime ja sestpeale pole me emaga kuigi palju kokku puutunud . 
40	NA	 Ühise pere mõttes või nii . 
40	NA	 Ema arvates ei kuuluvat isatalugi mulle , vastan enda meelest rumala naljaga . 
41	NA	 Ei kuulugi . 
41	NA	 Teie ema on kõik õieti teinud . 
42	NA	 Nii et talu oli , isa oli , vallaslaps ei olnud ma ka , ja nüüd ... 
43	NA	 Ei kuulu , jah , ei kuulu , ei ole , vastab naine käbedalt . 
44	NA	 Naljaisu kaob , nägu on ei-tea-isegi-missugune , sest Endla ütleb : Noh , kas lähme nüüd riidu , mis ? 
44	NA	 Endla on südi ja võidukas . 
44	NA	 Kas lähme riidu ? 
45	NA	 Tohoh , mõtlen mina , astud uksest sisse ühe vana naise kirja peale , et tema mäletab su isa ja vanavanemaid , just nagu selleks , et kuulda : su kodu ei kuulu sulle , vanavanemad on metsa poole ja ema on neist inimestest ja oma lapsest eemale hoides kõik õigesti teinud . 
46	NA	 Ei , ei lähe riidu , vastan pärast jahmatust , ma ei tulnud koduseid asju võõrasse majja klaabima . 
46	NA	 Koduseid asju - vilksab peas - , koduseid asju , koduseid suhteid . 
46	NA	 On need mingil kombel siis tõesti olemas ? 
47	NA	 Vana naine jälgib mind üle laua terase huvitatud pilguga ning ütleb siis : Vilma oli väga julge naine . 
47	NA	 Imestasin siis ja mõtlen ka nüüd , kui vapper ta ikkagi oli , kui koos Kaarliga teiste metsavendade juurest ära põgenes . 
47	NA	 Vilma tuli kõigepealt siia . 
47	NA	 Minu juures ta elaski mõned päevad või nädala , ei mäleta täpselt , Kaarlil oli veel kuskil asjaajamist , ja kui Kaarel siis tuli ( metsavennad võisid ju nende asupaiga välja nuhkida ) , otsustas Vilma kohe , mida teha ja kuhu minna . 
47	NA	 Minul oli nii häbi oma arguse pärast , nutsin ja ütlesin , et kauem ei või mina teid enda juures küll pidada . 
48	NA	 Teie isa oli siis juba maha lastud , ütleb Endla järsult ja vihaselt ning vaatab mind huviga . 
49	NA	 Miks te mind kutsusite ? 
50	NA	 Tahtsin näha , mis teist saanud on ja kes te olete . 
51	NA	 Ja nüüd siis teate ? 
52	NA	 Küsin huvitult , nentivalt , teravalt - kuidas just keegi soovib kuulda - , ja näpin liitrise Jägermeisteri pudelisilti : äkki teeb Endla minu toodud joogi lahti ja siis avanevad keelepaelad ehk rohkemaks kui hoogsad hinnangud . 
52	NA	 Aga pudel kaob hoopis kappi ja ma mõtlen , kellega tema seda kord jooma hakkab ja mis sõnadega minu külaskäiku kirjeldab . 
52	NA	 Sest ta kirjeldab tingimata , annab sõnumi edasi , sest see siin on küla , mulle täiesti võõras inimkooslus , kuidas ma ka ennast omana ei üritaks näidata . 
53	NA	 Külas valitseb endiselt kogukondlik kord ja ma olen võõras nii Vilma kui Meinhardi pooldajate silmis ka siis , kui kummagi suhtes peaks valitsema erinev arvamus . 
53	NA	 Mulle tuleb selles väikeses toas meelde , et külla minnes ei asuta mitte kohe tuleku põhjuse juurde , vaid heietatakse vahel mitu tundi üldistel teemadel ( ilmast , maast , kõigile teada juhtumustest kuni maakera õhkimiseni välja ) ja öeldakse enne rutulise äramineku kehitust , et oli nagu asja ka . 
54	NA	 Niisiis taipan ma oodata . 
55	NA	 Endla tõstab ahjukapist verivorstid ja hapukapsad ja auravad kartulid lauale , me täname ja palume kahvleid ja lusikaid , et need õigele kohale saaksid , me sööme eestlaste kombel pikalt ja isuga - toit on tõesti hea , söömine rahustab - ja Endla jutustab pojast , kes surnud , teistest lastest , kes linnas kõik oma elu peal , külmast ja soojast kevadest , mis pannud peaaegu ühekorraga õitsema kirsid , õunapuud ja sirelid . 
55	NA	 Mina ei küsi enam midagi ja Endla ei pöördu pinget tekitanud teemade juurde tagasi . 
56	NA	 Kui lõpetame , ütleb ta ainult , et nüüd läheme Niidu Krõõda poole , et too tahtnud mind näha . 
57	NA	 Ma hämmeldun veidi , et käik kodukülla on nii põhjalikult ära planeeritud , kuid vastu ma ka ei vaidle . 
57	NA	 Läheb , kuis läheb , inimeste parimaid ( ettehooldavaid , kavalaid ? ) käike on mõistlik võimalikult neutraalselt positsioonilt jälgida , mõtlen ma , kui Endla seab pähe kes-teab-mis-looma nahast tehtud ümmargust mütsi . 
58	NA	 Kui me siis lõpuks minu sünnikodu kõrvaltallu jõuame , ütlen juba ukselt : siiatulekust ei teadnud ma küll midagi , kuid ehk räägite nüüd teie , kuidas mu vanavanemad metsa poole õieti olid . 
58	NA	 Endla tõmbub turri : nojah , ma ütlesin küll nii , kuid mõtlesin rohkem , et olid omapärased . 
58	NA	 Sulased istusid perega ühes lauas , kes nii teeb . 
58	NA	 Nii ei kõlba ju ometi . 
58	NA	 Saks peab saksaks jääma ja peremehel ei tasu omameest mängida . 
58	NA	 Tema polnud ju õige sakski , kuid vängelt ütelda ja uhke olla , seda ta oskas . 
59	NA	 Väljas õitsevad kirsid oma viimast õitsemist , õunapuuõied on osaliselt lahti , valendavad toomingad ja lahvatavad sirelid . 
59	NA	 Krõõda köögi laiast aknast paistavad kunagi hekiks istutatud suured kuused kui mets . 
60	NA	 Jah , tundsin küll , naabrid ikkagi , kohmitseb sõnu otsides Krõõt . 
60	NA	 Kui mina siia abiellusin , olid teie omad juba vanad , nendega ei olnud erilist kokkupuutumist . 
60	NA	 Teie isa ja ema tean muidugi . 
60	NA	 Käisid veel viimasel õhtul siin , võtsime neljakesi pudeli viina . 
60	NA	 Äraminekust ei rääkinud nad midagi . 
61	NA	 Teie isa oli rõõmus mees , ei norutanud kunagi . 
61	NA	 Käis ikka , pea kuklas , tegi alati nalja . 
61	NA	 Kaarel naerukil , isa tegi muudkui nalja , rõõmsad mehed mõlemad . 
61	NA	 Mis lõbus aeg see küll oli , mõtlen mina Krõõda kooliplikalikult põlvedele asetatud ja tööst muhklikke käsi vaadates . 
62	NA	 Ja nii ta seletab veel ja veel ja mitut lugu annab mul meenutada hiljemgi , aga siis , nüüd , tol hetkel seal köögis märkan vaid , et Krõõt vaatab Endlale aeg-ajalt tungivalt silma , ning ma ei saa aru , kas ta annab pilguga Endlale millestki märku või tahab , et ma nende erimeelsusi rohkem tähele paneksin . 
