par_nr	head	sentence
1	 Vanapagana teine tosin 	 Vanapagana teine tosin 
2	NA	 Autor tänab Eesti Kultuurkapitali 
4	 Ära tõuse 	 Ära tõuse 
5	NA	 See võis olla täiesti sinine tuba . 
5	NA	 Sinised tapeedid ja akna taga sinine öö . 
5	NA	 Õhkõrn sinine . 
5	NA	 Sulgjad padjad , millesse vajuda . 
5	NA	 Mingisugune rhapsody in blue . 
5	NA	 Kaja , mis teisenedes kordub . 
5	NA	 Öö nagu sinimärg palakas , mis tuule käes plagiseb . 
6	NA	 Või siis hoopis munakollane . 
6	NA	 Kleepjalt kollane , mille niret on kuuereväärilt peaaegu võimatu jälgi jätmata maha nühkida . 
7	NA	 Kuid kes pimeduses näeb selle toa õiget värvi ? 
8	NA	 Tema teab küll , aga ei ütle . 
8	NA	 Tal pole selleks mingit põhjust ning pole ka , kellele seda kuulutada . 
8	NA	 Pole , kellele seda kuulutada . 
8	NA	 Pole tahtmistki . 
9	NA	 Ta oli päeval kukkunud . 
9	NA	 Oli libastunud ja tõepoolest kukkunud , porisele tänavale pikali sadanud . 
9	NA	 Kohvrilukk põrus lahti . 
9	NA	 Paberid pudenesid kohvrist välja , tuul lennutas need laiali . 
9	NA	 Porisena ja ehmununa oli ta pabereid jahtides teinud end naeruväärseks . 
9	NA	 Möödujad , kes seda kukkumist nägid , olid muianud või koguni irvitanud . 
10	NA	 Pärast kojujõudmist , koridoris , oli naaber teda naerulsui teretanud . 
10	NA	 Kas kumu sellest tühisest seigast oli tõesti levinud , mõõtmeid võtnud ? 
10	NA	 Mõni tuttav seda pealt näinud , vahest vääriti tõlgitsenud ? 
10	NA	 Enne kukkumist oli ta baaris joonud klaasi õlut . 
11	NA	 Mida nad tast õieti teavad ? 
11	NA	 Mitte kui midagi . 
11	NA	 Mitte tuhkagi ! 
12	NA	 Ta pigistas silmad kõvasti kinni . 
12	NA	 Laskis keha täiesti lõdvaks . 
13	NA	 Tribüün mühises , kui ta palliga edasi tormas . 
13	NA	 Talitsematumad olid püsti tõusnud . 
13	NA	 Teised , tagumised , sõitlesid - nemad tahtsid ka näha . 
13	NA	 Pall oli tal nagu lõõgapidi jala küljes kinni . 
13	NA	 Ta triblas ühest , teisest ja kolmandastki mööda . 
13	NA	 Siis seisis silmitsi väravavahiga . 
13	NA	 Peen põtk kannaga kõrvale , ning vennike oli haneks tõmmatud . 
