par_nr	head	sentence
1	 warcraft n_thousand 	 warcraft n_thousand 
2	NA	 Tegelikult oli see igati loogiline , et survaivalid virtuaalsusse kolisid . 
2	NA	 Linnaäärne võserik jäi kanofiilidele , kes nagu nende lemmikudki ei pidanud enam juhuslike laserikiirte või värvilirakate pärast muretsema . 
2	NA	 Mitte et see mulle kuidagi korda oleks läinud . 
2	NA	 Võserik tuli mulle ainult seepärast meelde , et ma siin ise ühe säärasega pean tegelema . 
2	NA	 Kirves käes . 
2	NA	 Siin , muideks , on kusagil Dalaranis , peoonile ei hakka keegi üksikasju täpsustama . 
2	NA	 Kakskümmend korda kirvega vastu puud . 
2	NA	 Siis kukub puu maha . 
2	NA	 Ma võtan selle otsapidi õlale ja punun saeveskisse . 
2	NA	 Või longin . 
2	NA	 Kui grunt ei näe . 
2	NA	 Kõik see on täiesti illusoorne , kuid väga väsitav . 
2	NA	 Ja vasak õlg valutab . 
2	NA	 Üsna realistlikult . 
2	NA	 Kui me siia saarele jõudsime , valvas seda metsatukka griffin . 
2	NA	 Ma ei jõudnud kohe plehku panna . 
2	NA	 Mitte et ta mind oleks sihtinud , aga tulepahvakas ikkagi riivas mind . 
2	NA	 Ilgelt vastik . 
2	NA	 Tegelikult olen ma mitu korda surmagi saanud , mis on veel vastikum . 
2	NA	 Kohe päris , päris vastik . 
2	NA	 Mis siis , et illusoorne . 
2	NA	 Kui ikka on . 
2	NA	 Oma hooletus muidugi . 
2	NA	 Oleks mailifiltrit pidanud rangemaks sättima . 
2	NA	 Aga mille järgi ? 
2	NA	 Proge lasi läbi kõned neilt , kellelt ma kõnet ootasin . 
2	NA	 Ja neilt , kellega tehtud äri ma seni edukaks olin pidanud . 
2	NA	 BJGroup ? vaatas proge . 
2	NA	 Üks tellimus , mõned kuud tagasi täidetud , korralikult makstud . 
2	NA	 Siis - kui ma õieti mäletan - piilus proge korraks firmade registrisse . 
2	NA	 Et ega asjaosaline vahepeal pankrotti pole läinud . 
2	NA	 Kus sa sellega , mõned prisked miljonid kasumit . 
2	NA	 Nii et : piiks ! 
2	NA	 Mina , loll , võtsin vastu . 
2	NA	 Ja siin ma nüüd olen . 
2	NA	 Raiun puid . 
3	NA	 Jutt oli pealtnäha täiesti tavaline äripakkumine - legaalsuse piiril . 
3	NA	 Et on vaja lahti murda üks programm . 
3	NA	 Täpsemalt mäng . 
3	NA	 Ja et tulemust kasutab BJGroup firmasiseselt ning kommertslike eesmärkideta . 
3	NA	 Eks ma nõustusin edasiste läbirääkimistega . 
3	NA	 Meenutades , et see ainud varasem töö neile oli vindi taastamine . 
3	NA	 Väike , mõnegigane vint , mis neil kokku oli jooksnud ja millest nad ühel või teisel põhjusel oma teenindusfirmaga rääkida ei tahtnud . 
3	NA	 Tavaline põhjus on see , et suurel teenindusfirmal on palju töötajaid , kellel omakorda on palju tuttavaid , räägitagu siis konfidentsiaalsusgarantiidest mis tahes . 
3	NA	 Üksiküritaja - nagu mina - ei teagi , kellele leitud infi müüa , ja kui talle hästi maksta , siis ta ei proovigi . 
3	NA	 Nii oligi : tuletasin meelde , et seda tüüpi vindil võib elektroonika petta , ja lootsin , et fretti lõputute varude hulgas võiks midagi leiduda . 
3	NA	 Leiduski , ja füüsiliselt sai draivi jälle liikuma . 
3	NA	 Nagu tavaliselt juhtub , oli ka loogika segi jooksnud . 
3	NA	 Raporteerisin , et oma 78% on taastatav . 
3	NA	 Krimpsutati nägu . 
