par_nr	head	sentence
1	 INETUSE KVINTESSENTS 	 INETUSE KVINTESSENTS 
2	NA	 Priit Uring 
3	 Visioon 	 Visioon 
4	NA	 Euroopa Liit muutub kaugemas tulevikus Euroopa Ühendriikideks ja Eestist koos Baltimaadega saab üks osariik , kes peab alluma föderatiivseadustele . 
4	NA	 Eesti saab osariigi keskuseks . 
4	NA	 Kujuneb välja rahvusvaheline finantshaide ja poliitikute eliit , hulgas ka mõned inimesed Eestist . 
4	NA	 Neile kuulub pea kogu vara , mis Eestis üldse on . 
4	NA	 Ülejäänud eesti rahvas muutub alamrahvaks nagu see toimus Ordu ja piiskoppide valitsemise ajal kolmeteistkümnendal sajandil . 
4	NA	 Meie maa ja vara ostetakse eliidi poolt kokku . 
4	NA	 Ametlikuks keeleks kujuneb inglise keel , sest niinimetatud eestlasi on kogu eliidi hulgas väga vähe . 
4	NA	 Majanduslik pööre toimub sõja alguses umbes aastal 2026 , kui euroraha devalveerub . 
4	NA	 Siis tekib samasugune majanduslik kaos nagu vene okupatsiooni ajal Nõukogude rubla devalveerumise puhul . 
4	NA	 Ja see pööre panebki aluse eestlaste maa ja varanduse lõplikule üleminekule rahvusvahelise eliidi kätte . 
4	NA	 Suurem sõjaline tegevus algab umbes 2026. aastal nagu öeldud ja ühtlasi algab järgmine maailmasõda , millest ka eestlased peavad osa võtma , ehkki see otseselt Eestit ei puuduta . 
4	NA	 Eestisse jõuab sõjategevus alles 2050. aasta paiku . 
4	NA	 Sõja eesmärk on islamimaade patriarhaalne kord segamini lüüa ja hävitada islamiusuliste ühiskonna alused , et Lääne eliit pääseks veelgi paremini ligi ka islamimaade maavaldustele ja saaks nende rikkused lõplikult omale krabada . 
4	NA	 Sellel sõjal ei ole muid põhjusi . 
4	NA	 Kõik toimub nii nagu toimusid viimased sõjad Afganistanis ja Iraagis . 
4	NA	 Eestis algas samasugune segaminilöömise protsess juba alates aastast 1208 , kui lääne kristlik eliit haaras vägivaldselt Eesti maad ja varandused endale ning eestlased muutusid oma kodumaal alamrahvaks . 
4	NA	 Nüüd , tuhat aasta hiljem , kordub sama protsess tänapäevases variandis , sest kristliku eliidi asemele tuleb ametlikult väljakuulutatud ateistlik eliit , kes ise salajas ei olegi ateistid vaid pigem maagilised fatalistid . 
5	NA	 ( 2003 . 
5	NA	 a. augustis Iidla targa poolt Meistrile saadetud arvutiteksti refereering ) 
6	 Riiete küsitavus ja laip 	 Riiete küsitavus ja laip 
7	NA	 Jääb täiesti arusaamatuks , miks inimloomadele oli vaja aegade alguses riided selga toppida . 
7	NA	 Vaadake neid praeguseid tõukoeri , kellele on mõnikord ürbid ( püksid ja vest ) ümber aetud ja kes on selles küsimuses analoogideks . 
7	NA	 Inetumat ja naljakamat ning ühtlasi ebaloomulikumat vaatepilti annab otsida . 
7	NA	 Aga inimesed ise korraldavad koguni moenäitusi , kus demonstreeritakse , milliseid totrusi võib inetuse arvel meie normaalse algloomalikkusega korda saata . 
7	NA	 Vastupidiselt tegelikkusele peetakse seda mitte ainult moodsaks vaid isegi ilusaks … Kuid eemaletõukav on surnud inimene – laip on laip , lõõritavad ka parafraseeritud populaarsed laulusõnad lööklaulu resoluutsusega Pärnu menuansambli Kuldne Trio esituses . 
8	NA	 On tõesti raske uskuda proosalist tõsiasja , et riideid kantakse peamiselt selleks , et sooja saada . 
9	 Madisepäeva eel 	 Madisepäeva eel 
10	NA	 Oodakem ära iga-aastane sügise 21. september , siis saame taas ja taas oma nahal kogeda , millised võisid olla ligilähedasedki ilmastikuolud Olustvere ja Lõhavere ümbruses 787 aastat tagasi . 
10	NA	 Igast kandist , mitmest maakonnast ja nii mõnestki kihelkonnast kogunes mehi juba päevi või isegi nädalaid varem , kuni neid sai kokku vähemalt 6000 ( kuus tuhat ) hinge nagu kroonik märgib , kui mitte rohkem . 
10	NA	 Neid saabus nii hobustel kui jalgsi . 
10	NA	 Tulek võttis ju tõesti omajagu aega , ühel rohkem , teisel vähem , oleneb sellest , kust täpselt tulekut alustati ja millal tulema hakati . 
11	NA	 Eks seda hobusesõnnikutki vedeles igal pool rohkesti , kui eestlaste malev alles kogunes ja kasvas . 
11	NA	 Pidi ju heinugi kaasa võtma enne kui mindi lahingusse taplema iseenda ja isamaa eest . 
11	NA	 Peatuspaigas aga sõid sajad suksud lisaks lagedaks nii veel viimaseid päevi haljendava sügisese rohumaa kui madalamad põõsad ümberringi . 
11	NA	 Kuus tuhat meestki pidid ju kükitama ja lasti seal nii vedelat kui paksu , sest nii mõnelgi oli kõht eelseisva lahingu tähenduse ja õuduste eelaimuste pärast lahti , nii et fekaalihais tahtis koguni hinge matta enne kui päris tapluses endas veriseks uhamiseks läks … See oli ka tegelikuks ekskrementpõhjuseks , miks kogu aeg ühe koha peal ei saadud paigal püsida vaid pidevalt ja aegamööda vahetas terve malev nagu mingi hiigelolend oma asupaika sadade meetrite ulatuses , jättes maha nii ratsude kui sõjameeste poolt täispasandatud , lagastatud ja lehkavad eelmised peatuskohad . 
11	NA	 Sestap tuli edasi nihkuda võimaluse korral vastutuult , et niimoodi tuulepealsest vähegi värskemat õhku kätte saada . 
11	NA	 Ja segunes seal tegelikult hobusehõng meeste higivine ja härjahaisuga , sest viimaseid kasutati heinte ja proviandi kaasavedamiseks kui vooriloomi . 
11	NA	 Ka lisandus kogu buketile härjasita omalaadne lehk … Kõike seda saatsid lakkamatud hirnumised , korskamised , nohinad , inisemised , möirged , metallikõlksatused ja meeste jutukõmin või pobin , olenevalt sellest , mis päevaajaga tegemist oli . 
11	NA	 Öösiti lisandusid sellele tooni võrra vaiksemale kontserdile pimeduses põlevate lõkete praksumine , magavate meeste norskamine , peeretused ja muud unehäälitsused … Aga teada sai kõike seda vaid niiöelda seespool olija ehk osavõtja , sest maastiku vahelduv reljeef ja metsakohin varjasid kõik nähtu ja kuuldu juba mõnesaja meetri kaugusel ja versta võrra eemal polnud kõigest sellest enam kuulda ega näha ei kippu ega kõppu … 
12	NA	 Nõnda läksid esivanemad vastu 21. septembrile 1217 ( kahekümne esimesele septembrile tuhat kakssada seitseteist ) , mil Madisepäeva tolleaegses suurimas välilahingus löödi halastamatu järjekindlusega tunde väldanud käsitsivõitluse käigus maha Sakala maavanem Lembitu . 
12	NA	 Meie rahvuslik hull luuletaja Mart Raud kirjutas kahekümnenda sajandi keskel tagantjärgi selle kohta , et raudkatk üle mandri ja väinajää viis laiali vabadust surmava risti ja raiuti Lembitu julge pää . 
12	NA	 Just nii võetigi maha selle mehe ülemine nupp , kelle kohta TV-3 miljonimängu saatejuht Hans Võrokene täiesti ajuvabalt märkis eelmise aasta ühes ajalooteemalises saatelõigus , et see oli siis tookord sellele oinale Mihklipäevaks . 
12	NA	 Vähemalt mõni saadet jälginud inimene kutsub tollest õhtust alates iga kord saatejuhti uue nimega ja selleks on Oinas … 
13	 Ai linna juhtum 	 Ai linna juhtum 
14	NA	 Ja ühe päevaga löödi seal maha 12 ( kaksteist ) tuhat inimest , noori ja vanu , naisi ja lapsi , vigaseid ja terveid , sõdijaid ja tsiviilisikuid . 
14	NA	 See teeb 500 ( viissada ) inimest tunnis ja 8,333 inimest minutis . 
14	NA	 Iga kustuva isiku kohta tuleb seega tapaprotseduuri kestuseks keskmiselt seitse ja pool sekundit . 
14	NA	 Tegelikult käis asi palju kiiremini , sest siinse arvestuse aluseks on võetud ööpäev , aga tapatööd tehti vähem kui ööpäev , sest lahing algas varahommikul . 
14	NA	 Ja lõppes õhtul . 
14	NA	 Kõik see toimus Vana Testamendi aegadel ja hävitamisele läks juba teine linn pärast juutide poolt Jordani jõe otsustavat forsseerimist . 
14	NA	 Esimene oli teatavasti Jeeriko ja see tehti hoopistükkis tümaks , aga seal mättasse löödute arvu piiblist ei leia . 
