par_nr	head	sentence
1	 Surematus 	 Surematus 
2	NA	 Toomas Raudam 
3	NA	 Peeter ärkas veidra hääle peale . 
3	NA	 Pikalt nagu jaamast lahkuva rongi vile kõlas see toas vastu – küllap tahtis vedurijuht nii oma oskustest märku anda , hääles oli uhkust ja rõõmu , aga ka kurbust , varjatud nukrust saavutusest , vägiteost , millel polnud teisi tunnistajaid peale vedurijuhi enda . 
4	NA	 Pikkamööda sai Peeter aru , kust hääl tuleb . 
4	NA	 Ta pigistas tuharalihased kokku ja köhatas vabandavalt . 
4	NA	 Peeter oli unes näinud , et saab lapse . 
4	NA	 See unenägu kordus tihti , kuid alati hääletult . 
4	NA	 Siiani oli tal õnnestunud oma luhtumist varjata , nüüd oli see avalikuks tulnud . 
5	NA	 Ja kuigi ümberringi polnud kedagi , kes Peetri õnnest või õnnetusest ( sest unigi oli reaalsus ) osa oleks saanud , tundis Peeter , et peab andeks paluma nii laes rippuvalt lambilt kui raamatult , mida ta õhtul enne magamajäämist oli lugenud . 
5	NA	 Nüüd tundis Peeter , et on ise nii lamp kui raamat ning nõudis endalt võimatut . 
6	NA	 Sünnituse juures oli õde . 
6	NA	 Ta käskis pingutada . 
6	NA	 Peeter pingutaski , kuid õde polnud rahul ja esitas üha uusi tingimusi , mille täitmise korral laps ( Peeter oli veendunud , et tüdruk ) tervelt ilmale võis tulla . 
6	NA	" "" Mitte kehaga , peaga ! "" "
6	NA	 Peetrile tundus see käsk loomulik , kas ainult temast selle täitjat on ? 
6	NA	 Peeter tahtis kõigest hingest , et laps sünniks , selle nimel oli ta valmis kõigeks , ka sellisteks kannatusteks , mida teistel emadel eales polnud tulnud üle elada . 
6	NA	 Ta võttis kogu oma jõu kokku , tõmbas ennast õhku täis ja tundis , kuidas nii pea kui alakeha selle tagajärjel paisuvad . 
6	NA	 Õde muigas , ju tegi Peeter kõik õigesti ning tema ponnistused ei erinenud teiste omadest . 
6	NA	 Kuid siis ta ärkas , sest õhku enam ei jätkunud , ja kuulis häält , mis temast vabanenult iseseisvana universumis ringi rändas . 
7	NA	 Enne voodist tõusmist pistis Peeter käe teki alla . 
7	NA	 Äkki ikka on ? 
7	NA	 Õnnis , nimetu laps ; tüdruk ? 
7	NA	 Lina oli veidi niiske , tõestus sellest , et Peeter oli kõigest väest püüdnud , tema keha oli eritanud mahlu ja arvatavasti ka lõhnu , millest ükski polnud see õige . 
8	NA	 Peeter võttis kapist uue lina , mõtles siis hetke ja vahetas ka padjapüüri ära . 
8	NA	 Kui ta järgmine kord sünnitama hakkab , peab kõik puhas ja korras olema . 
8	NA	 See võis juhtuda millal tahes , kasvõi samal ööl , kui tal muidugi õnnestub und saada . 
8	NA	 Avasilmi see ei saa juhtuda , see oli ainus asi , milles Peeter kindel oli . 
8	NA	 Kuid juba pooletunnine tukastuski võis olla tulemuslik . 
8	NA	 Tulemuslik ? 
8	NA	 Peeter muigas selle peast läbi lipsanud sõna peale : ka see , nagu lapski , oli luhtumine , kuid ainult osaline , kehtiv juba möödunud ajas , iga järgmine hetk võis endaga kaasa tuua õnne , suurima inimliku õnne , mille täitumine võimalik vaid unes . 
8	NA	 Või raamatus . 
8	NA	 Või lambis . 
9	NA	 Lamp ja raamat olid unetoojad . 
9	NA	 Mõnikord polnud vaja raamatut kätte võttagi , piisas lambistki . 
9	NA	 Hommikuks oli lamp kustunud , aga Peeter ei mäletanud , et ta voodist välja oleks tulnud ja lülitile vajutanud . 
9	NA	 ( Laualampi polnud ; ta tahtis , et kõik oleks nii , nagu kunagi kodus , kus kogu valgus tuli laest . ) 
9	NA	 Tema ja toa vahel oli tekkinud teatav mõistmine , mis väljendus vaevumärgatavates üksikasjades . 
9	NA	 Tal pruukis vaid silmad kinni panna , kui asi , millele ta mõelnud oli – lamp , raamat – muutus emaks või isaks , kes tal uinuda aitasid . 
10	NA	 Peetri elu algas hetkest , kui teda kartma hakati . 
10	NA	 Ta oli siis kümme . 
10	NA	 Ta oli peres ainus laps . 
10	NA	 Teist Peetrit ema ja isa endale ei tahtnud , kuigi selle eest , kes neil oli , olid nad valmis oma elu andma . 
10	NA	 Nii oli ka siis , kui selgus , et Peeter pole päris tavaline . 
10	NA	 Nad ei hüljanud Peetrit , nagu vähihaige lapse vanemad , kes oma lapsest ka siis lahti ei ütle , kui laps seda soovib . 
11	NA	 Jaan oli Peetri sõber . 
11	NA	 Ta oli Peetrist vanem . 
11	NA	 Ema toitis teda härjaverega ja määris õhtuti maarohtudest tehtud võietega . 
11	NA	 Jaani isa oli ema maha jätnud . 
11	NA	 Jaan teadis , et kui ta suureks kasvab ja ühel hetkel peeglisse vaatab , astub sealt välja ta isa . 
12	NA	 Juba varakult hakkas ema Jaani pidudele saatma . 
12	NA	 Kui Jaanil koolist oli vaja puududa , kirjutas ta Jaanile tõendi või kui sellest ei piisanud , tegi järele arsti viltust käekirja ja lõi selle alla kartulist tehtud templi . 
12	NA	 Pitsat sarnanes arsti templiga nagu kaks tilka vett , tähed , mis ema kartulisse sisse lõikas , läksid siniseks , kui neile peale hingata . 
12	NA	 See võis tulla ema hingeõhust – kui Jaan seda ükskord teha proovis , ei tulnud midagi välja ; emal oli kartuliga salajane kokkulepe.Ükskord tuli Jaani ema ( tema nimi oli Magda ) Peetri vanemate juurde ja palus , et nad Jaani ööseks enda juurde võtaks , ta ise pidi linna oma õele külla minema . 
12	NA	 Linn oli Tallinn , teisi linnu Eestis polnud ; tegelikult muidugi oli , aga see on vaid näilik – hirm suurema ees laastas linnu nagu lapsi . 
13	NA	 Peetril oli hea meel . 
13	NA	 Talle oli alati tundunud , et nende sõprus vajab kinnitust . 
13	NA	 Ühistest mänguasjadest , raamatutest ja võib-olla ka mõtetest ei piisanud , et sõber olla . 
13	NA	 Sõprus vajas pitsatit nagu õpilaspäevik , kus seisis tõend haiguse kohta . 
14	NA	" "" Ema , "" ütles Peeter oma emale . "
14	NA	" Ja siis veel teist kordagi : "" Ema ! "" "
15	NA	 Sellest piisas . 
