par_nr	head	sentence
1	 Deja-vu 	 Deja-vu 
2	NA	 Indrek Hargla 
3	NA	 Tegelased 
4	NA	 Adrian Adojan --mdash ; ajateadlane , 42-aastane , kahtlev , kuid uskuv , toriseja ja edasipüüdlik ajateadlaste grand old man ja skeptik nr 1 , otsib lahendusi ja leiab , aga mõnikord liiga hilja . 
4	NA	 Mihhail Puhhov --mdash ; surnud , aga enne surma teadis ta ajast rohkem kui keegi teine . 
4	NA	 John Keyes --mdash ; Ülemaailmse Ajaakadeemia Esimees , andekas teadlane kuid liialt ambitsioonikas , tahab saada ajast võitu ja olla See Mees , Kes Sellega Hakkama Sai . 
4	NA	 Duncan Jordan --mdash ; teaduspoliitik , teised teevad teadust , tema teeb teadlasi ja annab Presidendile nõu . 
4	NA	 Victor N'Mwana --mdash ; President . 
4	NA	 See , kes otsustab . 
5	NA	 Ülemaailmne Ajaakadeemia Rae , Canada , McKenzie district aasta 2179 , 12. juuli , kl 8.30 
6	NA	 Tibutas vihma , hästi kergelt ja mahedalt . 
6	NA	 Kõik lõhnas õrnalt niiskete mändide järele . 
6	NA	 Asfalt sulas sulnilt Adojani hääletu autoga ühte . 
6	NA	 Karge , põhjamaiselt veetlev hommik . 
7	NA	" Adojan ei pidanud põrmugi juhtimisele mõtlema --mdash ; hääletu "" Turan "" kihutas metsavaheteel omapäi mööda teed , mida masin juba aastaid tundis . "
7	NA	 Tee keerles kunstlike kurvide peal , pakkudes sõitjale meeliülendavat vaatepilti Põhja-Canada loodusest , kus ilusat suveilma jagus vaid mõneks kuuks . 
7	NA	 Adojanile meeldis siin Canadas , meeldis nagu lõunamaalasele põhjas ikka , meeldis nagu teadlasele maailma kalleimas teadusasutuses . 
8	NA	 Kõik oli nii nagu enne , kuid miski ei pruukinud enam endiseks jääda . 
8	NA	 See kauni Canada kolkanurk pidi täna saama kohaks , milles viiakse läbi ehk suurim eksperiment maailma ajaloos . 
8	NA	 Siin , Suure Orjajärve ääres paiknevas Ajaakadeemias ( kui totakas nimi , Adojan kortsutas kulmu ) toimub täna See . 
8	NA	 Projekt koodnimetusega TWAIN . 
8	NA	 Kui Adojan õieti mäletas , andis selle nime projektile tõhk Jordan . 
8	NA	" Jordan oli tema pärisnimi , "" tõhk "" Adojani poolt antud hüüdnimi . "
8	NA	 Tõhk tähendas Adojanile rumalat ja ebaeetilist inimtüüpi , sellist , kes ise suurt korda midagi ei saada . 
8	NA	 Midagi suurt ja head . 
9	NA	 Jordan arvas , et projekti TWAINi tuleb kuni positiivse tulemuse saavutamiseni salajas hoida . 
9	NA	 See vist tähendab , et mitteõnnestumise puhul ei saa keegi sellest teada . 
9	NA	 Õnnestumise puhul aga saavad kõik teada , et just tema , Jordani hoole , tähelepanu ja juhtimise all õnnestus läbi viia maailma ajaloos esimene ... 
10	NA	" "" Põrgusse , "" mõtles Adojan . "
10	NA	" "" Poliitilist rämpsu on asja ümber rohkem kui vaja . "
10	NA	 Kõik see salastatus , pääsukaardid , hääleidentifitseerimisdetektorid . 
10	NA	 Kaks tundi roni oma laborisse ja pool tundi peldikusse . 
10	NA	 Igal pool mingid kontrollpunktid . 
10	NA	 Et keegi teada ei saaks ... 
10	NA	 Ja Tõhk elab keset Akadeemiat luksuskorteris , kamandab ja juhib . 
10	NA	 Keyes poeb tema ümber ja sisse nagu viimane krants . 
10	NA	 Äkki saab Keyeski osa kuulsusevihmast . 
10	NA	 Et olla See Mees , Kes Sellega Hakkama Sai . 
11	NA	" TWAINi finantseeris Globorg otse , Globorgi president "" Geenius "" N'Mwana'l on ainuõigus anda käsk "" Jah "" . "
11	NA	 Ja seepeale hakkavad tööle hiigelgeneraatorid , mis Suure Orjajärve vee muudavad aatomienergiaks . 
11	NA	 Ja see energia annab impulsi Puhhovi Kompressorile . 
11	NA	 Ja siis juhtub ... 
11	NA	 Või ei juhtu ... , mõtles Adojan . 
11	NA	 Keyes arvab , et juhtub , mina , et ei juhtu . 
11	NA	 Või kes õieti teab , arutles Adojan . 
12	NA	 Adojan polnud endale päriselt selgitanud oma positsiooni kogu mängus . 
12	NA	 Ta oli teadlane ja teda huvitas asja teaduslik külg . 
12	NA	 Ta oli olnud Puhhovi õpilane , kuid Puhhov oli poolel teel seisma jäänud . 
12	NA	 Puhhov suri ja Adojan oli olnud ainuke , kes Puhhovi valemeist edasi oskas mõelda , kuni temagi jõudis ummikusse . 
12	NA	" "" Tal on lahendus olemas , algusest peale oli tal lahendus olemas , aga keegi ei oska seda näha , "" nii arvas Adojan ja nii ta ise ka uskus . "
12	NA	 Puhhovi-Adojani teoreemid jäid ummikusse paradoks-konstandi nähtavale ilmumisega . 
12	NA	 Keyes kuulutas selle kohe ebaoluliseks , mis ei suuda muuta ekspermendi läbiviidavuse toimumist . 
12	NA	" Adojan kehitas õlgu --mdash ; "" Teie otsustate "" , Jordan halleluujatas ( ta oli poliitik ja pidi seepärast jumalat uskuma ) . "
12	NA	 Ja Akadeemia ? 
12	NA	 Akadeemia tormas innuga projekti kallale ning Adojan vist ka . 
13	NA	 Eemalt , künka tagant hakkasid paistma Reaktori tornid . 
13	NA	 Puude vahelt libisesid mööda Suure Orjajärve siniveed , veed , mis peaksid käivitama maailma ajaloo esimese ajas liikumise eksperimendi . 
14	NA	 9.10 
15	NA	 Adojan istus Akadeemia sööklas ja jõi oma hommikust neljandat kefiiri . 
15	NA	" "" Teid kõiki tapab ükskord kohv , "" tavatses ta kolleegidele öelda , "" kas te joote teda või mitte . "
15	NA	" Kefiir aga hoiab mind elus . "" "
15	NA	 Õhk oli ärevust täis . 
15	NA	 Sebiti ringi , tõugeldi , visati närviliselt nalja . 
15	NA	 Kuid Adojan ei suutnud tabada optimismi ega lõbususenooti . 
15	NA	 Ebmäärasust oli liiga palju . 
15	NA	 Ta polnud endale kunagi tahtnud tunnistada , et tema autoriteet oli tegelikult niivõrd kõrge , et skepsis oli ka kollegidesse imbunud . 
16	NA	 Adojan jõi väikeste sõõmudega kefiiri ja ootas Keyesi väljakutset . 
16	NA	 Ta pidi siin istuma ja oma kefiiriga mõtteid koguma . 
16	NA	 Aeg tuli hetkeks maha võtta , kuigi ajal ei pruukinud varsti enam mingit tähtsust olla . 
16	NA	 Adojan oli TWAINi teadusjuht , kuid mitte poliitikajuht . 
16	NA	 Tänaseks oli määratud TWAINi käivitamine , tema ei saanud seda ära hoida . 
16	NA	" Kui Adojani käest küsiti , kas saab eksperimenti läbi viia , pidi ta vastama "" Jah "" . "
16	NA	 Sest sai küll . 
16	NA	" Aga kui küsiti , mis juhtub , pidi ta vastama "" Ei tea "" . "
16	NA	 Sest ta ei teadnud . 
16	NA	 Tema poolt edasiarendatud Puhhovi teoreemid ei andnud vastust paradoks-konstandile . 
