par_nr	head	sentence
1	 Sierra Titauna nekropol 	 Sierra Titauna nekropol 
2	NA	 Indrek Hargla 
3	NA	 Kardinal Juan Aldemar de Herriega seisis Vera Cruzi katedraali kellatornis ja mõtles viimaseid mõtteid . 
3	NA	 Mahe ja sume Hispaniola ookeaniöö laotas end üle linna , lõhnas hortensiate ja akaatsiate ning veel millegi magusa järele . 
3	NA	 All , katedraaliväljaku äärtes põlesid juba tõrvikud , nende kumas seisis Felipe II ratsamonument . 
3	NA	 Marmorist kuninga tõstetud käes oli mõõk , näitamas suunda lääne , kutsumas kõiki katoliiklasi Impeeriumi kuulsuseks ja auks võitlusesse . 
3	NA	 Kardinal pomises palve ja vaatas enda ette hämarasse sügavikku . 
3	NA	 Palvel polnud tegelikult enam mingisugust tähtsust , see oli iseenesest üle tema huulte tulnud . 
3	NA	 Harjumusest . 
3	NA	 De Herriegal polnud enam õigust palvetada . 
3	NA	 See teadmine täitis teda ahastuse ja valuga . 
3	NA	 Tornikell hakkas lööma — oli kesköö , algas 1696. aasta 13. august , päev , mida de Herriegal polnud enam tarvis . 
3	NA	 Kolmanda kellalöögi kõlades viskas kardinal ennast tornist alla , jõudes enne lömastumist vastu munakive veel kord maailmalt andeks paluda . 
4	NA	 Kellalöögid summutasid keha matsatuse , tumepunane veri voolas rahulikult munakivide vahelt rentsli poole , nagu poleks tal Hispaniola kirikupea enesetapuga enam mingit pistmist . 
5	NA	 Üksteist päeva hiljem , rammestavas õhtuleitsakus , seisis samas tornis Carlos II erisaadik Hispaniolas , Püha Inkvisitsiooni liige , jesuiidi kardinal Manolo Santiago y Calderon , pühkis laubalt higi ja jõllitas peapööritust tundes alla sügavikku , kus de Herriega maine teekond oli lõppenud . 
5	NA	 Sama päeva hommikul oli ta Uude Maailma saabunud , esmakordselt oma elus ette võtnud nii pika merereisi ja sellest ikka veel väsinud . 
5	NA	 Asekuningas Fernando Segovia oli ta suurejooneliselt vastu võtnud — rannapatarei kahurid olid kuninglikku lippu nähes isegi aupaugu tulistanud , kõik Vera Cruzi ülikud olid teda sadamas tervitamas , jesuiit oli pärismaalastest spaleeris kandetooliga otse lossi toodud , talle rikkalik eine pakutud . 
5	NA	 Ent ta oli igasugusest meelelahutusest keeldunud ja käskinud Segovial ennast kohe asjadega kurssi viia . 
5	NA	 Nüüd seisidki kaks tähtsat meest katedraali kellatornis ning veidi närvitsev ja õhetav Segovia laiutas ohates käsi . 
6	NA	" "" Ma pean teid paluma , et te katedraali uuesti sisse õnnistaksite . "
6	NA	" Meeltesegadus , aga ikkagi pühaduserüvetamine ... "" "
7	NA	 Calderon noogutas , kuid ei vastanud . 
7	NA	 Et enesetapja laip oli Hispaniola asekuninga korraldusel siiski pühitsetud mulda maetud ja müürsepad praegu sinna hauakabelit ehitasid , polnud tegelikult jesuiidi visiidi põhjuseks . 
7	NA	 Jah , muidugi , ei oleks tohtinud de Herriegat teiste usklike kõrvale matta , tema kallal viimset võidmist sooritada ja hingepalveid lugeda . 
7	NA	 Muidugi . 
7	NA	 Ent Hispaniola kirikupea surmapõhjuse ... õieti surmasaamise viisi varjamine , oli antud oludes vältimatu ja vajalik . 
7	NA	 Et mitte kõigutada Impeeriumi alamate usku , et mitte heita varju Kirikule , et mitte lasta maailmal teada saada , nagu saaks olemas olla põhjus , mis võib katoliikliku preestri enesetapule sundida . 
7	NA	 Loomulikult oli Segovia nüüd hirmul , et tema käsul pühitsetud mulda maetud usutaganeja oligi Inkvisitsiooni liikme saabumise põhjuseks . 
7	NA	 Calderon lasi asekuningal muretseda , see teeb teda kuulekamaks . 
7	NA	 Segovia oli muidugi õieti talitanud ja õukond tema sammu heaks kiitnud . 
7	NA	 Ent sellest oli veel vara rääkida . 
8	NA	 Calderon oli tundnud de Herriegat , mäletas teda vankumatu ja kindlameelse mehena . 
8	NA	 De Herriega oli vabatahtlikult hüljanud emamaa mugavused , et Uues Maailmas jumalat teenida , kasvõi tavalise misjonärina ... 
8	NA	 Läinud preestrina ja tõusnud kahekümne aastaga Hispaniola kirikupeaks . 
8	NA	 Ja siis , ühel ööl üksteist päeva tagasi , hüljanud endast jumala ja usu , läinud vabasurma . 
8	NA	 Calderon pidi tuvastama , miks . 
9	NA	" "" Kas keegi teab ? "" küsis Calderon summutatud häälel . "
10	NA	" "" Et ta kirja jättis ? "
10	NA	 Mitte keegi peale minu ja Jeronimo . 
10	NA	 Aga tema ei poeta sõnakestki . 
10	NA	" Ametlikult oli see õnnetusjuhtum . "" "
11	NA	 Jeronimo oli de Herriega pärismaalasest teener , munk , hardunud jumalasulane , kes oli neid uksel alandlikult tervitanud . 
11	NA	 Inkvisiitor ei pööranud talle eriti tähelepanu . 
11	NA	 Calderon polnud aborigeenidega siin — Hispaniolas — veel kokku puutunud . 
11	NA	 Ent loomulikult tundis ta hästi Atlantico tercio'te tegemisi , lõppeks oli ta ju ise õnnistanud Carlos II vägesid Leipzigi all ; oli olnud kuninga kõrval Maastrichti lahingus , kui andunud konvertiitide üksused olid protestandid pihuks ja põrmuks löönud . 
11	NA	 Ja isa Calderon tundis hästi ka õukonnas kõrge positsiooni saavutanud jesuiiti Pedro Ibarriagat ; hämmastava tehnikataibu ja teadlasevaistuga vaimulikku , kes oli pärit ka siitsamast Vera Cruzi lähistelt . 
12	NA	 Jesuiit heitis veel kord pilgu sügavikku ja tundis peapööritust . 
12	NA	 Ta üritas endale ette kujutada isa de Herriega viimaseid hetki , üritas arvata selle mehe meeltes toimunut , kuid see ei õnnestunud tal , ta teadis veel liiga vähe . 
12	NA	 Sõnatult lahkusid nad katedraalist , sõitsid tõllaga tagasi Segovia lossi . 
12	NA	 Vera Cruzi elanikud teadsid , kes tõllas sõidavad , kogunesid aupaklikult tänavate äärde , kummardasid , hüüdsid kiidusõnu . 
12	NA	 Paar korda pidi ratsaeskort eriti pealetükkivad patukahetsejad lausa kõrvale tõrjuma . 
13	NA	" "" Nad soovivad teile pihtida , "" muigas Segovia . "
13	NA	" "" Patukoormat vähendada . "" "
14	NA	" "" On's see nii suur ? "" imestas Calderon . "
15	NA	" "" Mitte suurem kui tavalisel Andaluusia talupojal . "
15	NA	" Kuid neid rõhuvad poolteist tuhat aastat , mil Issanda arm nendeni ei ulatanud ... "" "
16	NA	 Calderon noogutas . 
16	NA	" "" Mitte kusagil Cortiliaras pole meie misjonärid edukamat tööd teinud , kui Hispaniolas . "
16	NA	" Ei Kariibi saartel , ei Andides ega Peruus . "" "
17	NA	" "" Asi pole mitte ainult selles , lubage arvata . "
17	NA	 Muide , mis puutub Peruusse , siis lähipäevil ootame siia Tierra Firme flotat , mis Maracaibost teele asus . 
17	NA	 Kuuldavasti peaks neil vägev kullalast peal olema . 
17	NA	 Saatsime neile juba kuu aega tagasi Armada de la Guardia vastu . 
17	NA	" Teid ju huvitavad uudised Cortiliarast ? "" "
18	NA	" "" Kahtlemata . "
18	NA	" Veidi rohkem siiski see , miks vaga de Herriega end tappis . "" "
19	NA	" "" See on minulegi mõistatus , "" ohkas Segovia . "
19	NA	" "" Rusuv ja ahastamapanev . "
19	NA	" Tihti leian ennast mõtlemast , kas ma ikka tahan seda teada . "" "
20	NA	" "" Öelge ausalt , "" sõnas Calderon äkki , "" kas te peate seda tõepoolest hullumeelsushooks ? "" "
21	NA	 Segovia kohmetus . 
21	NA	" "" Ma ei suuda näha muud põhjust . "
21	NA	" Kas teie suudaksite ? "" "
22	NA	" "" Tema kiri oli kummaline , "" nõustus jesuiit . "
22	NA	" "" Kuid kõrvaldab vähemalt kõik mõrvakahtlused . "" "
23	NA	 Calderon oli kirja — neid paari segast rida õieti — esimest korda näinud alles Hispaniolas . 
23	NA	 Ja fraas matmata selles kirjas viitas ju selgelt , et isa de Herriega endale kui enesetapjale mingit muud surmajärgset saatust ei lootnud . 
23	NA	 Enesetapjaid ei maeta pühitsetud mulda . 
23	NA	 Riiklikud huvid olid siin küll erandi teinud . 
23	NA	 Siiski — hulluks läinud inimeselt , põhjuseta hulluks läinult , ei oota nagu nii otsest sõnumit . 
24	NA	" "" Just , "" vastas Segovia . "
24	NA	" "" Isa de Herriega pidi olema segi läinud . "
24	NA	" Pühendunud , innukas ja vaga katoliiklane , keda Issand oma armulisuses karistas , otsekui proovinuks tema usu tugevust katsuda . "" "
25	NA	" "" Millega ta oma viimastel päevadel tegeles ? "" "
26	NA	" "" Suuresti oli ta hõivatud ekspeditsioonide korraldamisega sisemaale . "
26	NA	 Oli just naasnud Sierra Titaunast . 
26	NA	 Seal leidub veel palju paganlikke kultuspaiku , mille hävitamisega me tegeleme . 
26	NA	 Ja pärismaalased abistavad meid siin meeleldi , mitte nagu Peruus . 
26	NA	" Kuuldavasti on seal palju verevalamist . "" "
