par_nr	head	sentence
1	 Hüvitis 	 Hüvitis 
2	NA	" "" Mida sa jood üldse ? "" "
3	NA	" "" Pole sinu asi , tead ! "" "
4	NA	 Ega eriti olnudki . 
4	NA	 Kui mitte arvestada , et mina olin selle talle välja teinud . 
4	NA	" Sellised kombed siin "" Metsiku Lääne Üksildaste Südamete Klubis "" kord juba olid . "
4	NA	" Ma polnud päris kindel , mida tähendab "" Metsik Lääs "" , võimalik , et see oli kuidagi seotud siinse kõrtsi eripära ehk suure ekraaniga , millelt näidati vanamoelist kinu , kus kaks jõuku mehi mingil vähearenenud planeedil üksteist algeliste tulirelvadega taga ajasid . "
4	NA	 Et vaatajal selgem oleks , kandis üks meeskond valgeid , teine musti peakatteid . 
4	NA	 Kui liiva seest poleks välja turritanud miskid rohekad vorstilaadsed moodustised , võinuks oletada , et see on siinsamas Jolbertil linti võetud . 
4	NA	 Igatahes oli see nii parasjagu totter , et üksildastel südametel - jah , sellest mõistest sain ma ehk pisut paremini aru - oleks , millest omavahel rääkida . 
4	NA	 Ja ennast mitte enam nõnda üksildasena tunda . 
5	NA	" "" Ükskõik , eks ole ju , "" lisas ta leplikumalt . "
6	NA	 Siuke blond . 
6	NA	 Ja meeldivalt ümar . 
6	NA	 Natuke halli seas , kui ma keemia mitte-just-kõikvõimsusest õieti aru sain . 
6	NA	 Aga või siis mina kellegi raske lapsepõlve vastu midagi ette sain võtta . 
6	NA	 Ja et ükskõik , hakkas mulle endalegi tunduma . 
6	NA	 Ainult et : kui ta nüüd korraliku - või pisut enamgi - napsi raha eest teed lürpis , võinuks seda pidada avansiks . 
6	NA	 Muude teenuste eest . 
7	NA	" "" Vaata , kes seal on , "" osutasin tema selja taha . "
7	NA	 Ja kui ta end tõepoolest pööras , napsasin klaasi ning maitsesin . 
7	NA	 Suutmata paraku alkoholisisalduses selgusele jõuda . 
7	NA	 Midagi seal oli . 
7	NA	 Kas just hinna vääriliselt , ei osanud ma arvata . 
8	NA	" "" Tõmba minema , "" oli ta mu liigutust märgates tõsiselt pahane . "
8	NA	 Ja tõukas klaasi demonstratiivselt eemale . 
8	NA	" "" Mine ja laku oma semudega või vaata kinu või vaju maa alla , aga jäta mind rahule . "
8	NA	" "" "
9	NA	 Kuidagi totralt kukkus välja . 
9	NA	 Ära minna oli tobe ja paigale jääda oli tobe . 
9	NA	" "" Nad räägivad jalgpallist , "" kurtsin . "
10	NA	" "" Ja sa oled nagu rohkem kriketi-fänn ? "" võttis ta vaevaks vähemalt vastata . "
10	NA	" "" Need käivad teises kõrtsis . "
10	NA	" "" "
11	NA	" "" Ei , ega mul poleks midagi selle vastu , kui just meie kaevanduse jõuk kasvõi Viie Planeedi Mängudel meistriks tuleks , aga mulle ei meeldi jahuda , mitu sekundit keegi söödu ajastamisel eksis või nii , "" patrasin . "
12	NA	" "" Ahah , "" haigutas ta igavlevalt , silmi suurelt ekraanilt pööramata . "
12	NA	" "" Nagu ma juba ütlesin , tõmba minema , poisu , meil ei tule sinuga midagi välja . "
12	NA	" Ja võta see klaas kaasa , "" lisas ta nagu meeldetuletuseks . "
13	NA	" "" Ma tahtsin ainult teada , misasi see on . "
13	NA	" "" "
14	NA	 Enam ta vastata ei viitsinud . 
14	NA	 Mulle tuli meelde , et mõnel pool ollakse kehavedelike vahetamise suhtes nii ettevaatlikud küll , et ka sülg tuleb arvesse , aga keegi polnud mind hoiatanud , et siin võiks nii olla . 
14	NA	 Üldse polnud keegi eriti seletanud , mis siin on ja mida pole . 
14	NA	 Liiv , eks ju , mis siis veel tahta . 
15	NA	 Läksin kolleegide-saatusekaaslaste juurde tagasi . 
15	NA	 Midagi nad seal jõmisesid . 
15	NA	" "" Kui ta veel kaks sekundit oleks palli oma käes hoidnud ... "" ütlesin . "
15	NA	" "" Siis oleks ta kotti pandud , "" leidis Kolõvanov . "
15	NA	" "" Millest sa räägid üldse ? "" "
15	NA	 Kehitasin õlgu . 
15	NA	" "" Viitsid , proovi ja ütle , mis see on , "" vehkisin kaasavõetud klaasiga . "
15	NA	" "" Täitsa lolliks läind , "" polnud ta üldse huvitatud . "
15	NA	 Jätsin klaasi lauale - äkki mõni kogemata siiski proovib - ja lonkisin baarileti äärde . 
