par_nr	head	sentence
1	 SINETAVAD KAUGUSED 	 SINETAVAD KAUGUSED 
2	NA	 JAAN KRUUSVALL 
3	NA	 Valitud proosat 
5	NA	 Novellid 
6	 KOOLIVENNAD 	 KOOLIVENNAD 
7	NA	 “ Kuidas sa elad ? ” küsis Joosep . 
8	NA	 “ Kuidas ma elan ! 
8	NA	 Hästi elan ! ” vastas Anton . 
9	NA	 “ Vihm ka üle ei jää , muidu võiks seenele minna . ” 
10	NA	 Anton haigutas paksu vatiteki alt . 
10	NA	 Liigutas varbaid , tegi suitsu . 
11	NA	 Joosep vaatas kella . 
12	NA	 “ Juba kaksteist ! ” 
13	NA	 “ Ega aeg ei küsi jah ! ” ütles Anton . 
14	NA	 Joosep niheles vineerpõhjaga toolil . 
15	NA	 “ Põletad aga muudkui tõrva . ” 
16	NA	 “ Jaa , eks midagi pea tegema ! ” rääkis Anton . 
17	NA	 “ Naine-lapsed on kirikus ? ” küsis Joosep , ja niheles veel rohkem . 
18	NA	 “ Nojah . ” 
19	NA	 “ Mis sul muidu täna kavas oli ? ” 
20	NA	 “ Ei miskit . 
20	NA	 Pidime õhtul poisiga ainult linnupesi minema otsima . ” 
21	NA	 “ Jah ! ” imestas Joosep . 
22	NA	 “ Poissi huvitavad roolinnud , väikese roolinnu muna tal juba kollektsioonis on , suurt roolindu pole ta aga veel ihusilmaga näinudki . ” 
23	NA	 Joosep imestas veel rohkem . 
24	NA	 “ Ja sina oled näinud ? ” 
25	NA	 “ Olen küll . 
25	NA	 Suur roolind laulab väga ilusasti . ” 
26	NA	 Anton imes suitsu . 
26	NA	 Käed lamasid tekil . 
27	NA	 “ Millal sa üles kavatsed tõusta ? ” 
28	NA	 “ Küll ma varsti tõusen . ” 
29	NA	 “ Kas siis näitad mulle puravikukohad kätte ? ” 
30	NA	 “ Miks ma ei näita ! ” 
31	NA	 “ Kes sul seal õues mökitab ? ” 
32	NA	 “ See on kits . ” 
33	NA	 “ Sul on kits ? ” 
34	NA	 “ Meil on kogu aeg kits olnud , kohe peale abiellumist ostsin . ” 
35	NA	 “ Kas su naine pole siis eestlane ! ” 
36	NA	 “ On küll . 
36	NA	 Aga lapsed saavad kitsetalledega mängida , ja naine armastab kitsi . ” 
37	NA	 Joosep naeratas häbelikult ja arusaamatult . 
37	NA	 Tema läikivatelt kingadelt nõrgus põrandavaibale veepiisku . 
38	NA	 “ Ega meil ainult kits ole . 
38	NA	 Meil on kalkunipojad ja haned , ja koeral on praegu kutsikad . 
38	NA	 Ta on aida all . ” 
39	NA	 “ Kes ? ” 
40	NA	 “ Koer . 
40	NA	 Viis pojad aida alla , kurask . 
40	NA	 Küll on raibe ! ” 
41	NA	 Siis Joosep vaikis ja vaatas toas ringi . 
41	NA	 Laual oli käsitsikootud pitslina . 
41	NA	 Soemüür oli valgeks lubjatud . 
41	NA	 Kapi otsas seisis lõõtspill . 
41	NA	 Kapi kõrval rippus Belgia jahipüss . 
42	NA	 “ Kuidas sinu käbarad siis käivad ? ” küsis Anton nagu muuseas . “ Eks sul ole raske töö ? 
42	NA	 See teoreetiku amet ! 
42	NA	 Mida sa seal tööposti otsas teed ? ” 
43	NA	 “ Loen referaatžurnaale . ” 
44	NA	 “ Kogu aeg ? ” 
45	NA	 “ Siis on veel koosolekud ja väitekirjade kaitsmised , ” pobises Joosep vastu tahtmist . 
46	NA	 Anton ajas end üles . 
47	NA	 “ Eks ta ole jah , ” ütles ta . 
47	NA	 Anton oli aluspükste väel . 
47	NA	 Ta läks paljajalu kööki , ilmus aga varsti tagasi , juues savikausist hapupiima . 
48	NA	 “ Tahad ka ? ” 
49	NA	 “ Ei taha . ” 
50	NA	 “ Maks on sul korras ? ” 
51	NA	 “ Vahel tuikab . ” 
52	NA	 “ Tervis on ikka kõige tähtsam , ” kostis Anton ja jõi Joosepi nähes terve liitri piima ära . “ Meil siin üks mees murdis hiljuti jalaluu . ” 
53	NA	 “ Jah ! 
53	NA	 Kas pandi kokku ? ” 
54	NA	 “ Ei saadud , kildusid jäi vahelt puudu … See mees lendas silla pealt masinaga kärestikku . 
54	NA	 Nüüd võib silla peal ainult viisteist kilomeetrit tunnis sõita . ” 
55	NA	 “ Ma ei pannud silti tähelegi . ” 
56	NA	 Anton kiskus poolpidused püksid jalga . 
56	NA	 Tõmbas rihma hästi pingule ja Joosep imestas , et Antonil pole kõhtu ega midagi – keskelt nagu kahekümneaastane . 
57	NA	 “ Nüüd me mõtleme uue teooria kallal , ” ütles Joosep , “ kuidas kunstlikult inimest teha . ” 
58	NA	 “ Oo-oh ! ” ütles Anton . “ Või kunstlikku inimest . 
58	NA	 Ja kuidas edeneb ? ” 
59	NA	 “ Normaalselt , ” vastas Joosep . 
59	NA	 Ta veeretas kaabut näppude vahel ja vahtis aknast õue . 
59	NA	 Vihm hakkas üle jääma . 
59	NA	 Perel oli autos igav ! 
60	NA	 “ Jah , eks neid teooriaid ole igasuguseid , ” teadis Anton ja vedas ruudulise pluusi üle küünarnukkide selga . “ Võtaks täna mett , aga mesilased on kõik tarus , ei tule midagi välja . ” 
61	NA	 Joosep muutus üha kannatamatumaks . 
62	NA	 “ Meil lauda taga sõnnikuhunniku otsas kasvab isegi šampinjone , ” ütles Anton ja katsus sõrmedega habemehakatist . 
63	NA	 Aga Joosep ei teinud kuulmagi . 
63	NA	 Ta ei tahtnud enam , et Anton metsa kaasa tuleks . 
64	NA	 “ Ega ma teiega kaasa ei tulegi . 
64	NA	 Ma ainult ukse pealt näitan tee kätte , ” ütles Anton . 
65	NA	 “ Hea küll , ” ütles Joosep näiliselt ükskõikselt . 
66	NA	 Anton pani villased sokid jalga . 
67	NA	 “ Naine keedab õhtuks rabarberikisselli , tule pärast läbi . ” 
68	NA	 Joosep tõusis juba püsti . 
69	NA	 “ Ja tead , me võiksime loomaarsti juurde minna täkumune sööma , eile ta oli talli juures ametis , kutsus … ” lisas Anton heatahtlikult . 
70	NA	 Joosepi nägu tõmbus virilaks . 
71	NA	 Köögis pani Anton villastele sokkidele kalossid otsa . 
72	NA	 “ Kurat , kui kütaks täna õige sünge sauna , käiks naistega saunas … ” 
73	NA	 “ Ei ole aega , ” vastas Joosep ehmunult . 
74	NA	 “ Muidugi , ega mulgi , ” ütles Anton . 
75	NA	 Mehed väljusid trepile . 
