par_nr	head	sentence
1	 Rabaröövel 	 Rabaröövel 
2	NA	 Indrek Hargla 
3	NA	 Seisan tund aega bussipeatuses , hääletan harvu möödasõitjaid aga keegi ei võta peale . 
3	NA	 Roostetunud sedel tulbal teatab , et aastat kümmekond tagasi oleks ma juba kolme bussi peale saanud . 
3	NA	 Istun seljakotil , suitsetan . 
3	NA	" Buss on punane "" Ikarus "" , ajab bensiinivingu sisse ja läheb tee peal kaks korda katki kuid viib kohale . "
3	NA	 Magama jään alles kuskil Risti kandis . 
3	NA	 Tallinnas ärkan . 
3	NA	 Sajab vihma , suus on kuidagi paks , tuleb meelde , et pole söönud juba üle ööpäeva . 
3	NA	 Seisan bussijaama ees ja mõtlen , kas võtta takso , minna trammiga või süüa üks kotletiga kukkel . 
3	NA	" Möödasõitev tumedate klaasidega "" Audi "" pritsib mu veelombist veel märjemaks . "
3	NA	 Tramm jääb peale . 
3	NA	 Hakkan Tartu maantee poole astuma aga jään peaaegu rohelise kaubiku alla . 
3	NA	 Juht tõstab põlastavalt akna tagant keskmise sõrme . 
3	NA	 Vanasti oleks näpuga oimukohale koputatud . 
3	NA	" Enne "" Keskturu "" peatust annab keegi mulle oma pileti , vaatan andjale mõistmatuses otsa . "
3	NA	 Siis taipan — pean rohelise lipiku mulgustama ja tagasi saatma . 
3	NA	 Mul endalgi pole ju piletit . 
3	NA	 Annan lipiku kohmetunult tagasi , haaran poriselt põrandalt seljakoti ja trügin turult tulnud mammide hordi vahelt trammist välja . 
3	NA	 Ikka sajab veel vihma . 
3	NA	 Hakkan Gonsiori tänava poole astuma . 
3	NA	 Ma elan seal . * 
4	NA	 Mulle oli meeldinud Ervini maja . 
4	NA	 Talu nimi on Raunoja , kant ümberringi Piiriniidu . 
4	NA	 Kaansoosse on siit viisteist kilomeetrit . 
4	NA	 Üha kitsamaks kiskuv kruusatee lõppeb õuel . 
4	NA	 Lähemad naabertalud jäävad kilomeetri kaugusele . 
4	NA	 Maja seisab väiksel künkal , läänekaarde avaneb Kuresoo ; itta — kuhugi tiheda metsaviiru taha jääb Lemmjõgi . 
4	NA	 Maja on tõesti vana . 
4	NA	 Hallikaks tõmbunud palgid , kunagi kollaseks värvitud eeskamber , aknaraamidki mõned suved tagasi valgeks võõbatud . 
4	NA	 Maja on täpselt selline , nagu ette kujutasin . 
4	NA	 Tervitamine läks meil ruttu , kui ta imestunud oligi , ei näidanud seda välja . 
4	NA	 Kutsus sisse ja alles toas ütlesin , mille pärast tulnud olin . 
5	NA	" "" Intervjuud ? "" pahvis Ervin Aaviko siis mõtlikult sigaretti . "
5	NA	" "" Kellel seda huvi oleks lugeda ? "
5	NA	" Pole ma ju mõni porminent ega president . "" "
5	NA	 Ometi sillerdas ta kortsunud näos kerge meelitusesarnane rahulolu . 
6	NA	" "" Kui ma juba siin olen — küllap on ka lugejaid . "
6	NA	" Lihtne maainimene on praegu...üldsusele väga huvitav . "" "
6	NA	 Oleksin peaaegu öelnud , et müüv kaup . 
7	NA	" "" Just , just . "
7	NA	 Nagu väljasuremisele mõeldud liik vä ? 
7	NA	" Et keda varsti üldse enam ole . "" "
8	NA	 Ma ei tahtnud talle öelda , et ilmselt on tal õigus . 
8	NA	 Kuigi sõna väljasuretamisele määratud , oleks vast õigem olnud . 
8	NA	 Aga lugejat tuleb rabada . 
8	NA	" Kui kümne numbri esikaanel on järjest pildid edukatest ja rikastest ning jutud nende armuelust või edenemisest villaehitusel , siis kontrastiks mõjuks ju üks "" Priimaga "" vanamees soode ja rabade vahelt väga hästi . "
8	NA	 Muhelev nägu laugaste taustal kaanepildiks ja puha . 
8	NA	 Nii olid nad toimetuses arvanud . 
8	NA	" "" Me ei kirjuta hädistest proledest ega ühelehma dinosaurustest , "" oli Gita mulle öelnud . "
8	NA	" "" Nad pole in. "
8	NA	 Otsi mõni ekstravagandist üksik hunt . 
8	NA	" Parem , kui tal nüüd sitasti läheks aga ta uute olude üle eriti ei viriseks , valimised on tulemas , mõistetakse valesti , tead isegi ... "" "
9	NA	 Teadsin küll . 
10	NA	 Ervin Aaviko sobis meile . 
10	NA	 Sõjaveteran , luuletaja , üksik hunt , maa sool , fantaseerija . 
10	NA	 Ta sobis kuradima hästi . 
11	NA	" Nüüd tonksas vanamees minu seljakotti , suskas suitsukoni pliitaukse vahelt sisse ja küsis : "" Kaugele te's autoga jõudsite ? "
11	NA	" Kibaru teest vist mitte kaugemale ? "" "
12	NA	" "" Ma tulin bussiga . "
12	NA	 Ja mingid kümme kilomeetrit vist jala . 
12	NA	" Tahtsin puhata . "" "
13	NA	 Ja ma olin puhanud . 
13	NA	 Paremini kui Küprosel . 
14	NA	 Mõne aja pärast jutustab Ervin mulle diktofoni oma elu lugu . * 
15	NA	 Gonsiori tänava maja trepikojas lõhnab kassikuse järgi ja välisukse kõrvale oli mingi uus soomekeelne sirgeldis tekkinud . 
15	NA	 Postkastis on neli kirja ja kaks arvet . 
15	NA	 Ronin teisele korrusele , pusin kolme luku kallal üle viie minuti . 
15	NA	 Ma pole kunagi lukkudega hästi läbi saanud . 
15	NA	 Korteris on vihmasest ilmast hoolimata lämbelt palav ja umbne , avan kõik aknad ja lasen tuppa tänavamärga ning väljaheitegaaside vingu . 
15	NA	 Võtan seljast kõik märjad ning porised riided ning lartsatan nad kööki pesumasina ette . 
15	NA	 Tuleb tahtmine kõik kapid läbi tuulata ja kuid pesemata hilbud korraga pessu toppida . 
15	NA	 Telefon hakkab helisema . 
15	NA	 Mobiil , kuskil sügaval seljakotis . 
15	NA	 Lasen tal Beethovenit edasi piiksuda , endal otsustavat ilmet ette manades lähen kappidesse tuhnima . 
15	NA	 Märjad sokid jätavad vaibale inetuid jälgi , kisun nad jalast , tundes krestomaatilist vajadust pesema minna . 
15	NA	 Kui vannitoa ukse avan , tuleb meelde , et shampoon ja muud isiklikud hügieenitarbed on asja Beethovenist tühjaks pigistatud ja nüüd abitult piiksuva mobiiliga kõik ühes seljakotis . 
15	NA	 Ma polnud Raunojal kumbagi kasutanud . 
15	NA	 Ikkagi tuleb enne kott lahti pakkida ja riided pesumasinasse panna , kui ise vee alla saan . 
15	NA	 Võibolla olen uhke , et ei lase nõiaringil tekkida . 
15	NA	 Vean seljakoti kööki , partsatan taburetile ja tunnen meeletut nälga . 
15	NA	 Bussijaama putka kotletisai tiirleb silme ees . 
15	NA	 Külmetuskapist leian hallitamismõtteid mõlgutava hernesupi , kuivanud riisipudru ja kolm konservi — sealiha zhelees , turisti eine ja sprotipasteedi . 
15	NA	 Sügavkülmas on pakk pelmeene , kalapulgad , ja kotitäis Euroopa Liidu maitsevabu herneid . 
15	NA	 Kartulikorv laua all on tühi . 
15	NA	 Lükkan kalapulgad hernega mikroahju ja kõmbin elutuppa tagasi . 
15	NA	 Teleri ees laual valgendab midagi harjumatult . 
15	NA	 Kirjad . 
15	NA	 Need , mis olid postkastis olnud . 
15	NA	 Ma polnud isegi vaadanud , kellelt nad on . 
15	NA	 Vajun diivanile ja rebin esimese ümbriku puruks . 
15	NA	 Kiri koos postkaardiga Lilianilt Portugalist . 
15	NA	 Postkaardil mingi kuurordi vaade . 
15	NA	 Kogu jutt , mida ta pidas vajalikuks mulle kirjutada polnud kaardile ära mahtunud . 
15	NA	 Ta kirjutas oma hääbunud tunnetest ja mul on piinlik seda lugeda . 
15	NA	 Nagu oleks lugenud võõra inimese kirja võõrale inimesele . 
16	NA	 Mobiil piiksub jälle . 
16	NA	 Ma pole ikka veel pesu pesema hakanud . 
16	NA	 Tõusen püsti ja lähen seljakotti ründama . 
16	NA	 Midagi hakkab veel piiksuma . 
16	NA	 Mikroahi . 
16	NA	 Kalapulgad on tulikuum pudi ja herned plahvatades võreakna rohelise plögaga kokku määrinud . 
16	NA	 Löön ahjuukse kinni , lülitan lained välja , hakkan taldrikut otsima . 
16	NA	 Kui kapiukse avan , tungib tolm ninna ja aevastan . 
16	NA	 Nii tugevalt , et löön pea vastu lauanurka . 
16	NA	 Midagi säriseb . 
16	NA	 Väljalülitamise asemel olin ahju grilli peale keeranud . 
16	NA	 Tõstan kollakasrohelise kärssava plöga taldrikule ja küünitan käe kaljapudeli poole . 
16	NA	 Seda ei ole . 
16	NA	 Ma pole täna kalja ostnud . 
16	NA	 Ma pole täna kalja ostnud ... 
16	NA	 Kurat , miks ma täna kalja ei ostnud ! 
16	NA	 Ja mul on janu . 
16	NA	 Baarikapis on vast vähemasti toonikut . 
16	NA	 Ei ole , on vaid dzhinni ja viskit . 
16	NA	 Vajun diivanile , viskipudel käes . 
16	NA	 Las kalapulgad jahtuvad , üks naps kulub mulle ära . 
16	NA	 Ei , enne sööma ei hakka , kui pesu on pesema pandud . 
16	NA	 Ei , kõigepealt käin ise dushshi all ära . 
16	NA	 Viski kõrvetab kurku ja plahvatab sisemuses nagu herned mikroahjus . 
16	NA	 Maomahlad tõstavad mässu ja saadavad mu kukele . 
16	NA	 Tegelikult saan aru , et mul on kõht lahti ja ei tule meelde , kas see juhtus nüüdsama või kaua aega tagasi . 
16	NA	 Lähen peldikusse ja silmitsen istudes oma pesemata paljaid jalgu . 
16	NA	 Raban poti kõrvalt mingi ajakirja ja hakkan lugema . 
16	NA	 Varsti taipan , et see on mu enda lugu ja ajakiri kolm kuud vana . 
16	NA	 Kõht ei ole enam lahti . 
16	NA	 Isu ka ei ole . 
16	NA	 Viskit ei taha enam . 
16	NA	 Suitsu tahan . 
16	NA	 Pakk jakitaskus sai bussipeatuses tühjaks . 
16	NA	 Kodus rohkem ei ole . 
16	NA	 Kui kuskil on , siis seljakoti põhjas , seal , kus pesemisvahendid , must pesu ja mobiil , mis jälle piiksub . 
17	NA	 Teine kiri on emalt Hummulist . 
17	NA	 Tal ei ole telefoni ja ta armastab kirjutada . 
17	NA	 Loen selle läbi ja ainus , millest aru saan , oli see , et pean vist varsti jälle puhkust võtma ja bussijaama minema . 
17	NA	 Arveid ma ei loe , neid tuleb maksta mitte lugeda , nii on lihtsam . 
17	NA	 Ninna tungib grillitud herne ja kalapulga lõhn . 
17	NA	 Ma ei saa seda ilma pealejoomata süüa . 
17	NA	 Lasen kraanist vett ja rüüpan ühe sõõmu . 
17	NA	 Kloori maitset on , vee maitset mitte . 
17	NA	 Joon viskit peale ja olen hoobilt kempsus tagasi . 
17	NA	 Sedapuhku loen oma vana artikli läbi . 
17	NA	 See on ühe endisest pankurist , nüüdsest poliitikust . 
17	NA	 Loen aeglaselt , kaks korda ja vaatan pilte peale . 
17	NA	 Nüüd tuleb . 
17	NA	 Tualettpaberit muidugi pole aga pühin ajakirjaga . 
17	NA	 Tahan veel lugeda . 
17	NA	 Leian riiulilt August Sanga . 
17	NA	 Lehitsen senikaua kuni pilk külmub otsitule . 
17	NA	 Kuis oleks kui üksteise süles /nüüd laukasse upume/suvel pinnale saadame üles/siis hälliva kupu me . 
