par_nr	head	sentence
1	 Eeben 	 Eeben 
2	NA	 Indrek Hargla 
3	NA	" "" Ei , aga siiski , mu armas Hutchinson , "" sõnas McMoran süngelt , "" kas te liiga kindlalt ei väida , et saavutades surematuse minetab inimene inimlikkuse . "
3	NA	 Olen nõus , et kõik humaansed mõõdupuud ainult surelikkuse raamides kehtivad , kuid usun siiski , et rääkides tundmatust fenomenist , pole õige see hindamiseks tuntud taustsüsteemi projitseerida . 
3	NA	" Kas te ei leia nii ? "" "
4	NA	" "" Teoreetiliselt on teil kahtlemata õigus , professor , "" nõustus Hutchinson . "
4	NA	" "" Kuid arvestagem , et inimesest , kui asjast iseeneses pole ühtegi käsitlust , kus tema surelikkus ei ole tunnetuse aluseks . "
4	NA	 Inimene on inimene ainult siis , kui ta sureb . 
4	NA	 Ehk teisisõnu — surematut inimest pole olemas . 
4	NA	" Ja kui leidukski keegi surematu , inimesele kõigi tunnustega vastav isend , siis poleks meil tema surematust arvestades õigust teda inimeseks pidada . "" "
5	NA	" "" Kasutasite sõna 'teoreetiliselt' , "" jätkas McMoran kohe ja pisut kasvanud õhinaga . "
5	NA	" "" Ja loomulikult olemegi seni ainult teoreetilist käsitlust silmas pidanud . "
5	NA	" Mis oleks , kui unustaksime hetkeks oma akadeemilise keskkonna ja kuulaksime ühe loo arutlusteema praktiliselt küljest ? "" "
6	NA	 Olime kolledžist lahkuva auväärse McMorani lahkumisõhtul jäänud klubiruumi akadeemilistest tavadest pisut kauemaks istuma ning väitlus surematuse üle , milles professor ja tema kauaaegne õpilane ning hilisem oponent filosoofiadoktor Hutchinson etendasid peaosi , oli väldanud ligi kaks tundi . 
6	NA	 Ometi oli meie kõigi poolt siiralt armastatud Gilliam McMorani isiklik veetlus ning aegade jooksul Trinity kolledžis kogutud karismaatilisus ( lubatagu mul seda sõna kasutada ) tegureiks , mis meid kõiki veel hilisel õhtutunnil laua taga kinni hoidsid . 
6	NA	 Teadsime , et enam kunagi pole meil võimalust McMorani mõnusast jutust osa saada ja üks ajastu kolledži ajaloos on ümber saamas . 
6	NA	 Kandik šherripudelite ning kreeka pähklitega käis endise hooga üle laua ringi , vaikses oktoobriöös tammepuust raamidega akende taga uuristas tänavalaternate valgus kastanite raskete okste vahele kiirgavaid avausi — meil oli mõnus , hubane ja hea , ning raske harjuda mõttega , et McMoran istub klubiruumis viimast korda . 
7	NA	" "" Kõige lugupidamise juures , professor ... "
7	NA	" Kuidas saaksime meie väitlusesse tuua praktilise aspekti ? "" tegi Hutchinson nõutut nägu . "
7	NA	" "" Rakenduslik filosoofia on üldse teema , mida oleme siin jõudumööda vältinud ... "
7	NA	" Lisaks on meie käsitluses osaline ka teatav metafüüsiline või esoteeriline moment , milliste juures praktika kriteeriumina on veelgi küsitavam kui filosoofias . "" "
8	NA	" "" Ma arvan , "" sekkus dekaan Norton , "" et McMoran pidas silmas tänase õhtu erilist tähendust , ning lubab seetõttu ehk akadeemilistest käsitlustest mõnevõrra vabama hoiaku . "
8	NA	" Pealegi , ei usu ma , armas Hutchinson , et te ei taha kuulda mainitud praktilisest aspektist , mida lugupeetud professor oli nõus meiega jagama . "" "
9	NA	" "" Nagu alati , on teil õigus , Norton , "" sõnas McMoran . "
9	NA	" "" Pidasin silmas ühte noorusaegedel minuga juhtunud lugu , millisest akadeemiliste või vähegi teaduslike järelduste tegemisest olen alati hoidunud , kuid millega meie temaatika on lähedases seoses . "
9	NA	 Pealegi on see juhtum seotud põhjusega , miks ma teie juurest lahkun — tuletage meelde , et pole seni avaldanud miks lähen kolledžist kaks aastat enne teenitud vanadusepensioni . 
