par_nr	head	sentence
1	 KENTAURISÖÖST 	 KENTAURISÖÖST 
3	 Muundemõõde 	 Muundemõõde 
4	NA	 Öises mustavas õhukuristikus … 
5	NA	 . . . paistis tuledes virvlev ÕLILINN . 
5	NA	 Otsekui suured miilavad mardikad tõusid vanalinna majad üles mäekülgedele . 
5	NA	 Kesklinnas kõrgusid , nagu aastaringi säravad jõulukuused , Kontserni pilvelõhkujad ( nn Emersoni pagoodid ) . 
5	NA	 Kõrbeküljes särasid , just nagu hiigelsuured illumineeritud karnevalilaevad , naftaterminaalid ja plinkisid sajad puurtornid – orientiiriks kõigile kõrbelaevadele , kes iganes liivalainetel seilasid . 
6	NA	 Kogu seda ilutulestikku ehk õlitulestikku võttis kokku ja peegeldas oma laugel masuudisel pinnal . . . 
7	NA	 . . . 
7	NA	 Õlimeri . 
8	NA	 Õlist oled sa tulnud , õli oled ja õliks sa pead saama . 
8	NA	 Selle lendlause järgi seal sügaval lennukitiiva all sünniti , elati ja lahkuti siitilmast , mõtles üks viktoriinlastest – kui sarkastiliselt , siis Schliemann , kui pühalikult , siis Bigart . 
9	NA	 Õhulaev maandus kõrbepiiril , Õlilinna moodsa rahvusvahelise lennuvälja neljandal maanderajal , mis kujutas endast kergelt kirde poole väljavenitatud ringi ( ehk Emersoni ellipsit , nagu hüüti hiidrajatist selle finantseerija auks ) . 
10	NA	 Lennuk peatus tunneleskalaatori platvormi juures , kuhu oli kogunenud kimbuke elevil vastuvõtjaid , värviliste turbanitega nomaade ja rohkete lilledega linlasi , nende hulgas viktoriinlaste vanemad . 
11	NA	 Vaevalt sai sadakond reisijat trapist alla laskuda . . . 
12	NA	 . . . kui alarmiga džiipides kihutasid kohale turvajad ning piirasid lennuki ja reisijad ümber . 
13	NA	 “ Jobud , ” nähvas Schliemann , käed kõrvadele surunud , “ hakkavad jälle ragistama ! ” 
14	NA	 Bigart tõmbas ta oma selja taha : 
15	NA	 “ Tõmba varju , sa viitsütikuga . . . ! ” 
16	NA	 ( Kust ta teab ? ! käis ärev küsimus läbi Sarah' pea . ) 
17	NA	 Tulevahetust ei tule . 
18	NA	 Nagu vaimuriigist lähetatud , sujub helitult kohale lai valge limusiin . 
18	NA	 Ihukaitse avab uksed : väljub kuldpalmettidega livrees teener , pompöösne lillekimp käsivarrel . 
18	NA	 Seejärel , lükanud abistajad õlaga kõrvale , ilmub autost kiirustades esile . . . 
19	NA	 . . . 
19	NA	 Kiryl Bigart . 
19	NA	 Tema järel väljub valges ülikonnas korpulentne Emerson . 
20	NA	 “ I s a , ” lausub Nikyas väljapeetult , rahuga . 
21	NA	 Kiryl võpatab , sulgeb silmad . 
22	NA	 “ Teab mis ! 
22	NA	 Poisi hääl , aga . . . ” – Kiryl lausa rebib silmad lahti – “ teda pole ! ? ” 
23	NA	 “ Kiryl , ” lausub Erebus kõhklevalt , “ ma ei näe teda . . . ” 
24	NA	 “ Kuradile ! ” kähvab talle Bigart ja astub Schliemanni juurde . “ Te nali õnnestus . . . 
24	NA	 Aga andke Nikyas nüüd mulle kätte ! ” 
25	NA	 “ Isa , ” kostab taas too rahulik väljapeetud hääl , “ ma pole asi anda-võtta . 
25	NA	 Jätke meelde . ” 
26	NA	 Bigart ja Emerson vahetavad ebaleva pilgu . 
26	NA	 Selleks on ka põhjust , kuna ühed reisijad-vastuvõtjad ruttavad valgussignaali peale allmaabussile , teised parkla suunas autodesse . 
26	NA	 Seisusektor lennuki ümber jääb rahvast tühjaks , välja arvatud teeninduspersonal . . . 
27	NA	 . . . ja vägilaskasvu noorsand , kel õlal kobe kott , kaenlas roheline kera . 
28	NA	 “ Pagan võtaks , mida nad seal koevad ? ! ” ühmab Nikyas endale nina alla ja hakkab astuma Kiryli poole . “ Tere isa ! 
28	NA	 Kadunud poeg , kas ei tunne või ei taha tunda ! ” 
29	NA	 Bigartid seisavad puhk aega jäigalt , usaldamatult nagu kokku sobimatud kujud skulptuurigrupis ; Kiryl vaatab pingsalt laiaõlgse reisija näkku , kes jonnakalt tahab olla ta poeg . 
30	NA	 “ M-mis teil seal s-seljakotis on ? ” kogeleb Bigart-seenior ilmses segaduses . 
31	NA	 “ Kanistritäis hellenite naftat , isa . . . 
31	NA	 Kallasin veini välja – õli sisse . 
31	NA	 Tollipunktis käskis üks Uskumatu Tom juua … ” 
32	NA	 “ Ja sa … ? ” 
33	NA	 “ Jõin . ” 
34	NA	 “ Minu poeg !!! ” õhkab Kiryl vabanenult , uhkelt . 
35	NA	 “ Lilled . . . ” lausub Emerson teenrit müksates , “ ütled : Erebuselt ! ” 
36	NA	 Kuldpalmikud lillepuhmaga lähevad teele ja nüüd juhtub midagi . 
37	NA	 Teener kummardab kergelt ning küünitab juba kimpu saabunu poole . . . 
38	NA	 . . . kui Kiryl selle ootamatult enda kätte kahmab ja ise buketi pojale ulatab . 
39	NA	 ( “ Simulant ! ” lausub Emerson taunivalt pead vangutades . “ Kumba ta teeskleb , kas seniajani käte puudumist ? 
39	NA	 Või paraku käsi ? ” ) 
40	NA	 “ Uhke ! 
40	NA	 Isa ei tundnud poega ära , ” lausub Bigart-juunior seeniorilt lillekimpu vastu võttes . 
41	NA	 “ Sa . . . ” – Kiryl vaatab kõhkvel silmi pojast mööda – “ oled veidi muutunud . ” 
42	NA	 “ Siia ! ” lausub Emerson auto juurest viibates . 
43	NA	 “ Ei , sa punase näoga siga ! ” surub Nikyas läbi hammaste . 
44	NA	 ( Jumal tänatud , et on vastutuul , mõtleb Kiryl . ) 
45	NA	 “ Pool tõde on vale , ” lausub Kiryl vaikselt . 
46	NA	 “ Ta laskis tappa mu sõbra . 
