par_nr	head	sentence
1	 Kõik võimalused maailmas 	 Kõik võimalused maailmas 
2	NA	 Indrek Hargla 
3	NA	 Eloan oli Berdookia Khaaniriigi Guulide dünastia viienda valitseja Hogmondi tütar . 
3	NA	 Veel oli ta riigi kõige ilusam tüdruk . 
3	NA	 Ilus nagu armastus ise — nii temast räägiti ja vahest ka lauldi . 
3	NA	 Kosilasi ... nojah , neid ju oli , aga Hogmond ei kiirustanud laulatusega . 
3	NA	 Sellisele iludusele oli tarvis suurkhaani soost kaasat . 
3	NA	 Eloaniga on talle avatud kõik võimalused maailmas ja vähema kui suurkhaani Tharantose pojaga ei kavatsenud Hogmond leppida . 
3	NA	 Eloan oli isa sellise poliitikaga väga rahul . 
3	NA	 Miks ? 
4	NA	 Kas ei tahtnud ta kogu maa valitsejannaks saada ? 
5	NA	 Vaevalt . 
5	NA	 Ta ei mõelnud sellele eriti . 
6	NA	 Õieti ei mõelnud ta oma kahekümnendast sünnipäevast alatas eriti üldse . 
6	NA	 Ja kui mõtles , siis lossist versta kaugusele jäävale rannale — sellele , mida linnast , sadamast ja lossist lahutas tihe metsaviirg ja mille liivane mereäär oli ediktiga ligipääsetav ainult khaaniperekonnale endale . 
7	NA	 Veel mõtles ta — niivõrd , kui seda mõtlemiseks saab nimetada — noorele meremehele Rigvinorile . 
8	NA	 Iga kord , kui Rigvinor oli Berdookias , hiilis ta salaja rannale , kohtas seal Eloani ja ... 
9	NA	 Nojah , nad olid armukesed . 
10	NA	 See oli sedasorti nooruslik armastus , mis ei hoolinud millestki muust kui armastusest , oli selle üle uhke ja ülbe ja nautis kõiki väljakutseid , mida tema keelatus esitas . 
10	NA	 Aga mõlemile oli see midagi esimest tõelist , koos kõige selle juurde kuuluvaga . 
10	NA	 Kõik oli omal kohal — kuuvalgus ; saladus ; vältimatu lahkuminek pärast kirgliku ööd ; õrnalt vastu kaldakivisid loksuv merevesi ... 
10	NA	 Romantika . 
10	NA	 Aga nad armastasid teineteist ikka päris tõsiselt . 
10	NA	 Ja nende kehad ei teinud sellest saladust . 
11	NA	 Nad kohtusid alati ja ainult seal rannaribal , mujal polnud nende jaoks kohta . 
11	NA	 Nad ei hoolinud , et nende riided ja seejärel seljad said liivaseks ; nad ei hoolinud , et sellel kõigel ei saanud olla rahulikku lõppu . 
11	NA	 Nad uskusid , et neile on avatud kõik võimalused maailmas , et armastus ise kirjutab ette kõik vajaliku . 
11	NA	 Jah , Eloan oleks olnud nõus Rigvinoriga põgenema , kui oleks olnud , kuhu põgeneda . 
11	NA	 Kuid ta lootis , et kõik saab korda ka ilma selliste melodramaatilitse abinõudeta . 
