par_nr	head	sentence
1	 Gondvana lapsed 	 Gondvana lapsed 
2	NA	 Indrek Hargla 
3	NA	 Aasta 2568 oli Gondvana aasta . 
3	NA	 Ja 2578 Koidiku aasta . 
3	NA	 Ja need kümme vahepealset aastat eufooria ja lootuste aastad . 
3	NA	 Kui Gondvana taevasse tõusis , tõusis koos temaga ka milleeniumite unistus — igatsus tähtede järele . 
3	NA	 Koidiku start oli eufooria jätk , oli kindlameelsuse ja julguse pidu . 
3	NA	 Need ajad olid inimkonna ajaloos erilised . 
3	NA	 Suure Kolonisatsiooni algusajad . 
4	NA	 Esmakordselt ei mehitatud kosmoselaevu väljaõpetatud astronautidega , vaid kõige tavalisemate inimestega . 
4	NA	 Ja neid oli palju . 
4	NA	 Kahte ruumilaeva — Gondvanasse ja Koidikusse — said mitmeks oma eluaastaks kodu 600 000 inimest , kes olid järgnenud igavikulisele kutsele ja otsustanud Maa maha jätta . 
5	NA	 Ei mindud kibestumisega ega tüdimusega , mindi tiivustatuna soovist asustada Uut Maailma , mindi õhutatuna tungist avastustele , kanda edasi inimkonna ammust unistust Lennata Tähtede Poole . 
6	NA	 Kaasaegsed kirjeldasid toonaseid sündmusi meeliülendavalt kaunilt . 
6	NA	 Sest ilmselt esmakordselt inimkonna ajaloos oli kogu planeet ühinenud ühele ideele , ühe unistuse teokstegemisele . 
6	NA	 Gondvanat ja Koidikut ehitas kogu Maa . 
6	NA	 Ja neis lendasid minema inimesed kõigilt mandritelt . 
6	NA	 Patriotism ei seostunud enam ühe rahvusega . 
7	NA	 Läksid noored . 
7	NA	 Sest lähima elamiskõlbuliku planeedini , Terranoovaks nimetati seda , oli lennata 20 aastat . 
7	NA	 Gondvana ees ja Koidik järel , pidid need kaks laeva asutama esimese koloonia . 
7	NA	 Ja polnud kahtlustki , et koloonia noorimaiks asukateks pidid saama tähtedevahelises ruumis sündinud ja kasvanud lapsed . 
7	NA	 Kosmoselapsed . 
8	NA	 Siis tuli shokk . 
8	NA	 Ja kainenemine . 
8	NA	" Hädasignaal "" Gondvana kutsub Koidikut "" sai hiljem aastasadadeks kurikuulsaks . "
8	NA	 Maa- aastal 2580 , kui Gondvanal veel 8 aastat lennata , püüdis talle järgenud Koidik kinni hädaohusignaali . 
8	NA	" "" Gondvana kutsub Koidikut . "
8	NA	 Meie kolmas tensorgeneraator on rivist väljas . 
8	NA	 Õhurõhk langeb . 
8	NA	 Lendu jätkata ei saa . 
8	NA	 Hädamaandumine Rhadmanthysel . 
8	NA	 Kordan , proovime korraldada hädamaandumise Rhadmanthysel . 
8	NA	" Aidaku meid ju ... "" "
9	NA	 Vaid ühe korra suutis Koidiku radar kinni püüda kaugelt avarustest tuleva SOS-signaali . 
9	NA	 Vaid ühe korra kuvas Koidiku pardakompuuter selle kaptenisillale . 
9	NA	 Kusagil seal tühjuses , 10 aasta kaugusel , üritab inimkonna esimene kaugtähelaev sooritada hädamaandumist tõenäoliselt elamiskõlbmatule planeedile . 
10	NA	 Koidiku kapteni Morozovi otsuse õigsuses ei kahelnud keegi . 
10	NA	 Koidik pidi lendama päästeoperatsioonile Rhadmanthysele . 
10	NA	 10 aastaga ei saanud seal paljud Gondvana asukad ellu jääda , kui üldse keegi sai . 
10	NA	 Keegi ei teadnud seda , kuid Koidikul oli piisavalt ruumi ja varusid , et vähemalt veerand Gondvana inimestest peale korjata . 
10	NA	 Inimene pidi ka kosmoses inimeseks jääma . 
11	NA	 Maa ei saanud enam kuidagi aidata . 
11	NA	 Astronoomia ei tundnud viisi , kuidas piiluda Rhadmanthyst ümbritsevate gaasipilvede taha . 
11	NA	 Ja pealegi olid Maa ressursid niikuinii ammendatud kahe hiigelsuure ruumilaeva ehitamisega . 
11	NA	 Rhadmanthysest ei teadnud keegi midagi , viimase sajandi teadus oli end pühendunud Terranoovale , millest kogutud teadmised lasid arvata , et kui kuskil on olemas paradiisiplaneet , siis on see just seal Terranooval . 
11	NA	 Vaid Terranoova uraani- ja titaanirikkad mäeahelikud said pakkuda Gondvana portatiivsele asulale piisavalt energiat , et ehitada sidepidamisvahendid Maaga . 
12	NA	 Kõige kohutavam oli see , et Koidik lahkus samuti 5 aasta pärast ruumist , kust oli veel võimalik Maaga sidet pidada . 
12	NA	 Hermest , Koidiku miniatuurset sõnumitoojalaeva edukast päralejõudmisest Terranoovale , ei tulnud Maale kunagi . 
12	NA	 Ja kõik katsed leida Terranoovalt märki kolonistide päralejõudmisest ei andnud midagi . 
12	NA	 Kosmos jäi tummaks . 
13	NA	 600 000 Maa parimat poega olid kadunud ilmaruumi avarustesse . 
13	NA	 Keegi ei teadnud , mis sai Gondvanast ja Koidikust . 
13	NA	 26. sajandi lõpuks kadus igasugune lootus . 
13	NA	 Ja kadus ka soov edaspidi ilmaruumi lennata . 
13	NA	 Maa oli end üheks hingetõmbeks kokku võtnud , et paisata avarustesse kaks laeva , mis pidid alustama uut ajastut . 
13	NA	 Esimene tagasilöök oli liiga ränk ja valus . 
