par_nr	head	sentence
1	 VÄLGUST TABATUD 	 VÄLGUST TABATUD 
2	NA	 IRA LEMBER 
3	NA	 Meeri paotas magamistoa ust ja sisenes . 
3	NA	" "" Sa polegi veel magama läinud ? "" imestas ta . "
4	NA	 Ootasin sind . 
4	NA	" Tahtsin sulle vaeva eest aitäh öelda ! "" "
4	NA	 Mees tõusis toolilt ja suudles naist põsele . 
4	NA	 Hommikukuub oli tal juba seljas . 
4	NA	" "" Järgmist juubelit enam ei tule , "" ütles ta väsinult . "
4	NA	" "" Seitsmekümneni ma vastu ei pea . "
4	NA	" "" "
5	NA	" "" Küll sa juba pead ! "" oli Meeri veendunud . "
5	NA	" Ehkki teadis , et lood mehe tervisega pole kaugeltki hiilgavad , kinnitas ometi : "" Oled terve kui purikas . "
5	NA	" "" "
6	NA	" "" Nagu jääpurikas , "" parandas Georg . "
6	NA	" "" Sa vaata , kui kõhnaks ma olen jäänud , sulan kokku ! "" "
7	NA	" "" Pole sul häda midagi . "
7	NA	 Pealegi on su minia arst , näed ju küll , kuidas ta sinu eest hoolitseb . . . 
7	NA	" Ega sul ometi halb ei ole ? "" "
8	NA	" "" Ei . "
8	NA	 Mind ainult ärritas pisut , et Alla oma Eugeniga kohale ilmus . 
8	NA	" Kas sa kutsusid neid ? "" "
9	NA	" "" Miks sa nii arvad ? "
9	NA	 Eelmisel aastal , oma pärisjuubelil olid sa ju haige , siis meil külalisi polnud . 
9	NA	 Kõik teadsid , et tänane sünnipäev oli juubelipeo asemel . 
9	NA	" "" "
10	NA	" "" Seda ma mõtlesingi . "
10	NA	" Kes siis juubelile kutsumata tuleb ! "" "
10	NA	 Mehe hääles kajas pahameel . 
11	NA	" "" Ära nüüd , Georg ! "
11	NA	 Olekski imelik , kui Greta pere on kohal ja Allat pole ! 
11	NA	" Pealegi on ta minu õde , palju meil siis neid sugulasi enam siia jäänud on ! "" püüdis Meeri asja siluda . "
11	NA	" "" Tõid veel pealegi kalli kingituse . "
11	NA	" "" "
12	NA	" "" Jah . "
12	NA	 Kristallist tuhatoosi , kuigi teavad , et meie majas ei suitsetata ! 
12	NA	 Lisaks on tal halb mälu , see on sama tuhatoos , mille me Eugenile kord enne sõda kinkisime ! 
12	NA	 Ja üldse - tulla Eugeniga ! 
12	NA	 Ise nad ju koos ei ela , aga külla tulevad nagu tõeline abielupaar , justnagu mina seda ei teaks ! 
12	NA	" Tüüpiline Alla ! "" "
13	NA	 Meeri ei vastanud . 
13	NA	 Ta vahetas vaikides kleidi hommikumantli vastu ja istus tualettpeegli ette . 
13	NA	" "" Ära väsitas , "" ohkas ta . "
13	NA	" "" Kui hea , et mul ikka Helve olemas on . "
13	NA	" Aitas lauda koristada ja nõusid pesta . "" "
13	NA	 Tema hääles oli soojust ning Georgi süda oli rahul , et müürid , mis aastaid ema ja tütart olid eraldanud , on lõpuks kokku varisenud . 
14	NA	" "" Kas siis Ulvi ei aidanudki ? "" "
15	NA	" "" Tal oli tegemist . "
15	NA	 Poiss virises juba ammu . 
15	NA	 Ma siis ütlesin , et pole vaja , Hillar oli tema eest . 
15	NA	" "" "
16	NA	 Georg sirutas toolil istudes jalad ettepoole . 
16	NA	" "" Kas lähme magama ? "
16	NA	" Terve lauasistumise aeg ootasin ma ainult , et saaks lõpuks oma tuppa ! "" "
17	NA	" "" Ma arvasin , et sulle meeldib seltskond , "" imestas Meeri . "
17	NA	" "" Oli ju küll tore õhtu ! "" "
18	NA	" "" Oli küll , "" nõustus Georg . "
18	NA	" "" Aga ikkagi . . . "" ta viivitas pisut ja kinnitas : "" . . . aga sinuga koos siin , selles toas , on mul rahulikum . "
18	NA	" "" "
19	NA	 Eks muidugi , mõtles Meeri . 
19	NA	 Minuga on sul loomulikult rahulikum . 
19	NA	 Mina püüan sind mitte väsitada nagu Ulvi oma liigse tähelepanuga seda teeb . 
19	NA	 Mina püüan sind mitte muretsema panna , nagu sa Helve elule kaasa elades päevast päeva teed , ja mina püüan mitte tähele panna su väikesi veidrusi , mis teinekord otse jahmatama panevad . 
19	NA	 See oli Georgi äärmuseni ulatuv kokkuhoiumeel , et mitte öelda koonerdamine . 
19	NA	 Poeski käies kaalus ta enne mitu korda , kas mitte kusagilt sama kaupa odavamalt ei saa , kuigi oli teada , et riiklikud hinnad nii toidu- kui tööstuskaupadele olid kõigis kauplustes ühesugused . 
19	NA	 Isegi trammipileti eest kolme kopikat välja anda pidas ta paljuks ning käis meelsamini jala . 
19	NA	 Jah , Georg oli tõepoolest üleliia kokkuhoidlik . 
19	NA	 Nähtavasti jäi see komme talle külge Siberipäevadest , mil igat leivaraasu tuli arvestada , või mille muuga seda seletada võis . 
19	NA	 Ainult teatripiletite ning raamatute ostmiseks polnud tal kahju raha välja anda . 
19	NA	 Siiski käisid nad teatris harva , heal juhul ehk kord kuus või veelgi harvem , rohkem käidi kinos . 
19	NA	 Georg oli talle ükskord rääkinud , et lapsena oli ta endale tõotanud külastada täiskasvanuks saades kõiki teatrietendusi , vaadata ära kõik kinofilmid ning lugeda läbi kõik ilmunud raamatud . 
19	NA	 Nüüd luges Georg küll palju , ka oli Hillaril mahukas isiklik raamatukogu , mida ta sai kasutada ning vähemalt selles osas Georgil suurt elule võlgu jäämist polnud karta . 
19	NA	 Samuti muretses ta saksakeelset tehnilist kirjandust , tema kui endise sapööri huvi uuenduste vastu tehnikavaldkonnas püsis . 
20	NA	 Jah , illusioonid ja plaanid - kellel meist neid pole olnud , ohkas Meeri sisemiselt . 
20	NA	 Ning jälle pidi ta mõtlema , et tänu taevale , oli Georg elule kahel korral tagasi antud . 
20	NA	 Kõigepealt Siberist ja hiljem operatsioonile järgnenud lootusetust seisundist . 
20	NA	 Ja kuigi haigus ei lubanud Georgil teinekord jalutamagi minna , püüdis Meeri talle sisendada optimismi , kannatades vaikides ära kõik mehe haigusega kaasnevad kapriisid . 
20	NA	 Eks ole ju see meeletu kokkuhoidmise tuhingi omamoodi haigus , arvas Meeri siis ja võpatas . 
20	NA	 Sest Georg , nagu aimates naise mõtete kulgu , küsis korraga : 
21	NA	" "" Ega sa ometi seda tühja konjakipudelit ära ei visanud ? "
21	NA	 Ei ? 
21	NA	" No Jumal tänatud - ikkagi ligi paarkümmend kopikat ! "" "
21	NA	" Ta tõusis ja küsis nüüd juba teist korda : "" Kas lähme magama ? "
21	NA	 Ma käin vannitoas ära , tee sa , ole hea , seniks voodi üles . 
21	NA	" "" "
22	NA	 Georg peatus vannitoa ukse ees , mõtles aga samas ümber ja astus köögi suunas . 
22	NA	 Seal võttis ta sahvrist süldikausi ja tõstis lauale . 
22	NA	 Ta tahtis seda just sööma hakata , niisama otse kausist , kui kuulis tasast sahinat . 
23	NA	 Georg pööras ruttu pea ja nägi , kuidas Ulvi , hommikumantli hõlmu koomale tõmmates nagu kass end uksevahelt sisse libistas . 
24	NA	" "" Ma arvasin kohe , et sa siin oled , "" sosistas ta . "
24	NA	" "" Oota , ma annan sulle taldriku ! "
24	NA	 Tahad ehk tükikese seapraadi ? 
24	NA	 Ma võin sulle kartuleid ja kapsaid ka soojendada . 
24	NA	" Tahad ? "" "
24	NA	 Ning Ulvi asetas taldriku Georgi ette lauale . 
25	NA	" "" Aitäh , pole vaja , "" oli Georg hoolitsusest meelitatud . "
25	NA	" "" Ma võtan niisama , mõne suutäie . "
25	NA	" "" "
26	NA	" "" Hea küll . "
26	NA	 Ongi parem , ega õhtune söömine kasuks ei tule . 
26	NA	 Ma vaatan sulle siis muud . 
26	NA	" "" "
27	NA	 Ulvi saledad sõrmed astasid osavalt ja ruttu Georgi ette lauale singi ja lõhe lõiked . 
27	NA	" "" Kohe ma toon sulle tüki silmu ka , ma tean , see maitseb sulle ! "" "
27	NA	 Ja enne kui Georg sai midagi vastata , oli söögilaud hõrgutusi täis . 
27	NA	" "" Palun ! "
27	NA	" Nüüd ma tegin küll oma sõnadele vastupidiselt , aga täna oled sa sünnipäevalaps ja hiline söömine olgu sulle andestatud . "" "
27	NA	 Ulvi suu tõmbus madonnalikule naeratusele . 
28	NA	 Korraga tundis Georg naisekäe puudutust oma õlal . 
28	NA	" "" Taevakene , Georg , kas sa ka tead , et su pealagi hakkab hõredaks minema ? "" sosistas Ulvi jahmunult . "
29	NA	 Minia tähelepanek ei meeldinud Georgile . 
30	NA	" "" Eks ole ka juba aeg , mul ju aastaid parasjagu turjal . "
30	NA	" "" "
31	NA	" "" On küll , "" nõustus Ulvi ja istudes mehe kõrvale jätkas : "" Mäletad , Georg , kui ma Emeljanovskis sinu juurde tulin ja sa mulle öömaja otsisid ? "
31	NA	 Mäletad ? 
31	NA	 Ma ei oleks siis osanud aimatagi , et me kord Eestis ühe katuse all elama hakkame , et minust saab sinu poja naine . 
31	NA	" "" "
32	NA	 Georg noogutas . 
32	NA	" "" Hillaril vedas . "" "
32	NA	 Talle meenus kohe haletsusväärne aukuvajunud silmadega tütarlaps , kes kaugele Põhja-Venemaale arreteeritud Eesti ohvitseride juurde oma isast teateid saama oli tulnud . 
32	NA	 Kui palju erines tänane Ulvi tookordsest , mõtles Georg . 
32	NA	 Praegune Ulvi on noor daam , tema tuhmunud silmad on omandanud uue läike , peahoiak energiline , olek optimistlik . 
32	NA	 Ja mis peaasi - tal on arstidiplom taskus - kõigi kiuste suutis ta kodumaale naastes oma unistused täita . 
32	NA	 Tubli naine . 
33	NA	" "" Kuidas sa oma kingitustega ka rahule jäid ? "" küsis Ulvi nüüd ja silus Georgi hommikukuue varrukat . "
33	NA	" "" Saime selle otse baasist . "
33	NA	" "" "
