par_nr	head	sentence
1	 Kõik , mida pole 	 Kõik , mida pole 
2	NA	 Romaan 
3	 I 	 I 
4	NA	 Seesama tuba , mis unenäoski . 
4	NA	 Vahe vaid pool aastat vähem kui pool sajandit , mõtles mees . 
4	NA	 Ka tuul väljas . 
4	NA	 Sellest heitlik valgus . 
4	NA	 Varjude hullamine põrandal . 
4	NA	 Tema ise ikka sama ? 
5	NA	 Unenäos võeti köögis viina . 
5	NA	 Vanaisa ja teiste-Roobe . 
5	NA	 Tilluke pudel , kõhukas klaas . 
5	NA	 Ja teiste-Vanda ja vanaema ja ema . 
5	NA	 Naisedki lasksid huuled ligi , ei maitsnud küll vist piiskagi . 
5	NA	 Aga Meinartil ja Roobel oli pisut juba kihvatanud . 
5	NA	 Jutt kippus valjemaks . 
6	NA	 Tuiskas . 
6	NA	 Aknaruutude lasuur-roosad jäälilled , mille vastu pöörised end hingetuks jooksid . 
6	NA	 Tuul nühkis vastu seinaveeri ja kuulas hilju , mida majas tehti . 
6	NA	 Ja tema seisis , selg vastu soemüüri , ega saanud vist millestki eriti aru . 
7	NA	 Õde tuli hiilimisi tagatoast , nagu see tüdrukute viis on , libistas end tema kõrvale . 
7	NA	 Ütles poisile kõrva - ta teab midagi , vaigistas ta tormakuse , viis väikevenna vaikselt ja märkamatult magamistuppa , siiasamasse tuppa ... 
8	NA	 Siin oli siis teisiti . 
8	NA	 Kohe paremat kätt voodi ja selles magav mees , peale heidetud kasuka alt paistmas jalad . 
8	NA	 Jalas villased . musta mantliriidega jämerohmakalt paigatud sokid . 
8	NA	 Käsi silmil , suul ränga väsimuse ilme . 
9	NA	 Nad olid pisku aja eest siinsamas seisnud , viiene Hilja ja kolmene Enn . 
9	NA	 Ta tundis veel praegugi , vana mehena , ema kätt õlal ja tema sõrmi seljal , vöökohal - kuidas need küll ulatusid - selle käe tasast tõuget . 
10	NA	 Lapsed , see on teie isa . 
11	NA	 Olid olemas vanaisa , mõne teise lapse isa ... 
11	NA	 See aina magav mees oli lihtsalt arusaamatus . 
11	NA	 Nüüd , koos õega läksid nad magajast kiiresti mööda . 
11	NA	 Siis olid nad kummuti ees põlvili ja Hilja tiris esile põranda konarustel raskelt klobiseva metalleseme ... 
12	NA	 Enn tõdes - ta ei tundnud seda lugu meenutades enam otsest valusähvatust . 
12	NA	 See , mida ta tundis , oli valu läbi klaasi , läbi ajamassi , mälestus valust , mida ta aina sama hetke meenutades varem oli tundnud . 
13	NA	 ... 
13	NA	 Sest ka raske armeepüstoli päästik ei ole nii kõva , et kolmeaastane poiss , kui ta relva kahes tudisevas käes hoiab ja heledaverelist õde sihib , seda alla vajutada ei suudaks . 
14	NA	 Ta teadis - mees sumas läbi veebruarituisu , tuli ennast enam varjamata , väsimusest tuimalt taarudes . 
14	NA	 Ta vajus uksest sisse , vaevalt lausus midagi - kaks aastat ära olnud . 
14	NA	 Saapad jalast maha ja asemele , kuid enne pikali räntsatamist kobas taskust relva , pistis kummuti alla , et käepärast oleks . 
14	NA	 Sest padja alt unise peaga alati kohe ei leia . 
15	NA	 Kui päästik ei liigu , tähendab see , et relv on kaitseriivis . 
15	NA	 Keegi ei pane kaitseriivi vinnastamata püstolit . 
15	NA	 Seega oli padrun rauas ... 
15	NA	 Loomulikult asetab paremakäeline relva põrandale vasakule küljele . 
15	NA	 Seal see kaitseriivi hoovake ongi . 
15	NA	 Laps sikutab pärast ja püstol libiseb süükonarustel kolisedes üle värvimata põrandalaudade . 
15	NA	 Miks see riivist ei vabanenud , teab ehk keegi kusagil väga kõrgel . 
15	NA	 Seda , mis juhtumas oli , ei suutnud Enn kunagi kujutleda . 
15	NA	 Isegi mitte unenäos . 
15	NA	 Ta ärkas kloppival südamel ja lamas soemüüri ääres sängis . 
15	NA	 Ei tuisanud . 
15	NA	 Akendel polnud jäälilli ja tema oli pool sajandit vanemaks saanud . 
15	NA	 Suvetuul kohises pärna võras . 
15	NA	 Hullunud varjud tantsisid põrandal . 
15	NA	 Mida teeb vaksa kauguselt lastud kuul viieaastase tüdrukuga ... 
15	NA	 Kuigi see oleks ta päästnud hoopis piinarikkamast surmast . 
15	NA	 Ja esimest korda , tõdes Enn Sinivald - esimest korda suutis ta sellest valuta mõelda . 
15	NA	 Kas ta oli nüüd vaba ? 
16	NA	 Mees tõusis asemelt , koperdas läbi köögi ja esiku , astus trepile . 
