par_nr	head	sentence
1	" "" Volta "" annab kaeblikku vilet "	" "" Volta "" annab kaeblikku vilet "
2	NA	 Meie , muistsed preestrid , oleme tseremoniaalsed ja melanhoolsed . 
2	NA	 Orus tümpsub suur litaur , tõuseb helepunane päike , portselantähed langevad silmapiiri taha — eioeh eioeh ! — täna oleme nii tseremoniaalsed ja tõsised . 
2	NA	 Me unustame tähtsusetud asjad , me rebime hüatsindid peast , me patsutame vastu maad . 
2	NA	 See tähendab , et me oleme nii tseremoniaalsed . 
2	NA	 Kas meil on kunagi olnud võimalust tegutseda hullumeelsemalt , armastusväärsemalt või ... veelgi tseremoniaalsemalt ? 
2	NA	 Kas meil on olnud enam põhjust puhuda punast suitsu oma ninasõõrmetest või olla uhkem ? 
2	NA	 Me raiskasime veerand sajandit , palju sajandeid selle nimel , mis tuleb . 
2	NA	 Võite seda nimetada , kuidas tahate : kirurgiaks , kleptomaaniaks , kalligraafiaks . 
2	NA	 Meie võime aga kõikidele öelda : oleme midagi loonud — revolutsiooni , reaktsiooni , ekstra — ja oleme , oleme dada . 
2	NA	 Dada — selle sõna fantastilisus on mõõtmatu . 
2	NA	 Dada Tzara , dada Huelsenbeck , dada m'dada , dada m'dada dada , mhm , dada dera dada , dada Hue , dada Tza . 
3	NA	 Richard Huelsenbeck 
4	 1 . peatükk , milles tutvustatakse vanaonu 	 1 . peatükk , milles tutvustatakse vanaonu 
5	NA	 Talv . 
5	NA	 Külm ja lumine talv . 
5	NA	 Raagus okstel külmetavad varesed . 
5	NA	 Tormituul hävitab esimese suure sula ajal kohale lennanud mustakuuelised linnud , kes tegelikult just nimelt maastiku valge fooniga kokku sobiksid . 
5	NA	 Nad lebavad plekilisel lumel , kuldsed nokad vastu valget fooni . 
5	NA	 Pilved avavad lumeväljadele uue päikese ja kuldsed laigud libisevad üle kuldsete nokkade . 
6	NA	 Oo , kuidas lõgistab aknaplekki . 
6	NA	 Nagu kurat oleks kallal . 
6	NA	 Ja just nii , nagu tuisuvaalud veerevad üle vana koltunud ja krimpsutõmbunud sulalume , nii ka uued põlvkonnad astuvad üle eelmistest , võttes endale eelmiste kogu parima pärandi ... 
7	NA	 Akna taga aga hämardub . 
7	NA	 Seal peab keegi vana naine külmetama . 
7	NA	 Ta puhastab luuaga teed . 
7	NA	 Seal asuvad lumised puud , millel hüpleb tihaseid . 
7	NA	 Tuul silitab tutte nende peas . 
7	NA	 Tänavalaternate valgusel paistavad need tutid väikeste siravate tähtedena . 
7	NA	 See on ilus vaatepilt . 
8	NA	 Niisugustes tingimustes alustan ma oma lugu ... 
9	NA	 Ma olen kõhn nirginäoga poisike , suure karvase ruudulise soniga . 
9	NA	 Ma olen viimast aastat ajalehepoiss , pärast ühe aasta möödumist ei sobi enam olla . 
9	NA	 Riks on mu nimi . 
10	NA	 Tegelikult on see mu lugu tööliste juhi ja hea maalikunstniku Gustav Aleksandri poeg Kalenderi lugu . 
10	NA	 Ma püüan seda nii hästi edasi anda , kui suudan . 
10	NA	 Kord kasutan ma selleks tema enda jutustust , kord valan tema sõnumi omaenda visioonidesse . 
10	NA	 Oodake , kohe rullub jutustus lahti . 
11	NA	 Kuid kõigepealt pean ma ütlema midagi enda kohta . 
11	NA	 Ma olen noor ja elus äpardunud ja mul on palju hirme . 
11	NA	 Emma on alati olnud minu ainus armastus . 
11	NA	 Ent ma vajasin meestegi hulgas autoriteeti , kellest võiksin elu jooksul mõelda . 
11	NA	 Ja sain selle vana maalikunstniku Gustav Kalenderi näol . 
11	NA	 Olgu siinkohal läbilõige tema elust . 
12	NA	 Ta on sündinud 1887. aastal . 
12	NA	 Tallinna linnas , vaeses töölisperekonnas . 
12	NA	 Need olid stagnatsiooniajad , tollal ei juhtunud eriti midagi . 
12	NA	 See aeg oli rikas vaid hiljem tuntuks-hinnatuks saanud sündinute poolest : 
13	NA	 1886. Friedebert Tuglas , Karl Rumor . 
14	NA	 1887. Oskar Luts , August Kork . 
15	NA	 1888. Viktor Kingissepp , Eduard Laaman . 
16	NA	 1889. Günther Reindorff , Jüri Vilms , Anton Starkopf . 
17	NA	 1890. Jüri Uluots , Johannes Barbarus , Hendrik Visnapuu , Marie Heiberg , Alfred Sällik . 
18	NA	 1891. August Gailit , Richard Roht , Johannes Einsild . 
19	NA	 1892. Artur Tupits , Ado Vabbe . 
20	NA	 Mul on au lisada siia nüüd ka Gustav Kalenderi nimi . 
20	NA	 Ta on üks epohh kunstiajaloos . 
20	NA	 Kui ta mulle minu lapsepõlves kommi- või jäätiseraha andis , mõtlesin : vaat see on üks eesti mees , kelle nime peaksid järeltulevad põlved meeles pidama ! 
20	NA	 Võin öelda üht . 
20	NA	" Tema eludeviisiks oli "" kord uidata mõtetega taevastes kõrgustes , siis aga taas olla lausa tähenärijalikult maapealne . "" "
21	NA	 Vanamees elas puumajas Tallinna äärerajoonis . 
21	NA	 Temaga on seotud mu elu parimad mälestused . 
21	NA	 Ei tea , kas niisugust inimest veel maailma kunagi sünnib . 
22	 2 . peatükk , milles Riks armub 	 2 . peatükk , milles Riks armub 
23	NA	 Suviti armastas Emma koos sõbranna Lilliga oma kassi ja koera tarvis ehitatud maja katusel lesida , päikest võtta ja lobiseda . 
23	NA	 Vahel ilmusin ka mina sinna , kõhn ja närviline poiss , nagu ma olin . 
23	NA	 Ei suutnud saada ära enda pilku tüdrukuilt , eriti Emmalt . 
23	NA	 Nad olid nii erinevad tüdrukud : Emma blond ja õrna näonahaga , nii et tal oli kerge punastada , Lilli aga tumedat verd . 
23	NA	 Va kass-pikavurruline magas hommikuti . 
23	NA	 Magas majas , mille katusel kaks siredat tütarlast päevitasid . 
23	NA	 Magades pikavurruline krobistas tasakesi . 
