par_nr	head	sentence
1	 Saksamaa õppetunnid 	 Saksamaa õppetunnid 
2	NA	 Kalle Käsper 
3	NA	 poliitebakorrektsed vestlused naisega 
4	NA	 Proloog 
5	NA	" "" Kui mõistlik on sõjaväemäärustik , mis keelab ohvitseridel kirjutada raamatut ilma eriloata "" "
6	NA	" Robert Musil , "" Omadusteta mees "" "
7	NA	 Kui majad lõppesid ja silmapiiri vallutas igav lage maastik , pöörasin pilgu aknast ja nõjatusin mugavamalt seljatoele . 
8	NA	" "" Huvitav , kuidas sakslased paljunevad ? "
8	NA	 Hoolimata nende kõrgest tehnoloogiast ma ei usu , et nad suudaksid üksnes kunstliku seemenduse abil iivet vajalikul tasemel hoida , mingil määral peavad nad ikka appi võtma ka loomuliku meetodi . 
8	NA	 Aga kuidas ? 
8	NA	" Me jalutasime pool päeva mööda Hamburgi , aga ma ei kohanud ainsatki daami , kellele ma oleksin valmis ohverdama mõned spermatosoidid "" "
9	NA	 Ripsik* muigas . 
10	NA	" "" Ma arvan , küsimus pole niivõrd tõus , kuivõrd mentaliteedis . "
10	NA	 Vähemalt Hamburgi linnapildi põhjal võib väita , et sakslannad üldse ei hoolitse enda eest : ei kreemita nägu ega värvi silmi . 
10	NA	" Nagu polekski nad naised , vaid mingid kesksoost olevused ... "" "
11	NA	" "" Täpselt minu mulje , "" nõustusin . "
11	NA	" "" Muide , ma ei näinud kedagi , kes oleks kandnud seelikut . "
11	NA	" Ainult teksad ja muud püksid "" "
12	NA	" "" Ja lamedad kingad . "
12	NA	" Ainsatki paari kõrgeid kontsi "" "
13	NA	 Ripsik suudab mind tosinast abieluaastast hoolimata siiani rabada oma tähelepanekutega . 
13	NA	 Mehena ma muidugi silmitsen naisi , muuhulgas ka nende sääri , kuid uurida , missuguseid jalanõusid nad kannavad , mul küll pähe ei tulnud . 
14	NA	" "" Seda ma ei märganud , "" tunnistasin ausalt . "
14	NA	" "" Kingade tegumoele ei pööra ma tähelepanu enne , kui naine minu vastu istub ning demonstratiivselt jala üle põlve viskab "" "
15	NA	" "" Ma nimme uurisin , ma ju rääkisin sulle , et kavatsesin Saksamaalt korralikud kingad osta . "
15	NA	 Omal ajal ma tõin endale SDV-st imeilusad kingad , kandsin neid palju aastaid . 
15	NA	 Nüüd ma enam ei teagi , kas see õnnestub , mingeid lapikuid jõledusi ma küll ei taha . 
15	NA	 Muidugi , kõrged kontsad on ebamugavad , mul võttis nooruses hulk aega , enne kui harjusin , aga mis parata –kontsad on naiselikkuse esmane tundemärk . 
15	NA	" Neist loobumine tähendab , et oled endale kui naisele otsekui kriipsu peale tõmmanud "" "
16	NA	 *Ripsik – hellituslühend Armeenia naisenimest Ripsime . 
17	NA	 Uks avanes ja koridorist astusid vagunisse veel kaks , või õigemini kolm reisijat , abielupaar sülelapsega vankris . 
17	NA	" Mees oli pikk , blond ja sihvakas , "" tõeline viiking "" , nagu tavatseb öelda Ripsik , naine aga väikest kasvu idamaiste näojoontega ja tumedapäine : kas vietnamlanna või siiamlanna . "
17	NA	 Nad vaatasid ringi , nägid tühja kupeed , sisenesid ja hakkasid end sisse seadma . 
17	NA	 Mees oli riides üsna tavaliselt , jopp , selle all kampsun , naine kandis musta vihmamantlit ; kui ta selle seljast võttis , ilmus nähtavale tume sviiter , mis sobis tema välimusega . 
17	NA	 Naise juuksed olid värskelt pestud ja fööniga kohevile puhutud , nägu puuderdatud , silmad toonitatud . 
17	NA	 Siis nad istusid , mees avas kohe ajalehe , naine aga tõstis lapse vankrist välja ja hakkas temaga tegelema : võttis sülle , nööpis kombinesooni lahti , sosistas midagi , näitas akna taga möödalibisevat maastikku . 
17	NA	 Ta oli ilus ja õnnelik . 
