par_nr	head	sentence
1	 FÖÖNIKS 	 FÖÖNIKS 
2	NA	 Arvo Valton 
4	NA	 Kirjanik liputab oma vaimu ka siis , kui see tal eriti vägev ei ole . 
5	NA	 Ta paneb oma intiimsuse nähtavale ja usub , et teised inimesed tahavad seda kangesti imetleda . 
6	NA	 Ise imetleb muidugi . 
7	NA	 Selleks on ta elu jooksul mitu peeglit valmis lihvinud . 
8	NA	 Enamasti tarvitab ta neid peegleid omaette olles , aga vahel ei häbene ka teiste ees ennast imetleda . 
9	NA	 Ta uurib oma vaimu ning on veendunud , et see on tal eriline . 
9	NA	 See tähendab , et tema vaimunatukese mõni muhk või vistrik on teistmoodi kui teistel kirjanikel ja muidu surelikel kah . 
10	NA	 Vistrik on ehk palja silmaga vaadates üsna samasugune kui paljudel teistel , aga kui ikka vägevamad luubid tarvitusele võtta , siis võib lõpuks selguda , et vistriku ehitus on unikaalne , ainukordne ajas ja ruumis . 
11	NA	 Ega kirjanik süüdi ole , et sõnad tema emakeeles on üldkasutusel ja ta ei saa neist ühtegi ainult enda omaks kuulutada või selle pruukimist teistele keelata . 
12	NA	 Mõni maalikunstnik on teatava nipikese enda omaks maalinud ja teised häbenevad talle öelda , et sellise oleks lihtsameelnegi välja nuputanud . 
12	NA	 Kirjanik ei saa sedagipalju , sellepärast ta rõhub vaimuvistrikule , mitte üksikutele sõnadele . 
13	NA	 Kes mis osa endast just kõige enam tarvitab . 
13	NA	 Nii hellitamiseks kui peeglist vaatamiseks . 
14	NA	 Aeg ja ruum kahvli otsas , õgib kirjanik igavikku ja lõpmatust . 
14	NA	 Ise vähemasti usub , et ta tõesti sööb neid liisunud hõrgutisi . 
14	NA	 Nii igaviku kui lõpmatuse saba paistab kirjaniku suust välja , kui ta kirjanduslikku tõde kuulutab . 
15	NA	 Kirjanik on seltskondlik liputaja . 
16	NA	 Ta hoiab oma vaimuvärki nähtaval ning liputab seda igale lugejale , otsekui oleks see päevinäinud kelluke , mis kuulaja kõrva lukku võiks lüüa . 
17	NA	 Kirjanik erastaks meelsasti enesele suure hulga lugejaid , aga nupukamad nende seast teavad , et niisugune asi pole võimalik , lugeja on liiderlik , loeb teisi autoreid kah . 
17	NA	 Sest inimene , kes loeks ainult tema teoseid , oleks ju kirjaoskamatu . 
18	NA	 Nupukas kirjanik võtab omaks , et ta teeb koos teiste kirjanikega kirjanduse ühistegu , puhub kollektiivselt täis õhupalli , mis on maakerast mitmeid kordi suurem . 
19	NA	 Las õpivad vaimuradade järgijad teiste tekstide najal lendama , lõpuks küündivad nad ka tema kõrgusteni . 
20	NA	 Kirjanik liputab mõnuga oma vaimukest , olgu see kikkis või lontis . 
21	NA	 Ta peab ennast vaimseks viljastajaks , kuigi ta pole otsesilmi oma tekstist sündinud lapsukesi näinud . 
21	NA	 Aga ta usub siiski , et tema ideedest rasestunud ajud on siin-seal vilksatanud ning inimsuhtluse õhuvalda hajuva jälje jätnud . 
22	NA	 Kui ta leiab kaks tuhat aastat enne tema ajalikku sündi üles tähendatud tekstis omaenese mõtteid , siis hõiskab ta sisimas , et näe , juba ammu enne oma sündi on ta oma vaimuvärki seal sünniootuse vallas nii tulemuslikult liputanud , et tema mõtted on antiikse mehe tekstina ilmavalgust näinud . 
23	NA	 Ja tänu sellele leiab ta üles ka teksti , mis pannakse kirja kaks tuhat aastat pärast tema ajalikku otsa ja ei siin ole enam kahtlust , et need on tema pealt maha kirjutatud , või siis vähemasti pääseb kehtima kujutlus , kuidas tema on mõtete , nende föönikslindude parves üks kirkamaid ja valjuhäälsemaid isendeid . 
24	NA	 Ja seda kujutlust toites toob ta esile oma vaimuvärgi ning liputab sellega ähvardavalt kõigi poole , kes tema geniaalsuses kahelda julgevad . 
25	NA	 Üks selline liputaja on lugupeetav kirjanik Jooru , see tagasihoidlikkuse ja häbelikkuse kehastis eesti kirjanduse maastikul . 
25	NA	 Jah , sellelgi nohiseval vennikesel elab sees enesenäitamise vastupandamatu tung , mis olenevalt olukorrast mitmesuguselt avaldub . 
26	NA	 Ka tema usub end õgivat igavikku ja lõpmatust , sellest on ümaraks paisunud ta ajaline kõht , mida peenikesed jalad keelduvad mõnikord kandmast , nõnda et ta oma ärklitoa seinale on kinnitanud tuntud eelkäija lendlause : “ Ära tee seistes seda , mida saad teha istudes , ja ära tee istudes seda , mida saad teha lamades ! ” 
27	NA	 Jooru on lamamise suurmeister ja kõik ta tõttavat elukulgu kujutavad romaanid on kirjutatud voodis kas kõhuli olles või külitades kord vasakul , kord paremal küljel , kord parema , kord vasaku käega . 
27	NA	 Ta tuba on köetud hubaseks ning kirjutades on ta kas pidžaamaväel või koguni ihualasti . 
28	NA	 Selline mees on eesti kirjanik Jooru ning eks sellisest kirjutamise viisistki selgu , et tema vistrik erineb teiste kirjanike vistrikest . 
28	NA	 Nende omadest igatahes , kes arvavad istudes kirjutamist mugavamaks , olgu hanesulega , pastakaga või arvutiga sooritades oma igaviku ja lõpmatuse tegu . 
29	NA	 Ja kuigi Jooru meelsasti oma koduseinte vahelt välja ei tule – isegi kirjastajad käivad tal mõnikord kodus geniaalseid käsikirju lunimas ja selleks puhuks paneb ta end riidesse , isegi lipsu sõlmib ette - , on ta ikkagi üks tõeline liputaja liputajate suures seltskonnas , kus liputada võib nii lipsu kui ka sõnadega . 
30	NA	 Kirjastajad tulevad ning viivad ta käsikirjad liputamise suurmajja , avavad näituse kõigile soovijatele , Jooru aga püsib kodus ning muheleb . 
31	NA	 Joorul on tubli elukaaslane ning võimatud lapsed . 
31	NA	 Tubli elukaaslane annab talle vahel jalaga tagumikku ning lennutab ta eluolu lähiorbiidile . 
32	NA	 Sellised üksikseigad aga ei sega meil nentimast tõsiasja , et Jooru on üks tõeline liputaja omataoliste hulgas . 
33	NA	 Eestis oli alanud liikumine , mida hiljem hakati nimetama laulvaks revolutsiooniks . 
34	NA	 Isegi Jooru pani tähele , et midagi toimub . 
35	NA	 Inimesed arutasid elavalt päevasündmusi , koduperenaised ja koolilapsed rääkisid poliitikast , millest kõnelemine neile veel paar aastat tagasi pähegi poleks tulnud . 
36	NA	 Iga pisikegi sündmus , kas see kuulus õiguste ülesseadmise valdkonda või vastupidi , nende järjekordse ahistamise ritta tekkinud uues olukorras , mis palju näinud võimureidki üllatas , andis kõigile kõneainet , ja tagantjärele võiks öelda , et peaaegu igaüks neist sündmustest , mis kaasajal näis ehk edasi-tagasi kõigutamisena , muutus inimeste üha paisuval tahtel väikeseks sammuks vabanemise teel . 
37	NA	 Joorut sellised arutelud tüütasid pisut , ta ei püüdnud nendesse eriti süveneda , kaua kaldus ta arvama , et toimub järjekordne lainetus , mis kuhugi välja ei vii . 
37	NA	 Ta jagas ehk ammust idamaist tarkust , et mistahes aktiivsus üksnes halvendab elukvaliteeti , osavõtmatus tagab selle , et teed maailmale vähem kurja . 
38	NA	 Päris ilma kurja tegemata teistele ja paigal tammuvale maailmale ei saanud muidugi ka Jooru olla , ikka vehkis ta vahel kätega ning raius küünarnukkidega ava enda ümber suuremaks , et maailma sisse paremini ära mahtuda . 
38	NA	 Niisugust sooritas ta kasvõi sellega , et kirjutas romaane , lasi neid ära trükkida ja kauplustesse müügile panna – nii määris ta oma fantaasiaid süütule lugejale kaela . 
39	NA	 Aga seda tegemata ei suutnud ta olla . 
39	NA	 Alguses oli kirjutamine ilmselge aktiivsuse puhang , omamoodi haiglaslik tung , hiljem aga sai sellest pelgupugemine maailma eest , mis teda labase ja kurjana ümbritses . 
40	NA	 Raamatute ilmumise maitse ära tundnud , ei suutnud ta hoopiski peatuda , ehkki teadis , et temataolisi kirjutamishulle on vähemasti miljon , et raamatupoed on pungil täis köiteid ja nimesid nende tiitellehel ning juhuste juhus on see , kui tema omadest mõni sattub lugeja näppu . 
41	NA	 Aga kui sattub ja vaene lugeja sellesse ka süveneb , siis teeb Jooru talle paratamatult liiga oma targutustega ja kõige selle olematuga , mida ta välja mõtleb nii tegelaste kui ka nende veidravõitu käitumise osas . 
42	NA	 Ta mõtleb ju ometi maailma välja uusi tegelasi ja sündmusi , justnagu seal inimesi ja nende tobedavõitu tegusid veel vähe oleks ! 
43	NA	 Aga seesugusest vagast teadmisest hoolimata ei suutnud Jooru pidurdada oma sulejooksu või uuemal ajal arvutiks nimetatud kirjutamisriista . 
44	NA	 Ja kui ta nägi uut raamatut , mille kaanel ilutses tema nimi , läks ta rind tahtmatult kummi ja ninasõõrmed puhevile . 
45	NA	 Tema oli üks miljoni hulgast ja ta oli seeläbi tõepoolest olemas . 
45	NA	 Ning raamatute kuhjumine siia kivide ja kadakapõõsaste maailma näis kiiduväärse teona . 
45	NA	 Vita brevis , ars longa . 
