par_nr	head	sentence
1	 Hobused 	 Hobused 
2	NA	 Mait Raun 
3	NA	 Hobused antakse ette ! 
4	NA	 Isa vaatas mulle vilksamisi otsa ja tõstis käe ; sõrmede vahel kahvel . 
4	NA	 Kahvliharud sirutusid peaaegu lakke , kaldudes seejärel järsult allapoole , otsekui Odini hark . 
4	NA	 Isa ei istunud päris lauaotsas ja niheles ebamugavalt ; otsas olid vend ja veel keegi . 
5	NA	 Väga pikk , valge linaga laud , linal juba esimesed laigud ; ühel poolel tuttavad , tuttavate vastas võõrad ; võõrad püüdsid jorutada esimesi viisikatkeid , omad vaikisid . 
5	NA	 Ema keerles inimeste vahel nagu vurr , lihavaagen käes . 
6	NA	 Isa nägu enam ei paistnud ; käsi lõtvus , kahvel langes vastu taldrikut ja kolises . 
7	NA	 Pimedus ; nii pilkane pimedus , nii täielik vaikus , et kõrvades hakkas kohisema ; üha takerdusid teele puust ja metallist pulgad , sakid , mügarad , kangid , astmed , lävepakud , nagu tahaksid lüüa ; kuid olid tuttavad ; tuttavad ei löö , tuttavad juhatavad teed . 
7	NA	 Keegi ütles päris lähedal : Ega ta siis armastuse pärast ! – Nojaa , tegi lapse , jätkas teine . 
7	NA	 Aga ikka aus inimene , võttis ära . – Mitte aus , hoopis loll inimene , vastas esimene häält summutades . 
8	NA	 Uks kolksatas ; hääled kadusid , nagu oleks kära puruks lõigatud . 
8	NA	 Esikus ei olnud kedagi , küllap räägiti köögis ; räägitigi : 
9	NA	 Näe , hobused on juba ees ! 
9	NA	 Läheb sõiduks ! 
10	NA	 Arusaamatu , mis hobused ; ometi seisid nad tõesti välistrepi kõrval , pressitud tihedalt autokerede vahele , vaheldumisi mustad ja valged ; kettidega seina külge aheldatud . 
10	NA	 Aurasid hämaruses , kaapisid jalgadega maad ning hirnusid läbilõikavalt , sest tuul oli kiskunud ühe auto küljest lahti plekiriba ja peksis seda kolinal vastu maja . 
11	NA	 Majauks paiskus pärani , valgusvihk kallas hobused ja autod üle ühtlase munakollase vinega ; hoovi ilmus vend . 
11	NA	 Tuigerdas lähima hobuse juurde ning patsutas uljalt seljale . 
11	NA	 Püüdis tabada lakka ; ei tabanud ; käsi taltus ja vend urises : Kurat võtaks , vennas , mis tal on ; mitte kõige vähematki ! 
11	NA	 Paljas kui takukoonal , ainult see titt . 
11	NA	 Hääl takerdus , venna nägu vapustas meeleheitlik tõmblus . 
12	NA	 Samas jätkus vandumine uue hooga ; vitt ja titt , vitt ja titt , muudki labasused , kuni hääl jäi selja taha ja vaibus . 
13	NA	 Truup viis üle porise kraavi , edasi läks lai teerada . 
13	NA	 Ent otse enne kraavi põikas vasakule salajane rada , mida ei saanud rohu sees märgata ; ühe inimese rada . 
14	 B 	 B 
15	NA	 Kas oli üldse rada ; ükski rohulible ei olnud tallatud ega kõver , iga samm sõtkus maasse värske sügava jälje . 
15	NA	 Kõrred purunesid , ümberringi levis uimastavat lõhna , muutes õhu sumbeks . 
15	NA	 Tuul koolutas laisalt põõsaste latvu , ent oksad , aplad oksad krabasid justnagu käed ; rada lookles ümber tüvede ja eksis aina kaugemale kraavist , mis suubus jõkke ; hoopis teise suunda . 
16	NA	 Rada kerkis aina kõrgemale , kuni viimaks ei olnud ees muud kui taevas ja tähed , valgustäppide kiri tundmatus keeles , ei enam puid , ei põõsaid , isegi tuul ei jaksanud puhuda küllalt kõvasti , et lüüa tähti õõtsuma . 
16	NA	 Tipus oli hõre puhmas . 
16	NA	 Veidrad kõrkjad , kunagi üles lennanud , kunagi klammerdunud kivide vahele ; paigale jäänud . 
17	NA	 Mitte mingil juhul ei tohtinud astuda üle puhma ; sest puhma juures tähistaevas katkes . 
17	NA	 Taevast allpool ilmus nähtavale sakiline riba , kuuskede nõeljad ladvad ; kalju tipp kõrgus üle latvade ja lagendiku nende ees . 
18	NA	 Mitte mingil juhul ; otse puhma all voolas jõgi , kaugel all , liibudes tihedalt vastu kaljut , süsimust . 
18	NA	 Nii lähedal , nii kaugel , et sellega ei saanud harjuda . 
18	NA	 Nii sügaval oli kõik , kuristikus ; ka raja lõpp oli jões . 
19	NA	 Kogu maailm keerles ümberringi , justnagu oleks ta õõnes ja triibuline . 
19	NA	 Ühtäkki istus keerise südames imeväike tütarlaps ; imeväikesel kivil keset lagendikku . 
19	NA	 Kõlgutas oma tillukesi jalgu hämaras öös nagu ilmutus . 
20	NA	 Puhma juurest laskus perv laugjalt allapoole , andes ometi niisuguse hoo , et tundus , nagu lendaks lind läbi õhu , isegi kiviklibu ei krabisenud enam vastu taldu . 
20	NA	 Kuni jõudis sedavõrd madalale , et sai hüpata üle jõe ; viimane võimalus , sest edasi hakkas kallas jälle tõusma . 
21	NA	 Kas tasus nii palju vaeva näha ? küsis tüdruk ning ta suunurk kerkis nagu iseenesest muigele . 
21	NA	 Suunurgas oli läikivpruun sünnimärk . 
21	NA	 Tal oli kummaliselt mahe hääl ; jahune , ometi suhkur , šerbett , martsipan . 
22	NA	 Ütlesin talle , et ei tulnud tema pärast , vaid käisin sama rada nagu alati . 
23	NA	 Sa oled imelik , jätkas tüdruk , ning ta pilk oli uskumatult süütu ja kraapiv . 
23	NA	 Ma nägin sind küll , sa oled peigmehe vend . 
23	NA	 Eks vahi kui tahad , ega ma sula . 
23	NA	 Ära loodagi ! 
24	NA	 Ta naeris lühidalt ning hakkas kummalise õhinaga seelikuserva ülespoole rullima ; ise muudkui rääkis , silmis pilge ; jalad olid äkki üleni paljad . 
24	NA	 Siis vaatas miskipärast otse kalju tippu . 
25	NA	 Kardad ? 
25	NA	 Mis sa ikka kardad , katsu . 
25	NA	 Katsu ometi ! 
25	NA	 Kuumus tungis riidekiudude vahelt läbi ; ta püksid olid kuumad nagu nahk , veel palju kuumemad ; nagu põletav nahk . 
25	NA	 Tüdruk pööras end kivil mugavamasse asendisse ; lamaskles ja lausus : Muide , vend ei ole üldse sinu moodi . 
25	NA	 Ei pilguta silmagi , teeb mis tahab ; aga eks sa oledki veel ülearu noor , õhvake , küll jõuad . 
25	NA	 Jõuad veel ; otsi mind , otsi , kui oskad ! 
26	NA	 Lagendiku vallutas tuuleiil ning puhus rohu kõikuma . 
26	NA	 Vesi takerdus kaljupragudesse , läks sassi , vahutas , mässas ; jõe poolt kostsid tugevad laksatused vastu kive . 
27	NA	 Ütlesin talle , et tuleks minna jõest kaugemale , kuuskede taha . 
28	NA	 Otsi nagu oskad ! kordas tüdruk mürgiselt ; läinud ta oligi . 
28	NA	 Öö lõppes ; nii vähe seda oligi . 
28	NA	 Üks lind lendas jõe kohal ja kraaksus . 
28	NA	 Kuused seisid tihedalt üksteise kõrval , käharad oksad tõusmas müürina taevasse ; nende taga pimedus ja tühjus . 
29	NA	 Tagasitee läks otse päikesesse ; üle suure maanteesilla . 
29	NA	 Aegajalt tuli vastu autosid , mõned tuututasid . 
30	NA	 Aga maja ees ei olnud ainsatki autot , ka mitte hobuseid ja hääli ; maja oli välja surnud . 
30	NA	 Akendest tungisid sisse päikesekiired , joonistades põrandale aredad piklikud ruudud . 
30	NA	 Kõik magasid ; läbisegi , ainult omad kehad . 
30	NA	 Tüdrukut ei olnud . 
30	NA	 Üks uks oli lukus ; venna tuba . 
30	NA	 Ka seal valitses vaikus . 
31	 D 	 D 
32	NA	 Suurem lastest , sinise siidlehviga tüdruk . 
32	NA	 Kõõlus trepiotsal , kuni jalad kaotasid pinna , ning libises huilates mööda käsipuud alla ; nagu nool kivipõrandale . 
32	NA	 Lamas veidi aega kägaras maas , ent seejärel upitas end meelekindlalt püsti ja naeris laginal . 
32	NA	 Ta põlvest immitses veidi verd . 
32	NA	 Ometi ukerdas ta otsekohe tagasi üles ning laugles uuesti , seekord juba osavalt ja hästi ; all vaatas võidukalt otsa . 
32	NA	 Väiksem laps veel ei käinud . 
32	NA	 Tõukas end käte ja jalgadega aste astmelt ülespoole , põlved alles liiga lõdvad ja nõtkuvad . 
32	NA	 Kui väikesed on inimesed , lausa uskumatu ; roomas mööda treppi ning lalises . 
33	NA	 Välisuks keerati lukust lahti . 
33	NA	 Sisse hoovas jahe õhk ; aga juba enne , kui jõuti siseneda , pöörasid mõlemad tüdrukud oma näod õhuvoolu suunas ja väike , kes ei osanud rääkida , kluugutas : Kluu-uk ! 
34	NA	 Mis hirmus lärm jälle ; iga päev , kui sina lastekarjas oled ! 
34	NA	 Nagu siga tapetaks ! 
34	NA	 Vennanaine . 
34	NA	 Sa ei vaata neid üldse , mitte üldse ! 
35	NA	 Ütlesin talle , et nii ei saa kesta igavesti , nagunii kavatseb ta paljuneda nagu jänes ja mina ei ole tuhkatriinu . 
36	NA	 Vennanaine seisis harkisjalu keset kaltsuvaipa , paljaid varbaid kängitsemas rasked parkimata nahast saapad , seljas pisarhall vihmakeep , kõht pungis nagu õhupall , nööbid iga hetk eest kärisemas ; märg keep ; väljas sadas juba neljandat päeva järjest . 
36	NA	 Ta lükkas kapuutsi loiult kuklasse . 
