par_nr	head	sentence
1	 AJALOO ILU 	 AJALOO ILU 
2	NA	 VASTU ÕHTUT KERKIB TAEVAS KÕRGEMALE ja võtab oma tõelise kuju . 
2	NA	 Saab kupliks ja võlviks . 
2	NA	 Katab sõjakomissariaate , miilitsajaoskondi ning passilaudu imeliku ja ähvardava iseenesestmõistetavusega . 
2	NA	 Kes selle võlvi all viibib , sellel ei ole siit pääsu . 
3	NA	 Üks ja seesama võlv katab Russalka kuju Tallinnas samamoodi , nagu ta katab perroone ja raudteesildu Riias . 
3	NA	 Katab kartulipõlde ja õunapuuaedu samamoodi nagu piirivalvekordoneid ning kasarmuid . 
3	NA	 All lõuna pool lähevad kuusemetsad aeglaselt üle pöögimetsadeks . 
3	NA	 Ülal on Põhja-Jäämeri ja Valge mere kanal , mille tegemine nõudis inimohvreid rohkem , kui meie üldse arvame . 
3	NA	 Ülal on ka Karjala Kannas , kus veel praegugi vedelevad Talvesõja surnute luud . 
3	NA	 All mägedes asuvad Dracula loss ja Ceauçescu riik . 
3	NA	 Siledate mustade pöögitüvede vahel mäekülgedel keerlevad tohutud udupildid nagu uni ja suits . 
4	NA	 Midagi toimub . 
4	NA	 Kaableid mööda liigub läbi õhu , vee ja maa salajasi käske . 
4	NA	 Paber kardab valgust . 
4	NA	 Kuuse- ja pöögimetsade , viljapõldude ning surnuhaudade , vanade tasandike , tuule ja saabuva pimeduse keskel seisavad inimeste eluasemed . 
4	NA	 Valged õunad kumavad puudes , nende seemned on juba pruunid . 
4	NA	 Viljad küpsevad . 
5	NA	 Mida laias maailmas praegu tehakse ? 
5	NA	 Mida teeb Brežnev ? 
5	NA	 Kas ta joob sularasva , sööb mett peale ja läheb kahe kasuka vahele magama ? 
5	NA	 Kas ta jalg tatsub ja suu matsub ? 
5	NA	 Mis üldse toimub ? 
5	NA	 Ja kus ? 
6	NA	 Mitte keegi ei tee häält . 
6	NA	 Vaikus ulatub ülalt Jäämere rannalt alla Doonau jõeni . 
6	NA	 Ainult ajalehed krabisevad . 
6	NA	 Veel voolab õhtu sünge hiilgus üle kadunud riikide , kus nüüdki inimesed elavad , kuigi seintel on kõrvad . 
6	NA	 Tädi Olga on oma silmaga suurt näljahäda näinud . 
6	NA	 Taresid ei laotud surnuid täis ega pandud põlema , nagu mõned räägivad . 
6	NA	 Alguses inimesed veel roomasid , pärast suri igaüks sinna ära , kus ta oli . 
6	NA	 Sinna ta jäigi . 
6	NA	 Enne surma inimesed ulgusid . 
6	NA	 Selle suure näljahäda riiklik nimetus oli avarii . 
6	NA	 Avariipiirkond pandi kinni . 
6	NA	 Salastati ära . 
6	NA	 Kes Olga sealt välja tõi , seda keegi ei tea . 
6	NA	 Olgale anti ühe surnu suhkrut lakkuda , aga miks surnul suhkrut oli või miks ta ise ei lakkunud , kui ta veel elas , või mis surnu see üldse oli , seda ka ei tea . 
7	NA	 Nüüd nälga ei ole ! 
7	NA	 Nüüd oskab iga köögitüdruk riiki juhtida ! 
7	NA	 Peaasi et ainult sõda ei tuleks ! 
