par_nr	head	sentence
1	 Sajandilõpu suvi 	 Sajandilõpu suvi 
2	NA	 Oskar Kruus 
4	NA	 Romaan 
5	NA	 Piinav oli istuda kuumal suvepäeval alevi politseijaoskonnas ning jutustada uuesti lugu , mida olin pidanud lõpetatuks . 
5	NA	 Aga kohalikule konstaablile , rahumeelselt ametitoolil lösutavale Ferdinand Aabramile oli maakonnalinnast appi sõitnud inspektor Kallion . 
5	NA	 Too ei teadnud aga midagi meie suvitamisest ega metsatalus juhtunud sündmustest ning katkestas alatasa mu jutustamist täpsustavate küsimustega . 
5	NA	 Muidugi pidin põhiliselt pajatama just mina , sest ajakirjanikuna sain sellega kõige ladusamalt hakkama . 
5	NA	 Aga maakonna ametimees tahtis korduvalt , et jutustaks hoopis Tarmo , sest tema oli ju Põrgupadriku peremees ning sinna külaliste kutsuja . 
5	NA	 Ulvi pantvangiks oleku üksikasju ei teadnud meist keegi muu , ta pidi neid ise rääkima . 
6	NA	 Konstaabel Aabram oli meiega varemgi kokku puutunud ning me võisime tema rahulikku pensionieelset ametiaastat häirida . 
6	NA	 Sellepärast mõistsin tema vaikset vimma , ehkki ta ei tahtnud seda välja näidata . 
6	NA	 Aga härra Kallion oli alles noor jurist ning ihaldas kiiresti saavutada pealinna üleviimist . 
6	NA	 Seepärast oli tal tähtis meist kedagi mõrvariks tembeldada . 
6	NA	 Ei saanud ju eitada , et üks Põrgupadriku suvekülalistest oli hukkunud . 
6	NA	 Ja vähem tõenäoline tundus juhtumit suitsiidiks pidada , hoopis rohkem asjaolusid lubasid seda tapmiseks arvata . 
6	NA	 Aga usutavat mõrvarikandidaati polnud seni leitud . 
6	NA	 Inspektor Kallion , see esimeste kiilaspea tunnustega noormees , pühkis oma pintsakult närvlikult juustekõõma ning pöördus ikka ja jälle tagasi küsimuse juurde , et kes esitas kõigepealt mõtte laip põletada . 
6	NA	 Sest kes oli huvitatud jälgede kaotamisest ? 
6	NA	 Just mõrvar võis soovida surnukeha kui asitõendi likvideerimist . 
6	NA	 Niisiis otsis inspektor meie seitsme hulgast roimarit ning kuriteomotiivi . 
6	NA	 Naiste puhul sai rõhuda armukadedusele , meeste puhul oli aga usutavat ajendit raskem leida . 
6	NA	 Lahkamisprotokoll välistas hukkunu raseduse , ent just seda oleks saanud meeste süüdistamisel kasutada . 
7	NA	 Olime üpris üllatunud ja häiritud , et meid taheti kriminullitegelasteks muuta . 
7	NA	 Kaks meist töötasid otseselt televisioonis ning eks teisedki olid rohkesti Ameerika mõrvalugudest filme näinud . 
7	NA	 Aga kunstiteosed võimaldavad inimeste kannatusi ja hukkumisi jälgida ilma ohtu sattumata , nüüd taheti seda publikuprivileegi meilt ära võtta . 
8	NA	 Pidin meelde tuletama , kuidas see lugu algas . 
9	 1 . 	 1 . 
10	NA	 Mind haaras vabanemistunne , kui Tarmo Kahera ühel lämbel juunipäeval helistas ja kutsus kaasa oma metsatallu . 
10	NA	 Ilm oli juba nädal tagasi pöördunud toast väljakutsuvaks , nii et muutus talumatuks arvutiklahve plõksutada . 
10	NA	 Päike küündis üle naabermaja katuse lauale kiirtevihku viskama ning ajas tähed sassi nii silmis kui ka sõrmis . 
10	NA	 Olin juba ligi aasta vabakutseline ning pidin rohkem ridasid paberile nõiduma kui palgalised ajakirjanikud , kes võisid endale vaheldust leida baarides istumise ja komandeeringutes käimisega . 
10	NA	 Minu lõõgastuseks kujunes toimetuste vahet jooksmine , sest polnud enam pressiväljaandeid koondavat Pärnu maantee Ajakirjandusmaja . 
11	NA	" Minu nelja tuule kätte jäämine oli johtunud sellest , et välismaiste ärimeeste omandiks muutunud "" Sõnumileht "" pidi neile kasumit kokku kühveldama ega hoolinud enam midagi eesti ajakirjanduse asjalikest traditsioonidest - informeerimisest ja õpetamisest . "
11	NA	 Algul oli lehte ümber kujundama toodud Ameerikas ärimeedia knihve studeerinud Priit Pullerits ning talle maksti konsulteerimise eest heldet tasu . 
11	NA	 Aga kui see amerikaniseerumise esimene aste ei tõstnud küllalt märgatavalt lehe trükiarvu , siis pandi peatoimetajaks keegi nimeta nolk , kes oli varem hakkama saanud vaid spordisõnumite koostamisega . 
11	NA	" Oma arvamuse puudumise tõttu osutus ta truuks käsutäitjaks ning hülgas sõltumatuse eest võidelnud eelkäija "" Eesti Sõnumid "" traditsioonid . "
11	NA	 Ja hävitas lehe senise ilme : pärast reformimist jätsid pirakad pealkirjad ja pildilahmakad tekstile üpris vähe ruumi . 
11	NA	 Lugejaid hakati püüdma kolmveerandalasti naiste fotode ja šokeerivate allkirjadega , nende vahele lükiti kõmusõnumeid ja filmistaaride eluseiku . 
11	NA	 Muidugi vajati ka nende nappide ridade arvutisse toksijaid , kuid mul hakkas järjest rohkem kahju sääraselt kulutatud ajast . 
11	NA	 Küllap oli minu õitseaeg - read lendasid paberile nobedalt . 
11	NA	 Olin ju kunagi olnud tegev kirjandusteaduse alal ning vastavat eruditsiooni polnud ma veel täiesti unustanud . 
11	NA	 Kuid sinna tagasipöördumist takistasid teaduse rahastamise bürokraatlik grantide süsteem ning üldse filoloogide nigelad palgad . 
12	NA	" Mind ei lohutanud võõrast keelest ja võõrast meelest laenatud sõnake "" tabloid "" , millega püüti vabandada "" Sõnumilehe "" allakäiku . "
12	NA	 Kui ma ühel halva tujuga hommikul keeldusin arvutisse sisestamast järjekordset norimisnuppu presidendi majaehitamisest , prahvataski tüli lahti ning mul ei jäänud muud üle kui visata peatoimetaja lauale lahkumislubadus . 
12	NA	 Ent tööpuudus oli jõudnud juba ka meediamaailma ning ilma mõjuka soovituseta oli raske saada kuhugi suurema lehe toimetusse . 
12	NA	 Kuid mul oli ikkagi tuntud nimi ning minu kirjatükid kõlbasid kõigile lehtedele , mis veel tekstile orienteerusid . 
12	NA	" Tendents oli küll teistpidine , isegi "" Postimehe "" kontserni kuuluv "" Luup "" lootis värvipildist rohkem kui sõnast , tekstiautorite nimed trükiti kõige väiksema šriftiga . "
13	NA	 Niisiis oli režissöör Tarmo Kahera kutse teretulnud ning pakkisin kähku oma seljakoti . 
13	NA	" Tema rohuroheline "" Ford "" viis meid kiiresti linnamajade vahelt välja ning võisin rõõmu tunda haljendavast maast . "
13	NA	 Olin küll oma ameti tõttu Eesti risti ja põigiti läbi kolanud , kuid ei tundnud ühtegi maanurka täpsemalt . 
13	NA	 Sõitsime välja mööda Pärnu maanteed , kuid edaspidi ma enam ei orienteerunud , missugusesse valda või külla auto meid viis . 
13	NA	 Korra pöörasime paremale , siis paar korda kurakätt , iga suunamuutmise järel läks tee halvemaks , kuni rohust vaevu silma paistvad rööbasjäljed lõppesid keset metsa värava ees , mis uhkeldas lippide vahele sätitud vankriratastega . 
13	NA	 Tarmo otsis taskust võtme , keeras tabaluku lahti ning auto võis veereda taluõue . 
14	NA	 Domineerival kohal paiknes elumaja , kaetud roostepunaste voodrilaudadega . 
14	NA	" Aknaraamid olid värvitud valgeks , väheldane veranda osutas sissepääsule , hoonet jätkas pikk rehealune , kuhu pärast väravate lahtilükkamist Tarmo oma "" Fordi "" ajas . "
14	NA	 Sealtki pääses tubadesse , õigupoolest küll kööki . 
14	NA	 Telliskivipliit tutvustas varasemat ajajärku , külmkapp ja uuni valge kast esindasid nüüdistehnikat . 
