par_nr	head	sentence
1	 SUSANNA JA MINA 	 SUSANNA JA MINA 
2	 Algus 	 Algus 
3	NA	 Kui ma räägin meestele , et ma olen graafik , disainer , siis nad mõtlevad kohe , et ahaa : kunst , noor naine , järelikult kultuur - targad raamatud , festivalifilmid ja muu taoline intellektuaalne ja peaaegu et aseksuaalne värk . 
4	NA	 Nad kutsuvad mind teatrisse , kusjuures nad pole viimase nelja aasta jooksul ise kordagi teatrisse sattunud ega satuks ka järgmise nelja aasta jooksul ; aga nad arvavad , et nad peavad midagi taolist tegema , et mind voodisse saada . 
5	NA	 Nad ostavad ajalehe Sirp ja üritavad sealsest tindipritsist midagi välja lugeda ja siis minuga mõnd sealtloetud teemat aretada . 
5	NA	 Püüdlikult ja kohmakalt . 
6	NA	 Nad kasutavad tuttavate tuttavaid ja muretsevad piletid PÖFFile ja on ehmunud ja kurvad , kui ma ütlen , et ma pole huvitatud ilma eestikeelsete subtiitriteta filmide vaatamisest mingis täiesti vales , vaid festivali jaoks kinosaaliks mugandatud ruumis , mis on puupüsti täis kompleksides tegelasi , kes festivalifilme vaatamas käimisega mõttes risti seinale teevad : ma võin end pidada intelligentseks , teistest peajagu kõrgemaks inimeseks , sest ma käin filmifestivalil festivalifilme vaatamas . 
7	NA	 Nad on pisut segaduses , kui ma ütlen , et mind ametlik kunstimaailm ja kultuur üldse ei koti . 
8	NA	 Nad ei mõtle minust , et : seks . 
8	NA	 Mis tegelikult mu olemuse palju paremini kokku võtaks . 
9	NA	 Ükskord käisin ma ühe mehega teatris . 
9	NA	 See oli päris hea tükk , etendus , ma mõtlen , ja mees ise paistis veel parem tükk olevat . 
9	NA	 Mingi kallist riidest ülikond oli seljas , mis istus ka hästi , ja lõhn , mida parasjagu peale oli pritsitud , oli kindlasti kallimate hulgast - mu tundlik nina ei tundnud üldse piirituse lõhna . 
9	NA	 Vaheajal vaatasin mehele otsa ja kaalusin , kas teha ettepanek unustada teine vaatus ja tormata hoopis kuhugi kallistama või mitte . 
9	NA	 Aga tema mõtted oli vallutanud püüd hoida üleval intelligentset vestlust , ja ma ei raatsinud teda segada . 
9	NA	 Ta nii püüdis . 
9	NA	 Nii-ii . 
10	NA	 Kui etendus oli läbi , lootsin , et nüüd tuleb lõpuks see kauaoodatud ettepanek . 
10	NA	 Aga ei . 
10	NA	 Mees oli endale sisendisse võtnud , et peab mulle pakkuma korraliku kultuuriprogrammi . 
10	NA	 See tähendab , et me astusime ühte korralikku restorani , kus , oh imet , meid juba oodati . 
10	NA	 Ma ei julgend ta ideesse vahele ka segada , mõtlesin , et mine tea , võõras ja asjalik , äkki on tegemist mingi eriti pika eelmängu armastajaga . 
10	NA	 Et ehk see , mis tuleb hiljem , kaalub üles ootamise vaeva . 
11	NA	 Kallite restoranidega on see jama , et alati läheb seal kaua aega . 
11	NA	 Inimesed käivad seal ju aega veetmas ja toitu nautimas , mitte söömas . 
11	NA	 Toidu nautimine tähendab , et kaunilt garneeritud roa kallal mekutatakse sada aastat . 
11	NA	 Okk , restoran oli tõesti korralik ja toidud olid maitsvad , aga seda oli mitu käiku ja see kõik võttis nii kaua aega , et mul jõudis pea valutama hakata . 
12	NA	 Mul hakkab tihti pea valutama , kui ma end juba üles kütnud olen , aga soovitud horisontaali ei tule ega tule . 
12	NA	 Mees sai mu peavalu-jutust muidugi valesti aru , varjas oma pettumust ja viis mu koju . 
12	NA	 Pärast rääkis sõpradele , et talle kultuuriinimesed ( mina olevat kultuuriinimene , kujutage ette ) üldse ei meeldi , et viid teatrisse ja sööma ja naine ei kutsu pärast isegi mitte enda poole kohvi jooma . 
13	NA	 Kes käskis teatrit ja söömist ühele õhtule mahutada ? 
14	NA	 Ja kes käskis mõelda minust kui frigiidist , kui ma veini asemel jäävett tahtsin ? 
15	NA	 Ja miks ta ei öelnud , et tahab minu juures kohvi juua ? 
16	NA	 Süüdistagu ennast . 
17	NA	 Mina kõndisin seejärel jala Susanna poole , kõndimise järel tundsin , et peavalu hakkab järele andma ja inimese mõtted pähe tulema . 
18	NA	 Võibolla ma käin n.ö valede meestega ? 
18	NA	 Muidugi käin valedega , valedeks meesteks peetakse ju neid mehi , kellega midagi tõsist välja ei tule . 
18	NA	 Aga sellised mulle meeldivadki . 
18	NA	 Sest mina ei ootagi , et midagi välja tuleks . 
19	NA	 Mis , vabandage väga , peaks välja tulema ? 
20	NA	 Ja kust ? 
21	NA	 Olen selline valede meeste otsa kukkuv tüdruk , kes ei nuta mehe valesuse pärast . 
22	NA	 Ma pole see naine , kes mehe haigevoodil raamatuid ette loeb , magusaid apelsine pakub ja on valmis kustutama liig eredalt paistvaid tähti . 
22	NA	 Minu suhted on enamjaolt sarnased , ent kerged , lihtsad ja meeldivad : kõigepealt on uudishimu , siis seks , siis tüdimus . 
23	NA	 Meestele millegipärast ei meeldi , et nende uhke vale-olemise pärast ei nuteta . 
23	NA	 Nad krimpsutavad nina ja ootavad , et ma teeksin mõne susannaliku niuksu nende suunas . 
23	NA	 Aga ma ei tee . 
23	NA	 Ja see jooksutab neil juhtme kergelt kokku . 
24	NA	 Kui nad on mind näinud , mäletavad nad minu silmi . 
25	NA	 Kui nad on mind suudelnud , mäletavad nad minu huuli . 
26	NA	 Kui nad on minuga maganud , mäletavad nad minust kõike . 
26	NA	 Aga ei julge midagi sellest uskuda . 
27	NA	 Vähemalt ma mõtlen , et nad võiksid mind sedasi mäletada . 
28	NA	 See on selline hästi magus mõte . 
29	 Sõbrannandus 	 Sõbrannandus 
30	 1 . 	 1 . 
31	NA	 Tegelikult ma valetan , kui ma ütlen , et tahan jäädagi üksi ja kõndida nagu kass omapead . 
31	NA	" Aga ma ei saa öelda , et "" ma pole seda õiget veel leidnud "" , sest selleks , et leida , tuleb kõigepealt otsima hakata . "
31	NA	 Mina aga ju ei otsi . 
31	NA	 Tšillin niisama ringi ja räägin , et ma olen piisavalt tugev , et üksi hakkama saada . 
32	NA	 Tegelikult olen ma nõrk . 
33	NA	 Ma olen nõrk ! 
34	NA	 Nõrk ! 
35	NA	 Nõrk . 
36	NA	 ( Jumal , kui nõrgalt see kõlab ! ) 
37	NA	 Tegelikult olen ma nagu iga teine naine , ma hakkan kohe mõtlema abielust ja lastest ja igavesti kestvast armastusest . 
38	NA	 Vähemalt pärast keppi küll . 
38	NA	 Siis , kui ma lesin , täiesti rammetu , tühjakstõmmatud mehe kaisus ja hägune pilk hakkab aegamisi midagi nägema , ja siis ma piilun poolkinniste laugude alt seda tegelast , kellega ma nii kaugele olen jõudnud ja märkan siis midagi hästi individuaalset , nagu mõni üksik heledam habemekarv ühtlaselt tumedas okaskasukas või on näiteks hästi armas põsk või natuke nukker suujoon . 
38	NA	 Ja siis minus tuksatab miski , kusagil kõhus , ja mu aju hakkab automaatselt , ilma , et ma tahaksin , igasugu jura genereerima . 
39	NA	 Teinekord mõtlen ma selliseid mõtteid isegi kepi ajal , näiteks ükskord lõi minu silme ees lahti imeilus pilt minust pitsilises valges maani pruutkleidis , ma olin oma mõtteis ilus kui Barbie-nukk , ja samal ajal ratsutasin ma hooga tüübi vända otsas ja tema tegi koledaid isaseid hääli . 
39	NA	 Ja ma mõtlesin , et kuidas võiks Barbie-nukk keppi teha ja see mõte erutas mind kohutavalt . 
40	NA	 Seksi ajal mõjuvad hoopis teistsugused asjad erutavalt . 
41	NA	 Tavasituatsioonis leiaksin ma , et see mõte on perversne . 
42	NA	 Kalmer on selles mõttes naljakas mees , et tema puhul pole ma mingeid illusioone teinud . 
42	NA	 Mitte mingid kujutluspildid pole mul silme ees jooksma hakanud , kui ma temaga olen . 
42	NA	 Võibolla sellepärast olengi tema kõrvale nii kauaks jäänud - tavaliselt lõpeb alguseasi umbes nädala või paariga , kusjuures mul ei olegi kahju laiali minna . 
42	NA	 Mu rikas fantaasia on suutnud nagunii mu silme ette manada kogu võimaliku tulevase kooselu selle paremate omadustega , ja pärast seda elu uuesti elama hakata , ehk koguni kehvema kvaliteediga kui unistused olid olnud , no milleks . 
43	NA	 Nüüd aga , Kalmeriga , pole mul mingeid kujutlusi ega illusioone ega midagi , lihtsalt on hea olla . 
44	NA	 Muuseas , mis nüüd meenus : ma polnud Kalmerist Susannale veel rääkinudki . 
45	NA	" "" Üle kuu juba ? "" küsis Susanna . "
46	NA	 Ma noogutasin . 
47	NA	" "" Sina ? "" küsis Susanna . "
48	NA	 Ma noogutasin . 
49	NA	" "" Ja kui tihti ? "" küsis Susanna . "
50	NA	" "" Mina ei tea . "
50	NA	" Paar korda nädalas või nii , "" valetasin . "
50	NA	 Tegelikult olin neli viimast ööd järjest Kalmeri pool olnud . 
51	NA	" "" Ei , ma ei saa aru , sina ja selline täiesti tavaline mees ? "" vangutas Susanna pead . "
51	NA	" "" Automüüja ? "
51	NA	" Mai kaad . "" "
52	NA	 Tean , et asi polnud Susanna jaoks mitte ainult lihtsas ametis . 
52	NA	 Susanna meelest peavad mehed , kes üldse mingit pilku väärivad , olema kindlasti saledad . 
52	NA	 Mida aga Kalmeri kohta öelda ei saa . 
53	NA	" "" Tead , miks sellised mehed head on ? "" küsisin ma . "
53	NA	" "" Sellised mehed aitavad nõmeda talve üle elada . "" "
54	NA	" "" Oh , kivi langes südamelt , "" võttis Susanna oma veiniklaasist järjekordse lonksu . "
55	NA	 Kas te olete kunagi näinud painajaid täis unenägu , mis ei lõpe ega lõpe ? 
55	NA	 Ärkad üles ja tahad uut unenägu näha , aga võta näpust : niipea , kui silmad kinni paned , tuleb vana nõme unenägu tagasi ja ainus , mida ootad , on hommik . 
55	NA	 Ja see ei tule ega tule . 
55	NA	 Eestis ootad terve talve kevadet , mis ei tule ega tule . 
55	NA	 Ja see talv pole kaugeltki lühike , oma viisteist kuud kindlasti , nii vähemalt tundub . 
55	NA	 Talv pärsib ja summutab kõike . 
55	NA	 Isegi vihastada ei viitsi nii kõvasti kui kevadel ja suvel , rääkimata siis positiivsetest emotsioonidest . 
56	NA	 Suhelda ei viitsi . 
57	NA	 Midagi ei viitsi . 
58	NA	 Ja siis on ju tore , kui suures viitsimatuses kepi pärast rabelema ei pea . 
59	NA	 Seda ma silmas pidasingi , kui rääkisin talve üleelamisest . 
60	NA	 Väljas oli ilge ilm : tuul , lörts ja pime . 
60	NA	 Loomulikult oli pime , siinne kliima ongi selline , et kogu aeg on pime . 
60	NA	 Praegu oli jaanuar , arvatavasti seitsmes talvekuu . 
61	NA	 Toas aga oli soe , võiks öelda lausa , et hubane . 
61	NA	 Vedelesime Susannaga tema pool diivanitel , mina ühel , Susanna teisel pool lauda . 
61	NA	 Ma olin peaaegu unustanud , et tegelikult oli mul plaan vaid korraks läbi astuda . 
61	NA	" Susanna oli oma veinipudeliga enam-vähem ühele poole saanud , topakas küünal , millel toretsevad "" apelsinitükid "" sees , üle poole põlenud . "
61	NA	 See polnud muidugi esimene kord teda põletada . 
61	NA	 Mina jõin muudkui teed ja teed . 
62	NA	 Ma tean küll , et kui õhtul palju teed jood , siis on hommikul silmad paistes , aga ma ei viitsind sellele eriti mõelda . 
