par_nr	head	sentence
1	 Nad tulevad täna öösel 	 Nad tulevad täna öösel 
2	NA	 Indrek Hargla 
3	NA	" "" Doktor Lannier ? "" naise külmad sõrmed kompasid ta kätt kui jäised õhupuhangud . "
3	NA	" "" Ma tahtsin teile veel midagi öelda . "" "
4	NA	" "" Muidugi , Vanda . "
4	NA	" Aga ütle mulle ikka Ester , eks ! "" "
5	NA	" "" Ei , doktor Lannier peab ütlema . "
5	NA	" Tingimata peab doktor ütlema , ma tean . "" "
6	NA	" "" Hästi , olgu siis doktor , Vanda . "
6	NA	" Saan ma veel midagi sinu heaks teha ? "" "
7	NA	" "" Ohjaa , saate küll . "
7	NA	" Ma tahtsingi teilt paluda ... pange uks enne kinni ! "" "
8	NA	 Ester pööras pead . 
8	NA	 Viimane lahkuv arst oli tõepoolest ukse lahti jätnud . 
8	NA	 Õige vähe paokile tegelikult ja mingit tuuletõmmet ta ei tundnud . 
8	NA	 Koridorist ei kostunud palatisse ühtegi häält . 
8	NA	 Kuidas küll Vanda ... ? 
8	NA	 Ikka on sellega nii raske harjuda , mõtles ta . 
8	NA	 Ikka on kuidagi kõhe teada , et need , kes ei näe , tunnevad seda , mis on su selja taga . 
8	NA	 Ent võibolla Vanda lihtsalt ei kuulnud ukse klõpsatust ... 
8	NA	 Ta läks ja sulges aeglaselt ukse , tuli siis laua juurde tagasi . 
8	NA	 Vanda istus kramplikult püstist rühti hoides toolil , käed kergelt ette tõstetud , et Esterit kombata . 
9	NA	" "" Istuge siia minu kõrvale , doktor Lannier . "" "
10	NA	 Doktor Lannier istus ta kõrvale . 
11	NA	" "" Ma tahan , et te istute , siis te olete kauem . "
11	NA	 Kui te seisate , lähete varem minema . 
11	NA	" Aga ma ei taha , et te varem minema läheksite . "" "
12	NA	 Kõik nad tahavad seda . 
12	NA	 Kõik nad tahavad rääkida . 
12	NA	 Rääkida , rääkida , rääkida ... 
12	NA	 Vanda oli pisut erinev . 
12	NA	 Mõnikord tahtis ta päevade viisi mõtelda . 
13	NA	" "" Niisiis , Vanda ? "" "
14	NA	" "" Jah . "" "
14	NA	 Naine haaras tal käest , jälle tundis Ester külmade sõrmede kramplikku puudutust . 
14	NA	 Kõigist haigetest olid Vanda sõrmed kõige külmemad . 
14	NA	 Ester oli tema temperatuuri mõõtnud rohkem kui protseduurid ette näevad . 
14	NA	 See oli normis . 
14	NA	 Ühel visiidil — teisel kuul peale naise haiglasse saabumist — oli Ester oma ehmatuseks avastanud , et oli enesele pooleldi teadmata enne Vanda juurde minekut kampsuni kitli alla pannud . 
14	NA	 Kas ta ainult kujutas ette või oli siin palatis tõesti külmem ? 
15	NA	" "" Ma pean teile midagi rääkima . "
15	NA	 See on oluline . 
15	NA	" Kas te kuulate mind ? "" "
16	NA	" "" Ma kuulan sind , Vanda . "" "
17	NA	" "" Pean midagi edasi ütlema . "
17	NA	 Teile on sõnum . 
17	NA	" Tema jättis selle sõnumi . "" "
18	NA	" "" Kes tema ? "" "
19	NA	" "" Efraim . "" "
20	NA	 Ester ohkas . 
21	NA	" "" Ma pidin teile edasi ütlema , et nad tulevad täna öösel . "
21	NA	 Te peate täna valves olema . 
21	NA	 Te peate teadma . 
21	NA	 Ja valmis olema . 
21	NA	 Nad tulevad täna öösel . 
21	NA	" Tal võib alguses väga kole olla . "" "
22	NA	" "" Kellel ? "" küsis Ester osavõtlikust teeseldes . "
22	NA	" "" Kellel võib kole olla ? "" "
23	NA	" "" Seda Efraim ei öelnud . "" "
24	NA	" "" Ja kes need siis tulevad ? "" "
25	NA	" "" Nemad . "" "
25	NA	 Vanda hääles segunesid üllatus ja ükskõiksus . 
25	NA	" "" Nemad muidugi . "
25	NA	" Efraim tunneb neid . "" "
26	NA	" "" Miks sa just mulle pidid seda ütlema ? "
26	NA	 Kas ... 
26	NA	" Efraim seda ka seletas ? "" "
26	NA	 Huvi , ilmuta huvi , kordas Ester endale . 
27	NA	" "" Jah . "
27	NA	 Ta ütles , et teie oskate saksa keelt . 
27	NA	 Midagi oli veel ... 
27	NA	 Ahjaa , ta ütles , et te ei tohi neid ära ajada . 
27	NA	 Muidu ei tule ja too nad enam kunagi . 
27	NA	 Ta kauples ta välja . 
27	NA	 Seda paluski Efraim öelda . 
27	NA	 Et läbirääkimised lõppesid edukalt . 
27	NA	 Ma arvan , et see on väga oluline . 
27	NA	 Te saate ju aru , eks ? 
27	NA	 Saate ju ? 
27	NA	 Efraim ei ütle kunagi midagi sellist , mis pole oluline . 
27	NA	" Ta on väga tõsine ja pühendatud . "" "
28	NA	" "" Pühendunud ehk ? "" "
29	NA	" "" Ei , pühendatud ikka . "
29	NA	 Kõik teavad seda . 
29	NA	 Temal on õigus öelda , teistel ei ole . 
29	NA	 Ta tulebki alati midagi tähtsat ütlema . 
29	NA	" Ega te ei saa kauemaks minu juurde jääda ? "" "
30	NA	" "" Ei , Vanda . "
30	NA	 Kahjuks ei saa . 
30	NA	 Aga ma tulen varsti tagasi . 
30	NA	" Kell on juba palju . "" "
31	NA	" "" Jah , loomulikult ... "
31	NA	 Teil on juba kiire . 
31	NA	" Teil hakkab seitsme minuti pärast loeng . "" "
32	NA	 Ester vaatas tahtmatult kella . 
32	NA	" "" Peaaegu — kümne minuti pärast täpsemalt . "
32	NA	" Nägemiseni , Vanda . "" "
33	NA	" "" Räägite üliõpilastele minust ka ? "" "
34	NA	" "" Mõnikord . "
34	NA	" Siis , kui vaja on ja see sulle kasuks tuleb . "" "
35	NA	" "" Tulge varsti jälle ! "
35	NA	" Ja olge siis öösel valmis . "" "
36	NA	" "" Kahjuks pole täna minu valvekord ... "" "
37	NA	" "" Siis tehke nii , et oleks . "
37	NA	" Te peate seda tegema ! "" "
38	NA	" "" Hästi , Vanda , ma vaatan , mida ma teha saan . "" "
39	NA	" Kui Ester ukse avas , küsis tema poole seljaga olev pime naine : "" Kas teile ei tundu , doktor Lannier , et Efraim tahab meid millegi eest hoiatada ? "" "
40	NA	 Valetada ei tohi , mõtles Ester . 
40	NA	 Mitte iialgi ei tohi neile valetada . 
40	NA	" "" Ma ei tea . "
40	NA	" Aga küllap see nii on , kui sa ütled . "" "
41	NA	 Mööda haiglakoridori tõtates tuli talle meelde , et pole kunagi Vandale öelnud , et oskab saksa keelt . 
42	NA	 *** 
43	NA	 Pärast loengut suudles ta doktor Lorentzonit põgusalt karvasele põsele ja lükkas aeglaselt tema käe oma pihalt . 
43	NA	 Liiga aeglaselt isegi , nii et see tegi pikema kruiisi Esteri tuharatel . 
43	NA	" "" Ei , Bruno . "
43	NA	 Unusta . 
43	NA	" See on möödas . "" "
44	NA	" "" Mõnikord see tuleb tagasi . "" "
45	NA	" "" See ei tule . "" "
46	NA	" "" Siis ainult üks õhtusöök . "
46	NA	 Vanade aegade meenutuseks . 
46	NA	" Ütleme , et täna kell seitse ? "" "
47	NA	" "" Ainult õhtusöök ? "" "
48	NA	" "" Sa ju tunned mind ! "" "
49	NA	 Jah , tunnen küll , tahtis Ester öelda , aga see teadmine täitis ta mingi magusa rammestusega , mis raevukalt mõistusega sõdima hakkas . 
49	NA	 Õhtusöök ? 
49	NA	 Mis see siis niiväga ära oleks . 
49	NA	 Brunoga on väga meeldiv kuskil vaikses restoranis veini juua ja ... 
49	NA	 Nojah , siis võib see tõesti tagasi tulla . 
49	NA	 Aga ma olen teisiti otsustanud . 
49	NA	 Ei , täna veel mitte ! 
50	NA	" "" Mõni teine kord , Bruno . "
50	NA	" Ma olen täna valves . "" "
51	NA	" "" Barbara on . "" "
52	NA	" "" Ma vahetasin temaga ära . "
52	NA	" Ta ... ta ütles , et tal on täna üks kohtamine . "" "
52	NA	 Barbara oli tõesti teinud häbelikku ja vaevatud nägu . 
52	NA	 Keegi olevat murdumas ja tema ees põrmu langemas ; rauad on sulanud ja just täna on tal valvekord . 
52	NA	 Ma vahetan Barbaraga ära , otsustas Ester . 
52	NA	 Ta on nõus , ma tean . 
53	NA	" "" Et siis homme ? "" küsis doktor Lorentzon alandliku bassetinäoga . "
54	NA	" "" Vaatame . "
54	NA	" Täna pean ma valves olema . "" "
54	NA	 Nad tulevad täna öösel . 
54	NA	 Te peate täna valves olema . 
54	NA	 Talle meenus Vanda . 
54	NA	" "" Kas te Vanda kohta olete midagi otsustanud ? "" "
55	NA	" "" Ta paraneb . "
55	NA	 Aeglaselt , aga kindlalt . 
55	NA	" Mõned kuud veel , siis laseme ta koju . "" "
56	NA	" "" Ma olin täna tema juures . "" "
57	NA	" "" Muidugi sa olid . "" "
58	NA	" "" Ta rääkis jälle Efraimist . "" "
59	NA	" "" Jälle ? "
59	NA	 Võis juba arvata , et see on möödas ... ? 
59	NA	 Muud hallutsinatsioonid on meil õnnestunud juba välja ravida . 
59	NA	 Aga Efraim ... 
59	NA	 Ettekujutatav kontakt surnud vennaga , mõtleks ! 
59	NA	 Seda juhtub ka tervetel . 
59	NA	 Kaotusevalu , talumatu tühjus ... 
59	NA	" Juhtub . "" "
60	NA	 Ester lükkas Bruno käe nüüd juba resoluutsemalt eemale . 
60	NA	" "" Sa pole tema haiguslugu vist tähelepanelikult uurinud . "" "
61	NA	" "" Selleks oledki sina — vastava ettevalmistusega pimedate vaimuhaigete terapeut . "" "
62	NA	" "" Jah , olen küll . "
62	NA	" Aga ... "" "
63	NA	" "" Pole siin mingit 'aga' . "
63	NA	 Mul on üle saja patsiendi , kõigil omad sümptomid . 
63	NA	 Sina teed meditsiinilised üldistused , konsiilium määrab ravi . 
63	NA	 Ma ei jõua kõiki detaile meelde jätta . 
63	NA	" Aga Vanda puhul mul jäi ... "" "
64	NA	" "" Valesti jäi . "
64	NA	 Ta ei teadnud enne haigust üldse , et tal vend olemas oli , ta polnud veel sündinud , kui vend suri . 
64	NA	 Ma rääkisin emaga , kui Vanda sisse toodi ... 
64	NA	 Poiss haigestus neljasena ja seitsmeselt suri . 
64	NA	 Ravi ei aidanud , Efraim oli neljaselt otsekui ära vahetatud — ei tõusnudki enam voodist . 
64	NA	 Vanda hakkas Efraimist rääkima aga alles peale skisofreeniat ... 
64	NA	" Mingist kaotusvalust ei saa juttugi olla . "" "
65	NA	" "" Vanemate versioon , muud midagi . "
65	NA	 Ta võis selle ise välja uurida ja see põhjustaski alguses kaotusvalu ja hiljem haiguse ... 
65	NA	" Et läheme "" Dino "" juurde homme ? "
65	NA	" Ma panen laua kinni . "" "
66	NA	 Taas pidi Ester ühe tugeva kämblaga võitlema . 
66	NA	 Ta võitis selle alles pärast väljapressitud suudlust . 
66	NA	" "" Homme võibolla küll ... "" "
67	NA	" "" Kuule , sul on ju enne valvekorda kolm tundi vaba aega ? "" "
68	NA	" "" Ja sinul on konsiilium . "" "
69	NA	" "" Kurat , õige küll ... "
69	NA	 Aga homme siis kindlasti . 
69	NA	" Vaata , et sa hiljaks ei jää . "" "
70	NA	" "" Ma ei jää kunagi hiljaks . "" "
71	NA	 Bruno tõstis ta käe huulte juurde , suudles sõrmi ja heitis kiire pilgu Esteri käekellale . 
71	NA	" "" Kell on sul kolm minutit järel , mu kallis . "
71	NA	" Ja kolme minutiga jõuab palju teha , oi kui palju . "" "
72	NA	 Ester Lannier libistas raamatu käest ja kuulatas . 
72	NA	 Nagu oleks ratasvoodi koridoris liikunud . 
72	NA	 Ei , küllap see ainult tundus talle . 
72	NA	 Kõik haiged magavad ja tema on siin teisel korrusel üksi . 
72	NA	 Esimesel on valveõde ja öövaht ning mängivad kaarte . 
72	NA	 Ta sulges kabinetiakna — öö oli augusti kohta harjumatult külm ja tuuline — ning võbistas õlgu . 
72	NA	 Külm nagu ... Vanda juures , mõtles ta . 
72	NA	 Miks nad seda palatit korralikult ei küta ? 
72	NA	 Peaks Brunole ütlema ... 
72	NA	 Jama , augustis ei köeta üldse . 
72	NA	 Küllap on see lihtsalt tuulepoolne palat . 
73	NA	 Ta keetis teed , luges veel ühe peatüki , kus Mirabel lõpuks Norra suusakuurordis kaminavalguses Jamesile karunahkadel andus ja mõtles Brunole . 
73	NA	 Tegelikult ei tohiks ta mehe peale nii palju mõelda , ta on oma otsuse juba teinud . 
73	NA	 Või on ta ? 
74	NA	 Kell kolm läks ta koridori ringkäigule , kiikas usteakendest sisse ja veendus , et uksed on lukus ja kõik rahulik . 
74	NA	 Miks ei peakski olema ? 
74	NA	 Kõik pimedad magavad ja näevad oma vaimuhaigeid unesid . 
74	NA	 Kõik magavad , kõik on rahulik . 
74	NA	 Kedagi pole tulnud ... 
75	NA	 Nojah , juba jälle ta mõtles , kuidas Vanda teadis , et ta saksa keelt oskab . 
75	NA	 Ilmselt mõni pealtkuuldud vestluskatke . 
75	NA	 Aga ta ei mäletanud end kellelegi seda üldse maininud olevat . 
75	NA	 Saksa keel tõi talle meelde Helmuthi . 
76	NA	 Helmuth oli kuuene , kolmeaastaselt jäi pimedaks ja suutmata pimedust taluda , haigestus . 
76	NA	 Või nii arvati . 
76	NA	 Psühhosomaatiline põhjendus on alati kõige lihtsam , eriti kui tõenäoline põhjus varnast võtta on . 
76	NA	 Ärge kunagi öelge , et teate , mis skisofreenia on — meenutas Ester oma professorit loengutes rääkimas . 
76	NA	 Seni , kui me ei tea , kuidas see tekib , ei tea me ka , mis see on . 
76	NA	 Skisofreeniat — just seda , mis eriti noores vanuses välja lööb — oli Helmuthi suguvõsas varem esinenud . 
76	NA	 Ja mida varemas nooruses haigus tekib , seda raskem see on , seda ravimatum see on . 
76	NA	 Poiss toodi haiglasse Saksamaalt kolm kuud tagasi . 
76	NA	 Ester polnud poisiga rääkinud . 
76	NA	 Keegi ei olnud . 
76	NA	 Helmuth ei rääkinud , ainult joonistas . 
76	NA	 Ester oli pilte loengutes näidanud . 
76	NA	 Üks noor tudengineiu oli minestanud . 
77	NA	 Ester jalutas koridori lõpuni , nõjatus aknalauale , vaatas pimedusse . 
77	NA	 Saarepuu vana erahaiglaks ümberehitatud estancia tagaaias vappus ja väänles tormi käes . 
77	NA	 Oli ta ikka akna kabinetis sulgenud ? 
77	NA	 Jah , oli küll . 
77	NA	 Tänaöine torm oli tulnud ( oli tulnud ... — lõpeta ! ) kuidagi äkiliselt ja eriti raevukana . 
78	NA	 Külm tuuleõhk puhus talle vastu sääri . 
78	NA	 Ilmselt lõi torm akna jälle lahti , mõtles ta ; pöördus , ent seisatus äkki . 
78	NA	 Midagi oli selle puu ja tuule ulgumisega paganama valesti . 
78	NA	 Miski oli Esteri silmanurka häirinud , mingi seletamatult ebaharilik detail . 
78	NA	 Silmanurka ? 
79	NA	 Uuesti vaatas ta välja . 
79	NA	 Harilik augustitorm , nagu neid ookeani rannikul tihti ette tuleb . 
79	NA	 Tuul undab ja ulub , raputab katuseplekki , kolistab akendega , vedrutab puid , mängib tänavalaternatega ... 
80	NA	 Tegelikult nägi kõik välja nagu neil tormistel öödel ikka . 
80	NA	 Midagi oli aga teistmoodi . 
80	NA	 Ester ei mõistnud alguses , mis nimelt . 
80	NA	 Siis ta taipas . 
81	NA	 Vana saar vappus tormi käes , sahistas lehtedega , koputas oktsega vastu katuseäärt ... aga tuul ei unnanud . 
82	NA	 Lilleklumbil , millele maja külge kinnitatud öölatern heitis kõhedat valgust , olid daaliad hääletust tuulest maadligi . 
82	NA	 Tuul tuli ookeani poolt , uhas maja lõunakülge , ent ei teinud ühtegi tuule häält ... 
82	NA	 Saare tagant paistsid linnatuled , neoonlampide kutsuvad kirjad ja linnapark , mille kõik puud varjasid majesteetlikus rahus viimaseid suudluseid nautivaid armunuid . 
82	NA	 Linnas ei olnud tormi . 
83	NA	 Estancia aiamüüri taga seisid sekvoiad , mille ükski oks ei liikunud . 
84	NA	 Ester suundus tõtlikul sammul valvekabineti poolde . 
84	NA	 Imelik torm , mõtles ta . 
84	NA	 Puhub tugeva tuulega ja ainult siin . 
84	NA	 Endiselt tundis ta tuuletõmmet , ent ust avades see kadus . 
84	NA	 Kabineti aken oli kõvasti kinni . 
84	NA	 Ta astus akna juurde ja vaatas välja . 
84	NA	 Vähemalt siit aknast paistis kõik nagu tavaliselt . 
84	NA	 Müür oli lähemal ja selle tagant polnud näha ei linnaparki ega sekvoiasid tänava ääres — kabinetiaken avanes läänekülge . 
84	NA	 Põõsad ... 
84	NA	 Need olid küll tuule käes segi paisatud , rapseldasid oksadega nagu hernehirmutis tühjade varrukatega . 
84	NA	 Hääletu tuul sasis põõsaid ja ... 
85	NA	 ... ja see tuul ei tulnud ookeani poolt . 
85	NA	 Põõsad vehkisid oma lehtede ja okstega põhjatuule käes — tuule poolt , mis oli tulnud täna öösel ( oli tulnud täna öösel ... ) maismaalt . 
85	NA	 Ookeani rannikul ei puhu kunagi tuul maa poolt merele — niipalju sadamalinna tüdruk Ester teadis . 
85	NA	 Ennast rahulikuks sundides läks ta idakoridori . 
86	NA	 Haigla idakülge uhas läänetuul . 
86	NA	 Sirelid kaldusid tugevalt vastu müüri . 
87	NA	 Keeristorm oli haigla oma embusse haaranud . 
87	NA	 Tuul keerles ümber haigla ; tegi tema kohal ringe ... 
87	NA	 Ja tegelikult puhus ka majast läbi , sest Ester võis vanduda , et kõik aknad olid kinni aga koridoris uhas külm ja jäine tõmbetuul . 
88	NA	 Naine seisatas kabinetiukse ees . 
88	NA	 Korraga tundis ta vastupandamatut vajadust minna alakorrusele õe ja öövahi seltsi . 
88	NA	 Ta võiks näiteks küsida ega õel mõnda raamatut ei ole ... 
88	NA	 Jah , seda võiks ta tõesti teha . 
88	NA	 Ja vaadata valvuri telerist ilmateadet . 
89	NA	 Ta tahtis juba trepi poole minna , kui kuulis , et keegi tema selja taga koridoris liikus . 
90	NA	 *** 
91	NA	 Midagi liikus . 
92	NA	 See ei astunud , sammude kõla polnud kuulda . 
92	NA	 Midagi lihtsalt liikus , sest õhk liikus . 
92	NA	 Ja see midagi hingas . 
92	NA	 No nüüd aitab , mõtles Ester . 
92	NA	 Palatiuksed peavad olema öösiti lukus ja nad olid lukus . 
92	NA	 Valvenupp töötab alati ja tualett on igas palatis eraldi . 
92	NA	 Palatiukse avanemisel hakkab kabinetis paneel piiksuma . 
92	NA	 See on valvur , kes tuli kontrollima , kas aknad on kinni , ja et mind mitte häirida , käib sokkides . 
93	NA	 See peab olema valvur . 
94	NA	 Aga lõunakoridor oli tühi . 
94	NA	 Kui see nüüd oli mingi teravmeelse tehnilise taibuga haige , siis ... 
94	NA	 Ester hingas sügavalt sisse ja otsustas , et nüüd kutsub ta valvuri ise üles ... 
95	NA	 Te ei tohi neid ära ajada , Vanda külmad sõrmed pigistasid ta kätt , muidu ei tule ja too nad enam kunagi . 
96	NA	" "" Hei , "" hõikas Ester . "
96	NA	" "" Kes siin on ? "" "
97	NA	 Vaikus . 
97	NA	 Koridori lõpus akna taga liikusid puuoksad . 
97	NA	 Ester mõtles , et ta tunneb ennast väga rumalalt . 
97	NA	 Kuskil kolksatas midagi . 
97	NA	 Kiiresti pööras naine ennast ringi . 
97	NA	 Ta ei jõudnud kunagi selgusele , kas ta tegelikult nägi seda meetrikõrgust erepunakat ja läiklevat kogu nurga taha vilksatamas või mitte . 
