par_nr	head	sentence
1	 SÕNAJALAÕIS 	 SÕNAJALAÕIS 
2	NA	 muinasjutt 
3	NA	 Mait Raun 
4	 1 . Kummaline lõhn . 	 1 . Kummaline lõhn . 
5	NA	 Ühe tavalise õuevärava juures seisab tüdruk . 
5	NA	 Juba terve kuu on suvi , ent kordagi ei ole tüdruk saanud aega silmitseda ümberringi , alles täna . 
5	NA	 Möödakäijad tulevad ja lähevad , kõnnak sire , rõivad ilusad , pilk pehme , neist jääb õhku selle suve moehõng , nad on neiud ja noormehed , naised ja mehed . 
5	NA	 Aga tema on inetu . 
6	NA	 Tal on lühike ja luitunud , sada korda läbi pestud kollane kleit , mida poisid narrivad keksutimpuks . 
7	NA	 Toimetaja : Hiljem tuleb välja , et kutsuti nii hoopis tüdrukut . 
8	NA	 Altpoolt noolivad kleidiserva tulipunased põlvikud , hanejalakesed , mis talle kunagi nii väga meeldisid . 
8	NA	 Kuid möödas on kolm aastat . 
8	NA	 Teised sirgusid , tema jäi kleenukeseks , ta põlved on alailma verised , sest ta ei vaata jalgade ette , ja hoopiski ei höörita ta puusi . 
8	NA	 Mida on ta teinud ? 
8	NA	 Ainult kuulanud vanaisa torinat . 
8	NA	 Kuulanud vaikides ka vanaisa kiitust , et kõhtu ja rinda salvitades on ta sõrmed hellad . 
8	NA	 Teinud kõike nurinata . 
8	NA	 Näinud ema käsi kokku löömas , et ta on haruldaselt tubli ja pehme südamega tüdruk , haige vanaisa ei ole seni ühelegi põetajale poetanud head sõna . 
8	NA	 Mida on ta teinud ! 
8	NA	 Ah , unustaks kodu , kooli , kaaslased , unustaks kõik , kõik , kõik , kasvõi viivuks , lendaks nelja tuule poole ! 
9	NA	 Ning ta sõõrmeisse tungib kummaline lõhn . 
9	NA	 Nõrk , uskumatu lõhn . 
10	NA	 Tüdruku süda värahtab . 
10	NA	 Ta nuusutab veelkord . 
10	NA	 Ei , ta ei ole eksinud , see on sõnajalgade õitsemise lõhn . 
11	NA	 Tänaval lõhn kaob . 
11	NA	 Tüdrukule meenub , et sõnajalad kasvavad maal metsas , mitte tema koduõuel , pealegi on juuli ja sõnajalgade õied närbunud . 
11	NA	 Ometi on ta lõhnale tänulik , sest see kummaline kutsuja , ei silmaga nähtav , ei sõnadega küsitav , annab talle suuna , sosistades , pöördu kurakätt , pöördu ja mine , nüüd on põhjust kõndida temalgi , tikksäärel mööda tänavat , laudrinnal pärnapuude vilus . 
12	NA	 Astunud , leiab tüdruk , kelle nimi on tegelikult Rutt , end linnapargist , keset saginat ja hullamist , keset luiki , oravaid , lugematuid karusselle . 
12	NA	 Ent luigetiiki saia loopivad jõnglased käivad talle närvidele , poisile , kes viskab teda jäätisetopsiga , tahab ta lausa kallale tormata . 
