par_nr	head	sentence
1	 Jaan Anvelt ja Jaan Santa 	 Jaan Anvelt ja Jaan Santa 
2	NA	 Aarne Ruben 
3	NA	 Rahvasaadik-ametiühingutegelane : Professor Uluots näeb praegu seda , et tööline loeb paberi pealt maha , aga kui türmist tulevad välja töölised , kes mitte paberilt ei loe , usun , et siis professor Uluots ei naera enam , vaid võib-olla hakkab professor Uluots hoopis hulguma . 
3	NA	 ( Kära paremal pool . ) 
4	NA	 Riigikogu juhataja Virma : Teen kõnelejale viimase hoiatuse haavavate sõnade tarvitamise eest ja kui ta ikka ei kuula , võtan sõna ära . 
5	NA	 Riigikogu istungilt 1922.a. 
6	 1 . 	 1 . 
7	NA	" "" Proua Oinas ! "" kostab hele naisehääl kohvikuukselt . "
8	NA	 Hüütav tõstab ajalehe kohalt oma ilusa pea ja paneb ? okolaaditassi ettevaatlikult lauale . 
8	NA	 Proua Ostra-Oinas on esimese mai peatse saabumise puhuks omale lokid kõrvade juurde lasknud teha ja huuledki värvinud nõnda , et see argliku kevadise päikesevalguse , Toompea sinilillede ja tema enese moodsa maailmavaatega kõige enam sobiks . 
9	NA	 Alma Ostra on värske nagu lühike realistlik luuletus . 
9	NA	 Tema silmad ja kõrvad pole ilmselgelt proportsioonis : kõrvad on pisikesed ja silmad suured , heledad , erksad , rõlde ; msad . 
9	NA	 Esile tungiv lõuaots tähendab sisemist kindlameelsust ja see annab tollele naisele peaaegu et dramaatilise antiikkangelanna ilme . 
9	NA	 See ei ole poos , vaid loomulikkus . 
10	NA	 Tema käed on kondised ja neid katab helesiniste soonekeste võrk . 
10	NA	 Ta kannab meheliku lõikega sametpluusi , just niisugust , millise Gabrielle Chanel viis aastat hiljem täies hiilguses maailma ette toimetab . 
10	NA	 Jääb üle märkida , et proua Oinas on riigikontrolör Aleksander Oinase naine . 
10	NA	 Eesti seaduste järgi kuulub riigikontrolör valitsuse juurde ; seega on Aleksander Oinas ainus sotsiaaldemokraat , kes ei ole parasjagu opositsioonis . 
10	NA	 Proua Oinase enda töö sisuks on ametiühinguliikumise arendamine . 
10	NA	 Ta ajab linnavalitsuses töömeeste laenuasju ja korraldab töötute fondi . 
10	NA	 Suurimas viletsuses töötud ning alla elatusmiinimumi teenivad tööinimesed tulevad kas tema või Töörahva Ühise Väerinna tegelaste juurde ja nutavad vahest kui väikesed lapsed . 
11	NA	 Hüüdja kohviku-ukselt on tema sõbranna Marie . 
11	NA	 Neid kahte teatakse kui lahutamatuid . 
11	NA	 Nad kallistavad teineteist ja Marie tellib endalegi tassikese ? okolaadi . 
11	NA	 Lauas istudes kummardavad naised intiimselt teineteise poole , justkui ümbritsevale märku andes , et neil kahel on midagi tähtsat arutada . 
11	NA	" Marie pikad mustad lokid puutuvad kokku Alma keerulise "" fassongiga "" . "
12	NA	" "" Marie , ma kuulsin , et sa olid eile meie Tartu seltsimeeste soovitusel meie parteisse astunud , "" kõneleb Alma hellalt . "
12	NA	" "" Soovin südamest õnne . "
12	NA	 Just praegu , reaktsiooni pealetungi ja kommunistlise kihutuse töö ajal on meil uusi liikmeid vaja . 
12	NA	" Kas vastuvõtmise-protseduur läks lihtsalt läbi ? "" "
13	NA	 Ning Marie tunnistab , et see läks tõepoolest päris lihtsalt . 
13	NA	 Teadis ta ju kõiki punkte , sest just nimelt tema , Alma , kallis sõbratar , on teda sellega kurssi viinud . 
13	NA	 Mis viga parteis olla , kui su hea sõbranna juba seal ees . 
13	NA	 Aga kuulaku Alma hoolega ja hoidku silmad lahti , sest Mariel on temale nüüd midagi huvitavamat näidata . 
14	NA	" Nende sõnade juures võtab Marie ridikülist kollase bro ? üüri suure kirju pealkirjaga "" Jaan Anvelt — terroristide juht "" . "
14	NA	 Raamatu kaanel on kujutatud kolme veriste nägudega meest . 
14	NA	 Üks lamab maas , teised aga jälgivad kahtlustavate nägudega ümbrust . 
14	NA	 Maaslamaja kohale on kummardunud rõivastuse poolest naisterahvast meenutav olend . 
14	NA	 Võitluspildi kohal on pisem joonistus , saamatu portree mõnest arvatavalt üheksateistkümnenda sajandi kultuuritegelasest . 
14	NA	" Kui daamid on algelise kaanekujundaja üle küllalt on muianud , ütleb Alma : "" Sellel ülemisel pildil peab vist olema mõni möödunud sajandi saksa kirjanik . "
14	NA	" Näib nõnda , nagu ta oleks saksa vurhvi . "" "
15	NA	" "" Ei , "" vastab Marie . "
15	NA	" "" Siin on nad tahetud kujutada Jaan Anveltit , sinu kunagist abikaasat . "
15	NA	" Arvatakse , et ta on praegu terroristide juht . "" "
16	NA	 Alma muutub korrapealt tõsiseks.Ta keerutab bro ? üürikest mõne hetke sõrmede vahel ega avagi seda . 
16	NA	" "" Aga Marie , Jaan Anveltiga oli alati nii turvaline , "" sõnab ta murtud häälel ja viipab kohale ettekandja , et kurku veel limonaadiga niisutada . "
16	NA	" Kui too tellimust täitma läheb , kummardab Alma Mariele veelgi lähemale ja sosistab : "" 1917. aastal oli Jaan Anvelt üks Eesti haritumaid , kuid ka kibestunumaid mehi . "
16	NA	 Fanaatiline karskus ja ebaõnn maaküsimuse lahendamisel on temast teinud hulguse ja päti . 
16	NA	 Poliitilised ebaõnnestamised löövad meestele sageli otsejoones pähe , nii et nad kogu ülejäänud poliitilisele seltskonnale selja võivad pöörata . 
16	NA	" Mina igatahes mäletan aega , mil meie kodanlised tegelased "" Kiire "" -meestega koos riigiasju arutasid , kuidas landesveerile vastu panna või kuidas mõisamaid jagada . "
16	NA	 Nüüd muutub Moskva päev-päevalt agressiivsemaks ja tigedamaks saavad ka eesti soost enamlased . 
16	NA	" Enam leppimist ei ole . "" "
17	NA	" Aga siis ütleb ta veidi valjemini : "" Kõik arvavad , et meie abielu "
17	NA	 .... 
17	NA	 oli fiktiivne . 
17	NA	 
17	NA	 Tegelikult ei olnud tolles midagi fiktiivset . 
17	NA	 
17	NA	 Mina armastasin seda meest . 
17	NA	 
17	NA	" Sinule ma võin seda kinnitada . "" "
17	NA	 
18	NA	" "" Keda , kas Jaan Anveltit ? "" sosistab Marie , nagu valmistuks ta teada saama mõnd kohutavat saladust . "
19	NA	" "" Jah . "
19	NA	 Ta oli morn , süngelt endasse tõmbunud . 
19	NA	 Tema ei tahtnudki mõista asjaolu , et inimesed ei ole võrdsed , et maailmas ei ole iial õiglust ega ole selle tulekut ka ette näha . 
19	NA	 Tal oli valus näha streigi läbi tööta jäänud töölist almusi palumas . 
19	NA	 Valus oli näha kehvikuid , kelle vähese sissetuleku maksud ära õgivad . 
19	NA	" Mina oma armastusega tahtsin tema ellu tuua väheke rõõmu , vähemasti — lõbu . "" "
20	NA	" "" Noo ? "
20	NA	" Kas siis lõbu ja rõõm teineteist nõnda välistavad ? "" "
21	NA	" "" Nad on niisama palju üks nagu usk Jumalasse ja sotsiaaldemokraatia . "
21	NA	 See tähendab , et neid saab omavahel kokku viia . 
21	NA	" Ühesõnaga — mina tahtsin ta ellu päikest tuua , sest "" päikest "" oli tema lemmiksõna , kui ta oma mõtetega taas mingites süngetes sfäärides uitas . "
21	NA	" "" Päikest "" ei olnud tema keeles muud kui "" vaimuvalgust "" , toda pidas ta silmas . "
21	NA	 Ta oli omamoodi haritud mees , oskas isegi ladina keeles keerulisi lauseid kokku seada . 
21	NA	 Ja advokaadina kaitses ainult vaeseid , just neid , kellelt ei olnud mingit erilist tulu loota . 
21	NA	 Vene enamlaste juht Lenin alustanud kunagi oma advokaadikarjääri sellega , et andnud kohtusse külatäie talupoegi , kelle lambad ja mullikad olid julgenud tulla tema mõisa maa peale . 
21	NA	 Mõisa , kas mõistad ? ! 
21	NA	 Anvelt ei olnud säärane mees . 
21	NA	" Tema kaitses ainult vaeseid ja põhiliselt muidugi rikaste eest . "" "
22	NA	" "" See Anvelt on kangesti ilus mees , kui ajalehepilti uskuda , "" ütleb Marie vahele . "
23	NA	" "" Kino ja fotograafiat tuleb alati uskuda , kuna need just toda õiget pilti näitavad , mida inimese silm niikuinii näeb . "
23	NA	 Aga nüüd ma heidan sellele imelikule raamatukesele põgusa pilgu , kui sa lubad . 
23	NA	 Autor Fred Peterson ... hm , pole nagu kuulnud . 
23	NA	 Võib-olla varjunimi . 
23	NA	 Kes välja on annud ... 
23	NA	" Kirjastus "" Argus "" , A.Sulbiste raamatuladu . "
23	NA	" Nime on nad kirjastusele väga hea leidnud — "" Argus "" . "
23	NA	" Eks see nimi äratab lihtsamas rahvas otsekohe huvi . "" "
24	NA	" "" Ma käin nüüd vahepeal pangas ära ja jätan sinu korraks raamatut lugema , Alma . "
24	NA	" Loodan , et sul igav ei hakka . "" "
