par_nr	head	sentence
1	 daydream nation 	 daydream nation 
2	NA	 “ Kurat , kas sa ise ka aru saad , milline värdjas sa oled . 
2	NA	 Kui sa vaatad peeglisse , kas sa näed midagi muud kui oma värdjalõusta . 
2	NA	 Mis tunne sul on . 
2	NA	 Värdjas . 
2	NA	 Kas sa tahadki sellise värdjana elada . ” 
3	NA	 “ Eks ole . 
4	NA	 Asjalood on nüüd nii , et mul sai siiber . 
4	NA	 Ei , õigemini sai meil siiber . 
4	NA	 Eks ole . 
4	NA	 Asjad hakkavad muutuma , ja kohe . 
4	NA	 Eks ole . 
4	NA	 Ma olen tüdinud sellest pasas hulpimisest , mulle aitab . 
4	NA	 Meie teeme maa puhtaks . 
4	NA	 Kõik , keda vaja pole , lükkame minema . 
4	NA	 Siit minema , kasvõi igaveseks . 
4	NA	 Me teeme sellise maa , kus kõrgtehnoloogia teenib inimest , sellist inimest , kes kõlbab siin elamiseks . 
4	NA	 Ja neid pole eriti palju . 
4	NA	 Eks ole . 
4	NA	 Valik on tihe , range ja aus , me ei tohi lasta saastal siia püsima jääda . 
4	NA	 Võibolla algul tahavad emotsioonid võimutseda , meie teguviisi koguni kahtluse alla seada , kuid ma olen kindel , et me ei hooli sentimentaalsustest ja teeme nii , nagu vaja on . 
4	NA	 Pole olemas erandeid või erijuhtumeid , me vaid ütleme , kas jah või ei . 
4	NA	 Me arvame , et kahe inimpõlvega on kõik korras . 
4	NA	 Ja siis kõlbab siin elada . 
4	NA	 Eks ole . 
4	NA	 Minul , sinul , meie lastel . 
4	NA	 Ja nende lastel . 
4	NA	 Meil on siis küllaga ruumi ja see on inimväärne elu . 
4	NA	 Rahvusel ei ole tähtsust , peaasi , et on ühed korralikud seadused ja inimesed täidavad korralikult neid seadusi . 
4	NA	 Kord peab olema . 
4	NA	 Eks ole . 
4	NA	 Muidu ei saa . 
4	NA	 Korrast tuleb kinni hoida . ” 
5	NA	 “ Ma arvan , et kõigepealt tuleb hävitada saast . 
5	NA	 Mõttetud joodikutest töötud mehed , narkomaanid , vangid . 
5	NA	 See ei ole genotsiid , see on lihtsalt enesepuhastus . 
5	NA	 Neid on natuke palju , aga mis siis . 
5	NA	 Vaba ruum kulub ära . 
5	NA	 Kasutud naised viskame siit välja , kasvõi Aafrikasse , las neegrid vägistavad neid niipalju kui tahavad , ja las sünnib see värdjakari , kes lõpuks uputab end verre . 
5	NA	 Nendest meestest ja naistest pole mingit kasu , me ei vaja neid , me ei taha neid lõputult poputada . 
5	NA	 Eks ole . 
5	NA	 Võibolla tahab keegi rääkida inimlikkusest ja hoolivusest . 
5	NA	 Need ei ela niikuinii inimväärset elu , vahel nad saavad sellest isegi aru . 
5	NA	 Me selgitame inimestele , miks on vaja just nii teha , ja nad hakkavad mõistma meid . 
5	NA	 Võib arvata , et meie meetmed ei meeldi rahvusvahelisele üldsusele ja me satume koguni isolatsiooni . 
5	NA	 Ükskõik . 
5	NA	 Meil on toetajad olemas , kes mõistavad meid , ja kes vajadusel toetavad meid . 
5	NA	 Me saame hakkama . 
5	NA	 Meil on ruumi , kus elada , ja me saame eluks vajalikku ise kasvatada või toota . 
5	NA	 Me võime need paar aastat või aastakümmet elada omaette , me harime põldu , paneme tööle sepakojad , kütet saab metsastki . 
5	NA	 Algul võib see raske või koguni vastumeelsena tunduda , aga me saame sellest üle . 
5	NA	 Tuleb vaid käised üles käärida ja tööle hakata . 
5	NA	 Me ei ole esivanematest halvemad , said nemad hakkama , saame ka meie hakkama . 
5	NA	 Me võidame , hävitame kõik saasta eneses , jah , me oleme nõus tunnistama , et nii mina kui sina sisaldame nii mõndagi taunimisväärset . 
5	NA	 Aga me saame sellest jagu . 
5	NA	 Me peame end ületama , aga me saame hakkama . 
5	NA	 Inimene peab olema võimeline end ületama , muidu ta pole mingi inimene . ” 
6	NA	 “ Me lõpetame alkoholi , nikotiini , narkootikumide tarbimise . 
6	NA	 Inimene ei saa olla sõltuv ainetest , mis talle ei ole eluks vajalikud . 
6	NA	 See on selge . 
6	NA	 Selline inimene on ori , tal ei ole oma vabat tahet , ta elab vaid oma sõltuvuse nimel . 
6	NA	 Me ei taha selliste meelemürgiorjade vahel elada . 
6	NA	 Me tahame elada maal , kus inimene leiab rõõmu ja rahu endast ja teistest inimestest . ” 
