par_nr	head	sentence
1	 Duubel kaks 	 Duubel kaks 
2	NA	 Tütardele 
3	 I peatükk 	 I peatükk 
4	NA	 Nõlvak oli tõesti ilus . 
4	NA	 Kui tüdruk mäest üles jooksis , jooksis ta otse sinisesse taevasse , et siis hingetuna visata end kõhuli pehme valge pilvepadja peale . 
4	NA	 Seda oligi tarvis . 
4	NA	 Seda taevasse jooksmist . 
4	NA	 Kõik pidi olema täpne . 
4	NA	 Just siis , kui tüdruk maa servale jõudis , kikivarvule tõusis , et pilvele viskuda , jah , just hetk enne seda , kui ta , käed taevasse sirutatud ja säärelihased hüppepingul , täie hooga prantsataks kõhuli vastu kivist teeperve - sest midagi muud seal üleval ju polnud , tolmune maantee vaid - pidi teda hüütama . 
4	NA	 Mitte murdosa sekunditki varem . 
4	NA	 Täpselt . 
4	NA	 Nii , et ta kikivarvastelt täiele tallale maanduks , pinge sääremarjades annaks järele , järsu peapöördega viskuksid pikad juuksed üle õla , ja vaataja näeks ta nägu , otse kaamerasse pööratud , hämmeldunud , küsivat , ilusat noort nägu . 
4	NA	 Väga noort nägu . 
4	NA	 Marge kartis , et ta hüüdmisega hilineb ja tüdruk kukub kividele . 
4	NA	 Kukub end veriseks ja võtted peavad pooleli jääma . 
4	NA	 Kuni marraskil nahk kärna kasvatab . 
4	NA	 Ja kärn maha koorub . 
4	NA	 Ja punetavad kohad grimmi alt enam välja ei paista . 
4	NA	 Aga siis on ehk ka viimased ilusad ilmad läinud . 
4	NA	 Ja tuleb jälle sinist taevast oodata . 
4	NA	 Ja ühteainukest valget pilve . 
4	NA	 Samasse kohta . 
4	NA	 Ei , see on võimatu . 
4	NA	 Seda ei jõua elu seeski uuesti ära oodata . 
4	NA	 Tänastki on liiga kaua oodatud . 
4	NA	 Mitu päikselist päeva siin valget pilve ootamas käidud . 
4	NA	 Ja nüüd ta on . 
4	NA	 Aga ainult minuti , või veel vähemgi . 
4	NA	 Kui kaamera asendit pilve liikumise järgi veidi muuta , siis ehk kaks minutit . 
4	NA	 Aga mitte rohkem . 
4	NA	 Marge pidi hüüdma täpselt . 
4	NA	 Mitte varem . 
4	NA	 Ja jumala pärast mitte hiljem . 
4	NA	 Kaameral tuli kinni püüda kikivarvule tõusnud jalad . 
4	NA	 Efekt pidi olema täielik - tüdruk on taevas , täiesti taevas ! 
4	NA	 Vaatajale tuli jätta mulje , et taevasinine kitsas triip eraldab juba tüdruku taldu maa servast , et tüdruk ongi juba õhus ! 
4	NA	 Ja siis see hüüe , see aegluubis maandumine täistallale , jah , siis see mäng säärejooksuga , kaamera järsk tõus piki tüdruku selga , millel lainetavad pikad heledad viskevalmis juuksed - vise - nägu - silmad Küsimus . 
4	NA	 Ootus . 
4	NA	 Kõik oli hoolikalt läbi mõeldud . 
4	NA	 See pidi olema vaataja esimene kohtumine kangelannaga . 
4	NA	 Meeldejääv kohtumine . 
4	NA	 Säravsinise taeva foonil hallikassiniste silmade veidi hämmeldunud küsimus . 
4	NA	 Just nimelt küsimus . 
4	NA	 Väga noorelt inimeselt . 
