par_nr	head	sentence
1	 Jutud 	 Jutud 
2	 KISKJA 	 KISKJA 
3	NA	 Käesolev on robustne skits fiktiivsest ühiskonnast — ärgu otsitagu tõepäraseid tegelaskujusid , sündmusi , geograafilisi pidepunkte . 
3	NA	 Üksikasjalikuma seletuse jääb autor lugejale esialgu võlgu . 
4	NA	 Pikisilmi oodatud tööpäeva lõpp oli juba käega katsutav . 
4	NA	 Endamisi pobisev härra Berghoff Sotsiaalkomisjonist sõitis taksoga koju . 
4	NA	 Turvameestele saabus öine vahetus ning nad läksid kahe kaupa tagumise sissepääsu ette suitsetama . 
4	NA	 Tänaval süttisid esimesed laternad , tugev lõunatuul veeretas mööda asfaldit poriseid ajaleheräbalaid , tuues rindelt halbu uudiseid . 
5	NA	" "" Tule vahi ! "" hõikas üks päevase vahetuse turvameestest , tüse rõõsa näoga noormees , kui ma iga veidi aja tagant kella vahtides lõpuks otsustasin , et aeg on nii kaugel , et võib tüütu töövormi seljast visata . "
6	NA	" "" Mis on ? "" "
7	NA	" "" Mees kepsutab jälle ! "" "
8	NA	 Varjatud turvakaamera oli püüdnud fookusesse ühe veidriku Veterinaarametist , umbes viiekümneaastase pässi , kes oli kella järgi tegemas juba kolmandat ületundi . 
8	NA	 Sedapuhku oma lõbuks , astudes tühjas kontoris üksinda tangosamme , kellegi naiskolleegi kõpskingad jalas ning tõenäoliselt sama kolleegi huulepulk näol . 
9	NA	" "" Vanal on jälle jooksuaeg . "" "
10	NA	" "" Ta saab oma ületundide eest vist seibigi . "" "
11	NA	 Öise vahetuse turvamehed tulid suitsetamast tagasi ja kukkusid mürinal lagistama . 
11	NA	 Ma vahetasin riided ning sukeldudes linna valitsevasse ootusrahutusse , otsustasin jala koju minna . 
12	NA	 Taevas lainetas pilvedest justkui mullast välja kaevatud surnulina , mis kubiseb rahutult sahkerdavatest vakladest . 
12	NA	 Inimesed tundusid süngemad kui tavaliselt , jagades ilmselt looduse alistunud otsust surma minna . 
12	NA	 Hääled olid linnas taganenud sõidukite müra ja aeg-ajalt tänavatele ilmuva sõjatehnika , mille moodustasid viis tanki , kolina ees . 
12	NA	 Kõikjal võis näha rohelist kaitseväelaste vormi , mis ei sisendanud mingit turvalisust . 
13	NA	 Väike rahulik Cesisburg oli muutunud . 
13	NA	 Ajal , kui kogu Põhjasaart raputasid kindral Callaghani õhujõudude pidevad rünnakud ning lõunast trügis major Waanenburgi välja massiivne dessant , valmistus väike Cesisburg osutama vajadusel viimast vastupanu . 
14	NA	 Vaatamata hilisele kellaajale mängisid kaks viieaastast plikatirtsu püstakus kodu . 
14	NA	 Trepile olid laiali laotatud kõik vajalikud atribuudid : linad , nõud , isad ja emad , nii et ma pidin pingutama , et mitte ajada midagi segamini selles külmal räpasel betoonil pesitsevas väikekodanlikus idüllis . 
15	NA	" "" Tere , onu . "" "
16	NA	" "" Tere-tere , "" pomisesin . "
16	NA	 Mis idüll see teretuseta on ? 
17	NA	" "" Onu , töömehed parandasid täna lifti ära . "" "
18	NA	" "" Tubli laps . "" "
19	NA	 Ma ronisin kiiruga edasi . 
19	NA	 Lifti kasutasin haruharva , kuigi elasin seitsmendal korrusel . 
19	NA	 Töölt tulles polnud enam mingit tahtmist sõita selles kitsas klaustrofoobilises urkas teadmatusse — olid seal siis poleeritud peeglid , et oma hirmule silma vaadata , või neid polnud . 
20	NA	 Mul oli olemas kõik , mida vajas aus kodanik : sissetulek , eluase , mida hoidis korras ilus ja töökas naine , telefon , telekas ning tige koer , et kaitsta kogu seda träni . 
20	NA	 Kõik , mis puudu oli , oli minu jaoks kasutu , ka unistused . 
20	NA	 Oli vaid karm reaalsus . 
