par_nr	head	sentence
1	 Lastekodu 	 Lastekodu 
2	NA	 Rein Veidemann 
3	NA	 Memorandum 
4	 1 	 1 
5	NA	 MEIE PALGED ON PÖÖRATUD MINEVIKKU , SEST AINUS NÄHTAV TÕELUS ON OLEVIKU HAJUMINE UNUSTUSSE VÕI SULGUMINE MÄLESTUSEKS . 
5	NA	 Ajalugu paistab nagu pais kärestikulisel jõel . 
5	NA	 Enne veeseina langemist raugevad allikad omaenda kokkukantud koorma all , kivid varjuvad sügavustesse , kõik elav muundub hõljuvaks mudaks . 
5	NA	 See ongi sadestunud , kehadest lahutunud teadvus , mis jääb paisu taha , kehad ise kaovad vääramatu jõuga olematuse allavoolu . 
5	NA	 Nii ongi , et tulevikust ei tea me midagi , võime üksnes aimata ja loota , minevikule kuuluvad meie seletused , teadmine , õigustus . 
5	NA	 Tõde on minevikuline . 
6	NA	 Andreas teadis , et see on küpse inimese lohutav tarkus , selle inimese , kellel elada jäänud vähem , kui juba elatud . 
6	NA	 Otsekui loeks ta Augustinust , Pascali või Borgest . 
6	NA	 Aga nii mõelda oli tal siiski oma kogemuslik põhjendus . 
6	NA	 Iga kord , kui Andreas sõitis Tallinnast oma kunagisse kodulinna Pärnu , kus ta oli sündinud , lapsepõlve veetnud ja koolis käinud , kus olid ta vanemate ja sugulaste hauad , valdas teda tunne , otsekui keriks ta tagasi filmilinti . 
6	NA	 Ruumipunkti vahetamisel vahetus ühtlasi aeg . 
6	NA	 Linna sisse sõites oleks ta nagu sisenenud perekonnaalbumisse kleebitud piltpostkaarti , millel must-valged kujud ja ümbrus retušeeritud värvipliiatsitega lõheroosaks ja roheliseks . 
6	NA	 Tallinna ja Pärnu vahel oli Andreas kiikunud oma elus lugematuid kordi . 
6	NA	 Saja kolmekümnest kilomeetrist , mis lahutas ühe Eesti-nimelise kääbusriigi loodetipus asuvat metropoli tema suviseks atribuudiks kujunenud edelabastionist , oli Andrease mälus juba igale kilomeetrile kinnistunud põõsas , maja või metsatukk . 
6	NA	 Tõenäoliselt , kui teda oleks pandud kinnisilmi sama teed jalgsi läbi käima , oleks ta Pärnusse jõudnud kas või käsikaudu . 
7	NA	 Erandiks polnud seekordne naasminegi , mille ta nüüd , maikuu kolmandal laupäeval 1999 ette oli võtnud . 
7	NA	 Või ehk siiski ... 
8	NA	 Talv oli olnud eriti painav . 
8	NA	 Lõpuks oli ta jõudnud otsusele , et kakskümmend neli aastat kestnud abielu pole enam võimalik päästa . 
8	NA	 Mitmel varasemal korral oli ta käega löönud , naise üleminekueast tingitud ruineerivad armukadedushood alla neelanud , oodanud , kuni rutiinne elurütm armistas lahvatanud raevu . 
8	NA	 Aga ta tundis üha rõhuvamat väsimust kohustuste ja ootuste ees , mis aastatega näisid hoopis kasvavat . 
8	NA	 Tal oli hirm selle ees , et abielust saab ühel hetkel õe-venna suhe , nagu ta oli märganud seda paljude vanapaaride juures , ja mis veel- 
9	NA	 gi tähtsam , ta ei saanud leppida armastuse hajumisega harjumuseks . 
9	NA	 Et igal õhtul pärast tööd koju jõudes jagatakse töömuljeid , võetakse teetass , võileib ja paar küpsist ning naelutatakse end teleri ette kuni tukastuseni , et seejärel neelata unetablett ning vajuda vanunud ja võidunud kattega kägisevale magamisasemele . 
9	NA	 Andreas tunnistas endale , et tema abielu oli koopia õhtusest tele- või hommikusest raadioformaadist . 
9	NA	 Uudised vaheldumisi seebiooperlike stseenidega , mille krooniks vestlusetendused ja üle kesköö ulatuv päevafilm . 
9	NA	" Ja hommikul taas uudised , telefonivestlus raadiokuulajatega ( mis Andreasele ja ta naisele tähendas telefonikõnet tütrele – "" noh , kuidas läheb , ole siis tubli ! "" ) ning horoskoop . "
9	NA	 Ta pani enda juures tähele veel sedagi , et õhtuti norskava naise kõrval mõnd pornokanalit klõpsides tundis ta end erutuvat , kuid ei leidnud enam tahtmist ega ka julgust liibuda kunagi nii ihaldusväärsele kehale . 
9	NA	 Hommikuti kõrvetas teda tusameel oma saamatuse pärast . 
9	NA	 Peaks vähemalt kägiseva voodi välja vahetama . 
9	NA	 Mitte ainult sellepärast , et külje pööramine voodilaudade kriuksetes vastu kajas , vaid veel enam sellepärast , et kägisev voodi ennustas ka selles lebajate mahakantust . 
9	NA	 Või siis tulnuks osta uus kaheinimesetekk , sest juba aastaid olid Andreas ja ta naine maganud kumbki oma teki all . 
9	NA	 Otsekui kookonis . 
9	NA	 Kui ei jagata ihusooja , kui kunagi kokku saanud kehad vananevad kumbki omaette , eks ole nad siis juba enne hauas , kui neid sinna sängitatakse , mõtles Andreas mõrult . 
10	NA	 Muidugi oli see pikale veninud keskea kriis . 
10	NA	 Klantsajakirjad kuulutasid üksteise võidu otsekui Jehoova tunnistajad , kuidas seda valutult ületada , kuidas muuta vastastikune frustratsioon uueks loominguliseks ärkamiseks . 
10	NA	 Aga Andreasele need hollywoodlikud jutud ei mõjunud . 
10	NA	" Oh jaa , ta oli küll näinud galapidudel ja teatris selliseid taasärganud , lasteaialastena teineteisel käest kinni hoidvaid paare : paksu meigi all naise kangestunud ihar naeratus , push-up-rinnahoidjaga võlvitud büst , mille avar dekoltee oli määratud paljastama rindadevahelist vagu ( kuhu vanasti torgati lõhnastatud taskurätt , joomase peaga aga lilli ja rahapabereid ) , aga see kuldketistatud kipras kunstpäevitusega rinnaesine muutis kogu pingutuse odavaks väljamüügiks ; ja naise kõrval mees – peaks ütlema hirnuvalt "" m-i-e-h-e-s ! "" – , kes keigarlikult endale kaela ümber naise kleidiga samavärvilise rätiku sidunud , ise pungil sikkuhkust viagra ja erotiseeriva želee imeteo üle – jah , temast möödudes meenutasid nad otsekui kaht lõhnaõli reklaamnukku – Opium ja Boss . "
11	NA	 Andreas oli valinud teise tee . 
11	NA	 See oli üks neist kaua harjutatud viigimängudest , mida ta vaistlikult järgis . 
11	NA	 Ta oli endale öelnud , et ei saagi teisiti , sest selline käitumine on juba sisse kirjutatud tema nimesse – Wiik . 
11	NA	 Niisiis oli ta üürinud ühelt oma kunstnikust sõbralt möbleeritud ateljeepinna , võtnud kaasa hädatarvilikud raamatud , liisinud arvuti ja öelnud lahkudes naisele : 
12	NA	" "" Ma ei kao kuhugi , kuid luba mulle nüüd vähemalt mõnda aega üksindust . "" "
13	NA	" "" Kuidas sa võid küll olla nii südametu ? "" oli naine läbi hüsteerilise nutu küsinud . "
13	NA	" "" Lähed oma litside juurde , jah ? "
13	NA	" Mina sulle enam ei kõlba , aga sa võiksid vähemalt meie tütrele mõelda ! "" "
14	NA	 See oli tuttav käik varasematest tülidest , mida Andreas ei võtnud enam südamesse . 
14	NA	 Tütar , kel oli juba oma elukaaslane , vajas neid vaid nime poolest . 
14	NA	 Vanavanemateks polnud nad aga veel saanud . 
14	NA	 Vastastikused kohustused piirdusid tähtpäevade meenutamisega ning nädalavahetuste tordisöömise ja kohvitamisega . 
15	NA	 Andreas oli lahkumispäevaks valinud jüripäeva . 
15	NA	 Kunagi semiootikat õppinuna oli tal nõrkus sümbolite vastu . 
15	NA	 Jüripäev oli perevahetamise aeg , teatas rahvakalender . 
15	NA	 Viibinud kevad polnud jõudnud meelitada heinamaadel rohtu veel nii kõrgeks , et üleüldine karjalask võinuks triumfeerida õhtustes uudistesaadetes ja kelmilt kargavate vasikapiltidega järgmise päeva lehtede esikülgedel . 
15	NA	 Oli ta nüüd ise see vasikas , kes üsast ja laudast pääsenuna karjas ja maailmas kohta hakkas otsima ? 
15	NA	 Teadmata , et karjamaidki piiravad elektrikarjused ja et vasikapõlv lõpeb sügise või tapamajaga . 
16	NA	 Andrease üüritud varjupaiga tänavaesine meenutas otsekui mõnd liivatormi mattunud Texase kõrbelinnakest ammunähtud vesternist : talvise libedustõrje puiste oli küll kuhjakesteks kogutud , aga loodeiilid ning möödakihutavad matšolikud maasturid tõstsid tolmupilved nii mõnegi madalama maja räästani . 
16	NA	 Kui ta seal nüüd üksi ateljeekorteri aknal seisis ja kolmteist korrust allpool kihavat sipelgapesa silmitses , tabas teda ühtäkki meeletu enesehaletsushoog . 
16	NA	 Ta otsustavus tuli ju pigem nõrkusest . 
16	NA	 Liig kinni oli ta olnud teistes . 
16	NA	 Kuidas nüüd selle üksindusega hakkama saada , mille ta sõltumatuse nimel oli valinud ? 
16	NA	 Ja kuidas nemad seal hakkama saavad ? 
16	NA	" "" I did it my way , "" kordas ta fraasi Paul Anka kirjutatud ja Frank Sinatra lauldud ühest kuulsaimast leviloost ning tundis klompi kurku tõusvat . "
17	NA	 Andreas hingas sügavalt , tasakaal taastus . 
17	NA	 Mis tehtud , see tehtud . 
17	NA	 Nüüd tuleb vaadata , kuidas edasi minna . 
17	NA	 Õigupoolest , millega täita ees haigutav tühjus , et katkestust põhjendada . 
17	NA	 Sest mida muud kui põhjendusi ja seletusi otsitakse oma otsustustele ja valikutele . 
