par_nr	head	sentence
1	 Enesemääramisõigus 	 Enesemääramisõigus 
2	NA	 Indrek Hargla 
3	NA	 Taksojuhi soovimatus minu kohvreid auto pagasiruumist maha tõsta tulenes ilmselgelt asjaolust , et ma maksin täpselt näidu järele , ei ühtegi penni rohkem ja märkisin , et kaardi järgi oleks järgmine mahasõit meie teed kilomeetri võrra lühendanud . 
3	NA	 Samuti juhtisin tema tähelepanu sellele , et kiirteel oleks ta pidanud paluma mul kinnitada turvavöö . 
3	NA	 Ma lisasin , et informeerin sellest tema firmat , kuid tema irvitusest võis järeldada , et ta ei võta mu ähvardust tõsiselt . 
3	NA	 Võib- olla oli meie sihtkoha teatav omapära selles süüdlane , võib-olla aga ei suhtunud firma juhtkond sellistesse kaebustesse ka täie tõsidusega . 
3	NA	 Minu kohvrid polnud loomulikult kuigi rasked , olin neid pakkides arvestanud eeskirjadega , täpselt üle kaalunud , kaasa võtnud ainult lubatud esemed . 
3	NA	 Olin ka arvestanud , et mõnda aega pean ma neid ise kandma , sellepärast kaalusid mõlemad täpselt üksteist kilo ( minu vasaku käe õlaliiges on noorusaja traumast veidi valus ) . 
3	NA	 Üle kaaludes olin pidanud ühest kohvrist välja tõstma kaks raamatut , sest muidu oleks kilo liiast olnud . 
4	NA	 Hoonetekompleksi väljastpoolt ma pikalt ei uurinud , see tundus täpselt selline kui fotol , läksin pääslasse ja helistasin kella . 
4	NA	 Mind kontrolliti turvakaameratega ja paluti öelda oma nimi . 
4	NA	 Siis väravad avanesid ning keegi teenistuja võttis mind vastu . 
5	NA	" "" Te olete täpne , "" ütles ta ega vaevunud ootama , mil ma oma pabereid esitlen , vaid juhatas kohe edasi . "
5	NA	" Mööda koridori ja siis vasakule ruumi , mille uksel seisis silt "" Vastuvõtuosakond "" . "
5	NA	 Koridor oli puhas ja hoolitsetud , hommikul olid seda ka vastavalt eeskirjadele õhutatud . 
6	NA	 Siis võeti minu kohvrid ära , öeldi , et läbivaatusele ja pärast saan ma asjad tagasi . 
6	NA	 Ma täpsustasin igaks juhuks üle , et kohvreid eneseid ma suure tõenäosusega enam ei vaja , ning palusin saata ainult asjad . 
6	NA	 Minu meelest oleksid nad pidanud sellele viisakamalt vastama , mitte nähvama , et teavad ise paremini . 
6	NA	 Pabereid ei küsinud ikka veel keegi . 
6	NA	 Siis jäeti mind ootama , ent mitte kauaks . 
6	NA	 Direktor vabanes üheksa ja poole minuti pärast . 
7	NA	 Ma läksin tema kabinetti . 
7	NA	 Leidsin end avarast ja rangelt sisustatud ruumist . 
7	NA	 Valged seinad , must napp mööbel , laual arvuti ja terminalid . 
7	NA	 Direktor oli ilmselt ülekaalus , ütleksin , et ligi viiskümmend kilo , hallis ülikonnas , valge särgi ja musta-siniseruudulise lipsuga . 
7	NA	 Ta labakäed olid karvadesse kasvanud , samuti oleks pidanud ta vähemalt nädal tagasi juukseid lõikama ja ninakarvade eemaldamisele rohkem tähelepanu pöörama . 
7	NA	 Ruumis oli konditsioneer , kuigi sellest hoolimata mees higistas . 
7	NA	 Ma ootasin , kuni ta palub mul istuda , aga ta ainult silmitses mind pikalt — kuidagi väga imeliku pilguga . 
