par_nr	head	sentence
1	 KUIDAS ELAD , ANN ? 	 KUIDAS ELAD , ANN ? 
2	NA	 Katkendid 
3	NA	 Ema , kes alustab keset tänavat täiesti lollakat tantsu . 
3	NA	 Ema , kes näiteks sugulase pulmas bändi trummidesse kukub . 
3	NA	 Ema , kes oma kahe nais- ja kolme meessõbraga avalikus rannas alasti ujuma läheb . 
3	NA	 Ja isa ei ütle mitte midagi ! 
3	NA	 Ema , kelle suurim unistus on endale hiljemalt 35. sünnipäevaks tsikkel saada . 
3	NA	 Ma olen kindel , et sõita ta ei oska ! 
3	NA	 Ema , kes sünnipäeval mässib end paljalt kalavõrgu sisse , paneb paruka pähe ja mingi jõleda rebasekarva karusnahatüki haaknõelaga võrgu külge sellesamuse koha ette , ja siis esineb oma külalistele ogara isetegevuskavaga . 
3	NA	 Kõigil teistel on jube naljakas , ainult mina häbenen . 
3	NA	 Mind hämmastab isa suhtumine ! 
3	NA	 Kas tema arust on normaalne , et ema käitub vahel nagu täiesti hull inimene ? 
3	NA	 Enamasti ta kas naerab või tirib ema minema , kui asi väga hulluks läheb . 
3	NA	 Ja minu küsimise peale ütleb , et sellepärast ta emaga abielluski , et ta on sihuke naljakas . 
4	NA	 Tegelikult on ema ju korralik inimene . 
4	NA	 Seda ei usuks vist keegi , kes teda nii pööraseid tempe on tegemas näinud . 
4	NA	 Ta on raamatukogus osakonnajuhataja ja ülikoolis käinud . 
4	NA	 Ta pole mingi joodik , vahel kui keegi külla tuleb , siis võtab napsi . 
4	NA	 Isa samamoodi . 
4	NA	 Isa töötab pangas laenuosakonnas ja kollektsioneerib täispikki multikaid . 
4	NA	 Terve riiul elutoas on nende all : “ Herakles ” , “ Mulan ” , multikad , mis on kinoski jooksnud , ja multikad , millest enamikul inimestest aimugi pole . 
4	NA	 See on alati norimiskoht mu tuttavate jaoks , kes meile külla tulles tingimata selle riiuli avastavad ja arvavad , et need on minu omad . 
4	NA	 Aga iga kell käitub isa normaalsemalt kui ema . 
4	NA	 Ta vingub mu õppimise kallal ka vähem ega tunne palavikulist huvi meie kooli õppekava vastu . 
5	NA	 Ema , nii ogar kui ta ka vahel on , on tähenärimiseni väiklane teatud asjade suhtes . 
5	NA	 Õhtuti pean kell üksteist koju laekunud olema . 
5	NA	 Seda juhul , kui järgmine päev on vaba . 
5	NA	 Muidu kell kümme . 
5	NA	 Ja mingil juhul ei tähenda see veerand ühtteist . 
5	NA	 Sest siis järgmine kord lihtsalt ei lasta välja . 
5	NA	 Ta peab alati teadma , kus ja kelle pool ma olen . 
5	NA	 Kui asukohta muudan , pean talle helistama . 
5	NA	 Selleks osteti mulle eelmisel sügisel mobiiltelefon . 
5	NA	 Ta ei tunne huvi isegi selle vastu , mida ma kuskil teen ! 
5	NA	 Tema jaoks on oluline ainult see , et ta teaks , millises geograafilises punktis ma asun ja kes seal veel on . 
5	NA	 Ja siis muidugi see , kas järgmiseks päevaks on õpitud või ei . 
5	NA	 Ta pole seda unustanud küsida ühelgi õhtul pärast seda , kui ma esimesse klassi läksin . 
5	NA	 Kui tal tekib kahtlusi , võib ta vabalt hakkama saada sellega , et tuleb mu tuppa , võtab päeviku kätte ja kontrollib kõik üle . 
5	NA	 Või laseb suuliselt vastata . 
5	NA	 Või kui päevikus pole midagi kirjas , võib ta ise helistada mõnele mu klassikaaslasele . 
5	NA	 Kuula siis järgmine päev koolis neid kommentaare ! 
5	NA	 Aga ma ei saa midagi teha , ma OLENGI ema käpa all . 
5	NA	 Elu on näidanud , et talle vastuvaidlemisest ei tule midagi head . 
5	NA	 Ta võib siis sellise jama kokku keerata , et pärast ei julge ma oma tuttavatele otsagi vaadata . 
6	NA	 Mis ta tegi siis , kui ma üksvahe koduülesandeid päevikusse ei kirjutanud . 
6	NA	 Lihtsalt selleks , et ta kontrollida ei saaks . 
