par_nr	head	sentence
1	 Unenägude jumal 	 Unenägude jumal 
2	NA	 André Trinity 
3	NA	 Ma ei mäleta täpselt , oli see reedel või laupäeval , aga tagantjärele ei oma see enam erilist tähtsust . 
3	NA	 Mäletan vaid , et oli sügis . 
3	NA	 Lehed langesid ja ilm oli ilus . 
3	NA	 Lebasin rohus ja vahtisin pilvi . 
3	NA	 Linnud ja rohutirtsud laulsid hümni . 
3	NA	 Oli selline amoraalne tunne — mina lahkun , aga teised jäävad . 
3	NA	 Jah , naljakas . 
3	NA	 Vaevalt on lahkumine kellelegi kunagi amoraalsusega seostunud . 
3	NA	 Minul seostus . 
3	NA	 Tundsin kohustust , et pean jääma , samas igatsesin lahkuda . 
3	NA	 Meeleheite dilemma ! 
3	NA	 Võibolla selles ongi kogu probleem ! 
3	NA	 See on vaid tagantjärele tarkus . 
4	NA	 Üks on kindel , päev mil ma surin ei muutnud minu jaoks midagi . 
4	NA	 Absoluutselt mitte midagi ! 
4	NA	 Kõik jätkus samas vaimus ja alguses kahtlustasin , et suremine oli taas kõigest üks mu haiglastest fantaasiatest . 
4	NA	 Kõndisin ringi nagu ennegi ja vaatasin inimesi . 
4	NA	 Mõnikord kuskil pargis , teinekord lihtsalt bussis — istusin kellegi kõrvale ja silmitsesin teda ja tema mõtteid . 
4	NA	 Täpselt nagu enne , tegin seda ka sel õhtul . 
4	NA	 Mõtlesin , et selline see ongi ja nii peabki olema . 
5	NA	 Pärast läksin koju . 
5	NA	 Söök oli soe . 
5	NA	 Näksisin veidi ja pugesin voodisse . 
5	NA	 Naine küsis , et kus ma käisin . 
6	NA	 Ütlesin , et metsas või õigemini aasal . 
7	NA	 Tol hetkel imestasin esimest korda . 
7	NA	 Teatasin talle pahuralt , et mind ei ole : seal aasal surin ära ! 
7	NA	 Surin niimoodi vaikselt ilma igasuguse agooniata ja keha jäi maha . 
8	NA	 Naine käskis mul magama jääda . 
9	NA	 Ma ei jäänud . 
9	NA	 Tahtsin asja klaariks teha . 
9	NA	 Mis kuradi moodi ta minuga üldse suhtleb ? 
9	NA	 Täpselt nii ütlesingi . 
10	NA	 Ta vaatas mind kuidagi kummalise pilguga ja tegi musi . 
11	NA	 Siis küsis , et kas ma sõin ka . 
12	NA	 Vastasin , et natukene . 
13	NA	 Püüdsin uuesti seletada : aasal olles ma lahkusin — lahkusin elavate kirjast omal soovil . 
13	NA	 Ei , ei ! 
13	NA	 Ma ei tapnud ennast , lihtsalt lahkusin . 
13	NA	 Nagu Jeesus : Isa , sinu kätte annan ma oma vaimu ! 
13	NA	 Astusin endast välja ja pärast isegi puudutasin oma keha , veendumaks selle tõelisuses . 
13	NA	 Seejärel kõndisin niisama ringi ja pärast sõitsin bussiga koju . 
14	NA	 Mul kästi udutamine lõpetada ja kuna ma ikkagi edasi rääkisin , vajutas ta käega mu suu kinni ja ronis mulle otsa . 
14	NA	 Mõmisesin midagi , et ära tee või muud säärast , aga ta sai valesti aru . 
14	NA	 Mu püksid lennutati teise toa nurka , särk samuti . 
14	NA	 Sõimasin teda nekrofiiliks , aga ta ei teinud väljagi . 
14	NA	 Üsna pea unustasin veerand tunniks kogu probleemi , õigemini tundsin ennast mõnda aega päris elusana . 
14	NA	 Ja siis jäime üksteise kaisus magama . *** 
15	NA	 Ah jaa ! 
15	NA	 Unustasin märkida , et mu naise nimi oli Marcelle . 
15	NA	 Tavaliselt hüüdsin teda lihtsalt M.-iks. See on ääretult oluline , kuna pärast Marcelle'i oli mul veel kaks M-tähega naist , keda ma hüüdsin samuti M.-iks. Viimase puhul ei ole ma üldse kindel , oli ta tegelikult ka olemas või ma lihtsalt mõtlesin ta välja . 
15	NA	 Aeg ajalt tekivad mul säärased naljakad kahtlused ... aga see selleks . 
16	NA	 Teise naise ajal hakkasid mu sõbrad vaimukaid märkusi viskama minu M.-i lembelisuse pärast . 
16	NA	 Pidin siis pikalt seletama , miks ma mõlemaid just M.-ideks kutsun . 
17	NA	 Kõigepealt muidugi sellepärast , et ma kogemata vale nime ei ütleks . 
17	NA	 Noh , teate küll , vahel võib sassi minna ning see vallandaks üsna ebameeldiva vestluse . 
18	NA	 Ja siis veel sellepärast , et minu arvates on inimesel alati ainult üks armastus-objekt . 
18	NA	 Mis kuju , nägu või nime ta kannab , see ei oma mingit tähtsust . 
18	NA	 On vaid objekt , kellele antakse armastust . 
18	NA	 Mul juhtusid nad kõik olema naised ja nimed algasid M.-tähega. 
19	NA	 Milles probleem ? 
19	NA	 Mõni armastab terve elu üksnes kasse ja kui esimene sureb , paneb ta järgmisele kassile ka Miu nimeks . 
19	NA	 Keegi ei tee numbrit ! 
19	NA	 Oma naistele pole ju mina nime välja mõelnud , lihtsalt hüüdsin neid esitähte pidi . 
19	NA	 Tegelikult neil isegi võinuks olla sama nimi ! 
19	NA	 See oleks peegeldanud täiesti ausalt nimetatud tõsiseika , et objekt on objekt ja muus osas vahet ei ole . 
20	NA	 Mis M.-i hääldamisse puutub , siis hiljem muutusid kõik need erinevad objektid üheks umbmääraseks mmm-i ( na ) ks . 
20	NA	 Päris alguses , oma esimesele naisele , ütlesin ikka eMm , nagu kaashäälikut hääldatakse , aga kuna see häälik omas minu meelest teatavat emm'elikku varjundit ning naine hakkas kuidagi ülemäära oidipaalseks muutuma , siis too eM saigi mu huultel suvaliseks mõminaks . 
21	NA	 Tol õhtul seal voodis ei mõmisenud ma Marcelle'i nime . 
21	NA	 Ma ei saanud käsi suu ees midagi artikuleeritumat öelda . 
22	NA	 Tema sai aga valesti aru ja mõtles , et ma tahan teda . 
22	NA	 Meie vahel oli taoline veider kommunikatsioon aja jooksul tekkinud , et voodis öeldud mmm sai tähendada ainult ühte asja . 
22	NA	 Kuidas see iseäralik teineteisemõistmine välja kujunes , seda on juba õudselt keeruline selgitada . *** 
23	NA	 Öösel ärkasin mitu korda üles . 
23	NA	 Mõtlesin ikka aasal toimuva peale . 
23	NA	 Nendel hetkedel tundsin , et olin kõike ainult ette kujutanud . 
23	NA	 Miski ei veennud mind vastupidises . 
23	NA	 Naine ei olnud ka tuhkagi aru saanud . 
23	NA	 Mida ma ise arvasin , see jäi sama määratlematuks nagu iga õõnes meeleolu , mis aju vaakumisse tõmbab . 
23	NA	 Mingit selget elutunnetust mul ei olnud — ma ei saanud sellest isegi mitte aru ! 
23	NA	 Kuidas oleksin pidanud nüüd mõistma , tajuma või kogema surmatunnet ? 
23	NA	 Nende mõlema realiteet näis täiesti paradoksaalsena : ei ole üht ilma teiseta või need on täpselt üks ja see sama . 
24	NA	 Ja kuhu jääb jalgealust pakkuv nending : mõtlen , järelikult olen ? 
24	NA	 Kas pärast surma ka niimoodi mõeldakse ? 
24	NA	 Äkki ma kõigest suigatasin hetkeks ja nägin seda unes ! 
24	NA	 Või ehk näen seda ikka veel unes ! 
24	NA	 Olen aasal ja magan ! 
24	NA	 Ei , olen surnud ja näen unes , et olen elus . 
24	NA	 Või vastupidi ? 
25	NA	 Mis vahet seal on ? 
25	NA	 Kõik on , nagu on , ja pole minu asi arvata , kuidas tegelikult on . 
25	NA	 Midagi muud ei eksisteeri kui ainult kogemus — minu kogemus . 
25	NA	 Ja kogemus on alati reaalne , vähemalt minu jaoks . 
25	NA	 Mis aga kujutlusse puutub , siis nii totaalselt sinna ei eksita ! * 
26	NA	 Hommik oli jabur . 
26	NA	 Avastus , et olen ikka veel elus ja pean jälle ärkama , tegi meele mõruks . 
26	NA	 M. tõi miskipärast kohvi voodisse . 
27	NA	 Küsis , kas ma olin eile joonud . 
28	NA	 Ütlesin , et ei olnud . 
29	NA	 Rohkem ei küsinud ta esialgu midagi . 
29	NA	 Mul oli halb olla . 
29	NA	 Juba üksnes mõtte peale , et jälle on ees üks tüütu päev . 
29	NA	 Kohv ka ei maitsenud eriti . 
29	NA	 Sundisin end siiski jooma , kuna M. jälgis mind kuidagi kahtlase pilguga . 
29	NA	 Ta mõtles , kus ma eile ikkagi tegelikult olin ja kas ma olin joonud või mitte . 
29	NA	 Siis jõudis kahtlusega väljamõeldud armukeseni . 
30	NA	 Ma ei viitsinud midagi öelda . 
30	NA	 Las mõtleb ja praeb end veidi ! 
31	NA	 Pealegi , enda kõrvalhüpetest ei olnud ta siiani mulle kordagi midagi rääkinud . 
31	NA	 Kord plaanis mind isegi maha jätta , aga siis viimasel minutil sai teada , et too autojuht oli hoopis abielus ja kolme lapse isa . 
32	NA	 Selle kõige pärast lasingi tal oma mõõdupuu järgi koostatud fantaasiates vaevelda . 
32	NA	 Ta ei küsinud selliseid asju kunagi otse ja mul oli selle üle hea meel . 
32	NA	 Kuna mul kõrvalhüppeid ja armukesi polnud , pidanuks ma need kiirelt välja mõtlema . 
32	NA	 Esiteks sellepärast , et ta vihastaks ja enda omadega ka lagedale tuleks ning siis veel seepärast , et teda pisikese armukadedusega enda küljes kinni hoida . 
33	NA	 M.-ile meeldis põnev ja salapärane elu . 
33	NA	 Mõnikord isegi kujutles mind kellegi teisega . 
33	NA	 Kujutluses oli see erutav soovunelm , aga tegelikult poleks ta sellega leppinud . 
33	NA	 Praegune olukord oli juba piisavalt salapärane , et M.-i iseäralikku müstika-nälga toita . 
33	NA	 Tegelikult oli müstika ainus põhjus , miks ta ikka veel minuga oli . 
33	NA	 Tegin meie kooselu just parajal määral müstiliseks ega pakkunud kordagi üle . 
33	NA	 Et ta kahtlustama ei hakkaks . 
34	NA	 Kuidas saanuksingi teda jubeda tõega rabada ? 
34	NA	 Kallis , ma kuulen su mõtteid ! 
34	NA	 Kuulen kõigi mõtteid ja alati kui tahan ! 
35	NA	 Algul oleks kindlasti põnev , aga varsti ta taipaks , mida see tema jaoks tähendab ja ta jätaks mu maha . 
35	NA	 Mõtteid on kohutavalt raske kontrollida , eriti siis , kui on mida varjata . 
35	NA	 Vaevalt keegi lepiks sellega , et on sunnitud teise ees justkui alasti ja paljastatuna seisma . 
36	NA	 Olin otsustanud , et ei räägi sellest kunagi kellelegi . 
36	NA	 Kui , siis ehk enne surma mõnele väga olulisele inimesele . 
36	NA	 Lihtsalt eputamise pärast . 
36	NA	 Tol hetkel olin aga enda surma puudutavate asjaoludega täielikus segaduses ja ei mõelnud eputamise peale . 
36	NA	 Üks asi oli kindel — M.-i jaoks olin ma olemas ... 
37	NA	 Ulatasin tühja kohvitassi tagasi ja tänasin hoolitsuse eest . 
37	NA	 M. naeratas malbelt . 
38	NA	 Naeratasin vastu ja kinnitasin , et ausõna , ma ei joonud eile . 
38	NA	 Tunnistasin , et viimati jõin nädal aega tagasi . 
38	NA	 Siis kui ta oma sõbrantsiga õhtu läbi baaris istus ning meestelt siivutuid ettepanekuid ootas . 
38	NA	 Viimast ma muidugi välja ei ütelnud , kuna seda ei oleks ma tegelikult tohtinud teada . 
38	NA	 Lisasin veel , et kui ma talle kuidagi ebaharilikuna tundun , siis tuleb see sellest , et ma olen tegelikult surnud . 
39	NA	" M . tõusis temperamentse äkilisusega püsti ja turtsatas : "" Ja mina olen Maarja Magdaleena — surnuist tõusnuid alati esimesena tervitamas ! "" "
40	NA	 Uks lendas mürtsuga kinni . 
40	NA	 Sain alles siis aru , et ta oli juba teises toas . 
40	NA	 Lusika oli ta maha pillanud . 
41	NA	 Ma ei teinud sellest erilist numbrit . 
