par_nr	head	sentence
1	 Kliendi soov 	 Kliendi soov 
2	NA	 Indrek Hargla 
3	NA	 Kinnisvaraagent Finch tõukas õlaga rasket ust . 
3	NA	 See avanes hädaldava kriuksumise ja kägina saatel , summutades hetkeks musträstaste äreva säutsumise , mille kahe mehe ilmumine lossiõuele oli esile kutsunud . 
4	NA	" "" Minu arust kriuksub uks just parjalt , "" ütles Collins . "
4	NA	" "" Selline ettevaatlikkusele manitsev võigas hääl — nagu avaks mõnda hauakabelit . "
4	NA	 Uks ise on ju kah stiilne . 
4	NA	" Loodan , et uus omanik seda välja ei vaheta . "" "
5	NA	" "" Uks on 18. sajandist . "
5	NA	" Vastavalt lepingule ei tohi ta nii vanu asju välja vahetada , "" vastas Finch . "
5	NA	" "" Heal juhul ta ainult õlitab seda . "" "
6	NA	" "" Õlitagu pealegi , "" irvitas Collins . "
6	NA	" "" Kas või kaks korda päevas . "
6	NA	 Muidugi võin ma ka kääksumise ära koristada . 
6	NA	 Aga me arvasime , et see loob mõnusa õhkkonna . 
6	NA	 Praegu on ta muide ülepäevasel rezhiimil . 
6	NA	" See peaks piisav olema . "" "
7	NA	 Nad sisenesid häärberisse ja Finch lülitas peremehelikult tuled põlema . 
7	NA	 Hall täitus tuhmi ja sünge valgusega . 
7	NA	 Finch vaatas ringi — muutunud polnud midagi . 
7	NA	 Massiivne antiikmööbel , maalid millelt põrnitsesid ammu surnud parukais mehed , perekonnavapid seintel . 
8	NA	" "" Soovite kohe üle vaadata ? "" päris Collins . "
8	NA	" "" Või võtame väikse sherri ? "
8	NA	 Pudel on kapis , aga rohkem majas , nagu isegi teate , kedagi ei ole . 
8	NA	" Tuleb iseteenindusega leppida . "" "
9	NA	 Finch võbistas õlgu . 
9	NA	 Hallis oli külm ning kõhe ja rusuv tunne , mida ta igakord Darmouth Mansion'is tundis , tuli tagasi . 
10	NA	" "" Teate , võtaks küll , "" ütles ta Collinsile . "
10	NA	" "" Sherri sobib selle majaga hästi kokku . "" "
11	NA	" "" Ohoh ! "
11	NA	" Kõik , mis siin on , sobib selle majaga hästi kokku , "" itsitas Collins silma pilgutades . "
11	NA	" "" Ma ütleksin isegi , et see on stiilseim maja omataoliste seas Inglismaal . "" "
12	NA	" "" Minu teada s e l l i s e i d maju rohkem ju ei ole , või kuidas ? "" "
13	NA	" "" V e e l ei ole , "" täpsustas Collins . "
13	NA	" "" Meie eduka koostöö jätkumiseks selle pitsi me nüüd tõstamegi . "
13	NA	" Üks moment ... "" "
13	NA	 Collins asutas ennast baarkapi poole , kuid Finch , tunnetades oma peremehekohust , jõudis temast ette . 
14	NA	" "" Ärge nähke vaeva ! "
14	NA	" Seni olen mina veel omanik . "" "
14	NA	 Finch sammus kriuksuval parketist põrandal suurejoonelise mahagonkapi juurde , avas baarilaeka ning küünitas käe roheka pudeli järele . 
14	NA	 Kui ta kahte pokaali helepruuni sherrit valas , kuulis ta seljataga Collinsi häält . 
15	NA	" "" Muuseas , mida te sellest tugitoolist arvate ? "
15	NA	 Meil tuli teda veidi kohendada , mõned vanad detailid uutega vahetada . 
15	NA	" Kuid minu arust ei paista muutus üldse välja . "" "
16	NA	" "" Moment , "" ütles Finch . "
16	NA	 Ta asetas pokaalid baarikapi eendile ja suunas pilgu tugitoolile , mis asus sealsamas kõrval , väikse madala lauakese ees ning paistis kõigi tunnuste järgi olevat sobivaim koht , kus vana baarikapi sisemuse hüvesid nautida . 
17	NA	 Kiirel vaatlusel ei avastanud ta mingeid ebakõlasid . 
17	NA	 Tugitool näis täpselt sellena , mis ta pidi olema : 18. sajandi meistri de Blanco töö , mille alghind igal korralikul Londoni oksjonil algab neljast tuhandest naelast ja milles nii mõnigi George III aegne tähtis tegelane on omaaegseid napse nautinud . 
17	NA	 Mustast brokaadist sügava tooli käetoed olid kaunistatud messingnuplitega , seljatoel võis veel aimata kulunud perekonnavapi kujutist . 
18	NA	" "" Suurepärane tool . "
18	NA	" Mina küll aru ei saa , et ... "" nentis Finch ja vakatas , kui ta sirutas käe taas sherripokaalide poole . "
18	NA	 Kurku tõusis klomp . 
18	NA	 Mis sest , et ta teadis ... 
19	NA	 Helepruuni sherri asemel oli pokaalides ruuge punane vedelik . 
19	NA	 Veri . 
20	NA	 Collins naeris täiest südamest , tema parastavad naeruturtsatused kõlasid vana võlvlae all ja põrkusid sealt ebameeldivalt Finchi kõrva . 
21	NA	" "" Rabav , mis ? "
21	NA	 Üks meie teravmeelsemaid leiutisi , kas te ei leia ? 
21	NA	 Hetkeks tähelepanu mujale ... ja teie naps muutub vereks ! 
21	NA	" Ei , ei , oodake , "" ruttas ta lisama , kui nägi Finchi pilku pokaalidelt ära pööramas . "
