par_nr	head	sentence
1	 UNIKIRI 	 UNIKIRI 
2	 1 . TOOMAS 	 1 . TOOMAS 
3	NA	" "" Sel aastal tuleb kevad teisiti ... "" "
4	NA	 Jalg vajutas pedaali ja elektripostid lugesid vahemaad Tallinna ja Tartu vahel . 
5	NA	" "" Ja teisiti ja teisiti , "" ümisesin raadiost ragiseva looga kaasa . "
6	NA	 Ilm oli sompus ja sadas lörtsi . 
6	NA	 Ning hoolimata märtsi keskpaigast oli kevad veel kaugel . 
6	NA	 Ehkki oli tore mõelda , et sel aastal tuleb kevad teisiti . 
6	NA	 Kui ta nüüd ükskord tuleb . 
7	NA	 Istusin mugavalt oma seitsmekümnendate aastate CitroCitro ? nis ja õõtsusin Tartu poole . 
7	NA	 Nagu kümneid kordi varem . 
7	NA	 Tartu , Pärnu , Viljandi ... 
7	NA	 Ja arvata oli , et lugematu arv kordi ootas veel ees . 
8	NA	" "" Ja kevad tuleb teisiti , "" kinnitasin ma endale üminal veel kord . "
8	NA	 Olin kolmekümne kahene ja ootasin kriisi . 
8	NA	 Nii igatahes lehtedes kirjutati : kolmekümnendate kriis . 
8	NA	 Millal pidin ma oma kriisi läbi elama , kui mul polnud isegi pere jaoks aega , mis siis veel muust rääkida . 
9	NA	 Riina jäi lapse ja sõbrannaga Kaubamajja šoppama ning pärast pidi toimuma loomulikult aeroobitsemine . 
9	NA	 Oli seegi viis pühapäev surnuks lüüa 
10	NA	 Õigupoolest ma ei nurisenud , et töö mind pidevalt kodust eemale kutsus . 
10	NA	 Riina oli vaieldamatult esinduslik ja atraktiivne naine , keda endale seltskonda ehteks kaasa võtta . 
10	NA	 Kuid meie harvad kohtumised Riinaga olid viimasel ajal kujunenud ülevaateks sellest , kui väike valik on kaubamajades , millise huvitava persooniloo Anne või Anna või Kroonika on avaldanud ja kui kaugele Maria-Kaunis-ja-Vapper-Kodus-ja-Barbaras-misiganes seebiseriaal on jõudnud . 
10	NA	 Korduvad olid ka Riina kinnitused , et kohe-kohe alustab ta oma diplomitöö kirjutamist ja lõpetab oma veidra nimega eraülikooli . 
10	NA	 Tema väärtuslik aeg kulus aga rohkem telefoni otsas rippudes ning kindlasti ei räägitud keerulistest küsimustest teadusmaailmas . 
10	NA	 Õnneks ei olnud ka seltskond , kellega lävisime , kuigi pretensioonikas . 
11	NA	 Jalg vajutas tahtmatult tugevamini pedaalile . 
11	NA	 Just nagu ma Tallinnast eemaldudes võiksin argipäeva olematuks raputada . 
12	NA	 Politsei sau kerkis nagu nõiaväel auto ette . 
12	NA	 Et nad ka alati kusagil põõsastes passivad . 
12	NA	 Nagu metsavennad . 
13	NA	 Heitsin pilgu spidomeetrile . 
13	NA	 Mitte üle saja kümne . 
13	NA	 Samal ajal , kui ma auto vaguralt politseiniku ette juhtisin , töötas aju palavikuliselt võimalike vabanduste otsingul . 
13	NA	 Ei saanud ma ju öelda , et ületasin kiirust , kuna mõtlesin oma naisele . 
13	NA	 Ehkki , miks mitte . 
14	NA	 Politseiniku uudishimulik nina koos sama uudishimuliku silmapaariga ilmus lahtikeritud akna ette . 
15	NA	" "" Sel aastal tuleb kevad teisiti , palju hiljem , "" mõtlesin omaette . "
15	NA	 Ulatasin dokumendid . 
16	NA	" "" Teie kiirus oli sada kaheksa kilomeetrit tunnis , "" teatas politseinik läbi ülestõstetud krae . "
17	NA	 Kergitasin imestunult kulme . 
18	NA	" "" Ei või olla , alles ma vaatasin , oli alla saja , "" kompisin pinnast . "
19	NA	 Kiirusevalvur pomises midagi oma raadiotelefoni ja ulatas võidukal ilmel siis ragiseva riistapuu minu kuuldeulatusse . 
20	NA	" "" Valge Citro ? n Kose risti ja Ardu vahelise lõigu neljandal kilomeetril 108 kilomeetrit tunnis . "" "
21	NA	 Olgu , sellega neid ei veena . 
21	NA	 Tuli kasutada teistsugust taktikat . 
22	NA	" "" Vabandage , jäin vist tõesti mõttesse , "" alustasin nukrusega hääles ja hakkasin rahakotti välja kangutama . "
22	NA	" "" Ma sõidan lahutusele , Tartusse . "
22	NA	 Olime kaheksa aastat abielus . 
22	NA	" On liiga palju pingeid kogunenud . "" "
23	NA	 Mõjus . 
23	NA	 Nägin kohe , et mõjus . 
23	NA	 Seadusesilm köhatas kohmetult , vaatas veel dokumente ja küsis siis peaaegu isalikult : 
24	NA	" "" Teil pole varasemaid määruserikkumisi ? "" "
25	NA	" "" Ei , "" vastasin ma ohates ja hüpitasin käes rahakotti . "
25	NA	" "" Mis seal ikka , eks tule seegi trahv vastu võtta . "" "
26	NA	" "" Sõitke hoolikamalt , "" sõnas politseinik dokumente ulatades , "" praegu piirdume me hoiatusega . "
26	NA	" Aga edaspidi püüdke oma mõtted sõidu ajal rohkem sõitmise juures hoida , "" lisas ta siis veel autoriteetselt . "
27	NA	 Tänasin ja keerasin uuesti maanteele . 
27	NA	 Õnneks läks . 
28	NA	 See oli omamoodi mäng . 
28	NA	 Kiiruse ületamise eest ette nähtud trahv ei oleks mu rahalist seisu märkimisväärselt mõjutanud . 
28	NA	 Firmasse tööle minekul olin välja kaubelnud piisavalt suure kuupalga , millest trahv oleks moodustanud tühise murdosa . 
28	NA	 Nüüdne vahepala politseinikuga võis lihtsalt müügitreeningu hulka arvata . 
29	NA	 Loogika oli iseenesest lihtne : korravalvur oli umbes kolmekümne-neljakümne vahel , selleealised olid tihti lahutatud või vähemalt oli neil mõni lähedane lahutuse läbi teinud tuttav . 
29	NA	 Ja mehed elavad millegipärast lahutust raskemini läbi kui naised . 
29	NA	 Solidaarsus . 
29	NA	 Seltsimehelikkus . 
29	NA	 Meie , mehed üheskoos . 
29	NA	 Nimetatagu seda , kuidas tahes , aga sellele kaardile võis mängida . 
29	NA	 Proovisin seda vabandust korra ka naispolitseiniku peal , see soolas mulle peaaegu et topelttrahvi . 
30	NA	 Ei , naiste peale ei saanud loota . 
