par_nr	head	sentence
1	 Õnnekosk 	 Õnnekosk 
2	NA	 Indrek Hargla 
3	NA	 Seersant Jaap Salari jutustus 
4	NA	 Õnnekosk oli vaikne ja üksildane kaevanduskoloonia Fabulusel . 
4	NA	 Unine linnake , paari tuhande elanikuga , kellest enamus töötas kaevanduses ja väiksem osa katsus töömeeste eluolu kuidagipidi võimalikuks teha . 
4	NA	 Linnas polnud midagi , mida seal olema ei pidanud . 
4	NA	 Tööliste elamud , enamasti kahekordsed plastsulamist moodulmajad raamitsesid range ruudustikuna noolsirgeid tänavaid . 
4	NA	 Suure Vee poolt tulev niiske tuul keerutas betoonil rämpsu ja rääma . 
5	NA	 Tänavatel valitses päeviti vaikus ja rahu , õhtupoolikul sabises sellest üle väsinud kaevuritemass , kes enne unisevõitu seltsielu alustamist kodudes hinge tõmbamas käis . 
5	NA	 Majadeski polnud midagi ülearust — ühesed toad , lahtikäivad voodid , elementaarsed pesemisvõimalused . 
5	NA	 Mugavust polnud siin keegi kunagi taga ajanud . 
5	NA	 Mõni luksusejanune kaevur oli endale digitaalraadio muretsenud . 
5	NA	 Muud tehnikaimed Õnnekosele ei jõudnud . 
6	NA	 Seltsielu koondus kümnekonda kõrtsi , millistega kokkuehitatud lõbumajade teenistujad moodustasid ka linnakese vähese naispere enamuse . 
6	NA	 Ega rohkem meil Õnnekoses eriti polnudki — kaks transpordijaama , kust hommikul mehed mägedesse lennutati , üks pesumaja , hotellikökats , admistratiivhoone ja minu hallata olnud korravalvekeskus . 
6	NA	 Viimase personali moodustasin mina , Jaap Salar , seersant . 
7	NA	 Keskus lagunes ja mul oli igav , sest kuritegusid meil praktiliselt ei esinenud . 
7	NA	 Varastada polnud midagi , põgeneda polnud kuhugi . 
7	NA	 Tapmiseks polnud vähemalt minu ajal keegi põhjust leidnud . 
7	NA	 Sularaha oli liikvel vähe , naised vabalt saadaval , ühtki suuremat riiupõhjust polnud . 
7	NA	 Kuigi kakelunge tuli ikka ette ja nende klaarimisega ma oma aega veetsingi . 
7	NA	 Linnapeaks oli meil üks kodustunud kaevur , kes amputeeritud jala tõttu tööks kõlbmatuks oli osutunud ja siis keskuselt linnapea koha välja nõutanud . 
8	NA	 Linnapea määramine ja üldse kogu muu haldustegevus Õnnekoses oli pealinna Rumpi alluvuses , mis asus 400 kilomeetrit eemal . 
8	NA	 Rump oli meiega võrreldes suur linn , või õigemini koloonia . 
8	NA	 Rump kamandas ligi kolmekümmet kaevanduskolooniat , mis laialipaisatuna Fabulusel asusid . 
8	NA	 Ega vist ükski koloonia meie Õnnekosest erinenud . 
8	NA	 Täpselt ei saa ma muidugi öelda , sest pole üheski käinud . 
8	NA	 Inimesed saabuvad Fabulusele tööle ja raha teenima , mitte turismiga tegelema . 
8	NA	 Ja ega ringireisimine Fabulusel lihtne olegi . 
8	NA	 Kuigi kliima on siin soodne ja sõbralik , pole maastik inimestele eriti sobilik . 
9	NA	 Fabulus on väga kivine ja vesine planeet , ta koosneb hiilglaslikest kaljusaartest kogu planeeti ujutavas ookeanis . 
