par_nr	head	sentence
1	 Lõhe müüris 	 Lõhe müüris 
2	 1. peatükk 	 1. peatükk 
3	NA	 Oli tipptund ja liinibuss rahvast puupüsti täis . 
3	NA	 Jan komposteeris pikka kasvu mehe kaenla alt kätt läbi surudes talongi ja pressis end bussi tagumisse otsa akna alla seisma . 
3	NA	 Talle meeldis vaadata , kuidas sõidutee bussi alt välja voolas ning jalakäijad koos ümberkaudsete majadega kaugenesid . 
3	NA	 Iga peatusega jäi reisijaid järjest vähemaks ja varsti hakkasid ka istekohad vabanema . 
3	NA	 Jan valis välja rahuliku olemisega vanema meesterahva ja sättis ennast tema kõrvale . 
3	NA	 Mõnda aega vaikisid mõlemad , siis pöördus mees uurival pilgul Jani poole : 
4	NA	" "" Töölt ? "" "
5	NA	" "" Töölt , "" vastas Jan väsinult . "
6	NA	" "" Ammu ? "" "
7	NA	" "" Kümme aastat. "" "
8	NA	" "" Tülpinud ? "" rohkem nentis kui küsis kõrvalistuja . "
9	NA	" "" Kohutavalt ! "" "
10	NA	" "" Aeg-ajalt peab kõike muutma , muidu läheb eluisu ära , "" ütles mees lõpuks ootamatult pika lause . "
11	NA	" "" Kõike ? "" ei saanud Jan aru . "
12	NA	" "" Kõik muutub ükskord niigi . "
12	NA	 Siis , kui sa enam ei jõua . 
12	NA	" Parem on ise muuta. "" "
13	NA	 Jan ei mõistnud päris täpselt , mida mees silmas pidas . 
13	NA	 Tal oli juba kümme aastat päevast päeva olnud naine , töö ja kodu . 
13	NA	 Kokkuvõttes oli see ju õnn ! 
13	NA	 Vähemalt oleks pidanud olema . 
13	NA	 Tülpimus tülpimuseks , aga tema ei kavatse küll päeva pealt kõike jätta ja uuesti alustada . 
14	NA	" "" Selle üle peab mõtlema , "" vaatas Jan mehele otsa ja märkas tolle silmis ebatavaliselt tarka ja kelmikat , samas metsikut ja ükskõikset pilku . "
14	NA	 Justnagu oleks mees elu käest peksa saanud ja samas oma saatuse üle naernud . 
15	NA	" "" Võib-olla ongi juba hilja , "" poetas vana mokaotsast ja tõusis , et taaruda bussi tagaakna juurde . "
15	NA	 Ka Jan tõusis , sest järgmises peatuses pidi ta väljuma . 
16	NA	" "" Näe ! "" osutas mees peaga akna suunas . "
16	NA	" "" Sa vaata , kui kiiresti kõik taganeb ! "" "
