par_nr	head	sentence
1	 ELU ALGAB TÄNA 	 ELU ALGAB TÄNA 
2	NA	 Sass Henno 
3	NA	 Bahama e-raamatute eesmärk on muuta kirjandusteosed hea tahte avaldusena tasuta kättesaadavaks kõikidele soovijatele , sest loomingu väärtust ei saa mõõta rahas . 
3	NA	 Käesolevas failis sisalduv teos on e-kirjastatud autori nõusolekul ja soovil . 
3	NA	 Igaüks võib seda faili muutmata kujul paljundada , tasuta edasi anda või levitada , säilitada ja välja trükkida . 
3	NA	 Käesoleva faili tervikut ei tohi lõhkuda . 
3	NA	 Seda faili või selle sisu ei tohi ilma autori nõusolekuta tervikuna ega osaliselt muuta , müüa , trükis ega elektrooniliselt avaldada või kasutada muul viisil raha saamiseks . 
3	NA	 Teost kaitsevad Eesti autoriõiguse seadus ja Berni konventsioon . 
4	 ESIMENE 	 ESIMENE 
5	NA	 Praegu neid ridu kirjutades mõtlen möödunud sündmustele ja saan aru , et palju on juhtunud asju , mida ma iialgi mõistma ei hakka . 
5	NA	 Palju on juhtunud asju , mille eest ma vastutama peaksin . 
5	NA	 Palju on valatud verd ja mõttetult on surnud inimesi . 
5	NA	 Häid , väärtuslikke , unikaalseid ja asendamatuid inimesi . 
5	NA	 Selliseid nagu mina . 
5	NA	 Ja nagu sina . 
6	NA	 Aga eks me mingis mõttes ole kõik ühed laipade poolfabrikaadid . 
6	NA	 Elu kujundab meist pikapeale lõpptoote . 
6	NA	 Kõik , mis sinu ümber on , sureb . 
6	NA	 Ja samuti kõik , mis on sinu sees . 
6	NA	 Ja praegu neid ridu kirjutades tekib järjest uusi vastusteta küsimusi . 
6	NA	 Ja miski minu sees ütleb , et on parem , kui neid vastuseid ei leita . 
6	NA	 Neid miljoneid vastuseid , mis ütlevad , et olen halb inimene , enesekeskne väikekodanlik rämps , väärtusetu sotsiaalne rudiment , halvatud mõtte ladestunud saast . 
6	NA	 Kuid kas pole me kõik ? 
6	NA	 See pole kellegi vabandus . 
7	NA	 Ma ei taha midagi muud kui rahu ja vaikust ja uut ilusat algust . 
7	NA	 Ma tõesti ei taha midagi muud , kui olla uuesti inimene koos tervikliku mineviku , oleviku ning lootustandva tulevikuga . 
7	NA	 Ma ei taha midagi peale selle väikese ja õnneliku elu , mille keskpunktis oleks kodune ja kaitsev soojus . 
7	NA	 Ma ei taha midagi peale uue võimaluse . 
7	NA	 Aga miski minu sees ütleb , et ma pean ühe asja üles tunnistama . 
7	NA	 Ja miski minu sees ütleb , et need read siin on minu lunastus ja ristilöömine . 
8	NA	 Hüvasti , turvaline liisingautode , tarbimislaenude ja madala riskiga investeeringute maailm . 
8	NA	 Hüvasti , perekondade , sõprade ja sotsiaalsete kuuluvuste planeet . 
8	NA	 Tere tulemast , ausus . 
8	NA	 Tere tulemast , tõde . 
9	 TEINE 	 TEINE 
10	NA	 See oli unine pühapäeva pärastlõuna , kui kuldkollane Honda HRV kommipoe aknast komeedina sisse lendas ja põlema lahvatas . 
10	NA	 Mõned üksikud inimesed surnuaialt naasvad higist leemendavad , liigesemäärete järgi lehkavad vanurid ning pärast nappi kehakinnitust õue tagasi lubatud kiitsakad lapsed olid ainukesed põneva sündmuse tunnistajad . 
10	NA	 Oli üks neist haruharvadest lõunapoolikutest , mil midagi märkimisväärset aset leidis . 
10	NA	 Näiteks mõned suved tagasi tapeti magistraali kõrval asuval muruplatsil sinna einestama viidud hobune . 
10	NA	 Paljud arvasid ka siis , et see oli lihtsalt üks õnnetusjuhtum ja mustlased või kes iganes selle hea eesti tõugu varsa strateegiliselt nõnda lolli kohta paigutasid , olid selles ise süüdi . 
10	NA	 See olla alati nii jätad hobuse tee äärde ning varem või hiljem sõidab mõni hilises murdeeas mehepoeg talle oma isa tagant varastatud kaubikuga sisse , nii et loom surnud ja tüdruk kõrvalistmelt läbi tuuleklaasi väljas . 
11	NA	 Alati . 
12	NA	 Sellel pühapäeval oli lämbe ilm . 
12	NA	 Tuult polnud ollagi ja taevas oli täiesti pilvitu . 
12	NA	 Selliste ilmadega armastatakse rohkem kodus või suvilas istuda , kui väljas käia . 
12	NA	 Tänavad olid peaaegu tühjad . 
12	NA	 Tõttöelda sama tühjad kui igal pühapäeval samal ajal. 
13	NA	 Kommipoe purunenud vitriinaknast hakkas tuletõrjesireeni mõttetu üürgamise taustal tulema musta suitsu . 
14	NA	 Suitsuandur aktiveerib alarmi , mis omakorda annab märku häirekeskusele . 
14	NA	 Häirekeskusest saadetakse teade tuletõrjedepoosse , kust dispeter selle brigaadidele edastab . 
14	NA	 Pühapäeva pärastlõunatel peab see toimuma sama kiiresti kui äripäeva tipptundidelgi . 
15	NA	 Alati . 
16	NA	 Poe kohale kerkinud suitsupilveke ja huvi autosviibijate olukorra vastu sundis nii mõnegi pensionäri sündmuskohale lähemale liikuma . 
16	NA	 Kuid mitte palju . 
16	NA	 Kõik , mis suitseb , võib plahvatada . 
16	NA	 Ja kõik , mis plahvatab , võib tappa . 
16	NA	 Vanade inimeste elukogemus päästaks nii mõnegi noore hinge , kui seda kuulata ja kõrva taha panna . 
17	NA	 Tõsi ta on . 
18	NA	 Ka mõned lapsed hakkasid poest pooleldi väljaulatuvale masinale lähenema . 
18	NA	 Tekkinud lärm meelitas lähematele akendele uudishimulikud näod . 
18	NA	 Üksikutest mööduvatest autodest pidasid mõned kinni , et olukorraga lähemalt tutvuda . 
18	NA	 Asjalikud vanurid püüdsid uuematele uudistajatele kogu sündmuse kulgu võimalikult detailselt edasi anda . 
19	NA	 Rahvast tuli pidevalt juurde ning vaatlejate poolring suitseva auto ümber tõmbus pikkamisi koomale . 
19	NA	 Poe juurde oli lühikese ajaga kogunenud inimesi juba paarikümne ringis . 
19	NA	 Hooletult pargitud masinad peatasid liikluse magistraaliga ristuval tänaval , sundides teisigi möödujaid peatuma ja end toimuvaga kurssi viima . 
19	NA	 Kogunenud rahvas suhtles omavahel aktiivselt . 
19	NA	 Inimeste vahel hakkasid arenema dialoogid ning peagi teadsid võhivõõrad üksteise perekondadest , lastest , sõprade perekondadest , poliitilistest veendumustest , kõrgest üürist , tööpuudusest , soodsa järelmaksuga ostetud köögikombainist ja uuest ühekroonisest mobiiltelefonist . 
20	NA	 See on vist päris kallis masin ? pöördus üks vanur enda kõrval seisva noormehe poole . 
21	NA	 See vanur oli kaheksakümne kolme aastane . 
21	NA	 Tal oli kolm last kaks tütart ja üks poeg . 
21	NA	 Üks ta tütardest töötab ühes väikses kingapoes kassiirina ja sureb üheksakümne viie aastaselt loomulikku surma väikeses külas Saksamaal . 
21	NA	 Teine tütar oli pikka aega tööl kondiitritööstuses , kuid viimased kaks aastat on ta olnud kroonilise kaelaradikuliidiga töövõimetu . 
21	NA	 Ta sureb üheksakümne nelja aastaselt oma kodus infarkti tagajärjel . 
21	NA	 Vanamemme poeg suri kaks päeva tagasi , proovides purjuspäi ujuda üle Verevi järve Elvas , mis on väike linnakene Lõuna-Eestimaal Ida-Euroopas . 
