par_nr	head	sentence
1	 Iluasi 	 Iluasi 
2	 Sünnipäev 	 Sünnipäev 
3	NA	 Marilyn kuulis läbi une , et Jan liigub mööda elamist ringi . 
3	NA	 Marilyn paotas ühte silma . 
3	NA	 Hommik , sai ta taeva heledusest aru . 
3	NA	 Imelik , et ta polnud äratust kuulnud . 
3	NA	 Jan ju pani õhtul oma telefoni äratama , mäletas Marilyn . 
3	NA	 Ja miks Jan teda üles ei ajanud ? 
3	NA	 Siis meenus : sünnipäev . 
3	NA	 Marilynil oli ju täna sünnipäev ! 
3	NA	 Momentaalselt oli uni läinud : huvitav , kas Janil on ka sel aastal mõni lahe üllatus varuks ? 
4	NA	" Eelmisel aastal oli ta kammipillil "" Happy Birthday "" d mänginud ja suure kimbu roose voodisse puistanud . "
4	NA	 Seejärel olid nad pool hommikut voodis mürgeldanud , ja pooled roosid tuli minema visata , ja sellest polnud üldse kahju , ja kriimustused nende kehadel ei teinud samuti muret 
5	NA	 Sel aastal asi nii romantiliseks vist ei lähe , mõtles Marilyn ja tal oli sellest südamest kahju . 
5	NA	 Eelmisel aastal oli Marilyni sünnipäev pühapäeval , see andis võimaluse poole päevani voodis aeleda . 
5	NA	 Sel aastal oli aga palju muutunud : sünnipäev oli esmaspäeval , tal endal teine töökoht ja ka Jan ise oli hoopis töökam ja tõsisem kui varem . 
6	NA	 Aastaga oli tõesti palju muutunud . 
6	NA	 Pisut enne Marilyni eelmist sünnipäeva olid nad otsustanud koos elama hakata . 
6	NA	 See mõte tuli üllatavalt kähku . 
6	NA	 Mingil hetkel avastasid nad mõlemad , et veedavad suurema osa ajast koos ning ööbivad Jani pool . 
6	NA	 Lõpuks muutuski Marilynile tema oma kodu vaid kohaks , kus pesu pesemas ja riideid vahetamas käia . 
7	NA	" "" Sa parem üüri oma korter välja ja koli päriselt minu juurde , "" pakkus Jan . "
7	NA	 Marilyn kuulas sõna . 
7	NA	 Algul võõrastas ta pisut Jani üliminimalistlikku moodsat elamist , kus erinevalt Marilyni kodust polnud nähtaval mingeid nipsasjakesi ega muid rõõmsaid vidinaid . 
7	NA	 Kõik kola oli peidus seinakappides . 
7	NA	 Ja kapid ise olid samuti peaaegu märkamatud . 
8	NA	" "" Mul on peas kogu aeg üks tohuvabohu , las siis kodu olla selline lage ja korralik , "" vabandas Jan , kui Marilyn oli leidnud , et selle võiks kuidagi kodusemaks teha . "
9	NA	 Loomulikult ta harjus sellise koduga , see hakkas talle isegi meeldima : näiteks tolmupühkimine oli tunduvalt lihtsam , kui polnud pisiasju , mida ühest kohast teise tõstma peaks . 
9	NA	 Ja siin oli ruum , mis Marilynile eriti meeldis : garderoob . 
9	NA	 Siia mahtusid need asjad , mida kogu aeg tarvis polnud , aga mida läks vaja niipea , kui need olid ära peidetud . 
10	NA	 Igal juhul oli Jani korter moodne . 
10	NA	 Isegi muinsuskaitse oli seda korterit kiitnud , et näe , kui stiilselt on vana ja uus kooseksisteerima pandud . 
10	NA	 Ja Marilyn polnud tüdruk , keda moekad ja kallid asjad külmaks oleks jätnud . 
11	NA	 Marilyn ringutas ennast . 
11	NA	 Jan lasi end oodata . 
12	NA	 Sünnipäevalapse kohustus voodis äratust oodata on nii nõme , mõtles Marilyn , keeras end ja vaatas Jani-poolsel öökapil lebavat Jani käekella . 
12	NA	 Aeg varsti ärgata , ütles see . 
13	NA	 Äkki tõuseks üles ja teeks näo , nagu oleks oma sünnipäeva ära unustanud ? 
13	NA	 Ei , see poleks läbi läinud . 
13	NA	 Marilyn oli nii elevil , et Jan oleks kohe aru saanud , et ta teeskleb . 
13	NA	 Aga äkki on Jan ise unustanud , et Marilynil on täna sünnipäev ? - Ei , sel juhul oleks ta ju ammu teda äratanud . 
13	NA	 Miks siis Jan ei tule juba ? 
13	NA	 Ta võib ju niiviisi tööle hiljaks jääda , kui veel kaua voodis jorutab ! - Ah , küll ta tuleb , lohutas Marilyn ennast . 
13	NA	 Või kui juhtubki nii , et ta on hiljaks jäämas , küll siis Jan midagi välja mõtleb . 
13	NA	 Näiteks sõidab liiklusreegleid eirates Marilyni töö juurde , nagu vanasti tihti juhtunud oli . 
13	NA	" Tegelikult oli see mõnus tunne : "" hommikuvõimlemisest "" kergelt oimetu , uhke autoga teistest autodest mööda kihutada "
14	NA	 Viimasel ajal polnud seda just sageli juhtunud . 
15	NA	 Viimasel ajal polnud üldse midagi erilist juhtunud . 
16	NA	 Sellepärast jäi Marilyn voodisse , et oodata : äkki juhtub midagi erilist . 
17	NA	 Ta jõudis oma mõtetes kergesse uinakussegi vajuda , kui Jan tuppa astus : 
18	NA	" "" Palju õnne sünnipäevaks ! "" "
19	NA	 Marilyn avas silmad ja nägi otse enda ees suurt karvast nägu . 
19	NA	 Mängukaru . 
20	NA	" "" Aitäh ! "" ütles ta . "
20	NA	" "" Täitsa lõpp - mängukaru ! "" "
21	NA	" "" Ma ei osanud midagi kinkida , "" vabandas Jan . "
22	NA	" "" See on nii armas , "" oli Marilyn siiralt õnnelik ja surus suure , vähemalt meetrikõrguse karu kõvasti enda vastu . "
22	NA	 Karu oli pehme ja karvane , nagu mängukarud olema peavadki . 
23	NA	" "" Sa oled nagu kolmeaastane , "" muigas Jan Marilyni vaadates , kummardus ja andis talle huultele musi . "
24	NA	" "" Selle vahega , et kolmeaastaselt osatakse oodata mängukaru , aga kahekümne kahesena mitte . "" "
25	NA	" "" No ma tõesti ei osanud sulle midagi kinkida . "
25	NA	" Kõik vajalikud asjad on sul ju olemas , aga mingit lõhna või ehet või ma arvan , et sa saaksid selliste asjade ostmisega ise paremini hakkama . "" "
26	NA	 Jani enda sünnipäev oli olnud paar kuud tagasi . 
26	NA	 Marilyn oli talle kinkinud ühe kogumikplaadi , mida ta teadis , et Jan tahab . 
26	NA	 Oli internetist tellinud ja puha . 
26	NA	 Aga see karu oli kindlasti kallim kui mingi närune CD-paar . 
27	NA	" "" Kuule , lõpeta nüüd see vabandamine . "
27	NA	" Mul on tõesti hea meel selle karu üle , "" andis Marilyn karu ninale musi . "
27	NA	" "" Ära ole täna selline moss , onju , "" kallistas ta Jani . "
27	NA	" "" Lähme teeme parem ühe kohvi . "" "
28	NA	" "" Ma juba tegin , "" tõusis Jan püsti . "
28	NA	" "" Voodisse ei hakanud tooma , ikkagi nii ebatavaline liigutus minu poolt , äkki lödistad ehmatusest linad täis . "" "
29	NA	" "" Ma tunnen end tõesti kui kolmeaastane , "" ütles Marilyn ja pani hommikumantli selga . "
29	NA	 Tavaliselt oli hoopis Jan olnud see , kes voodi täis lödistas , kas siis veini või šampust või mis nad teinekord voodis limpsinud olid . 
29	NA	 Aga Marilyn ei viitsinud hakata vaidlema selle üle , kumb neist suurem lödistaja on , eriti veel täna . 
30	NA	 Marilyn ei töötanud juba enam ammu Omakodu AS-is , vaid hoopis pangas . 
30	NA	 Tegelikult oli talle Omakodus rohkem meeldinud , vähem inimesi ja normaalsed suhted . 
30	NA	 Aga Marilyni häiris see , et Jan ja Arvi olid omavahel sõbrad . 
30	NA	 Ja Marilyni häiritus häiris Jani . 
30	NA	 Nii oli Jan rääkinud paari sõbraga ning Marilyn sai uue töökoha . 
31	NA	 Marilyn oli vaimustunud mõttest , et saab pangas töötada . 
