par_nr	head	sentence
1	 Kevade tulek 	 Kevade tulek 
2	NA	 Indrek Hargla 
3	NA	 Kolm sõlme I 
4	NA	 Teelahkmel seisis õhtuhämaruses välismaise päritoluga piklik neljainimesetõld , mille kõrval sadulas jõuline , musta mantlisse mähitud ratsamees . 
4	NA	 Tema hobune trampis närviliselt jalgu ja korsatas nagu oleks midagi tõlla juures teda kohutavalt häirinud . 
4	NA	 Ent rakmeis hobused olid rahulikud , neid ei paistnud miski segavat . 
4	NA	 Kutsar jalutas põllu peal ja popsis oma piipu , hoidudes kuuldekaugusest välja . 
4	NA	 Polnud tema asi , millest härrad juttu ajavad . 
5	NA	 Oli veebruar , ent lumi juba sulanud või kavatses ta viivu pärast tagasi tulla , et kevade saabumine kaugemale lükata . 
5	NA	 Õhtueel oli valge kirme ometi porisele teele tagasi tekkinud , ilm kandis nõelteravat jäist hingust . 
5	NA	 Talv polnud oma võimu loovutanud , ei , nii kergesti ei soovinud ta mitte alla anda . 
5	NA	 Öösiti näitas tali ennast taas , kompas võimalusi tagasi tulla . 
5	NA	 Tema jõud polnud veel murtud ega hoog raugenud . 
5	NA	 Ikka veel pimedatel ja pikkadel öödel külmutas ta teid ja poetas mõne lumehelbe . 
6	NA	 Tõlla uks oli avatud , ratsanik kõneles seesolijaga . 
6	NA	 Ilmselt olid nad head tuttavad , ja ratsanik reisijale mingi teene tänuvõlgu , sest tema toon oli aupaklik ja kummardused sügavad . 
6	NA	 Kummati võis näha , et kummarduma polnud see mees mitte harjunud . 
6	NA	 Nad kõnelesid saksa keeles , ent murrakud ja rõhuasetused sõnades olid erinevad . 
6	NA	 See ei seganud neil üksteist mõistmast . 
6	NA	 Lõpuks ulatas ratsanik kaaslasele kaks eset . 
6	NA	 Üks neist oli suur kukkur , mis loomulikult kõlises . 
6	NA	 Kui kullal on oma kõla , siis seda see oli — selline tuhm , mahe ja vaoshoitud . 
6	NA	 Teine ese oli mapp paberitega . 
7	NA	" "" Väärtpaberid , "" lisas ratsanik . "
7	NA	" "" Andestage , ent me ei suutnud rohkem münte kokku korjata . "
7	NA	 Keisrimaksud ja rasked ajad . 
7	NA	" Ma loodan , et ... "" "
8	NA	" "" Ärge muretsege , mu sõber , "" vastas teeleasuja malbelt . "
8	NA	" "" Nende paberite väärtus on rahast isegi tugevam , sest kannavad need ju õilsate ja jumalakartlike rüütlite allkirju . "
8	NA	" Mis võiks maailmas olla veel kindlamat , kui ausameelsete inimeste oma käega kinnitatud tahe ? "" "
9	NA	 Pimedas polnud näha , kas ratsanik kahvatas või mitte , kuid kindlasti taipas ta teise sõnade tähendust . 
9	NA	 Jah , kuldmündil pole allkirju , nad on anonüümsed ega kõnele täpsemalt , mille eest või kellelt tasuks saadud . 
9	NA	 Ei kõnele ka väärtpaberid , ent allkiri jääb allkirjaks . 
9	NA	 Kindlustuseks vaikimise eest . 
10	NA	" "" Summa on täpne , nagu kokku leppisime , "" kinnitas rüütel . "
11	NA	" "" Ma ei kahtle selles. "" "
