par_nr	head	sentence
1	 Tormine rand , Püha graal , Ivan Orava mälestused , Kotkas 	 Tormine rand , Püha graal , Ivan Orava mälestused , Kotkas 
2	 Tormine rand 	 Tormine rand 
3	NA	 Öö oli täiesti tuuletu . 
3	NA	 Tähed taevas särasid nagu laiali loobitud silgupead ning peegeldusid vastu vaikselt õõtsuvas meres , mis nägi välja otsekui hiiglasuur , musta , jaheda siidiga kaetud säng . 
4	NA	 Mere kaldal seisis loss . 
4	NA	" Mitte just eriti suur , kuid ikkagi loss , paari terava torni ning hiiglasliku kaarja väravaga , mille raudvõre kohale oli kuldtähtedes kirjutatud : "" Mu isamaa on minu arm ! "" "
4	NA	 Neid tähti valgustasid kaks liikumata leegiga tõrvikut . 
5	NA	 Kaugelt vaadates paistis see kõik otsekui melanhoolse kunstniku pintsli all sündinud meremaal , nii tardunud oli kogu kõik . 
5	NA	 Üksnes näriv pakane andis tunnistust sellest , et ei viibita hoopiski mitte muuseumisaalis . 
6	NA	 Tõnu sidus külmast kohmetunud käega oma jopepaelu , et jäine mereõhk talle põue ei pääseks , et riided end tihedamini ihu ümber hoiaksid ning kaitseksid novembrikuise Hiiumaa ilma eest . 
6	NA	 Ta oli tulnud jala juba üle viie kilomeetri , sest siia , selle lossi juurde , ei viinud ühtegi autoteed . 
6	NA	 Ei viinud isegi õiget rada , tuli pugeda läbi kadakate ning vantsida üle rannakarjamaade , ning ehkki tuult polnud , pures niiskus siiski üsna valusasti keha ja pani lõdisema . 
6	NA	 Seepärast oli Tõnul siiralt hea meel , kui ta viimaks lossi silmas . 
6	NA	 Ehkki see tundus öötaeva taustal küllaltki tontliku ja mahajäetuna , võis lähemale jõudes täheldada siiski ka õrna valguskuma , mis mõne akna paksudest klaasidest välja , pimedusse immitses . 
6	NA	 Tõnu kiirustas nende soojust tõotavate kiirte poole , nagu laev , mis on märganud majakat . 
7	NA	 Peagi oli ta värava taga ning prõmmis sellele . 
7	NA	 Hulk aega ei tulnud keegi avama ja Tõnu tagus uuesti . 
7	NA	 Viimaks kuuldus seest samme , lukk hakkas ragisema ning uks paotus . 
7	NA	 Algul Tõnu ehmus - tundus , et uks on avanenud iseenesest , lukuga ragistajat polnud sugugi näha . 
7	NA	 Kuid järgmisel hetkel märkas Tõnu enda näost üle meetri madalamal kellegi läikivaid silmi , mis teda põrnitsesid . 
7	NA	 Tema ees seisis kääbus , seljas tilluke raudrüü . 
8	NA	" "" Kes te olete ja mida te tahate ? "" küsis ta nõudlikult . "
9	NA	 Tõnu tutvustas end. 
10	NA	" "" Olen noor dirigent ja tulin kohtuma maestro Ernesaksaga . "
10	NA	" Konservatooriumiust saadeti . "" "
11	NA	" "" Ah nii ! "" noogutas kääbus . "
11	NA	" "" Palverändur . "
11	NA	 Selge . 
11	NA	 Astuge siis edasi . 
11	NA	 Maestro magab praegu , nii et te peate ootama . 
11	NA	 Aga ega te ju täna enam nagunii tagasi minema ei hakka , väljas on pime ja teie olete väsinud . 
11	NA	" Ma juhatan teile toa kätte , seal võite öösel magada . "" "
12	NA	" "" Teen ilmaaegu tüli ! "" vabandas Tõnu , aga kääbus kehitas vaid õlgu . "
13	NA	" "" Kulla noorsand , meile on see tavaline asi ! "
13	NA	 Konservatoorium saadab teiesuguseid alatihti siia , pea iga nädal tuleb keegi . 
13	NA	 Selles toas , kuhu ma teid praegu viin , on neid ööbinud igasuguseid , naisi ja mehi , pakse ja peenikesi . 
13	NA	 Ja mingit tüli see meile ei tee . 
13	NA	" On ju loomulik , et laulutaati meeles peetakse . "" "
14	NA	 Nad kõndisid mööda pikka paekivist koridori , mida valgustasid seinte külge kinnitatud tõrvikud . 
14	NA	 Kääbusel oli käes peenike küünal , umbes selline , mida kasutatakse vene kirikutes , elektrivalgust aga ei paistnud kusagilt . 
14	NA	 Üldse oli lossi seni läbitud osa jätnud ülimalt arhailise mulje , nii et Tõnu ei suutnud uudishimu maha suruda ning päris : 
15	NA	" "" Mis imelik loss see on ? "
15	NA	 Kas päris keskaegne ? 
15	NA	" Ma ei teadnudki , et Hiiumaal midagi säärast säilinud on . "" "
16	NA	" "" Sellised lossid ehitati omal ajal kõigile sotsialistliku töö kangelastele , "" ütles kääbus väärikalt . "
16	NA	" "" Ja ega sellest lihtrahvale ei räägitudki . "
16	NA	 Need lossid asusid mere ääres ning olid muust maailmast eraldatud okastraadiga . 
16	NA	 Niisugust paika nimetati piiritsooniks , sinna polnud igal nuuskijal asjal ! 
16	NA	 Luba pidi olema , et siia saada . 
16	NA	 Jah , nii oli elu aastate eest korraldatud ja seatud ! 
16	NA	" Õiglaselt ja valjult . "" "
17	NA	 Tõnu ei julgenud enam midagi küsida . 
17	NA	 Õnneks jõuti pärast pikka kõndimist Tõnule määratud toani . 
17	NA	 See polnud eriti hubane ega ka eriti soe , kuid kääbus hakkas otsekohe kaminasse tuld tegema ning kui leegid praksuma hakkasid , võis Tõnu nende paistel vähemalt käsi soojendada . 
17	NA	 Kääbus silmitses teda arupidavalt ja ütles siis : 
18	NA	" "" Olgu , puhake veidi . "
18	NA	" Ma kutsun teid , kui maestro ärkab . "" "
19	NA	" "" Kas siis nüüd , öösel ? "" imestas Tõnu . "
19	NA	" "" Ma mõtlesin , et hommikul ... "" "
20	NA	" "" Ei , ei ! "" raputas kääbus pead . "
20	NA	" "" Ma usun , et ta on kohe-kohe ärkamas , kui mitte juba ärganud . "
20	NA	 Kõige parem on , kui te temaga juba täna kohtute , siis võite hommikul end välja magada ning seejärel ära sõita . 
20	NA	" Hommikul ei võta ta nagunii kedagi vastu , siis on tal teised asjad ajada . "" "
21	NA	" "" Kas ta komponeerib hommikuti ? "" küsis Tõnu viisakalt , aga kääbus ei vastanud , silmitses ainult külalist tardunult ja kissis silmi , nii et Tõnul jube hakkas . "
22	NA	" "" Vabandage , kuidas teie nimi on ? "" esitas ta kiiresti uue küsimuse . "
23	NA	" "" Ram , "" vastas kääbus . "
24	NA	" "" Väga meeldiv , "" lausus Tõnu . "
24	NA	" "" Ja teie olete vist maestro Ernesaksa ... sekretär ? "" "
