par_nr	head	sentence
1	 Cuncti simus concanentes : Ave Maria 	 Cuncti simus concanentes : Ave Maria 
2	NA	 Indrek Hargla 
3	NA	 Ma olen seitsmekümne üheksa aastane haige rauk , minu jalad ei kanna mind enam , kuid seda tugevam on minu mälu . 
3	NA	 Ma mädanen oma pärusmõisas , mul on elada jäänud vaid mõned kuud , ehk veidi rohkem kui Sebastién hoolsalt aadrit laseb , kuid kõigest hoolimata olen ma õnnelik ja ikka veel armunud . 
3	NA	 Minu armastus on minu usk ja õnn ja seepärast suren ma rõõmuga , kahetsemata midagi . 
3	NA	 Ma ootan surma ! 
3	NA	 Nad mõtlevad , et naeratus mu kuivanud huultel on vanadusnõtrusest , kuid minu mälu on iga päevaga selgem ja pisarad mu silmis pole mitte kurbusest , vaid õnnest ja rõõmust . 
3	NA	 Ma olen ikka veel armunud . 
3	NA	 Ja ma olen ketser . 
4	NA	 Ma ei tundnud Lotharit tegelikult , olen temaga vahetanud vaid mõned sõnad ja tema hinge eest palvetanud . 
4	NA	 Ehkki seda poleks vaja — ma ju nägin tema viimast naeratust — palvetan ma ikkagi . 
4	NA	 Me armastame temaga ühte ja sama naist , ent kui poleks olnud Lotharit , oleksin ma praegu tõesti ainult see , kellena ma näin — haige ja känguv maaisand , kelle surma kõik ootavad . 
4	NA	 Ent mu mälestused on tõesti iga päevaga üha eredamad , mulle meenub üksikasju , lausekatkeid , nägusid , inimesi , maastikke ajast kui olin veel noor ja sugugi mitte nii õnnelik kui praegu . 
4	NA	 Hiljem olen ma uurinud Lothari elukäiku , olen külastanud linnu , kus käis ka tema , vestelnud inimestega , kes teda minust paremini tundsid . 
4	NA	 Ja kui ma nüüd silmad sulgen , kangastub mulle tema lugu , tema elu ja armastus , ja kui ma mõnda seika tema elust ehk ise ei tea , siis olen ma selle välja mõelnud . 
4	NA	 Iialgi ei pane ma neid mälestusi kirja , sest milleks tõmmata enda suguvõsa peale Vahimeeste , Peapiiskopi ja Keisri viha . 
4	NA	 Õndsad pole mitte pimedad , vaid need , kes on näinud ! 
5	NA	 Aga nüüd , enne surma , siin mõisas , üksikuna , kõledas toas , kus laual seisab piibel ja kann Sebastiéni segatud rohuga , ma kuulen avatud aknast karjuste hommikusi hõikeid ja lammaste määgimist , päike on taas tõusnud valgustamaks ühte viimasemaid päevi minu elust , kangastuvad mulle need päevad noorusest ja mul on raske uskuda , et see mees seal olen tõesti mina ise . 
5	NA	 Ma sulgen silmad , ma mõtlen ja meenutan , ma usun ja armastan , ma olen nii õnnelik ! 
5	NA	 Ma tahaks laulda ja juba ma kuulengi viiulite kauget kõla , trummide müra ja mudas tantsuhoos pladisevaid paljaid jalgu . 
5	NA	 Lothar on seal , ta hoiab ühes käes veinikannu ja teisega lehvitab , vein voolab ta habemest ja tilgub pruunile särgile , ta naerab ja laulab korraga , ta on joovastuses ja joobunud . 
5	NA	 Punapäine Justine seisab truult Lothari kõrval , heliseval häälel laulab temagi ... 
6	NA	 Justine'i laul lõikab mulle kõrvu ja südamesse ... 
6	NA	 Cuncti simus concanentes , laulab ta , ja üks surev vanamees ümiseb temaga siin kaasa . 
7	NA	 Ma mõtlen Lothari lugu , see on minu ainus tegevus enne surma , igal hommikul , kui mõis on liikvele läinud , istun ma siin oma toas , kuulan , kuulen ja mõtlen oma mälestusi . 
7	NA	 Vahest iga kord erinevalt , võibolla mõtlen ma iga kord mõne seiga juurde , ent alati ma kinnitan endale , et jah , just nii pidi see kõik olema . 
7	NA	 Meenutused on ainus raamat , mida ma loen , ainus minu armastus . 
7	NA	 Karjusedki akna taga laulavad midagi , nad on noored ja tõusnud just oma piigade kuumast sängist , aga olgu neitsi Maria mulle tunnistajaks , nemad ei tea , mis on armastus . 
8	NA	 Nii et jälle sulgen ma silmad ... 
8	NA	 Mida ma näen täna kõigepealt ? 
8	NA	 Kust algab minu raamat täna ? 
8	NA	 Ühte ma tean kindlalt — jälle on varasügis , lõunast saadik kestnud sadu on lõppenud , teed ja niidud auravad , see on ... 
9	NA	 ... See on Akvitaania , varasügis ... niidud auravad sadanud vihmast , õhtu eel on päike pilve tagant välja sõudnud ... pori on teedel kuivamas , ent vankrid on neisse sõitnud sügavad jäljed , mudas on raske liikuda ja rändurid eelistavad teeperve . 
9	NA	 Õhk on niiske ja sumbne , kannab endas hanede kluuksumist , koerte haukumist , veiste ammumist ja muidugi , oh muidugi , kostab ka juba õrnalt vilepillide lõbus tilin ja trummide põntsumine . 
9	NA	 Jah , ma näen nüüd — taamal aimub läbi udu roheliste mägede viirg , tee lookleb läbi karjamaade , seal lähedal algavad parun de Moinnes'i jahimetsad , kus võib küttida kulte ja hirvi . 
9	NA	 Päike ripub tumehalli pilve taga , saadab viimaseid kiiri , õhtu on saabumas , kuid kõik selle päeva olulised toimetused pole veel kaugeltki lõppenud . 
9	NA	 Mitu inimest peavad veel kohtuma , mitme inimese elu ja armastuse lugu on veel täna algamas . 
10	NA	 Ja näe — seal astuvad kaks palverändurit ! 
10	NA	 Nad on noored , ehk liiga noored isegi , et palverännule minna , sest kindlasti ei saa nende patukoorem olla juba nii ränk . 
10	NA	 Aga nende olekust aimub argust , ettevaatlikust , alandust ja hardust . 
10	NA	 Kes teab , mis neid on tõuganud sellele pikale teekonnale ? 
10	NA	 Aga et see pikk ja raske on olnud , võib näha nende välimusest . 
10	NA	 Nad on kurnatud , kindlasti teel olnud juba kaua , hilbud nende ümber on kokku sobitatud mitmest vanast kaltsust , nende paljad jalad on marraskil ja vermeis , näod kõhnad ja vaevatud . 
10	NA	 Kõndimisel on neil toeks pikad palverändurite kepid , kaela on nad sidunud paunad , mis sisaldavad nende maist vara — vaevalt seal peale paari vaskmündi ja kuivanud leivakoorukese midagi on , ning nööri otsa aetud jõekarbid peavad vastutulejatele kinnitama , et teel on nad Santiago de Compostelasse . 
11	NA	 Kuid pea ! 
11	NA	 Nüüd , kui nad on lähemale tulnud , võib näha , et üks neist on noormees ja teine neiu ! 
11	NA	 Noormees on neiust ehk aastat neli-viis noorem , kuid tema samm on jõulisem ja tarmukam , kapuutsi alt võib aimata pikki tumepruune juukseid ja esimesi habemeudemeid . 
11	NA	 Neiu on ilus . 
11	NA	 See on esimene mõte , mis teda nähes pähe tuleb . 
11	NA	 Küll mitte nii ilus , kui võiks olla . 
11	NA	 Ilmselt on pikaajaline haigus tema näkku vajutanud kahvatuspitseri ja silmadesse sügava mure . 
11	NA	 Kuid kui veidi tähelepanelikumalt teda silmitseda , võib nähe , et palveränduri kaltsud varjavad sihvakat , ent veidi ümarikku aga siiski kaunist tütarlapsekeha , mis on hiljuti õide puhkenud , viimased lapseea vormid naiselikele allutanud . 
11	NA	 Tal on kukla tagant patsi sõlmatud tumepruunid juuksed , väike terav nina , veidi punnis põsed ja lõual väike sünnimärk . 
11	NA	 Miski temas kõneleb , et ta on õnnelik ja õnnetu ühteaegu — ehk seepärast ongi ta oma kaaslasega nii hilisel ajal ja varases eas teel Santiagosse ? 
12	NA	 Väiksele kingule jõudes nad seisatavad ja vaatavad all laiuvat küla . 
13	NA	" "" Ma olen nii väsinud , Aidann , "" ütleb tüdruk . "
13	NA	" "" Kas me leiame siit öömaja ? "" "
14	NA	" "" Palverändur leiab alati öömaja , "" kinnitab noormees . "
14	NA	" "" Kuuled seda muusikat ? "
14	NA	 Ma arvan , et see kostab mõnest trahterist . 
14	NA	" Sinna me lähemegi . "" "
15	NA	 Nad ei räägi okstitaanis , pigem kõneldakse sellist keelt Lorraine'is kuid ka see kant ei pruugi olla noormehe kodumaa . 
15	NA	 Igatahes annab nende kõnepruuk tunnistust , et käidud on neil tõepoolest pikk maa . 
15	NA	 Aga Santiagosse minnakse ju igalt poolt , ja ikka pigem kaugemalt kui lähemalt , üle kogu kristlaste maa . 
16	NA	 Paistab , et ka neiu on nüüd muusikat kuulnud . 
16	NA	 Õhtutuul toob nendeni flöötide , viiulite ja vihueelade sulnist kaja ja imeilus viis , andes tunnistust , et mängivad parimad minstrelid , mitte mõned külamoosekandid , paitab nende kõrvu . 
16	NA	 Innustatuna peagi saabuvast puhkusest , sunnivad nad end edasi kõndima . 
16	NA	 Peagi näevad nad heki taga trahterit , muusika muutub üha valjemaks , muusika , mille meloodiat hoiab ülal üha kiirenev mitmehäälne laul , torupill ja trummid . 
16	NA	 Palveränduritele omase enesekindla alandlikkusega keeravad nad heki taha ja avastavad end trahterihoovist kuhu on kogunenud mitukümmend inimest , kanad sebivad ärevalt kaagutades nende jalge vahel edasi- tagasi ning keset hoovi näevad nad umbes kümneliikmelist kaltsudes seltskonda , kes hüppab ja kargab poris , mõned neist hoiavad tantsides käes pille ja kui nad neid just ei puhu , üürgavad valjult laulda : 
17	NA	 Cuncti simus concanentes : Ave Maria Cuncti simus concanentes : Ave Maria 
18	NA	 Nad tantsivad kätest kinni hoides , keerlevad pööraselt , mehed ja naised segamini , kõik noored , nende nägudelt peegeldumas kõige ehtsam rõõm ja tantsuekstaasist sündinud vabadus . 
18	NA	 Pori pritsib nende nartsudele ja naerustele nägudele , tilgub juustes ja plärtsatab vahest vastu trummi . 
18	NA	 Kui nad refrääni lõpetavad , laulab üks ja kõige noorem tüdruk üksi edasi , kõlaval ja imekaunil häälel : 
19	NA	 Virgo sola existente en affuit angelus Gabriel est appelatus atque missus celitus Clara facieque dixit : Ave Maria *1* 
20	NA	 Ja siis jälle kõik koos , ka külarahvas ja muud võõrastemaja külalised , isegi paar rändavat kaputsiini munka löövad madalal bassil sekka : 
21	NA	 Cuncti simus concanentes : Ave Maria Cuncti simus concanentes : Ave Maria 
22	NA	 Kaks noort palverändurit seisavad kui lummatud , kui manatud . 
22	NA	 Vaevalt nad mõistavad ladina keelt , kuid juba näib väsimus nende kontidest pühitud olevat , juba on laul neid virgutanud ja kaunis muusika nende meeli rõõmustanud . 
22	NA	 Nad seisavad seal ja vaatavad rõõmustavaid inimesi ja ilmselt pole neil raske taibata , et ka pillimängijad ja tantsijad on palverändurid , sellest kõnelesid maja ette maha heidetud pikad kepid , paunad ja mustad palvehelmed . 
23	NA	 Moosekantide joovastus muusikast on siiras ning nakatav , et varsti leiavad kaks noort palverändurit ennastki laulurütmis kaasa õõtsutamas ja ümisemas . 
23	NA	 Noored tantsijad võtavad aga kätest kinni , moodustavad ringi , kiidavad neitsi Mariat , jutustavad lauldes lugu tema nägemusest peainglist . 
24	NA	 Veel laulavad nad , sekka ka mõne kurvema , kuid lõpetuseks kõlab taas veel kiiremalt ja hoogsamalt Cuncti simus concanentes . 
25	NA	 Siis kostab rahva kiidukisa taevani ning sedamööda hakatakse ka trahterist söögi- ja joogikraami välja kandma . 
25	NA	 Väsinud ja õnnelikud palverändurid vajuvad roidunult aida ette õlekuhjale , kuhu neile tuuakse praevardaid ja veinikanne . 
25	NA	 Kaputsiinlased õnnistavad neid , ning neilegi pakutakse tee peale veinilähker kaasa , rahvas hakkab tasapisi laiali valguma , nii mõnelgi laulusalm veel huulil . 
25	NA	" Siis märkabki kõige pikemat kasvu noorepoolne palverändur Aidanni ja tema kaaslast ning viipab neid lõbusalt pidusöögist osa saama : "" Hei , vennad ja õed , tulge ja aidake meil neitsi Mariat tänada ja tema auks rännakust väsinud kehasid kinnitada ! "" "
26	NA	 See hüüdja , rändmoosekantide peamees , on Lothar . 
27	NA	 Ma rüüpan oma kannust kibedat rohujooki ja usun , et see on magus ja hõrk bordoo vein . 
27	NA	 Ma mälun veidi hapukat pasteeti , mille kokk mulle armulikult on seganud odrakördiga . 
