par_nr	head	sentence
1	 Teine osa Leinajad 	 Teine osa Leinajad 
2	 Esimene peatükk Lesk 	 Esimene peatükk Lesk 
3	NA	 Stoiliselt läbinud Borease käes vahemaa kandlemängija bareljeefiga majast vahva rätsepani ohkas raseeritud , lõhnastatud ja eelviimases puhtas triiksärgis Luik kergendatult , kui autouks tema järel kinni plaksatas . 
3	NA	 Kuidas küll esivanematel ei vedanud , et nende kosmoselaev just siin maandus , aga mitte näiteks Vahemere ääres ! 
3	NA	 Küllap langes piloot sama meelepette ohvriks , mida Luik oma nahal päevast päeva koges : aknast vaadates paistis ilm imeilus , Helios kuldas kevadist õhku nagu moodne akvarellist – kuid välja astudes selgus , et mööda tänavat kihutab Arktikast imporditud tuul . 
3	NA	 Kas polnud siin tegemist umbes samalaadse veaga , mille sooritavad mamma Linda sarnased inimesed , kes otsustavad ligimeste üle nende naeratuse laiusest lähtudes , ja peavad lipitsevat häält esmaseks headuse tunnuseks ? 
3	NA	 Ühe mamma rumalus mõjutab rahva elu õnneks vähe , seevastu esivanemad olid küll teinud andestamatu vea , kui omal ajal , Kuldkala tähtkujust saabudes paremat kohta planeedil Maa ei leidnud kui Soome lahe lõunakallas . 
3	NA	 Kaugel koduplaneedil , kus banaanid kasvasid läbisegi kartulitega , kalad laulsid ja mesilased nõristasid mett suhu , polnud vaja töötada rohkem kui üks tund päevas , kogu ülejäänud aja võis rahus tegeleda kaunite kunstidega , uues elupaigas aga algas halastamatu võitlus loodusega , mis neid vähehaaval kalestas . 
3	NA	 Sood , jäised tuuled , peaaegu polaaröö . 
3	NA	 Ja muidugi kolonisaatorid – kord sakslased , kord venelased , igaühel omad seadused , mis kõik tuli selgeks õppida , nii et lõpuks kujunes eestlastest maailma kõige seadusekuulelikum rahvas . 
4	NA	" Ammu enne tutvumist eestlaste kosmilise päritolu teooriaga ( mille eest ta pidi tänama vana semu Siniaasa , kes regulaarselt ja tasuta saatis talle ajakirja "" Kuldkala Tähtkuju Teataja "" ) , veel helgel okupatsiooniajal oli Luik lugenud raamatut , mis kuulutas tema esivanemad hetiidide järglaseks . "
4	NA	" See vallandas suure vaidluse organisatsiooni "" Noor Eestlane "" liikmete hulgas . "
4	NA	 Vana semu ja renegaat Tiit Rebane väitis , et hetiidide kui indoeurooplastega ei saa eestlastel midagi ühist olla , ja kui juba lõunast juuri otsida , siis pigem Sumerist või Egiptusest . 
4	NA	 Viimase oletuse põrmustas omakorda Siniaas , kes loogiliselt , rahvuskarakterile toetudes tõestas , et sumerite ja egiptlaste sümpaatia hierarhilise usundi ja monumentaalkunsti vastu ei sobi kokku eestlaste boreaalse maailmavaate ja demokraatlike hoiakutega . 
4	NA	 Siis püstitas Luik ise hüpoteesi , mille kohaselt eestlased ei rännanudki Balti mere äärde lõunast , saati siis , nagu väitis ametlik rahvusteadus , idast , vaid põhjast , et nad on ärakaranud eskimod , võib-olla desertöörid eskimo sõjaväest - niisiis umbes nagu kasakad . 
4	NA	" Selle idee toetuseks rääkis praktiline taip , lihtsam oli mõista inimesi , kes külma käest põgenevad soojemale maale kui vastupidi ; ainus , mis Luike häiris , oli reeturlikkuse element tema teoorias , aga kui ta pärast pikemat , aastaid kestnud mõtlemist asendas sõdurid äraeksinud hülgeküttidega , paistis seegi probleem olevat lahendatud – kuid just siis potsatas tema kirjakasti "" Kuldkala Tähtkuju Teataja "" esimene number ja pööras pahupidi kõik senised kujutelmad . "
4	NA	 Oli Siniaasal ikka fantaasiat ! 
5	NA	 Mis puutus vennaleske , kelle juurde ta kavatses sugulaslikult , ilma ette helistamata sõita , siis tema muidugi pärines mere- või õigemini vannivahust , ja et oma sugupuud mitte blameerida , veetis hommikuti tund aega peegli ees . 
