par_nr	head	sentence
1	 Kolmas osa Bareljeefiga maja 	 Kolmas osa Bareljeefiga maja 
2	 Esimene peatükk 	 Esimene peatükk 
3	 Naabrid 	 Naabrid 
4	NA	 Luik seisis papa Haraldi korteri kõige valgemas kohas , akna all , seebitas lõuga Liia Long Dringi isa , teenelise emigrandi P'Organdi kingitud vahupintsliga , ja mõtles perekonna kui organisatsiooni peale , mille ülesandeks on vormida vabaduslembelisest noormehest ühiskonna kaanoneid täitev idioot . 
4	NA	 Sest kasvatusmenetlust juhib ema , iga naine peab aga alati õigeks just niisugust eluviisi , mis vastab hetkel kehtivatele normidele . 
4	NA	 Miks läks Josef K. kohtusse , ehkki keegi teda sinna ei konvoeerinud ? 
4	NA	 Luik võis seda muidugi küsida vana semu ja boheemlase , Kafka-uurija Kullese käest , kui vastus poleks ise lausa õhus rippunud - mõnevõrra allpool papa Haraldi antikvaarset armatuuri , just mamma Linda pea kõrgusel ; kindlasti sellepärast , et ka Josefi ema kasvatas lapsukest seaduskuulelikkuse vaimus . 
4	NA	 Vaid üksikud haruldased naisisendid , nagu Merlin Teeäär julgesid sootsiumile kinda heita , ja sedagi rohkem edevusest , et keegi mahakukkunud aksessuaari järele kummarduks . 
5	NA	 Meestega oli kõik teisiti , nemad pidasid lakkamatut võitlust avalikuks arvamuseks kutsutava julma , anonüümse ja hüpnotiseeriva jõuga . 
5	NA	 Kas Juhan Marabul oli lihtne abikaasa truudusemurdmise pärast minema kihutada ja temaga vanemlike õiguste pärast protsessi alustada ? 
5	NA	 Luik teadis hästi , kuidas suguvõsa keelitas Juhanit naisele andestama , et lapsed emast ilma ei jääks , aga šeff-semu käitus perekonnapeana sama printsipiaalselt nagu Elamisloaameti direktorina . 
5	NA	 Ja tulemus ? 
5	NA	 Mitte kusagil mujal polnud Luik kohanud nii puhast kodu ja hästi kasvatatud , arukaid ning iseseisvaid lapsi : Juhan oli ikkagi endine minister ja oskas tööd korraldada . 
5	NA	 Kas või eilegi – kui väärikalt käitus šeff-semu vanem , kümne aastane tütar , kes talle ukse avas . 
5	NA	" "" Isa sõitis Riiga konverentsile . "" "
5	NA	" - "" Mis konverentsile ? "" tundis Luik huvi . - "" Sealne Tšetšeenia toetusrühm kutsus kokku rahvusvahelise nõupidamise . "
5	NA	 Kas ma saan millegagi aidata ? 
5	NA	" Võib-olla on vaja midagi edasi öelda ? "" . "
5	NA	 Luik tänas ja lahkus . 
5	NA	 Tegelikult oleks vabalt võinud võla ja isegi viskipudeli Juhani tütre kätte usaldada , kuid Luik , pettunud , et planeeritud kohtumine luhtus , lihtsalt ei tulnud kohe selle peale . 
6	NA	 Luige mõtisklused katkestas uksekell . 
6	NA	 Ta tardus , pintsel käes , püüdes hinnata , missugune kuri saatus teda trepikojas ootab ? 
6	NA	 Nõukogude ajal oli valik avar , semudest-boheemlastest kuni KGB-ni välja ; kuid esimesed olid tänaseks astunud anonüümsete alkohoolikute klubisse ega kolanud enam mööda linna , otsides kedagi , kelle seltsis ära juua viimaste rublade eest ostetud veinipudel , vaid teenisid kurnava vaimse tööga igapäevast leiba , KGB aga oli lahkunud põranda alla , seal lahustunud , ja ilmutas ennast vaid halvalõhnalise auru kujul , mis kanalisatsioonikaevudest välja tungides linna mürgitas . 
6	NA	 Niisiis võis helistaja olla ainult keegi naabritest , kas kulla Pott või proua Kõu . 
6	NA	 Esimese variandi puhul ei tohtinud unustada ettevaatust , seepärast asetas Luik pintsli papa Haraldi hõbedasest vahunõusse – just selle unikaalse eseme pärast ei raatsinud ta üle minna parfümeeriavabrikute valmistoodangule - ja hiilis esikusse . 
