par_nr	head	sentence
1	 HARJUTUSED 	 HARJUTUSED 
2	NA	 Anton Nigov 
3	 Teadmiseks lugejale 	 Teadmiseks lugejale 
4	NA	 Anton Nigov ei ole pseudonüüm . 
4	NA	 See on minu nimi . 
4	NA	 Nagu Gustave Flaubert öelda suvatses : Emma Bovary , c'est moi . 
4	NA	 Mina ütlen : Anton Nigov olen mina . 
4	NA	 Aga mitte nii nagu Flaubert . 
4	NA	 Madame Bovary oli kangelane ( -lanna , mõistagi ) , Monsieur Nigov on autor . 
4	NA	 Viibides Tõnu Õnnepalu nime all Pariisis ja juhatades seal Eesti Instituuti , pani ta ühtlasi kirja need märkmed . 
4	NA	 Neis on kõik tõsi . 
5	NA	 Ma ei taha muutusi . 
5	NA	 Et minu elus midagi muutuks . 
5	NA	 Ärgu muutugu seal miski . 
5	NA	 Jäägu kõik endiseks . 
5	NA	 Ümberringi võib kõik muutuda , see on huvitav ; erutav on jälgida reforme , katastroofe , revolutsioone , sõdu . 
5	NA	 Aga distantsilt . 
5	NA	 See on olnud suurim viga , kujutada ette , et ma tahan , et mu elu muutuks . 
5	NA	 Miks peaks elu muutuma . 
5	NA	 Muutumatunagi on ta häiriv . 
5	NA	 Niigi on mul raske midagi taibata . 
6	NA	 Suurim õnnistus on rutiin ja ma olen pidanud , tänamatu , seda oma meeleheite allikaks . 
6	NA	 Ometi pole ma instinktiivselt otsinud muud kui stabiilsust . 
6	NA	 Muuta elu niivõrd korduvaks , et ta kustuks , kustutaks ennast ise , et ta ei segaks enam vaatepilti . 
7	NA	 Nagu kõigil argipäevadel , sõitsin ma tänagi lõuna paiku , kella kahe ajal , Notre-Dame des Champs'i metroopeatusesse . 
7	NA	 Sinna jõudmiseks tuleb isegi üks kord ümber istuda , aga see läheb ruttu . 
7	NA	 Peatused on mul peas . 
7	NA	 Ma tean , kummasse rongi otsa on ennast sobivam paigutada , mis tuleb mille järel . 
7	NA	 Rue du Bac , Sévres-Babylone , Rennes , Notre-Dame des Champs . 
8	NA	 Seal on üks väike sandwichibaar , mille ma avastasin suvel , kui Luksemburgi aias oli see näitus . 
8	NA	 Seal on odavad hinnad , menüü maksab 35 franki . 
8	NA	 Selle eest ma võtan ühe kuuma panini , kas kana-karri või kalkuni-emmentali , ühe ice-tea ( kuumad joogid ei käi menüüsse ) ja ühe flani , mis on üks äärmiselt ilmetu , isegi eemaletõukava väljanägemisega kook , aga mis mulle maitseb , sest ta meenutab mingit lapsepõlve munakooki või -vormi . 
8	NA	 Ma teen alati näo , nagu ma valiksin , ja teatan tüdrukule , naisele või mehele , kes seal leti taga parajasti on , mõõdetud pausidega oma valikud . 
8	NA	 See on minu igapäevane sotsialiseerumisakt , suhtlemisakt selle linnaga . 
8	NA	 Mul ei ole mingit soovi luua nende baaripidajatega soojemaid suhteid . 
8	NA	 See on isegi häiriv , et nad mu ära tunnevad ja on harjunud , et ma iga päev tulen . 
8	NA	 Kui oleks minu teha , siis nad unustaksid mu iga päev ja iga päev ma saaksin sinna juhuslikult mööda minnes sisse astuda . 
9	NA	 Aga tähtsam on see , et sandwichibaar ei valmista mulle üllatusi . 
9	NA	 Panini ja kook on alati ühe maitsega . 
9	NA	 Ice-tea maitse sõltub sellest , kas ma viitsin öelda citron , muidu antakse alati péche , virsik . 
9	NA	 Aga seal pole suurt vahet . 
9	NA	 Täna otsustasin millegipärast menüüd varieerida ja võtsin flani asemel õunakoogi . 
9	NA	 Olin kogu eine aja sellest muutusest häiritud . 
9	NA	 Ma pidin mõtlema õunakoogile . 
9	NA	 Ma polnud kindel , et ta mind rahuldab . 
9	NA	 Ta oligi natuke liiga magus . 
10	NA	 Sellel kellaajal , kui ma tulen , pole baaris enam palju rahvast , kell on kaks läbi , lõunaaeg hakkab lõppema . 
10	NA	 Muidu käivad seal põhiliselt üliõpilased . 
10	NA	 Seal ümbruses on palju koole . 
10	NA	 Ja ma tean , et see baar meenutabki mulle algkooliaegset koolipuhvetit . 
10	NA	 Kaks Moskva saia , tee , kokku üheksa kopikat . 
11	NA	 Ma istun alati selle puki otsa , mis on kohe ukse all . 
11	NA	 Uks on lahti ja sealt näeb möödujaid tänaval . 
11	NA	 Mitte et ma neid jälgiksin . 
11	NA	 Võib-olla jälgin ka , igatahes ei jää neist midagi meelde . 
11	NA	 Nad käivad meelest läbi . 
11	NA	 Kui saiad on söödud , libistan ennast pukilt maha ja astun tänavale . 
11	NA	 Kohe on see baar ja see eine ka meelest läinud . 
11	NA	 Teadvust valdab toitumisjärgne rahulolu . 
11	NA	 Lähen läbi pargi . 
11	NA	 Lehed langevad , töölised rehitsevad neid eriliste laiade rehadega hunnikusse . 
11	NA	 Iga päev on mõni lillepeenar veel lagedaks kitkutud . 
11	NA	 Ilmad on soojad ja nad võiksid veel õitseda , aga nähtavasti on korraliste tööde järg lihtsalt sealmaal , et peenrad tuleb ära puhastada . 
11	NA	 Kogu tsivilisatsioon on rajatud ettearvatavusele , muutumatusele . 
11	NA	 Ma armastan tsivilisatsiooni , eriti sel pärastlõunal Luksemburgi aias . 
11	NA	 Päike tuleb välja . 
12	NA	 Et mitte liiga vara oma kontorisse tagasi jõuda ( sel juhul oleks pärastlõuna liiga pikk ja ma ei jõuaks tema lõppu kuidagi ära oodata ) , lähen tagasi jala . 
12	NA	 Raffaeli näituse järjekord ei ulatugi seekord pargi väravani . 
12	NA	 Õnneks ma ei taha mitte üldse Raffaeli näitust näha . 
12	NA	 Isegi ilma järjekorrata mitte . 
12	NA	 Võib-olla , kui just tasuta saaks , ma ei tea . 
12	NA	 Ma ei tunne piltide ees enamasti mitte midagi . 
12	NA	 Minus ei toimu mingeid füsioloogilisi muutusi . 
12	NA	 Pildid on pildid . 
12	NA	 Võib-olla tabaks just sellel Raffaeli näitusel ühe pildi ees mind ilmutus . 
12	NA	 Ma saaksin tõeliselt usklikuks ja läheksin inimesi päästma . 
12	NA	 Või paastuksin nelikümmend päeva . 
12	NA	 Või looksin surematu teose . 
12	NA	 Peaksin ma selles lootuses nüüd sappa võtma ? 
12	NA	 Kas Jumal ootab minult järjekorraohvrit ? 
12	NA	 Ma ei tea sellest midagi . 
12	NA	 Millegipärast mulle tundub , et Jumal oma küllasuses ei saa minult midagi oodata . 
12	NA	 Ootamine on minu pärisosa . 
12	NA	 Ma parem ei otsi erilisi märke , need muudavad kannatamatuks . 
12	NA	 Kõige parem on , kui aeg möödub märkamatult . 
13	NA	 Saint-Sulpice'i purskkaev oma pladisevas veerohkuses meeldib mulle . 
13	NA	 Seisatan enamasti korraks selles pladinas , see on teistmoodi hääl , teistmoodi hääleruum keset linna tavalist häält . 
13	NA	 Heldelt üle äärte voolav vesi tekitab kerge ja vaba tunde , tunde , et kõike on külluses ja kõik on võimalik . 
13	NA	 Kauaks ei maksa sinna jääda , see tunne ei kesta kaua . 
13	NA	 Hakkab niisama , harilik . 
14	NA	 Saint-Germaini kiriku seinal on kirev usupropagandistlik plakat . 
14	NA	 Varem ma ei ole seda näinud teisiti kui kirju laiguna keset luuderohtu ja halli müüri . 
14	NA	 Täna loen millegipärast , et sinna on kirjutatud eri värvi , noortepäraste tähtedega sõna Espérance . 
