par_nr	head	sentence
1	 Püha Graal - 1984 	 Püha Graal - 1984 
2	NA	 Indrek Hargla 
3	NA	 Berenger St-Jean-de-Colé ei määranud 1984. aasta 13. mai hommikuks ühtegi kohtumist , ei tundnud huvi börsiteadete vastu ega lugenud poliitilisi ettekandeid , ta nõudis , et talle ei ühendataks ühtegi telefonikõnet ja et mitte kedagi tema juurde ei lastaks . 
3	NA	 Mitte kedagi , kes ei tuleks otse kuninga juurest . 
3	NA	 Ta arvestas , et marssal — ja see peab olema marssal de Bonaguil — jõuab kohale ennelõunal ja arreteerimised ei alga enne õhtut , kui tema on juba isoleeritud , maailmast ära lõigatud ja musketäride valve all . 
4	NA	 Ta istus oma lossi rõdul , jõi väikeste sõõmudega jaava kohvi , suitsetas pikki peenikesi sigareid , ja lehitses aeglaselt riigilehe hommikunumbrit . 
4	NA	 Esilehekülge täitis Guillaume'i pilt ja lömitav artikkel kuninga tarkusest , headusest ja rahvaarmastusest . 
4	NA	 Kui Berenger'l oleks olnud mingeid kahtlusi oma saatuse suhtes , oleks pidanud artikkel neid vaid õhutama . 
4	NA	 Aga tal ei olnud . 
4	NA	 Juba ammu ei suutnud ükski Prantsusmaa kuningas astuda ainustki sammu ilma tema või tema eelkäija teadmata . 
4	NA	 Ei ühtki salaplaani ega poliitilist manöövrit polnud võimalik kuningal teha ilma , et ordu poleks sellest teada saanud . 
5	NA	 Mis antud juhul ei muuda midagi . 
5	NA	 Kuningas on kuningas ja tema kuningriik püha . 
6	NA	 Teist lehekülge täitsid nagu alati mõttetud ja tühised teated õukonnast — seal oli pikem lugu Anjou' hertsogi esiklapse raskest silmaoperatsioonist Badenis ( jääb nägijaks ) ; lõbusalt pilav artikkel krahv Beaudolais' äpardunud duellist ( ilmselt liigse veinisõõmu tõttu oli krahv duellil komistanud ja püstoli käest pillanud ) ; sõnumeid printsess Juliette'i mesinädalatest Uus-Indias ja muud seesugust . 
6	NA	 Berenger ei lugenud lehte , ta lihtsalt sirvis seda huvita , maitses kohvi ja ootas . 
7	NA	 Rõdult avanes kaunis ja meeliülevdav vaade Hautefort'i pargile , sinikollasele liiliamerele otse lossi ees , mille keskel lehvis maheda juulituule käes punase ristiga lipp , graniidist müürile ja tihedale alati varju pakkuvale tammesalule , mis ulatus kuni väravateni . 
7	NA	 Taamal kõrgus kabelitorn , kuhu aastasadu maetud St-Jean-de- Colé'sid . 
7	NA	 Neid , kes polnud langenud kaugetes maades , kes ristisõdades , kes Inglismaal , kes kolooniates . 
7	NA	 Neid , kes olid surnud kodumaa pinnal , käes mõõk , meeltes Prantsusmaa ja huulil jumala nimi . 
8	NA	 Berenger silmitses just nukra uhkustundega kabelit , kui kuulis selja tagant hästi vaikset köhatust . 
9	NA	" "" Mis on , Valmy ? "" küsis ta leebelt . "
10	NA	" "" Telefon , "" kostis Valmy ettevaatlikult . "
11	NA	" "" Ma ju ütlesin , et ... "" alustas Berenger . "
12	NA	" "" Kuningas , "" vastas Valmy napilt . "
12	NA	" "" Kuningas helistab teile , monsignor . "" "
13	NA	" "" Kas ta helistas juba ammu ? "" küsis Berenger edasi istudes ja pead pööramata . "
14	NA	" "" Ei , just praegu . "
14	NA	" Ma ütlesin , et te olete hõivatud , aga ta nõudis siiski teid kohe telefonile . "" "
15	NA	" "" Nõudis või palus ? "" "
16	NA	" "" Nõudis , "" kostis Valmy pärast hetkelist kaalumist . "
17	NA	 Mis olekski olnud kummaline , kui Berenger poleks juba teadnud . 
17	NA	 Mitte kunagi varem pole Guillaume oma suurmeistrit nõudnud telefonile ; ta on alati palunud — jah , kuninglikult küll , aga siiski palunud , oodates oma hetke ja rünnakut samm-sammult ette valmistanud . 
17	NA	 Nüüd kuningas nõudis . 
18	NA	 Aeglaselt Berenger tõusis , pikk sitke kogu , hallis siidülikonnas , rüütlirühiga , laiaõlgne , lühikeste heledate juustega . 
19	NA	" "" Ma räägin kuningaga , Valmy , "" ütles ta . "
20	NA	" "" Üks hetk , monsignor . "" "
21	NA	 Kuni Valmy raske musta aparaadiga kohale jooksis , hoolikalt kaablit järele andes , kustutas Berenger sigari ja rüüpas veel ühe lonksu kohvi . 
21	NA	 Vaistlikult silus ta käega üle juuste , otsekui oleks ta olnud päriselt majesteedi vastuvõtul . 
21	NA	 See oli kummaline segu austusest ja vastikusest , mida ta Prantsuse kuninga Guillaume'i vastu tundis . 
21	NA	 Guillaume oli kuningas , noor veel , aga siiski Püha Prantsuse Impeeriumi kuningas , Katoliku usu kaitsja , kogu kristliku maailma monarhia helgeim tipp , nagu olid seda olnud kõik Prantsuse kuningad juba Philippe IV aegadest alates . 
21	NA	 Aga oli ka teine Guillaume , keda Berenger põlgas ja vihkas : rahvakuningas , kodanlaste kuningas , Fronde'i kuningas , reformide kuningas , demokraatlik kuningas , kes mehkeldas Generaalstaatidega , lõhkus impeeriumi feodaalset võrgustikku , ei mõistnud Poussini maale , võõrandas aadlike maid riigile , kärpis maaisandate privileege , taipamata või soovimata aru saada , et end populismile ohvriks tuues saeb ta oksa , millel ise istub . 
21	NA	" Berenger vihkas seda rahvakuningas Guillaume'i , kes on ilmunud Pariisi tänavatele isegi teksapükstes , lühikeste käistega särgis ja päikseprillides , Guillaume'i , kes on mänginud avalikult jalgpalli , seda kodanlaste vääritut mängu , Guillaume'i , kes kõneleb "" parlamentaarsest printsiibist "" ja on nõustunud Flandria provintside iseseisvumisega , loovutanud Burgundia hertsogite iidsed tiitelmaad kaupmeestele valitseda ... "
21	NA	" Guillaume'i , kes mitte kunagi ei oleks vastanud püssidega Louvre'i ees vehkivate kodanlaste räuskava massi "" Vabaduse , vendluse ja võrdsuse petitsioonile "" Louis XVII hajameelse haigutusega "" Aga miks ometi ? "" , vaid entusiastliku hüüatusega "" Oh , aga muidugi ! "" "
21	NA	 Jah , seda Guillaume'i Berenger St-Jean-de-Colé , Templirüütlite ordu suurmeister , põlgas ja vihkas kogu hingest . 
21	NA	 Ometi polnud sellest tema hääles märkigi , kui ta telefonitoru võttis , Valmy'le tänutäheks noogutas ja aupaklikult sõnas : 
22	NA	" "" Jah , monsieur ? "" "
23	NA	" "" Berenger . "" "
23	NA	 Kuninga hääl kaugel Pariisis oli külm ja kalk . 
23	NA	" "" Ma pidin teie kannupoisiga vaidlema , et teiega rääkida saada . "" "
24	NA	" "" Ma karistan teda , monsieur . "" "
25	NA	" "" Ma kardan , et teil pole selleks aega , suurmeister . "" "
25	NA	 Viimane sõna oli öeldud irooniaga , mõnitavalt . 
25	NA	 Isegi verega päritud prantsuse kuningate kuulsat sarkasmi kasutas Guillaume valel aadressil , alati oma kõige truumate aadlike kohta , mitte kodanlaste suhtes . 
26	NA	" "" Ma olen teie majesteedi teenistuses , "" kostis Berenger end irooniast mitte häirida lastes . "
27	NA	" "" Oh , ka selleks pole teil enam aega . "" "
27	NA	 Tundus , et kuningas itsitas sealjuures . 
28	NA	" "" Majesteedil on mulle kiireloomuline ülesanne ? "" "
29	NA	" "" Kui nii võtta , kui tõesti nii võtta , siis isegi võiks öelda , et jah , on . "" "
29	NA	 Kuningas tõepoolest itsitas ! 
30	NA	" "" Ma kuulan , Teie Kõrgus . "" "
31	NA	" "" Ja mis teil muud üle jääbki , eks ole ? "
31	NA	" Muuseas , ega te ei aima , mispärast ma helistan ? "" "
32	NA	" Ei , ma ei aima , ma tean , mõtles Berenger ja ütles : "" On see ehk seoses uue parlamendihoone ehitamisega ? "" "
33	NA	" "" Otseselt mitte . "
33	NA	 Kaudselt , ainult kaudselt . 
33	NA	 Ja teie Graali templi pärast ma ka ei helista . 
33	NA	 Kuulake siis hoolega , Berenger ! 
33	NA	 Mul on siin üks paber , millele ma hiljuti alla kirjutasin ja siis lõi Strasberg sellele ühe suure ja raske pitsati alla , riigipitsati . 
33	NA	" Teate , mis paber see on ? "" "
34	NA	" "" Ei , majesteet , ei tea . "" "
35	NA	" "" Vaadake , Berenger , see on selline paber , ma ütleksin isegi , et see on lausa kuninglik käsk . "" "
36	NA	" "" Kas tõesti , monsieur , "" vastas Berenger , olles kindel , et Guillaume tema hääles kõlavat irooniat tabada lihtsalt ei oska . "
36	NA	" Siiski jättis ta lisamata , et tema arvates võiks see paber vabalt olla ka "" l'Humanité "" aastatellimus . "
37	NA	" "" Jah , on küll . "
37	NA	 Ma käsin selle paberiga ... 
37	NA	 Moment , palju kell on ? 
37	NA	" Ahhaa , siis palun , Berenger , kas te ei läheks akna juurde ja ei vaataks oma ilusa lossi väravate poole ? "" "
38	NA	" "" Ma seisan rõdul , majesteet , ma näen siit hästi Hautefort'i väravaid . "" "
39	NA	" "" Enchante , seda parem , siis kindlasti näete , et nende ette on saabunud üks korteezh ? "" "
40	NA	 Jah , Berenger nägi nüüd . 
40	NA	 Tema vahtkond oli jooksnud väravate juurde ja avas neid parasjagu , et lasta lossiteele pikk must sedaan , mille järel veeres kuninglike musketäride värvides veoauto . 
40	NA	 Kõik täpselt nii , nagu ta oli ette kujutanud . 
40	NA	 Mustal sedaanil lehvis kuningriigi julgeolekuteenistuse pealiku , marssal Bonaguil' lipp ; veoautotäis musketäre kandsid oma sinikollaseid taktikamundreid ja olid relvastatud vintpüssidega . 
40	NA	 Jõudemonstratsioon . 
