par_nr	head	sentence
1	 Maailm , mis on hea 	 Maailm , mis on hea 
2	NA	 piret bristol 
3	 Esimene osa 	 Esimene osa 
4	NA	 Märjad lehed kleepusid ratta külge , kui auto paigalt liikus . 
4	NA	 Vaatasin ringi . 
4	NA	 Koht oli tundmatu . 
5	NA	 Buss tiirutas valgustamata tänavatel . 
5	NA	 Aeg-ajalt näis , otsekui sõidaksime tuldud teed tagasi . 
5	NA	 Siis läks valgemaks ; valgus oli punakaskollane ja meenutas teatrit . 
6	NA	 Laterna valgel paistis kõik teist värvi ; sinised kottpüksid mu jalas olid lillad , pruun üleõlakott kollane . 
6	NA	 Viimastel päevadel peaaegu ununenud hambavalu tuli tagasi ; kui ühiselamusse jõudsin , läks keel kogemata vastu närvi ja ma oigasin . 
6	NA	 Uks sulgus mu järel raskelt . 
6	NA	 Selja taha jäid inimtühjad kõnniteed ja arvutute valendavate sammastega hooned . 
7	NA	 Toas istusid Jooga ja naiivse ilmega noormees , kes ennast kättpidi tutvustas . 
7	NA	 Jooga ei olnud end nähtavasti mitu päeva pesnud . 
7	NA	 Tema tumedad juuksed ripnesid võidunud dressipluusil nagu jääpurikad . 
7	NA	 Jooga silmitses mind ainiti . 
8	NA	 Seejärel tõstis ta mõlemad käed mu näo ette ja liigutas neid sujuvalt . 
8	NA	 Tundsin soojust . 
8	NA	 Hammas ei valutanud . 
8	NA	 Pilk langes võõrale , kes meid ammuli sui vaatas , ümmargune nägu nõutu . 
8	NA	 Ebalev naeratus muutis ta lapselikuks . 
9	NA	 Jooga sülle hüppas must kass , keda varem toas ei olnud . 
9	NA	 Jooga hoidis teda ettevaatlikult . 
10	NA	 “ Kas sa endale uut nime ei taha ? ” küsis Jooga noormehelt . “ Näiteks võiksid olla Franck , ” pakkus ta . 
10	NA	 Kass hüppas maha ja Jooga süütas küünla . 
10	NA	 Küünitasin sellelt suitsule tuld võtma . 
10	NA	 Jooga tahtis mind tagasi hoida , kuid ei jõudnud . 
11	NA	 “ See toob kindlasti õnnetust , ” ütles ta . 
12	NA	 Mul läks südame alt külmaks . 
13	NA	 “ Kas ma sinu toas ei saaks kohta ? ” küsis noormees . 
14	NA	 Kala tulekule eelnesid tavaliselt lohisevad sammud koridoris . 
14	NA	 Seekord saabus ta hääletult . 
14	NA	 Tema pikk , kergelt kühmus kuju nõjatus uksepiidale , nagu kukuks ta ilma toeta otsekohe ümber . 
14	NA	 Kala muigas mõrult ja ütles : 
15	NA	 “ Härra on valinud võimalikest halvima seltskonna . ” 
16	NA	 Noormees võttis prillid eest ja hakkas neid taskurätikuga hõõruma . 
17	NA	 “ Mina olen Sugulane , ” ütles ta ja sammus väljasirutatud käega Kala juurde . 
18	NA	 “ Mina olen maalt ja Joogaga võrreldes korralik inimene , ” ütles Kala lahkelt . “ Ei , ma ei taha süüa ega juua . 
18	NA	 Mul on gripp , ja ma ennustan , et varsti teil kõigil . 
18	NA	 Mul on saatanlikult külm . ” 
19	NA	  
20	NA	  
21	NA	 Heitsin magama kolme paiku öösel , aga hommikul ei jaksanudki tõusta . 
21	NA	 Märkasin , et magan samade riietega , millega olin tulnud . 
21	NA	 Ma ei olnud Jooga toas , kus seisid varem minu asjad : aknapoolsesse kappi olid ootamatult siginenud võõrad riided . 
21	NA	 Kapinurgas hunnikus märkasin oma sinist seelikut ja aluspesu . 
21	NA	 Riiete vahelt paistis helepunane villane rätik . 
21	NA	 Pöördusin Jooga poole , et saada selgitust . 
21	NA	 Tema pilk sundis mind vaikima . 
21	NA	 Korjasin oma riided võõraste hulgast kokku ja toppisin kotti . 
22	NA	 Kotist pudenesid välja õunad ; poetasin need masinlikult lauale , neid veeres maha veel ja veel . 
22	NA	 Lahtise rõduukse ees lehvis must ja rebenenud kardin ; akna taga ja toanurkades luuras pimedus - oktoobrikuu , viinakuu . 
23	NA	 Keerasin ennast tekkidesse . 
23	NA	 Ma ei teadnud , kas on päev , õhtu või hommik ; oma poolteadvelolekus kuulsin vahel tuttavaid , aga mõnikord päris võõraid hääli . 
23	NA	 Need tundusid rääkivat minust . 
23	NA	 Kui kuulmist pingutasin , hääled kadusid . 
23	NA	 Asemele tulid värvilised pildid , nende järel tuim valu liikmetes ja lõualuus . 
24	NA	 “ Tahaksin sellele mehele midagi öelda . 
24	NA	 Võib-olla muutuks ta korralikuks , kui talle naine võtta , mis sa arvad , Madis ? ” 
25	NA	 Keegi tuli sammude lohinal ja räntsatas kõrvalvoodisse . 
26	NA	 “ Tal tuleks siit ühikast võimalikult kiiresti jalga lasta , ” vastas tume hääl pahaendeliselt . 
26	NA	 Inimene kõrvalvoodis niheles ja mähkis end üleni teki sisse , nii et paistma jäi ainult pikk hele juuksekahl . 
26	NA	 Ta rögises ja ägas . 
27	NA	 “ Meil on käsk sind mitte sisse lasta . 
27	NA	 Jooga isiklik käsk . ” Seda ütles mulle pikk mees , keda ei olnud enam toas . 
28	NA	 “ Mina pole ammu kellessegi armunud olnud . 
28	NA	 Vaeseke ! 
28	NA	 Harjub ära , hakkab meeldima . ” 
29	NA	 “ Vanasti oli nii , et kui haige olid , siis kadus suitsuisu täiesti , aga keppimisega polnud mingeid probleeme , kuigi ise ei jaksanud voodist tõusta . 
29	NA	 Nüüd on vastupidi . 
29	NA	 Sugufunktsioon kaob , aga suitsuisu jääb . ” 
30	NA	 “ Mine ära , Ronald . 
30	NA	 Meie toas ei suitsetata . ” 
31	NA	 Tuikusin rõdule . 
31	NA	 Tuba oli tühi , laual laialilaotatud konspektid ja raamatud . 
31	NA	 Udu kattis linna . 
31	NA	 Läksin toast välja . 
31	NA	 Koridoris ei põlenud tuli . 
31	NA	 Põrkasin pimeduses kellegagi kokku . 
31	NA	 Taganesin käsikaudu tuppa ja viskusin voodile . 
31	NA	 Ase oli soe . 
32	NA	 “ Kas ma segan ? 
32	NA	 Ega neiu ei tahaks tantsima tulla ? ” 
33	NA	 “ Ma ei oska tantsida . ” 
34	NA	 “ Mina olen Ronald . 
34	NA	 Tule , tule . 
34	NA	 Ma õpetan sind . ” 
35	NA	 Koridoris mängis vaikne muusika . 
35	NA	 See näis tulevat eikusagilt . 
35	NA	 Tantsisime kolm tantsu . 
35	NA	 Ronald kadus pimedusse ja hõikas : 
36	NA	 “ Jooga ! 
36	NA	 Ma pean midagi üles tunnistama ! 
36	NA	 Tantsisin sinu pruudiga . ” 
37	NA	 Eristasin uste piirjooni ; ühe ukse all oli paari sentimeetri laiune pragu , kust paistis valgust ja varjude liikumist . 
37	NA	 Jooksin oma tuppa , peitsin pea patja ja jäingi magama . 
38	NA	 “ Ausalt öeldes olen juba väsinud mängimast ühikapsühholoogi , ” seletas Kala . “ Oleks parem , kui ta võimalikult kiiresti leiaks endale mõne teise varjualuse . 
38	NA	 Ei tea . 
38	NA	 Las magab . ” 
39	NA	 Hakkasin vaikselt nutma . 
39	NA	 Tume kogu tuli kapi taha ja istus korralikult üles tehtud kõrvalvoodile . 
39	NA	 Tema punaseruudulise flanellsärgi värvid hõõgusid pimeduses . 
40	NA	 “ Ära pane tähele . 
40	NA	 Sa võid minu voodis magada . 
40	NA	 Ma ise magan praegu mujal . 
40	NA	 Ma ei sega sind . 
40	NA	 Soovitan lihtsalt sul siit ära minna , kui kosunud oled . 
40	NA	 Joogat tuleb võtta kui paratamatust . 
40	NA	 Minul ei ole talle mingisugust mõju . ” 
41	NA	 Palavik tõusis ööseks kolmekümne üheksani . 
41	NA	 Pea valutas . 
41	NA	 Jooga ei tulnud seda ravima . 
41	NA	 Unes kõndisin mööda treppe , valge marmor ja igihaljad põõsad varjamas seda , mis jäi käänaku taha . 
42	NA	 See meenutas pilti , mille joonistas onupoeg , et mind rõõmustada , kui mu isa oli surnud ja keegi ei rääkinud minuga . 
42	NA	 Olin kaheteist aastane - onupoeg juba täiskasvanu , kes kandis triibulist pintsakut ja pikki juukseid . 
42	NA	 Selliseid riideid kandsid kõik , kes õppisid kunstiinstituudis . 
42	NA	 Ja nagu kõik , nii õmbles ka onupoeg riided ise . 
42	NA	 Tema kõrge kontsaga kingi vaadati meie väikeses linnas itsitades . 
42	NA	 Onupoeg joonistas vesivärvidega tumerohelise aasa , mille serval asus loss . 
42	NA	 Lossi piiras liikumatu sügise-eelne park . 
42	NA	 Niisket muru oli äsja niidetud . 
42	NA	 Hekid ja roosipõõsad . 
42	NA	 Ühtegi hinge polnud näha . 
42	NA	 Lossi ümbritses kõrge aed . 
42	NA	 Keset muruplatsi oli kiik , millel kiikus lehvivate punaste juustega tüdruk . 
43	NA	 Unes ma tüdrukut enam ei kohanud ja ka kiik oli maha võetud , ainult kaks posti seisid rohus ; aga sinna ma poleks pääsenud , sest väravad olid kinni . 
43	NA	 Tumedalehelised tammed poetasid tõrusid . 
43	NA	 Need olid punakad ja veeresid kõrinal sillutisel . 
43	NA	 Oleksin tahtnud suurte kääridega lõigata peenardelt roose , et tunda , kui jäigad ja okkalised need on . 
43	NA	 Siis istusin juba väikeses kohvikus Pirital . 
43	NA	 Ükskõik millisest aknast ka välja ei vaadanud , igal pool oli liiv ja ei ühtegi inimest . 
