par_nr	head	sentence
1	 Pan Grpowski jõulud 	 Pan Grpowski jõulud 
2	NA	 Indrek Hargla 
3	 I 	 I 
4	NA	 Kõigepealt oli see kiri . 
5	NA	 Saabus ta 16. detsembri hommikuse postiga . 
5	NA	 Ilm oli kõle ja tuuline , kirjakandja pan Kazimierz Bartkowiak astus viivukeseks antikvariaati soojavarju , jõi tassi teed ja kurtis , et sõjahaav teeb selliste ilmadega eriliselt haiget . 
5	NA	 Pan Bartkowiak poleks pidanud tegelikult kirjakandja olema — liiga palju ringilonkimist nõudis see töö ja Visla ületamisel läbilastud vasakule jalale oli see liiast . 
5	NA	 Aga pensioniga kodus ei mallanud pan Bartkowiak olla , sest oma kvartal oli talle nagu oma küla . 
5	NA	 Inimestega oli vaja rääkida , uudiseid teada , head nõud soovitada . 
5	NA	 Kirjadega polnud kiiret , alati sai maha istuda ja sõna juttu puhuda . 
5	NA	 Tihti võttis ta ka posti ise kaasa , et ei peaks kontori või postkastini lippama — niigi inimestel käed-jalad toimetusi täis , asjad ajada ja hakka selle tühja pärast veel päeva pikemaks venitama . 
5	NA	 Grpowski keldriantikvariaat meeldis talle eriliselt — siit sai vahest ka lugemiseks raamatuid kaasa ja omanikku näisid ka kõik suusoojaks puhutud jutud huvitavat . 
5	NA	 Pan Grpowski — hoolimata oma noorest east — oskas inimesi kuulata — oli üldse selline malbe ja kannatlik . 
5	NA	 Täna oli pan Bartkowiakil tegelikult ka Grpowski juurde asja . 
5	NA	 Esiteks tõi ta talle kolm kirja , teiseks tagastas lugemiseks võetud pan Stanislawi kolm raamatut . 
5	NA	 Noh , ja kolmas asi oli tal veel ka ... 
5	NA	 Seepärast oligi ta antikvariaadi viimaseks peatuspaigaks valinud , varsti on lõuna käes ja võib minna sööklasse kapustiaki sööma . 
6	NA	" "" Kuidas panile raamatud meeldisid ? "" uuris Grpowski kirjakandjalt , kui oli talle suure kruusi sees kuuma vaarikateed serveerinud . "
7	NA	" "" Naljakaid asju kirjutatakse tänapäeval , naljakaid , oijah ... Kosmosed ja planeedid , kõiksugused peletised . "
7	NA	 Aga kui on ikka hästi kirjutatud , siis annab lugeda küll . 
7	NA	" Nood kaks esimest polnud tegelikult suuremad asjad ja see viimane ... mis ta nimi nüüd oligi ... "" "
8	NA	" "" "" Solaris "" ? "" "
9	NA	" "" Vot just ! "
9	NA	 See oli küll hea . 
9	NA	 Vaadake , noormees , minu vanuses hakkab inimene ikka möödunu peale mõtlema , eks tihti ole üht-teist kahetseda ja soovida , et omal ajal midagi tõsisemalt ei saadud võetud ... 
9	NA	 Vanas eas on noorusaeg kõige selgemalt meeles . 
9	NA	 Kõik , mis me kunagi teeme või ütleme , kõike tuleb mäletada ja kõige eest vastutust kanda . 
9	NA	" See oli hea raamat . "" "
10	NA	 Noormeheks kutsutu naeratas kergelt . 
10	NA	" "" Solaris "" oli tema lemmikraamat ja alati sellest vesteldes leidis ta , et raamat mõjub kõigile erinevalt . "
11	NA	" "" Mulle tuli eile sisse "" Potopi "" esimene väljanne , pani Raszinska Pioneeride tänavast tõi ... "
11	NA	" Olete huvitatud ? "" "
12	NA	 Kirjakandja pööritas silmi . 
12	NA	" "" Esimene väljaanne ? "
12	NA	" Kas see pruunide kaantega ? "" "
13	NA	" "" Seesama , pan Bartkowiak . "
13	NA	 Panin ta kohe kõrvale . 
13	NA	" Teadsin , et astute täna läbi . "" "
14	NA	 Kirjakandja kollektsioneeris Sinkiewizci raamatuid , see oli tema ainus hobi . 
14	NA	 Poola ajalugu teadis ta Kmicic'i seikluste läbi , luges iga väljaannet ja pidas kataloogi tõlgetest . 
14	NA	" Nüüd rüüpas ta erutusest lonksu tulikuuma teed ja ütles : "" See on vist väga kallis ? "" "
15	NA	" "" Mul pole tegelikult rahaga kiiret , maksin omast taskust kinni , "" vastas Grpowski ja õngitses sahtlist väärtusliku köite ning asetas selle ettevaatlikult teeplekke vältides lauale . "
15	NA	 Pan Bartkowiak silitas õrnalt pruunikaanelist raamatut ning tundes teatavat meeleliigutust ja kohustust midagigi vastu anda , lükkas käe postipauna , ulatas Grpowskile tema kirjad ja värske ajalehe . 
16	NA	" "" Aitäh , pan Grpowski , aitäh . "
16	NA	" Ma pean järgmise palgani ootama , aga kauaks võlgu ei jää . "" "
17	NA	" "" Pan ei pea rahaga tõesti kiirustama ... "" "
18	NA	" "" Võlg on võõra oma . "
18	NA	" Palju ma teile võlgnen ? "" "
18	NA	 Ta vaatas , kuidas Grpowski kaks välismaiste kirjadega ümbrikku kiiresti sahtlisse asetas ja jättis enda ette lauale ainult Lõuna-Poolast tulnud kirja . 
18	NA	 Pan Bartkowiak muidugi teadis , kust need kaks kirja olid tulnud ja ohkas . 
18	NA	" Pärast "" Potopi "" ei saanud ta mitte oma kolmandast põhjusest juttu teha . "
19	NA	" "" Teie teate Sinkiewizci hinda minust paremini . "
19	NA	" Südametunnistuse järgi ... "" "
20	NA	 Oijah , jälle see südametunnistus . 
20	NA	 Sellele koputasid ka nemad , viisakad ülikondades noormehed ... 
20	NA	 Et vana sõjamehena peaks pan aru saama , et tegu on lihtsalt tavalise kontrolliga , et alati tuleb valvel olla ... 
20	NA	 Nojah , eks kõigil ole oma töö ja leiva teenib igaüks isemoodi . 
20	NA	 Ajad on teised kui enne sõda , midagi on paremini , midagi on halvemini ... 
20	NA	" Aga "" Potop "" oli viimane piisk pan Bartkowiaki karikasse , piisk , mis uputas "" sõjamehe südametunnistuse "" . "
21	NA	" "" Ma vist tahaks teile midagi rääkida , "" ütles vana kirjakandja siis veidi kõheldes . "
22	NA	" "" Aga ma olen ju üksainus suur kõrv . "" "
23	NA	" "" Tjah , teate , parem , kui te ei oleks . "
23	NA	" Parem , kui te selle jutu väga ruttu unustaksite . "" "
24	NA	" "" Milles on siis asi ? "" "
24	NA	" Pan Bartkowiak niheles toolil , vaatas kõheldes ukse poole , kummardus siis antikvaarile lähemale ja ütles vaikselt : "" Minu juures käisid seltsimehed . "" "
25	NA	" "" Sõjakaaslased , te mõtlete ? "" "
26	NA	" "" Ei . "" "
26	NA	 kirjakandja tasnadas veelgi häält . 
26	NA	" "" Seltsimehed sealt , mõistate ? "" "
27	NA	" Grpowski sügas kukalt : "" Ma arvan , et vist mõistan . "
27	NA	" Aga , mis see ... "" "
28	NA	" "" Teisse puutub ? "
28	NA	 Puutub küll ja otseselt . 
28	NA	 Nad küsisid just teie kohta ... 
28	NA	" Nii vot . "" "
29	NA	" "" Minu kohta ? "
29	NA	 Ja teie käest ? 
29	NA	" Ma ei saa aru ... "" "
30	NA	" "" Aga võiksite saada . "
30	NA	 Mina olen medalitega mees , Berliinis käinud ja nii edasi . 
30	NA	 Nende arvates tähendab see kuulekust riigi ees . 
30	NA	 Minu jaoks on medalid aga auasjad ja au ei tähenda tagaselja urgitsemist . 
30	NA	 Nad ütlesid , et te saavat välismaalt kirju . 
30	NA	 Et nagu liiga palju või nii ... 
30	NA	 Ja teadsid , et ma teie juurest ikka vahest läbi astun . 
30	NA	 Ja palusid , et ma ... noh , oleksin ise üks suur kõrv ... 
30	NA	" Mõistate nüüd ? "" "
31	NA	 Antikvariaadi raamaturiiulite vahele sigines vaikus . 
31	NA	 Siis pahvatas pan Grpowski naerma . 
31	NA	" "" See on ju mingi jaburdus ! "" "
32	NA	" "" Ärge öelge nii ! "
32	NA	 Välismaa on ikkagi välismaa . 
32	NA	 Mina teie kirjade aadresse küll ei vaata , aga nemad ütlesid , et Lääne-Saksmaalt saate liiga palju kirju . 
32	NA	 Ja kirjutate ise sinna ka . 
32	NA	 Ning välismaal käite tihti . 
32	NA	 Mitte , et ma ise milleski kahtleksin või teid süüdistaksin — tulgu Pliuszicze jumalaema mulle tunnistajaks ! 
32	NA	" Aga sakslased , teate ... on sakslased . "" "
33	NA	" "" Kõik me oleme ühesugused inimesed . "" "
34	NA	" "" Seda ütlevad kõik ! "
34	NA	 Aga seltsimehed palusid mul teiega poliitikast juttu teha ... 
34	NA	 Et mida te sellest ja tollest arvate ... 
34	NA	" Palusid valvel olla . "" "
35	NA	 Grpowski raputas pead ja vaatas kirjakandjale siiralt otsa . 
35	NA	" "" Kas te malet mängite , pan Bartkowiak ? "" "
36	NA	" "" Malet ? "
36	NA	" Olen mänginud , poisikesena sai käigud ära õpitud , aga ega ma neid enam mäleta . "" "
37	NA	" "" Tuletage meelde , see on suurepärane mäng . "
37	NA	" Mina mängin malet kirja teel . "" "
38	NA	" "" Kuidas kirja teel ? "" "
39	NA	" "" Aga vot nii , et teed käigu , kirjutad selle üles ja saadad vastasele ... "" "
40	NA	 Ja Grpowski selgitas kirjakandjale kirimale sisu , otstarvet ja võlu . 
