par_nr	head	sentence
1	 MINU MINA 	 MINU MINA 
2	 MINUSSE , MINASSE . 	 MINUSSE , MINASSE . 
3	NA	 Minal on eesti keeles 24 käänet , eesti keel on rikas keel : temas selgub praktilises tarbimises kõige ilmekamalt tolle mina maniakaalsus . 
3	NA	 Proovige : mina , mina , mina ... 
3	NA	 Ning kõige lõpuks kaks viimast , nutune ilmaütlev ning iiveldust tekitav ( sest g koht on kurgu põhjas ) kaasaütlev : minata , minaga . 
3	NA	 Mulle meenub sõbra räägitud lugu . 
3	NA	" Kord käskis õpetaja Jukul ( kellel juhtus olema sama nimi , mis anekdoodis ) püsti tõusta ja käänata sõna "" sepp "" . "
3	NA	 Juku tõusis püsti , ütles , mida teadis . 
3	NA	" "" Mina sepp , sina sepp , tema sepp ... "" "
3	NA	" "" Istu , kaks ! "" , ei lasknud õpetaja Jukut lõpetada . "
3	NA	 Kõik käis kähku , langes hinne ja langes Juku , klass polnud veel jõudnud naermagi hakata . 
3	NA	 Juku tehti lolliks , ta võis seda ka olla . 
3	NA	 Kuid mitte minu jaoks : Juku kõneakt paljastas nii inimloomu tühisuse kui keele olemuse . 
3	NA	 Ka minul on alati olnud raskusi eristamaks käänamist pööramisest . 
3	NA	 Miks on käänamine just käänamine ? 
3	NA	 Miks ei võiks olla vastupidi ? 
3	NA	 Samuti ei tee ma hästi poolte vahet , ma pean enne natuke mõtlema , kui tean , et vasak on vasak ja parem parem ; ei ole nii , nagu ma lapsena ette kujutasin , et kui ma hommikul õue lähen ja näen keldri kõrval vahtrapuud , siis jääb ta sinna - paremale - ka siis , kui ma linnast tagasi tulen . 
3	NA	 Põhimõtteliselt on võimalik ju ka selline lapsik nominalism , kuigi siis tekiks vast suuri raskusi meelde jätmisega : peale vahtra saab mu elus olema ikka uusi ja uusi asju , kohti ja inimesi , kelle koha ruumis ma endasse pean talletama . 
3	NA	 Kuid mul on siiani selgelt meeles , kummal pool minust asus minu esimene armastus , kui ma esimest korda taipasin , et olen temast kõrvuni sisse võetud . 
3	NA	 Ja oleks siis , et ainult esimene ! 
3	NA	 Lühidalt öeldes on mul alati olnud raskusi ruumi tajumisega , kuid rohkemgi veel ajaga . 
3	NA	" Kuivõrd ma ei mäleta , millal miski toimus , siis ütlen iga kord , kui rääkima peab , igaks juhuks : "" Ah , see oli siis , kui olin viieteist aastane ! "" "
3	NA	 Sellesse aega on koondunud kõik , mis minuga eales on juhtunud , peaaegu võiksin öelda , et abiellusin viieteist aastaselt ja ega ma palju ei eksiks . 
3	NA	 Sõnaga , mina olen Juku ja jään Jukuks küllap elu lõpuni . 
3	NA	 Ning mul on hea meel , et minust nii palju räägitakse : anekdootides ja muidulugudes ; ise ei saaks ma sellega nii hästi hakkama . 
4	NA	 Mulle tundub , et olen naljakas : nii ütlevad nii need , kes mind lähemalt tunnevad kui need , kes mind ainult kaugelt on näinud . 
4	NA	 Pruugib mul nende vaatevälja sattuda , kui märkan naeratust . 
4	NA	 Inimestele meenub Juku , pardikõnnakuga Chaplin või kloun Karandaš , kes suutis nutta nii , et pani naerma : mitte pisar pisara haaval , vaid jämedate jugadena ! 
5	NA	 Kuid ka keel on selline . 
5	NA	 Oleks ju uhke öelda : ma olen iseenda suu ja keel . 
5	NA	 Natuke see nii ongi . 
5	NA	 Ja ei kehti ainult minu , vaid kõikide , ka nende puhul , kes keelest kaugel seisavad : korstnapühkijad , akvalangistid , piletikontrollid ... 
6	NA	 Pole vist raske ära arvata , mis ma nüüd ütlen . 
6	NA	 ( ? ) Mulle meeldiks , kui oleks üks asi , mis ei tunnistaks ei aega ega ruumi ( riimides : aeda ) . 
6	NA	 See asi , see soe sai , on minu jaoks kirjandus , teda tahaksin säästa muutustest , sasimisest ja räsimistest , mida iga aeg paratamatult endaga kaasa toob . 
6	NA	 Ta võiks olla , minu jaoks ongi söödav . 
6	NA	 Või lõhnav nagu veiniplekine , koogipurune käsikiri . 
7	NA	 Ma saan haiget , kui kirjandusele haiget tehakse . 
7	NA	 Mõnel korral olen siis üles karanud ja kirjutanud artikli : päästva , kaitsva . 
7	NA	 Kuid tänu sellele olen kohe sattunud aega : inimesed tulevad vastu , ei naera või naerata nagu tavaliselt , vaid ütlevad : noh , hästi tegid , panid ära ... 
7	NA	 Siis hakkab mul jube . 
8	NA	 Hea meelega kriipsiksin käsikirjas maha kõik viited ajale : kuupäevad , aastaarvud ja nimed . 
8	NA	 Nimi ehmatab mind , on nagu koll , keda tema loomupärase tegevuse , kollitamise eest karistatakse . 
8	NA	 Kuid ma ei saa seda teha , tahes-tahtmata tuleb tunnistada , et sugugi mitte kõik raamatud või nende tõlked pole mulle olnud meele järgi . 
8	NA	 Kirjastustest rääkimata . 
8	NA	 Kirjastused on kollide kodud ; kolle kodustatakse kirjastustes , võõrutades neid sellest , mis nad tegema peaksid . 
9	NA	 Veel üks soov on mul , üsna lihtsake . 
9	NA	 Tahaksin - väga ! väga ! - et neid arvustusi ( aia- ja ajaauke ) lugedes selguks see , miks on kirjandus mulle nii oluline . 
9	NA	 Eluline . 
9	NA	 Miks just kirjandus ja mitte näiteks tsirkus , kõrgem klounaaz , millega kirjandusel ju nii palju ühisjooni ? 
9	NA	 Tahaksin , et pikapeale selguks see , millest mul endal aimu pole . 
10	 Kosmiline on koomiline 	 Kosmiline on koomiline 
11	NA	 Jan Blomstedt . 
11	NA	 Kosmopoeetika . 
11	NA	 Tõlkinud Joel Sang ja Kajar Pruul . 
11	NA	 Vagabund . 
11	NA	 240 lk. ) 
12	NA	 Kõik viga , kõik paks , kõik paha see olevat aja sees . 
12	NA	 Inimesed ju paha ei taha - aeg olevat haige mees . 
13	NA	 Juhan Liiv 
14	NA	" Huvitav , huvitav , mõtlesin , kui olin lugenud "" Kosmopoeetika "" sõjakat avapeatükki "" Mula "" , kus öeldakse : "" Mulle meeldib mula . "
14	NA	 Seepärast on /on/ mul eriline põhjus tunda huvi sanskriti püha silbi om vastu . 
14	NA	 Tal on oma koht india meditatsioonis . 
14	NA	" Silpi korrutatakse , kuni see kaotab igasuguse tähenduse ja viib transsi , püha mula sfääri , kus aeg ja ego ei tähenda enam midagi . "" "
14	NA	 ( lk.5 ) 
15	NA	 Mõtlesin , et võiks oma arvustust alustada nii : Jan Blomstedti esseed on jama , jama aga on sõna , mida kasutab oma igapäevarituaalides üks äsja avastatud , kuid tundmatuks jääda sooviv soome-ugri ürg-hõim . 
15	NA	 See hõim ei taju enam sõnade tähendusi , kõik sõnad , isegi süütud side-sõnad viivad selle esindajad pikema kordamisetagi transsi , vaid mõned tihkemad liit- ja võõrsõnad on veel jäänud , kuid nendegi tähendus kaob koosmöögimise tagajärjel varsti . 
16	NA	" Kui Charles Bovary kübar ja Hemingway "" tühjad "" dialoogid on mula , sest esimesel pole tegelikkuses vastet , st sellist kübarat pole võimalik reaalsena ette kujutada , veel vähem pähe panna ( lk 93 ) , teine aga on nonsenss , sest armastajate keel romaanis "" Hüvasti , relvad "" on "" "" väsinud itaalia keel "" "" ( lk.7 ) , siis miks ei võiks kõik see ka samahästi "" jama "" , "" pask "" , "" sitt "" või midagi samaväärselt "" mõttetut "" olla . "
16	NA	 Ning sellel , kas selline häbelik või häbematu suguharu tegelikult ka olemas on , pole mingit tähtsust . 
17	NA	 Mis pärast niisugust sissejuhatavat soojendust järgneda võiks ? 
17	NA	 Ehk esitatakse mulle midagi enneolematut ? 
17	NA	 Midagi sellist , mis mu seniseid mõtlemisharjumusi ning tõsiseid tähendusotsinguid alustugedeni raputaks , mind minu usus pööraks ja teiseks teeks ? 
18	NA	 Kuid võta näpust - mõttest - , mitte midagi sellist ! 
18	NA	 Otse vastupidi , kõik järgev oli kirjutatud mulle sümpaatse inimtüübi poolt . 
18	NA	 Põhjani , ikka põhjani ! 
18	NA	 Kuigi , kes võiks öelda , kus on Flauberti põhi ? 
18	NA	 Või Nabokovi ? 
18	NA	 Lowry ? 
18	NA	 Conradi ? 
18	NA	 Manni ? 
18	NA	 Berlini ? 
18	NA	 Gombrowiczi ? 
18	NA	 Proovima peab ! 
18	NA	 Pea ees , kuid mõttekalt , neelukohti ja madalikke vältides . 
18	NA	 Uurides , huvi tundes - usun neid sõnu Blomstedti lemmikuiks . 
18	NA	 Ning ime küll , neis esseedes kaob ninaka tänavapoisi mulje täiesti . 
18	NA	" Mitte midagi ei halvustata , isegi "" samastuvat "" lugejat mitte . "
18	NA	 Lektori sümpaatia kuulub küll teisele lugejatüübile , keda võiks kutsuda huvitujaks , eemalt vaatlejaks , asjadesse mitte sekkujaks . 
18	NA	 Nõnda saab paremini vaadata Soomet ning ka olla soomlane . 
18	NA	 Ei mingit kahtlust - just nii on õige , vaid nii see olla saabki , eestlase kohta käib see niisamuti , eriti praegu , kui lihtsalt olla on vaata et raskem kui mitte olla . 
19	NA	 Kuid kas huvi saab olla suurem kui armastus ? 
19	NA	 Küsimus ise , eriti aga vastus sellele lõhnab suitsidaalselt . 
19	NA	 Tark inimene jätab sellele vastamata . 
19	NA	 Ka Blomstedt . 
19	NA	 Muuseas , Blomstedti tarkus pole selline , mis lugejas alaväärsuskompleksi tekitab . 
19	NA	 Kõik on loomulik , subtiilne , liigse lärmi ja sensatsioonitaotluseta . 
19	NA	 Lugedes unustad , et pole ise lugenud . 
19	NA	 Oleks lugemine taju , üks inimese meeli nagu haistmine , siis võiks öelda - lugemine , loe ! 
19	NA	 Kuid lugemise teeb lugemiseks mitte lugemine , vaid loomine . 
19	NA	 Nõnda siis oleks õige - lugemine , loo ! 
19	NA	 Nüüd on muidugi oht pateetiliseks muutuda , kuid olgu peale - pigem lapsemeelne heroilisus kui tark teesklus . 
20	NA	 Oma kirjanike vaatlusis on Blomstedt kiiduväärselt partikulaarne . 
20	NA	 Ta näeb pisikest , väikest . 
20	NA	" "" Taolises võimes huvituda väikestest , kaduvväikestest asjadest veel hetk enne lömastumist vastu tõeluse kõva pinda on vaevalt midagi halvakspandavat ; vähemgi teeb meid osalised huviväärses kosmoses , maailmakodanikud sõna parimas mõttes , kui väljenduda armastuse keeles . "
20	NA	" "" ( lk.132 ) "
21	NA	 Kas pole see ilusti öeldud ? 
21	NA	 Natuke nukralt , natuke uhkeltki ? 
21	NA	 Peategelased on sageli igavamad kõrvategelastest , sest nad on nii läbiseletatud ning motiivikarkudega varustatud , sestap Blomstedti huvi selle vastu , mis mujal , kõrval , marginaalias . 
21	NA	" Äärealas on ka see , et Flaubert tundis oma "" Bovary "" kirjutamise ajal mitte ainult naiseks olemise tunnet ja rõhuvat raskust , mida stiili kallal nokerdamine põhjustas , vaid ka ehtsat rõõmu , mis paraku nii tal endal ( ehhki võiks päevikud igaks juhuks üle lugeda , äkki leiab sealt ka rõõmumärke ? ) kui tuhandetel tagantjärgi lugejatel märkamata jäi . "
21	NA	 No miks peaks üks lause või paar populaarseks upitatud mõttetera kedagi elu lõpuni iseloomustama ? 
21	NA	 Tegelikult on see põlvkonna - ja aja - küsimus . 
21	NA	 Derrida tegi - luges - teksti elusaks . 
21	NA	 Seal , kus varem kuiv muld , pulbitses nüüd äkki elu . 
21	NA	 Ning kui Hegeli triaadidest muidu lahti ei saanud , siis tuli talle neljas külg külge pookida . 
21	NA	 Näidata , et ainumõtlemine pole võimalik . 
21	NA	 Või on kahjulik . 
21	NA	 Loojat ennast ahistav . 
21	NA	 Jäljendajatest rääkimata . 
21	NA	 Ehkki nemad küll valu ei tunne . 
21	NA	 Vast ainult lõbu , sest ainult lõbu - lõbu lõbu pärast - toodab tühisust . 
21	NA	 Teksti saab küll maitsta , kuid maitstes võib ka keelde hammustada . 
21	NA	 Lugemine on keel ja keelest tuleb - tilgub - verd . 
21	NA	 Too vere-tunne on moodsas lugemises ja lugejas ( keda pole olemas , kes on abstraktsioon ) moodsal ajal peaaegu kaotsi läinud . 
21	NA	 Verd - valu - kardetakse . 
21	NA	 Uus kirjandus - milline ? - peaks inimesi uuesti tundma õpetama . 
21	NA	 Või õigemini - tundmist mitte kartma ja aega rohkem usaldama . 
22	NA	 Usaldusväärne aeg , see ongi see , millest meil puudu on . 
22	NA	 Aeg iseendast on küll rõõmus ( ma mõtlen mõtte-aega , mitte kellatiksu ) , kuid aeg , milles me elame ning mis veel tähtsam - sureme , on muutunud meie vaenlaseks . 
22	NA	 Moodne filosoofia on teinud surma-ajaga sama , mis Ameerika demokraatia surmaga . 
22	NA	 Ta on kiskunud aja tükkideks , teda pilanud ja pilastanud , üritades teda nii olematuks muuta . 
22	NA	" Ta on öelnud ( tsiteerin ) : "" Siduge aeg sõnaga , köitke ta esimese ettejuhtuva sõna külge . "
