par_nr	head	sentence
1	 Mälestus 	 Mälestus 
2	NA	 Veiko Belials 
3	NA	 Kolonisatsiooni teises etapis jõudis inimkond Locustale . 
3	NA	 See oli kuiva kliimaga Maa-tüüpi planeet , mida asustas karjakasvatajate ja maaharijate rass . 
3	NA	 Pärast Locusta hõivamist jäi inimkond paikseks . 
3	NA	 Pole ühtegi rahuldavat selgitust juhtunule , kuid fakt on see , et kolonisatsioon lõppes ootamatult ja inimkond loobus kosmose edasisest alistamisest . 
4	NA	 Mis täpselt Locustal juhtus , jääb arvatavasti igavesti saladuseks , nagu ka see , mis sai rassist , keda inimkond Locustal kohtas . 
4	NA	 Me ei tea , millised nad olid ja kuhu kadusid . 
5	NA	 Nad lihtsalt kadusid ja neist ei jäänud vähimatki märki . 
5	NA	 Isegi mitte mälestust ... 
6	NA	 Suur Terpilaagi Entsüklopeedia 
7	NA	 Kuum õhk väreles kõrbe kohal , tuul kandis laiali punakat tolmu , mis oli kunagi moodustanud silmapiiril murenevad mäed , ning veeretas traatkõva põuarohu seemnepusaraid . 
7	NA	 See madal hõbedane rohi oli ainus , mis suutis siinsel lagedal ja üksildasel kiltmaal vastu pidada , miski muu siin ei kasvanud . 
7	NA	 Ajanud juured paakunud maa pragudesse , turritas see surmapõlgavalt ka kõige kuivemates kohtades , otsekui irvitades lõputu põua üle . 
8	NA	 Päike oli madalate harjade taha vajunud ning tuul tõi tolmust hoolimata päevasesse leitsakusse pisut värskendust . 
8	NA	 Varjud tihenesid . 
8	NA	 Öö tõotas tuua veidigi leevendust neile , kes siinses jumalast hüljatud maanurgas oma elupäevi õhtusse veeretasid . 
9	NA	 Jah , siin — keset seda trööstitut kõnnumaad — kössitas asula , mõjudes eemalt vaadates äraeksinud loomana , kes on tulnud kõrbesse surema . 
10	NA	 Õieti polnud siin midagi , mida asulaks nimetada — vaid üks tänava mõõtu vahekäik majade vahel ja veidi kaugemal rodu hajali osmikuid , millest osa oli juba sisse langenud . 
10	NA	 Murdunud labadega tuuleratas kriiksus roostetanud masti otsas , suurendades veelgi muljet surevast või juba surnud loomast . 
10	NA	 Kuid asula elas . 
11	NA	 See oli tõesti olnud suremas , kuid siis leiti uued karjad . 
11	NA	 Suured . 
11	NA	 Metsikud . 
11	NA	 Keegi ei teadnud , kust need pärit olid . 
11	NA	 Keegi ei mäletanud , kust need olid tulnud või kuidas siia sattunud . 
11	NA	 Ja ka linn oli vaid paari päevatee kaugusel . 
11	NA	 Ja asula ei surnud . 
11	NA	 See kosus . 
11	NA	" Osmikuid hakati uuesti üles ehitama , rajati uued karjaaiad , pikendati koguni asula "" peatänavat "" . "
12	NA	 Ja kõrts , mis kunagi polnud hääbumist täiel määral tahtnud tunnistada , oli esimene , mis nüüd uuele elule ärkas . 
12	NA	 Selle melu kostis kaugele . 
12	NA	 Muusika rõkkas , kõlas joobnute naeru , klaasid ja pudelid kõlisesid . 
12	NA	 Polnud kahtlust — asula ei kavatsenudki niipea kusagile kaduda . 
12	NA	 See oli näinud paremaid ja halvemaid aegu ning üle elanud mitmesuguseid asukaid . 
12	NA	 Nüüd oli ta taas valmis uusi elanikke vastu võtma . 
13	NA	 Johnnie seisatas ja lasi pilgul üle kaugusest paistvate mägede libiseda . 
13	NA	 Olid ajad , kui nood olid kõrgemad , järsemad , teravamad ... 
14	NA	 Johnniet haaras alati seletamatu kurbus , kui ta mõtles neile ammu ununenud aegadele . 
14	NA	" Aegadele , kui planeet oli olnud noorem , "" suurem "" , seletamatum ja ohtlikum . "
14	NA	" Aegadele , mida tähistati mõistega "" kolonisatsioon "" . "
14	NA	 Nüüd oli see vaid sõna , kombinatsioon häälikuid , mida enam ei kasutatud ja mille tähendustki enam täpselt ei teatud . 
14	NA	 Kunagi oli see aga reaalsus , aeg täis uhkust , iseseisvust ja uusi väljakutseid .. Metsik aeg ; karmide meeste karm aeg ... 
15	NA	 Nüüd oli kõik teisiti . 
15	NA	 Alla käinud . 
15	NA	 Mandunud . 
15	NA	 Midagi oli juhtunud . 
15	NA	 Midagi , mis oli ajaloo hämarustes kaduma läinud . 
15	NA	 Mingi muutus , hiiliv ja salalik nagu vari , mis muutis kõik ähmaseks ja ebaselgeks , moonutas , kustutas , tegi midagi isegi asjade olemusega ... 
16	NA	 Ta ei teadnud , mis see oli . 
16	NA	 Liiga palju minevikku oli jäädavalt hävinud . 
