par_nr	head	sentence
1	 Sarmikas mõtleja : kaks romaani ühest mehest 	 Sarmikas mõtleja : kaks romaani ühest mehest 
2	 S A R M 	 S A R M 
3	NA	 On hetki , mis sööbivad meelde . 
4	NA	" "" Palun ! "" ütles Mart Raja ja kergitas napi tõrjeliigutusega vasakut käelaba laualt . "
4	NA	 Ta hääl oli Edale alati rahulolujudinad seljale toonud . 
4	NA	 Aga ennist , kui see jõuline ja madal , naudisklevalt enesekindel hääl telefonis proua Kaljut küsis , oli ta viivu aja jooksul ununenud mälulaekais tuhlanud , suutmata esile manada inimest hääle taga . 
5	NA	 Siis see tuli - kujutluspilt sarlakpunastes spordipükstes noorukist , kes käed kuklal , kaminatule paistel muskleid paisutab . 
6	NA	" "" Mängid proffi ? "" küsis Henrik temalt tookord . "
6	NA	" Ja Mart , pingutanud käsi , nii et biitsepsid nagu tennispallid ta kõrvade ääres kumerdusid , lausus muiates : "" Aga muidugi ! "
6	NA	" Mis sina siis mõtled ! "" "
7	NA	 Eda aimas , miks just see ammune kaminatuleõhtu talle alati Mardiga seoses meenus , kuid ei sõnastanud seda endale . 
7	NA	 Erutusevõbin käes , pani ta toru hargile . 
8	NA	 Mart jättis talle just parajalt aega . 
8	NA	 Kell kolmveerand neli olid tal kohvitassid laual , vaagen võileibade ja saiakestega ootamas ja likööripudel puhvetis üle vaadatud . 
8	NA	 Autoukse klõmatus kostis täpselt kell neli . 
8	NA	 Naine ruttas aknale ja taandus . 
8	NA	 Keegi keigarlikult riietatud vanamees maksis all taksoarvet . 
8	NA	 Läbi külmunud sireliokste paistis halli habemega nägu . 
8	NA	 Pettununa istus Eda tagasi tugitooli . 
8	NA	 Kogu ta elu oli kulunud ootamisele . 
8	NA	 Ta vihkas ootamist ! 
9	NA	 Nähtavasti ei teadnud tulija isegi , kuhu minna tahab . 
9	NA	 Ronida kolmandale korrusele , et siis juhusliku ukse taga kella anda Perenaine avas . 
9	NA	 Vastu trepikoja akna valgust siluetina paistev mees vaikis . 
10	NA	" "" Palju aega on möödunud , "" ütles ta viimaks . "
11	NA	" "" Mart ! "" "
12	NA	 Jah , ta polnud tõepoolest enam see veretavalt täidlaste huulte ja kirglike , andunud silmadega patune ingel vanalt maalilt . 
12	NA	 Läbi paljude aastate ja hõreda kohtumisterea oli Eda saanud jälgida , kuidas too nägu mehistus ja nooruse värskuse kaotas , aga see polnud vist naise teadvusse jõudnud . 
12	NA	 Nüüd ta lihtsalt nägi teda uute silmadega . 
12	NA	 Ja uus oli muidugi ka see raudhall habe . 
13	NA	 Perenaine pani külalise toodud freesiad vaasi , tõrjus veelkordse kaastundeavalduse . 
13	NA	 Tõepoolest ei maksa ! 
13	NA	 Ta pühkis silmanurka , oli seal siis pisarat või ei . 
13	NA	 Möödunud oli ikkagi juba üle poole aasta . 
13	NA	 Ja tema suhe toimunuga oli ju ka üsna keerukas . 
13	NA	 Eda uskus Marti seda isegi teadvat . 
14	NA	 Ta vaatas meest . 
14	NA	 Raske otsustada , oli ta veel selline lihaseline karupoeg ? 
14	NA	 Väheldast kasvu oli Mart alati olnud , kuigi Henriku kõrval olid muidugi kõik väikesed ... 
14	NA	 Ta kandis väga head halli ülikonda . 
14	NA	 Ta juuksed olid veel üsna tumedad . 
14	NA	 Avatud kuuehõlmade vahelt vesti alt ei paistnud isegi istudes vähematki kõhukumerust . 
14	NA	 Ja tema häiriv iseteadvus tuli ikkagi esile , kuigi ta seda nüüd soliidse viisakuse taha varjata mõistis . 
14	NA	 Aga see ei seganud naisel vestlusest naudingut tundmast . 
14	NA	 Ometi üks , kes üle pika aja võttis vaevaks tulla ja teda kuulata maldas ! 
14	NA	 Milline ka polnud nende septembripäevade eelne aeg , peietele järgnenud isolatsioon oli hullem , kui elusalt maetud olla . 
15	NA	" "" Räägi , kuidas Siljal läheb ? "" "
15	NA	 Mardi naist tundis Eda tegelikult õige pealiskaudselt . 
15	NA	 Paus venis küsimuse järel häirivalt pikaks , nii et perenaine imestunult vaatama jäi . 
16	NA	" "" Teda ei ole enam ... "
16	NA	" Juba üle kahe aasta . "" "
17	NA	 Siin siis oligi see hetk , mis Eda Kaljule mällu sööbis ! 
18	NA	 Kui masendunud vaikus lõpuks otsa hakkas saama , tõstis Mart vasaku käelaba kõige napima tõrjemärgina laualt . 
18	NA	" "" Palun ! "" "
19	NA	 Jah , nüüd mäletas Eda küll , mida Henrik Mardi naisest rääkinud oli . 
19	NA	 See võis olla kaheksakümnendal aastal , või vähemalt selle ringis . 
19	NA	 Nüüd , üheksakümne esimese märtsis oli Silja lahkumisest üle kahe aasta . 
19	NA	 Üheksa aastat oli Mart oma naist suretanud ... 
20	NA	" "" Siis taipad sa isegi , mis see kõik tähendab ! "" ütles ta vaikselt . "
21	NA	 Nii iseloomulik sellele mehele , et ta keeldub valusal teemal vähimatki rääkimast ! 
21	NA	 Nagu ta hääl näis ta väheldase kogu jaoks liiga suur ja sügav ja ta selle jõulisust paistis teadlikult vaos hoidvat , nii oli selles väikeses mehes varjul väga nõudlik minatunne . 
21	NA	 Ealeski ei kurtnud ta millegi üle , ealeski ei lasknud ta endale kaasa tunda , ealeski ei õigustanud ta ennast . 
22	NA	 Sooja kaastundesse , millega Eda vana sõpra nüüd vaatas , sigis ka uudishimu . 
22	NA	 Ega see mees talle ometi kosja pole tulnud ? 
23	NA	 Mart Raja ei tulnud muidugi Tartusse teda kosima . 
23	NA	 Aga Eda oli tal meeles püsinud kogu selle aja , kui ta Henriku lahkumisest teadlik oli . 
23	NA	 Ta ei mõelnud naisest , aga tema kuju asus kogu aja tal teadvuse piirimail . 
23	NA	 Ja siiasõidu ettevalmistusi tehes otsustas ta ka selle külaskäigu kasuks . 
24	NA	 Aga just praegu , märganud Eda silmis uut pilku , muutus mees ettevaatlikuks . 
24	NA	 Tema vastas istuv naine oli ligi viiekümnene nagu Mart isegi . 
24	NA	 Ta oli riietatud tagasihoidlikku valge-halli-pruunitriibulisse vööga kleiti , mis ta figuuri peitis . 
24	NA	 Eda ei olnud sugugi paksuks läinud . 
24	NA	 Aga mõistagi ei olnud ta ka enam see pikk ja sale naine . 
25	NA	 Kleidi kaeluses kandis ta rohelist siidrätti , mis sinna tõesti sobis , kuid mille tõelist otstarvet mees samuti väga hästi mõistis . 
25	NA	 Eda oli tagasihoidlikult mingitud , kasutas kahvatut huulepulka nagu lesele kohane . 
25	NA	 Kuigi muidugi oleks võinud ju ka hoopis värvimata olla . 
26	NA	 Mart vaatas kella . 
26	NA	 Mida Eda arvab , kui mees ta lõunale kutsub ? 
26	NA	 Vana taktikuna lõbutses ta seesmiselt , selgitades oma maheda keldripõhjabassiga — nad ei anna mingit alust keelepeksuks , nad ei jää hilja peale , ei joo midagi peale lauaveini ... 
27	NA	 Mida muud arvata võiski ! 
27	NA	 See omaaegne vabameelne plika oli võtnud sisse tõelise Leinava Lese hoiaku . 
27	NA	 Aga kuidas oleks saanud ta vastu panna kiusatusele ! 
27	NA	 Peale teatavat kõhklust palus ta ümberriietumiseks aega . 
28	NA	 Nende bussisõidul ja jalutuskäigul läbi varakevadise õhtupooliku vanasse restorani , ei olnud mingit tegu Mardi hirmsa harjumusega inimeste kallal katsetada . 
28	NA	 Valusaid teemasid ei võtnud kumbki enam jutuks . 
28	NA	 Hiline lõuna kulges rahulikus vestluses ja Mart jättis täiesti Eda otsustada , mis sellest järgneda võiks . 
29	NA	" Alles hämarikus bussi oodates , ütles naine : "" Aitäh ilusa õhtu eest ! "" "
30	NA	" "" Pole tänu väärt . "" "
31	NA	" "" Jääd sa pikemaks ? "" "
32	NA	" "" Mõneks päevaks . "
32	NA	" Kuni nad teksti enam-vähem selgeks õpivad . "" "
33	NA	" "" Saad sa veel minu poolt läbi tulla ? "
33	NA	" Ma tahaksin sinult midagi paluda . "" "
