par_nr	head	sentence
1	 KUNINGVESI 	 KUNINGVESI 
2	NA	 ROMAAN 
3	NA	 Üheksakümnendate algupoolel oli mul ilmunud kaks raamatut , esimene 79. kevadel ja teine 93-l . 
3	NA	" Nende neljateistkümne aasta sisse mahtus "" lõplik'' pettumine kirjandusmaailmast , milles minusugune kaasalöömist võimalikuks ei pidanud , siis spontaanselt sündinud lühiromaan ja sellega koos avastus , et võin uutes oludes tõepoolest teha seda , mida ma alati teha olen tahtnud — kirjutada ausat , poliitiliselt angažeerimata psühholoogilist proosat . "
3	NA	 Seda ma ka teha kavatsesin , ja ühes kitsamas vesturingis tegin kokkuvõtte : ma pole ennast müünud . 
3	NA	 Ja mida ma siis nii kaotasin ? 
3	NA	 Kui palju ma ikka raamatuid kirjutanud oleksin ? 
3	NA	 Ütleme — kakskümmend . 
3	NA	 Noh , ja nüüd kirjutan kümme ! 
4	NA	 Tundsin tookord seda sõnastades , et olen välja andnud riskantse veksli . 
5	NA	" 99. aasta suvel , kui mul oli kuues raamat kirjastamisel ja seitsmendasse kuuluva kahe romaani käsikirjadki juba olemas , kui ma olin alustanud "" Kuningvee "" esimese peatükiga ja tundnud , et vajan peale mitut järjepanu kirjutatud romaani siiski pisukest lõõgastumist , sai mulle ühe väikese ebameeldiva seikluse käigus selgeks , et mu kaheksas ja kõik sellele järgnevad raamatud võivad ka kirjutamata jääda . "
5	NA	 Kogu selle sügistalve ja järgnenud aastavahetuse ning pikkamisi kevadesse kalduva aja olin ma võimetu jätkama pikaks kujuneda tõotavat tööd , mille valmimiseks saatus mulle mingitki garantiid ei pakkunud . 
6	NA	 Selle seikluse järg viis mind Tallinna Kiirabihaigla koronaarkirurgia osakonda konsultatsioonidele , kus mu seisukorra kriitilisus halastamatu selgusega ilmsiks tuli . 
7	NA	 Mu heaks haldjaks osutus südamearst proua Sirje Sulling , tänu kellele ma jõudsin siiski järjekorra nihkumise lõpuni oodata . 
8	NA	 Et ootamise pinget leevendada , hakkasin käesolevat raamatut edasi kirjutama ja jõudsin just stseenini , kus petetud abikaasa on oma kauni naise väga ihaldusväärsed tuharad tuliseks teinud , kui tuli töö katki jätta ja minna . 
