par_nr	head	sentence
1	 Uskmatuse hind 	 Uskmatuse hind 
2	NA	 Indrek Hargla 
3	NA	 Olen alati imestanud , miks see tee iial rohtu ei kasva , kunagi metsa pealetungile ei allu ega kitsaks läbipääsmatuks rajaks ei tõmbu . 
3	NA	 Autosid sõidab seda mööda harva , sest Eedul on vähe autodega tuttavaid . 
3	NA	 Ja ega Eedu juures tühja-tähja pärast käidagi , kui keegi siia teele keerab , siis rohkem ikka asja pärast . 
4	NA	 Tee nagu mäletaks oma kohust ja tunneks oma tähendust . 
4	NA	 Ta ei hooli sellest , kas keegi siia kruusa kallab või mitte , tema kulgeb ikka omasoodu , viib aleviteelt eemale metsa vahele , kõrgub üle madalate küngaste , muutub kitsamaks , unustab tolmu ja kivipuru , kattub metsamulla ja oksterüsaga . 
4	NA	 Aga jääb ikka selleks samaks teeks , mis juba aastakümneid on Hargla alevikeskusest viinud Parksepa taluni . 
4	NA	 Ja alati , kui ma seda mööda sõidan või käin , soovin sisimas , et selliseks ta ka jääks , et jääksid alles nii alevikeskus , Parksepa talu kui inimesed , kel ikka on vahest asja ja aega minna Karula metsasügavustesse Eedu juurde , küsida üht-teist tühja-tähja , vaadata koeri , keda sealt alati leida võib . 
4	NA	 Soovin , et oleks inimesi , kes lasevad teel tunda tema otstarvet . 
5	NA	 Nüüd võis olla juba hea kaks aastat sellest , kui ma viimati pöörasin oma autologu auguliselt Valga maanteelt aleviteele — umbes sealt , kus ühelpool männisalus kirik vanu aegu meenutab ja teisel pool kauplus ikka külainimesi lõuna ajal juttu puhuma toob ( sest nüüd on kohalikel rohkem asja poe kui kiriku manu ) . 
5	NA	 Ma ei pidanud hoolega Parksepa tee otsa otsima , sest teerist paistab kaugelt silma . 
5	NA	 Seda märgib suur tamm ning kinnitab sammaldunud piimapukk . 
5	NA	 Kõik nii nagu aastaid tagasi . 
6	NA	 Tee on kitsas nagu kõik metsateed siinkandis . 
6	NA	 Ma lasin juhipoolse akna täiesti alla ja sõitsin esimese käiguga , väga aeglaselt ja rahulikult . 
6	NA	 Avatud aknast riivasid mu põske puuoksad ja see oli hea . 
6	NA	 Sõitsin nii umbes kaks kilomeetrit . 
6	NA	 Siis tuli üks lagedam paljak — Parksepa talu tee ristus endise Sõõru talu juurde viiva vana teega , mida enam aastakümneid ei kasutatud . 
6	NA	 Ometi oli kahe tee vahel pisike lagedik , kuhu oli paras jätta oma auto . 
6	NA	 Millegipärast ei tahtnud ma Eedu õule oma vankriga sisse vurada . 
6	NA	 Ei tea isegi miks , aga nii tundus õigem . 
6	NA	 See maa hingas omas rütmis ja tundsin , et autorattad on seda juba küllalt häirinud . 
7	NA	 Seiskasin mootori , haarasin tagaistmelt oma kohvri ja kobisin autost välja . 
