par_nr	head	sentence
1	 Fusion 	 Fusion 
2	NA	 Indrek Hargla 
3	NA	 Moderne latin fusion polnud just päris see , mida mõelnud olin . 
3	NA	 Mitte et ma ainult Benny Goodmani ja Igavest Kuupaiste Serenaadi oleks tahtnud puhuda . 
3	NA	 Või lootusetult igavaks kulunud diksiländi , ei . 
3	NA	 Ma lihtsalt polnud nootidest nii kaugel olevat jämmi kunagi mänginud . 
3	NA	 Loomulikult ei panda jazzis kunagi kõike viimase noodini kirja , improvisatsioon võib tihti loole täiesti uue ilme anda ; juba Suur Oscar ütles , et noodivihik on elusa jazzi surm . 
3	NA	 Ent vabalt mängida võib vanades lugudes ka , lendlemiseks leiab alati teema . 
3	NA	 Aga ega nad öelnud , millist saksimeest nad täpselt taga otsivad . 
3	NA	" "" Drop Inni "" ukse peale oli keegi kuulutuse kleepinud , et jazzband otsib tenoripuhujat , kuulamised seal-ja-seal ja nii ma läksingi . "
3	NA	 Oli mingi vana laohoone Amageril , kahekordne tellistest lobudik , lõhnas vanaraua ja surnud õli järele . 
3	NA	" Trepp viis teisele korrale , ukse peal lihtsale A4-le trükitud silt , et "" The Ipanema Groovers "" ja kõrval kellanupp . "
3	NA	 Järjekorda ei olnud . 
3	NA	 Võibolla olin ma esimene . 
3	NA	 Lasin kella ja mingi närustes teksades vend lasi mind sisse . 
3	NA	 Mõtlesin , et see on transamees aga pärast tuli välja , et loominguline juht hoopis . 
3	NA	" Kaks kasti "" Tuborgit "" vedeles nurgas , pillid hiljuti lahti pakitud , keegi sättis võimu üles . "
3	NA	" Olid trummid , bass , klahvid — küllaltki tõsised , "" Rolandiga "" — ja flööt . "
3	NA	 See oli üllatus . 
3	NA	 Nad ei öelnud , mida nad täpselt mängivad või keda otsivad . 
3	NA	 Palusid lihtsalt mängida . 
3	NA	" Lasin siis oma firmaasja , "" I Got Plenty of Nothing . "" "
3	NA	 Pole küll päris zhanrilugu aga mulle need pikad , lõpmatult kulgevad meloodiad istuvad . 
3	NA	 Ja Gershwin on ju päris keeruline ka . 
3	NA	 Tundus , et meeldis . 
3	NA	 Siis kästi suvalist bossanoovat lasta ja lõpuks sinna juurde prantsuse tänavaakordionit pookida . 
3	NA	 Aga nii , et oleks jazz ja uudne . 
3	NA	 Mõtlesin esiteks , et vennad on lolliks läinud aga hakkasin peale . 
3	NA	 Noh , bossanoovaga sain hakkama . 
3	NA	" "" Ipanemat "" igaks juhuks ei võtnud , sest muidu mõtlevad , et olen ette valmistanud . "
3	NA	 Mõtisklesin hoopis ühe ammukuuldud Sergio Mendesi teema üle . 
3	NA	 Saksil jääb üldiselt bossanoovas ilma rütmigrupita hinge väheks , aga eks nad teadsid seda isegi . 
3	NA	" Kui aeg oli le france'iga jätkata , hakkasin eputama ja lasin "" Tea for two'd "" , ainult ropult sünkoope vahele . "
3	NA	 Aga klahvimees — toosama teksades kolge — kargas kohe kampa ja asjast sai asja . 
3	NA	" Lõpetuseks anti üks õlu ja paluti nädala pärast "" Drop Innis "" olla . "
3	NA	 Saks tuli kaasa võtta , eks pärast lähe prooviks , arvasin . 
4	NA	 Siis ma veel ei teadnud , et neil solist ka on . 
5	NA	 Eks ole , on ju kummaline orkester — klahvid , flööt , saks , rütm ja sinna juurde solist ? 
5	NA	 Aga need fusioni-vennad ongi sellised . 
5	NA	 Kõige tähtsam on originaalsus ja see , et keegi varem poleks teinud . 
5	NA	 Saks ju üldiselt soolopill ja korralikus bändis asi , mis tooni annab . 
5	NA	 Mitte et ma oleksin selline dinosauruse tõugu kriitik , kes arvab , et kui paned klahvid , kitarri ja rocki rütmigrupi bigbändi lugusid mängima , et siis ongi fusion . 
6	NA	" Saime "" Innis "" nädala pärast kokku . "
6	NA	" "" The Ipanema Groovers "" tundis ennast mugavalt , õllega ei koonerdanud . "
6	NA	 Mind viibati lauda ja toodi õlu ka kohe ette . 
6	NA	 Lars oli klahvimees , too teksades lõngus — loominguline juht . 
6	NA	 Kohe tehti selgeks ka , et trummid on tema poiss . 
6	NA	 Polnudki esiti märganud aga nüüd paistis ikka väga välja küll . 
6	NA	" Thomas oli "" trummipoja "" nimi , selline ilane ja hillitsetud emane , värvitud silmadega . "
6	NA	 Bassimees Søren , süsimustade juustega , habetunud ja kuidagi kõige tarmukam . 
6	NA	 Kandis tumedaid prille ja naeratas muhedalt peaaegu kõige peale , mida keegi rääkis . 
6	NA	 Flööti mängis Jens . 
6	NA	 Muusikakoolist , kiitsakas ja prillidega , pidi olema väga andekas , öeldi . 
6	NA	 Mulle jäi küll mulje , et kõige rohkem õlle peale , sest ta jõi seda nagu vett . 
7	NA	 Nad ootasid solisti . 
7	NA	 Ent mulle öeldi kohe ära , et olen põhimõtteliselt vastu võetud . 
7	NA	" Lars lükkas õlalt Thomase käe , see vist lipsas laua alla ta põlvele ja ütles : "" Hästi mängid , vend . "
7	NA	 Kui sobib , oled sees . 
7	NA	 Selle kuu peale on on kolm kõrtsilepingut , näkku tuleb 7500 krooni . 
7	NA	 Siis on vaikus , teeme uusi lugusid . 
7	NA	 Talvel Hamburgi tuur kaks nädalat , seal üks väike festival ja paar plaadivenda pidid kuulama . 
7	NA	 Kui hästi läheb , saame teise CD kah uuesti tööle . 
7	NA	 Et hapuks ei läheks , tuleb palju ringi sõita . 
7	NA	 Kui veab , siis Thomas korraldab paar teleasja , tal on seal käsi sees . 
7	NA	 Suveks on kõik lahtine . 
7	NA	" Nii et hoia kõrvad valla , iga tööots on teretulnud . "" "
7	NA	" Mõtlesin , et vaevalt see Thomase käsi , mis teles sees , aga küsisin : "" Ma ei teagi , mida te õieti mängite ? "" "
8	NA	 Noh , ja siis nad rääkisidki oma fusionist , et kuidas sellega ikka praegu lõikab ja mis kõik liinid on seni jazzis kokku sulatamata , millist puhangut nendest leida võib ja nii edasi . 
8	NA	" Pikalt ja innustatult rääkisid , mul hakkas endal ka suu vett jooksma , et kuidas "" There's A Boat , That's Leaving Soon For New York "" Argentina pampastiilis ja hot-bassi soologa pikitult kõlada võiks . "
8	NA	 Lars seletas , et kõige rumalamad on need , kes igasugust jazz-rocki kohe fusioniks peavad ja oma kolusse sisse ei taha tampida , et jazz on vaid tunnetusvahend , lahtimõtestamise viis , sulatusahi , kus kõik maailma hääled kokku võivad saada . 
8	NA	" "" Puhud elu sisse sellele , mida kõik surnuks pidasid . "
8	NA	 Kaks asja , mis üldse kokku ei sobi , vaat otsi need muusikast üles ja anna neile hing . 
8	NA	" Rockis sa seda ei tee , mees ! "" "
9	NA	" Kõrtsi tuli rahvast juurde , "" Weather Report "" keerati veelgi valjemaks . "
9	NA	 Mõnus hakkas ja janu suurenes . 
9	NA	 Siis laekus solist . 
9	NA	 Nimeks öeldi Lone . 
9	NA	 Lühikeste pruuniks värvitud juustega , pikkades mustades pükstes ja jakis . 
9	NA	 Valge liibuv särk selle alla , ilusad väiksed rinnad . 
9	NA	 Rinnahoidjat muidugi ei olnud , kus sa sellega . 
10	NA	 Ta ei olnud ilus , tegelikult . 
10	NA	 Lihtsalt selline tüdruk , kelle lähedal olemisest kõvaks läheb . 
10	NA	 Sellest sain kohe aru , kui ta mu kõrvale istus . 
10	NA	 Tema vist ka . 
10	NA	 Sest ta tõmbus must varsti eemale ega vaadanud üldse otsa . 
10	NA	 Meid tehti muidugi tuttavaks , Lonele toodi mineraalvett ja siis saingi esimest korda teda , et täna tuleb mängida . 
10	NA	 Miskit türgi või pakistani päritolu tütarlaps , kes järjekordsed klaasid tõi , küsis naeratades , et kas pillimehed noodi ikka ära tunnevad . 
